year,state,place,meps20_black,meps20_black_quality,meps20_hispanic,meps20_hispanic_quality,meps20_white,meps20_white_quality
2021,01,03076,.054511279,1,.08658009,1,.043110084,1
2021,01,07000,.96367997,1,.83950615,1,.11847705,1
2021,01,35896,0,1,0,1,0,1
2021,01,37000,.59002411,1,.59577245,1,.16225034,1
2021,01,50000,.84319276,1,.71363634,1,.58996236,1
2021,01,51000,.87102932,1,.93333334,1,.48874599,1
2021,01,77256,.77797031,1,.68364608,1,.23148705,1
2021,02,03000,.26555556,1,.17689115,1,.045924053,1
2021,04,04720,.3256253,1,.30444035,1,.1973913,1
2021,04,07940,.1840796,1,.16725044,1,.088820606,1
2021,04,12000,.099487729,1,.1240889,1,.01327001,1
2021,04,23620,.13636364,1,.17996821,1,.060964346,1
2021,04,27400,0,1,.000069876318,1,0,1
2021,04,27820,.49817008,1,.47525024,1,.17741472,1
2021,04,28380,.054844607,1,.046484467,1,.007382344,1
2021,04,46000,.27501231,1,.29306507,1,.077536911,1
2021,04,54050,.36874238,1,.37606528,1,.094170153,1
2021,04,55000,.62928319,1,.70961505,1,.1805335,1
2021,04,65000,.017598344,1,.042927999,1,.0023122502,1
2021,04,71510,.10037407,1,.10543241,1,.037659414,1
2021,04,73000,.29311475,1,.21850394,1,.077372439,1
2021,04,77000,.62355572,1,.6479826,1,.26109669,1
2021,04,85540,.81846154,1,.81882209,1,.67901868,1
2021,05,23290,.13508613,1,.1003663,1,.056931399,1
2021,05,24550,.84393066,1,.86360002,1,.55464333,1
2021,05,35710,.70544457,1,.59368837,1,.27588964,1
2021,05,41000,.54576254,1,.63872212,1,.16698232,1
2021,05,66080,.65825242,1,.79992568,1,.51131159,1
2021,06,00562,0,1,0,1,0,1
2021,06,00884,.26865673,1,.24442105,1,.21397381,1
2021,06,02000,.31108829,1,.37060004,1,.14093117,1
2021,06,02252,.34713796,1,.43154684,1,.33235121,1
2021,06,02364,.55000001,1,.49924433,1,.39676198,1
2021,06,03526,.68135506,1,.6793524,1,.32701626,1
2021,06,04982,.43684211,1,.46363187,1,.3952381,1
2021,06,06000,0,1,0,1,0,1
2021,06,08786,.28919861,1,.2789354,1,.081267215,1
2021,06,08954,0,1,.0017032148,1,.0007376807,1
2021,06,11194,0,1,0,1,0,1
2021,06,11530,.069972008,1,.15070747,1,.060897436,1
2021,06,13014,.15277778,1,.15684775,1,.084446564,1
2021,06,13210,.07060755,1,.21357943,1,.085625,1
2021,06,13214,0,1,0,1,0,1
2021,06,13392,.053283099,1,.14758226,1,.041546244,1
2021,06,13588,.17836258,1,.22122641,1,.13602015,1
2021,06,14218,.13719943,1,.14595094,1,.069036789,1
2021,06,15044,.99738121,1,.99563235,1,1,1
2021,06,16000,.048417132,1,.11857059,1,.013864201,1
2021,06,16350,.010526316,1,.076048441,1,.0067498167,1
2021,06,16532,.24025974,1,.25528663,1,.075353868,1
2021,06,17918,0,1,0,1,0,1
2021,06,19766,0,1,.00042169628,1,0,1
2021,06,21712,.6706714,1,.54235411,1,.40921634,1
2021,06,22020,0,1,0,1,0,1
2021,06,22230,.82432431,1,.90500838,1,.73873872,1
2021,06,22804,.15333334,1,.28705648,1,.03090792,1
2021,06,23182,.27357143,1,.32153863,1,.10094287,1
2021,06,24638,0,1,0,1,0,1
2021,06,24680,.27148968,1,.42189851,1,.29009533,1
2021,06,26000,0,1,0,1,0,1
2021,06,27000,.76142615,1,.79915887,1,.43096849,1
2021,06,28000,.13432837,1,.18292929,1,.032027256,1
2021,06,29000,.5,1,.62474543,1,.19505495,1
2021,06,30000,.082474224,1,.079579175,1,.064082526,1
2021,06,32548,.56575054,1,.49310029,1,.1423077,1
2021,06,33000,.023427866,1,.056237925,1,.022883296,1
2021,06,33182,.5804823,1,.55086106,1,.45206913,1
2021,06,33434,.86310226,1,.80722058,1,.67822152,1
2021,06,36000,.023923445,1,.074403502,1,.00076168712,1
2021,06,36448,.5,1,.54881817,1,.2145046,1
2021,06,36546,.64086604,1,.68266404,1,.51612902,1
2021,06,36770,0,1,0,1,0,1
2021,06,37692,.15311004,1,.31969878,1,.15270936,1
2021,06,39496,0,1,0,1,0,1
2021,06,39892,.039634146,1,.088597208,1,.017531045,1
2021,06,40130,.59653133,1,.59059215,1,.39501575,1
2021,06,41992,0,1,0,1,0,1
2021,06,43000,.59334296,1,.61469936,1,.093597397,1
2021,06,44000,.72747695,1,.86321443,1,.24043158,1
2021,06,45484,.18994413,1,.24865471,1,.14247069,1
2021,06,46842,0,1,0,1,0,1
2021,06,46898,.62643677,1,.65681219,1,.47996089,1
2021,06,47766,0,1,0,1,0,1
2021,06,48256,0,1,0,1,0,1
2021,06,48354,.37228832,1,.44879296,1,.2219152,1
2021,06,49270,.33583423,1,.39992324,1,.2513465,1
2021,06,49670,0,1,0,1,0,1
2021,06,50076,0,1,0,1,0,1
2021,06,50258,.043478262,1,.11239628,1,.030630631,1
2021,06,51182,0,1,0,1,0,1
2021,06,52526,.19343066,1,.17640407,1,.0984127,1
2021,06,53000,.49911278,1,.63061327,1,.1444059,1
2021,06,53322,.070304304,1,.14307806,1,.026769392,1
2021,06,53896,.15076183,1,.22091801,1,.083591335,1
2021,06,53980,.10429448,1,.1687922,1,.043616537,1
2021,06,54652,.18660288,1,.38479853,1,.35693917,1
2021,06,55156,.5396294,1,.56448942,1,.34033149,1
2021,06,56000,.21428572,1,.21771653,1,.052769069,1
2021,06,56700,.54036826,1,.6117233,1,.56641603,1
2021,06,57456,.34928775,1,.26650062,1,.29528984,1
2021,06,57792,0,1,0,1,0,1
2021,06,58072,.61956519,1,.64525348,1,.62790698,1
2021,06,59444,.47820964,1,.49257973,1,.30306512,1
2021,06,59451,.090655506,1,.11743559,1,.032005955,1
2021,06,59920,.50381678,1,.46658614,1,.33676362,1
2021,06,60102,.053030305,1,.10254826,1,.0047188359,1
2021,06,60466,.57505399,1,.60547721,1,.47448981,1
2021,06,60620,.4378897,1,.37705454,1,.23602484,1
2021,06,62000,.26583073,1,.35969022,1,.1225851,1
2021,06,62938,0,1,0,1,0,1
2021,06,64000,.6023674,1,.57860124,1,.28611699,1
2021,06,64224,.11891892,1,.34342691,1,.10286225,1
2021,06,65000,.8349359,1,.84106153,1,.62922299,1
2021,06,65042,.073033705,1,.092518099,1,.025596073,1
2021,06,66000,.40364325,1,.35108265,1,.038129605,1
2021,06,67000,.1852552,1,.072408415,1,.024014618,1
2021,06,68000,.030170847,1,.04951464,1,.0055440478,1
2021,06,68084,.086065575,1,.047867015,1,.018963337,1
2021,06,68196,.095238097,1,.24222369,1,.03440528,1
2021,06,68252,0,1,0,1,0,1
2021,06,68378,0,1,0,1,0,1
2021,06,69000,.47272727,1,.763161,1,.077181205,1
2021,06,69070,.02247191,1,.086526573,1,.007662042,1
2021,06,69084,0,1,0,1,0,1
2021,06,69088,0,1,0,1,0,1
2021,06,69196,.31578946,1,.5988152,1,.13156953,1
2021,06,70000,0,1,0,1,0,1
2021,06,70098,.013752456,1,.043422341,1,.0049465992,1
2021,06,72016,0,1,0,1,0,1
2021,06,73080,.85925925,1,.83092904,1,.86294419,1
2021,06,75000,.75148618,1,.80581415,1,.56452727,1
2021,06,77000,0,1,0,1,0,1
2021,06,78120,.02852615,1,.023554947,1,.0078622531,1
2021,06,78582,0,1,0,1,0,1
2021,06,80000,.022615535,1,.040928528,1,.0045672529,1
2021,06,80238,.045933016,1,.095705755,1,.022113021,1
2021,06,80854,.12935324,1,.28511044,1,.046349205,1
2021,06,81344,.35600001,1,.34236452,1,.10664172,1
2021,06,81554,0,1,0,1,0,1
2021,06,81666,.45331767,1,.41672015,1,.30949447,1
2021,06,82590,.73732334,1,.67094427,1,.55225283,1
2021,06,82954,.54504502,1,.52563876,1,.32635507,1
2021,06,82996,.23595506,1,.30838299,1,.14381067,1
2021,06,84200,.067055397,1,.093736686,1,.017518248,1
2021,06,84550,.41428572,1,.42173377,1,.28720626,1
2021,06,85292,.10267857,1,.12566596,1,.036537379,1
2021,08,03455,.13574661,1,.22332141,1,.048309989,1
2021,08,04000,.19852109,1,.29564205,1,.049208876,1
2021,08,07850,0,1,0,1,0,1
2021,08,12815,0,1,0,1,0,1
2021,08,16000,.29550949,1,.27573091,1,.084900089,1
2021,08,20000,.24409002,1,.36137554,1,.068707161,1
2021,08,27425,.0052910051,1,.033546325,1,.0051473114,1
2021,08,32155,.54882813,1,.38531497,1,.15077926,1
2021,08,43000,.088195384,1,.1530112,1,.030331604,1
2021,08,45970,.11801242,1,.20736313,1,.040269185,1
2021,08,46465,0,1,0,1,0,1
2021,08,62000,.41090909,1,.47730544,1,.30859375,1
2021,08,77290,.29051986,1,.37501115,1,.10127904,1
2021,08,83835,.03960396,1,.071735658,1,.022208884,1
2021,09,08000,.91940486,1,.90010875,1,.85107422,1
2021,09,18430,.19001219,1,.28115666,1,.14460477,1
2021,09,37000,.79984438,1,.91909802,1,.77421707,1
2021,09,52000,.74272478,1,.71229392,1,.39693928,1
2021,09,55990,.11298077,1,.1157459,1,.029401219,1
2021,09,73000,0,1,0,1,0,1
2021,09,80000,.73556,1,.74734193,1,.53989816,1
2021,11,50000,.70353222,1,.31205207,1,.056676686,1
2021,12,07300,0,1,0,1,0,1
2021,12,07875,.63332415,1,.40656996,1,.2271715,1
2021,12,10275,.36729395,1,.33399504,1,.22978655,1
2021,12,12875,.61874998,1,.50857925,1,.26632741,1
2021,12,14400,.20031978,1,.15901552,1,.087100789,1
2021,12,16475,.43827161,1,.15630411,1,.098955743,1
2021,12,16725,.87649673,1,.70670897,1,.65222102,1
2021,12,17200,.67643052,1,.70861202,1,.68369031,1
2021,12,17935,0,1,0,1,0,1
2021,12,24000,.7870822,1,.54523522,1,.19806924,1
2021,12,24125,.51281673,1,.46679714,1,.18561123,1
2021,12,25175,.43424022,1,.15588723,1,.12322738,1
2021,12,30000,.8795532,1,.77302831,1,.64902997,1
2021,12,32000,.57094353,1,.46639821,1,.29058966,1
2021,12,32275,.83817124,1,.67770588,1,.5605613,1
2021,12,35000,.6504122,1,.47974467,1,.29598671,1
2021,12,36950,.83718818,1,.78300387,1,.72441858,1
2021,12,38250,.59158736,1,.59486276,1,.40841946,1
2021,12,39425,.21823618,1,.18961696,1,.15049307,1
2021,12,43975,.7053377,1,.50945139,1,.33652174,1
2021,12,45000,.79867661,1,.42469794,1,.14865923,1
2021,12,45025,.27927929,1,.28093329,1,.0793854,1
2021,12,45060,.95686942,1,.86009061,1,.89583331,1
2021,12,45975,.54223436,1,.23949745,1,.22993062,1
2021,12,49675,.30294532,1,.34875649,1,.34884867,1
2021,12,53000,.63801336,1,.36504459,1,.13994102,1
2021,12,54000,.63509083,1,.6165756,1,.53549278,1
2021,12,54200,.3503055,1,.3036105,1,.25352806,1
2021,12,55775,.099322796,1,.046891965,1,.036815323,1
2021,12,57425,.5536415,1,.27287853,1,.18075117,1
2021,12,58050,.90304834,1,.77555346,1,.47335422,1
2021,12,58715,0,1,0,1,0,1
2021,12,63000,0,2,0,1,0,1
2021,12,69700,.42306784,1,.2073359,1,.15157117,1
2021,12,70600,.62623328,1,.40575838,1,.12777779,1
2021,12,71000,.6229881,1,.50474614,1,.18001699,1
