year,state,county,meps20_total,meps20_total_quality,meps20_white,meps20_white_quality,meps20_black,meps20_black_quality,meps20_hispanic,meps20_hispanic_quality
2014,20,077,.59594095,1,.5830546,1,1,3,.67199999,1
2015,20,193,.040940765,1,.0373444,1,0,3,.083969466,1
2014,20,071,1,1,1,1,,,1,1
2015,20,041,.21827412,1,.21443737,1,.16666667,1,.23287672,1
2018,20,149,0,1,0,1,0,1,0,1
2016,20,135,.55504584,1,.50473183,1,1,3,.66981131,1
2014,20,193,0,1,0,1,0,3,0,1
2018,20,061,.13832396,1,.11018463,1,.17818485,1,.15425532,1
2014,20,149,.17034966,1,.16168606,1,.21875,1,.29756099,1
2018,20,153,0,1,0,1,0,3,0,1
2016,20,141,.13186814,1,.12670565,1,0,3,.36363637,3
2015,20,083,0,1,0,1,0,3,0,2
2017,20,171,0,1,0,1,0,3,0,1
2018,20,023,.18274112,1,.147651,1,0,3,.31034482,1
2017,20,065,.591133,1,.58474576,1,.42857143,3,.53333336,2
2015,20,145,.64524651,1,.62683201,1,.80434781,1,.71034485,1
2017,20,165,0,1,0,1,0,3,0,2
2015,20,023,.33253589,1,.2882883,1,1,3,.54666668,1
2014,20,025,.62150538,1,.62739724,1,.60000002,3,.6081081,1
2015,20,025,.62556052,1,.61624652,1,.75,3,.59615386,1
2015,20,027,0,1,0,1,0,3,0,1
2016,20,143,.13104013,1,.12477231,1,.11764706,2,.20338982,1
2014,20,101,.23708206,1,.19465649,1,,,.47368422,1
2017,20,185,.43403205,1,.44253859,1,.83333331,3,.41836736,1
2017,20,121,.14631066,1,.15040486,1,.18518518,1,.075812273,1
2018,20,201,0,1,0,1,0,3,0,1
2015,20,019,1,1,1,1,1,3,1,1
2017,20,175,1,1,1,1,1,1,1,1
2014,20,063,0,1,0,1,0,3,0,2
2016,20,205,.74316591,1,.74542898,1,.81818181,3,.7735849,1
2016,20,111,.2782968,1,.25134197,1,.27472529,1,.30626449,1
2017,20,197,0,1,0,1,0,3,0,1
2016,20,079,.21612903,1,.17997977,1,.23214285,1,.33390266,1
2015,20,155,.61466265,1,.559102,1,.74230766,1,.84609497,1
2015,20,051,.078244783,1,.063731529,1,.081632651,1,.24175824,1
2017,20,061,.1302879,1,.10403201,1,.16227019,1,.14297061,1
2015,20,175,.95937443,1,.93617022,1,.96774191,1,.96447521,1
2014,20,187,.53862661,1,.55238098,1,.66666669,3,.51898736,1
2018,20,053,0,1,0,1,0,3,0,1
2017,20,025,.27533039,1,.28219178,1,.2,3,.23188406,1
2016,20,093,.24395858,1,.14672686,1,.25,3,.36180905,1
2015,20,061,.42789835,1,.4074502,1,.44137415,1,.46491969,1
2014,20,201,.16342412,1,.16756175,1,0,3,.15789473,1
2017,20,021,.52312213,1,.5288763,1,.75862068,2,.48076922,1
2018,20,191,.15977444,1,.14971392,1,.27586207,1,.23076923,1
2016,20,061,.21054755,1,.20314656,1,.21679828,1,.21391562,1
2015,20,069,0,1,0,1,0,3,0,1
2016,20,105,.46072188,1,.46698114,1,.80000001,3,.32142857,2
2016,20,051,.10343949,1,.083283223,1,.15000001,1,.30000001,1
2018,20,151,0,1,0,1,0,3,0,1
2017,20,015,.054336704,1,.055716608,1,.036082473,1,.04386485,1
2017,20,111,.36581895,1,.34606883,1,.34444445,1,.3973363,1
2017,20,119,.24057217,1,.11022044,1,0,3,.52226722,1
2015,20,085,.24439655,1,.23333333,1,.13636364,2,.23026316,1
2017,20,067,.49451184,1,.49298596,1,.60000002,3,.48984995,1
2017,20,055,.56302029,1,.38642925,1,.69724768,1,.61718202,1
2015,20,075,1,1,1,1,1,3,1,1
2015,20,055,.93262774,1,.84287614,1,.9596774,1,.96308321,1
2015,20,097,0,1,0,1,0,3,0,1
2016,20,069,0,1,0,1,0,3,0,1
2015,20,101,.121875,1,.11196911,1,,,.2,1
2015,20,143,.1196443,1,.1193634,1,.11111111,2,.10869565,1
2014,20,103,.13969864,1,.10561293,1,.37399104,1,.16062176,1
2017,20,097,0,1,0,1,0,3,0,1
2018,20,009,.44487333,1,.37708408,1,.33333334,1,.62265831,1
2016,20,015,.089487553,1,.092267707,1,.052785926,1,.069871798,1
2015,20,129,.062597811,1,.047409039,1,0,1,.13779527,1
2015,20,131,.057113718,1,.055737704,1,0,2,.086206898,1
2016,20,189,.63974154,1,.64769232,1,.5,3,.634103,1
2015,20,111,.42456514,1,.42203054,1,.35714287,1,.43631312,1
2016,20,101,.22012578,1,.20229007,1,,,.35416666,1
2015,20,039,.56287426,1,.5825243,1,.5,3,.36363637,3
2017,20,035,.61073941,1,.54864591,1,.81954885,1,.81432611,1
2017,20,207,.73505974,1,.72786176,1,1,3,0,3
2017,20,179,.16851851,1,.13716814,1,0,3,.41791046,1
2015,20,071,0,1,0,1,0,3,0,1
2018,20,103,.082779013,1,.059529867,1,.18827161,1,.10733182,1
2017,20,115,0,1,0,1,0,1,0,1
2018,20,145,0,1,0,1,0,2,0,1
2014,20,085,.38394344,1,.36785328,1,.2173913,2,.5103448,1
2017,20,029,.43172118,1,.43065134,1,.18181819,3,.51020408,1
2015,20,005,.8142857,1,.83106267,1,.71090049,1,.69047618,1
2015,20,189,.75243813,1,.75923193,1,1,3,.74235106,1
2018,20,029,.062585972,1,.067607723,1,0,3,0,1
2017,20,123,0,1,0,1,0,3,0,1
2017,20,049,1,1,1,1,1,3,1,1
2018,20,147,.09336333,1,.083750002,1,.13333334,2,.09375,1
2016,20,207,.71894091,1,.71396893,1,1,3,,
2014,20,177,.52836806,1,.38340858,1,.84822828,1,.76307911,1
2016,20,167,.54943937,1,.5539906,1,.42857143,2,.51851851,1
2015,20,209,.8876946,1,.7127412,1,.92889363,1,.96176398,1
2015,20,093,.80401415,1,.7337963,1,1,3,.88144332,1
2016,20,117,0,1,0,1,0,3,0,1
2016,20,169,.47856528,1,.42702904,1,.66153848,1,.55495167,1
2014,20,151,.27464351,1,.26858878,1,.71428573,3,.2857143,1
2015,20,033,0,1,0,1,0,3,0,1
2017,20,039,0,1,0,1,0,3,0,2
2015,20,049,1,1,1,1,1,3,1,1
2014,20,105,.4521158,1,.45161289,1,.5714286,3,.41935483,1
2014,20,073,.87671232,1,.87136465,1,.80000001,3,1,1
2016,20,165,0,1,0,1,0,3,0,2
2016,20,113,.059476756,1,.054549471,1,.039215688,1,.098039217,1
2015,20,195,0,1,0,1,0,3,0,3
2018,20,025,.27729258,1,.28732395,1,.16666667,3,.26027396,1
2018,20,049,.20469083,1,.21356784,1,.5,3,.093023255,1
2018,20,141,.12299465,1,.12075472,1,0,3,.36363637,3
2014,20,147,.53403139,1,.53272098,1,.4375,2,.60000002,1
2014,20,091,.099369153,1,.064829968,1,.18730046,1,.27175137,1
2017,20,059,.24825881,1,.24805424,1,.21153846,1,.2173913,1
2014,20,163,.3143535,1,.30329949,1,.25,3,.54545456,1
2018,20,203,0,1,0,1,0,3,0,1
2016,20,127,0,1,0,1,0,3,0,1
2014,20,043,.5428769,1,.50831354,1,.76923078,1,.81666666,1
2018,20,125,.86030078,1,.84652406,1,.96666664,1,.93902439,1
2018,20,115,0,1,0,1,0,1,0,1
2017,20,203,0,1,0,1,0,3,0,1
2015,20,053,.2012513,1,.20415226,1,.71428573,3,.16071428,1
2016,20,139,.057685286,1,.058965102,1,.2857143,2,.02112676,1
2017,20,135,.19070904,1,.1305842,1,1,3,.34545454,1
2014,20,171,.44409284,1,.42438272,1,.25,3,.51119405,1
2018,20,095,.31435853,1,.31255814,1,.14285715,3,.36363637,1
2016,20,157,.51108211,1,.50280899,1,.33333334,3,.63999999,2
2015,20,073,.87962961,1,.87179488,1,.85714287,3,.98076922,1
2015,20,139,.33135435,1,.3295362,1,.64516127,1,.37121212,1
2018,20,007,0,1,0,1,0,3,0,1
2014,20,119,.47420147,1,.31111112,1,.75,3,.82377046,1
2014,20,127,.47716895,1,.47538859,1,.66666669,3,.47826087,1
2015,20,037,.53955138,1,.52295327,1,.55696201,1,.65120274,1
2018,20,087,0,1,0,1,0,3,0,1
2014,20,027,.41666666,1,.41763341,1,0,3,.42553192,1
2017,20,169,.36113468,1,.31494895,1,.53231937,1,.43206996,1
2014,20,135,.64205819,1,.59638554,1,1,3,.78431374,1
2016,20,025,.63595504,1,.63305324,1,.75,3,.62686568,1
2017,20,209,.82059276,1,.5674777,1,.87167233,1,.92565566,1
2014,20,137,.50753188,1,.50825924,1,.64705884,2,.54545456,1
2016,20,027,0,1,0,1,0,3,0,1
2015,20,079,.37937093,1,.33283988,1,.53333336,1,.51390058,1
2014,20,017,.52808988,1,.51951951,1,,,.71428573,3
2018,20,189,.47445256,1,.42549923,1,.25,3,.53102189,1
2017,20,091,.050335258,1,.023721658,1,.1068405,1,.17645682,1
2014,20,141,.42059338,1,.42407408,1,.44444445,3,.41666666,3
2017,20,087,0,1,0,1,0,3,0,1
2015,20,091,.081110574,1,.049728964,1,.15094668,1,.23552543,1
2018,20,195,0,1,0,1,0,3,0,2
2016,20,153,0,1,0,1,0,3,0,1
2015,20,029,.49646392,1,.50227964,1,.42857143,3,.46153846,1
2014,20,065,.57800514,1,.57057059,1,.14285715,3,.66666669,2
2016,20,085,.12441214,1,.09682899,1,0,2,.1882353,1
2014,20,153,.56804734,1,.56756759,1,.5,3,.60000002,1
2015,20,001,.91441649,1,.91036272,1,.87804878,1,.90322578,1
2017,20,023,.31617647,1,.28301886,1,,,.48148149,1
2017,20,153,0,1,0,1,0,3,0,1
2018,20,013,.3380737,1,.3015582,1,.2,2,.39199999,1
2018,20,143,.079899073,1,.079662606,1,0,3,.07272727,1
2015,20,057,.94691294,1,.79367816,1,.9537037,1,.99240017,1
2014,20,185,.8674286,1,.83361065,1,1,3,.9453125,1
2017,20,085,.12585033,1,.094943821,1,0,2,.18452381,1
2016,20,029,.41384181,1,.41068703,1,.41176471,2,.51851851,1
2014,20,093,.74214518,1,.70378149,1,1,3,.78823531,1
2018,20,021,.60167205,1,.60886198,1,.65384614,2,.63157892,1
2014,20,107,.4946695,1,.48687214,1,.625,2,.64406782,1
2018,20,183,0,1,0,1,0,3,0,3
2015,20,127,.13484487,1,.14654003,1,.5,3,.028169014,1
2018,20,159,.33134329,1,.28338763,1,.36666667,1,.48739496,1
2017,20,161,.13802782,1,.12559377,1,.13043478,1,.17710371,1
2017,20,095,.27594936,1,.27696526,1,.14285715,3,.32142857,1
2014,20,199,0,1,0,1,0,3,0,2
2016,20,181,0,1,0,1,0,2,0,1
2014,20,009,.83652967,1,.78606474,1,.80952382,1,.97010869,1
2017,20,043,.16798277,1,.15224358,1,.21875,1,.35135135,1
2015,20,017,0,1,0,1,0,3,0,3
2016,20,031,.032938078,1,.032904148,1,0,3,.059999999,1
2015,20,191,.14210527,1,.13452089,1,.20689656,1,.21153846,1
2016,20,091,.06772738,1,.036854926,1,.13498957,1,.21286334,1
2015,20,065,.58999997,1,.57817107,1,.40000001,2,.60000002,2
2014,20,087,.33422858,1,.32777777,1,.18181819,3,.47058824,1
2018,20,101,.19480519,1,.19512194,1,,,.21818182,1
2014,20,133,.75522166,1,.75490606,1,.82608694,2,.77777779,1
2015,20,153,.60439563,1,.58278143,1,.60000002,3,.72222221,1
2016,20,081,.83118558,1,.80161941,1,.5,3,.88235295,1
2016,20,021,.65610981,1,.65716058,1,.72000003,2,.60606062,1
2015,20,167,.40881148,1,.39190751,1,.35714287,3,.59574467,1
2016,20,003,.47540984,1,.46981627,1,.66666669,3,.69999999,1
2018,20,065,.60290557,1,.59942365,1,.60000002,2,.44999999,2
2014,20,037,.76313579,1,.73327655,1,.85714287,1,.91155237,1
2018,20,187,0,1,0,1,,,0,1
2014,20,115,.061281338,1,.061160482,1,.036363635,1,.077586204,1
2018,20,057,.94758534,1,.79754239,1,.95862067,1,.99190569,1
2016,20,201,.19563058,1,.20089787,1,.07692308,3,.17391305,1
2018,20,121,.14687838,1,.14174837,1,.26760563,1,.12286689,1
2018,20,177,.45466486,1,.31308183,1,.74205542,1,.68045181,1
2017,20,081,.75231791,1,.72527474,1,0,3,.79391891,1
2018,20,137,.081683166,1,.087837838,1,0,3,.021739131,1
2015,20,045,.13731383,1,.11272532,1,.20259741,1,.22535211,1
2015,20,031,0,1,0,1,0,3,0,1
2016,20,071,0,1,0,1,,,0,1
2015,20,067,1,1,1,1,1,3,1,1
2014,20,195,0,1,0,1,0,3,0,3
2017,20,201,.20614469,1,.20842572,1,.11111111,3,.19565217,1
2018,20,043,.18866518,1,.17391305,1,.2,1,.35714287,1
2015,20,169,.49226081,1,.44074616,1,.63940519,1,.59096533,1
2016,20,133,.59844559,1,.59414756,1,.57692307,2,.66346157,1
2017,20,083,0,1,0,1,0,3,0,3
2015,20,117,0,1,0,1,0,3,0,1
2015,20,109,.35039371,1,.3378076,1,0,3,.48888889,1
2016,20,109,0,1,0,1,0,3,0,1
2017,20,051,.092339441,1,.07078398,1,.22222222,3,.31901839,1
2016,20,147,.10733262,1,.088652484,1,0,3,.21052632,1
2018,20,163,0,1,0,1,0,3,0,2
2018,20,117,0,1,0,1,0,3,0,1
2015,20,047,.65083134,1,.62921351,1,0,3,.69387758,1
2015,20,107,.47660032,1,.47596988,1,.66666669,2,.49152541,1
2014,20,169,.48989412,1,.43874082,1,.67080748,1,.59715945,1
2015,20,121,.21463503,1,.22197758,1,.28048781,1,.16923077,1
2017,20,075,.60314685,1,0,1,,,0,1
2018,20,015,.039704472,1,.039804865,1,.016949153,1,.040664375,1
2015,20,059,.61885428,1,.61051315,1,.70833331,1,.66315788,1
2017,20,103,.13359341,1,.099747606,1,.32388663,1,.16823161,1
2015,20,115,.057264552,1,.060021438,1,.017857144,1,.054545455,1
2014,20,159,.71157068,1,.66616428,1,.83333331,2,.84210527,1
2017,20,105,.41970021,1,.4192771,1,.60000002,3,.3888889,1
2016,20,203,.5752427,1,.60444444,1,1,3,.54098362,1
2015,20,147,.15417106,1,.1343458,1,.1875,2,.4054054,1
2015,20,103,.1398948,1,.1014102,1,.37099811,1,.15964912,1
2018,20,069,0,1,0,1,0,3,0,1
2015,20,077,.7137441,1,.70866144,1,1,3,.6857143,1
2015,20,007,0,1,0,1,0,3,0,1
2017,20,109,0,1,0,1,0,3,0,1
2014,20,081,1,1,1,1,1,3,1,1
2018,20,093,.5893665,1,.55048078,1,1,3,.62180972,1
2015,20,123,0,1,0,1,0,3,0,1
2015,20,003,.45286059,1,.45087719,1,1,3,.53658539,1
2017,20,013,.62103927,1,.62679857,1,.3125,2,.69827586,1
2016,20,191,.19309261,1,.18632583,1,.23333333,1,.28363636,1
2016,20,199,0,1,0,1,0,3,0,2
2018,20,051,0,1,0,1,0,2,0,1
2016,20,017,0,1,0,1,,,0,3
2018,20,047,.19385342,1,.10546875,1,0,3,.35099337,1
2018,20,067,.7025733,1,.70704848,1,.85714287,3,.69708031,1
2017,20,093,.55995601,1,.52183908,1,1,3,.58636361,1
2014,20,157,.50137365,1,.49636099,1,.25,3,.70588237,2
2017,20,077,.49903661,1,.47167629,1,1,3,.60000002,1
2015,20,081,.82775712,1,.8016032,1,0,3,.8704319,1
2014,20,083,0,1,0,1,0,3,0,1
2018,20,109,0,1,0,1,0,3,0,2
2018,20,133,.59619689,1,.59492034,1,.6875,1,.59798998,1
2017,20,063,0,1,0,1,0,3,0,2
2017,20,099,.75307631,1,.72890925,1,.92763156,1,.85321099,1
2017,20,157,.34354195,1,.32028985,1,0,3,.7096774,1
2015,20,021,.82282126,1,.83014798,1,.73913044,2,.80555558,1
2014,20,051,0,1,0,1,0,1,0,1
2017,20,027,0,1,0,1,0,3,0,1
2018,20,119,.83132529,1,.79166669,1,.83333331,3,.935,1
2017,20,045,.053194981,1,.041411463,1,.094508298,1,.090029761,1
2015,20,173,.53450513,1,.35665676,1,.75478965,1,.78831834,1
2017,20,173,.47245997,1,.29397634,1,.69394147,1,.73202395,1
2018,20,175,.92013437,1,.87295079,1,.89041096,1,.92860425,1
2016,20,005,.68960983,1,.67733037,1,.66326529,1,.74418604,1
2018,20,031,0,1,0,1,0,3,0,1
2018,20,205,.40085679,1,.4018043,1,.53846157,3,.41558442,1
2015,20,105,.47390395,1,.47465438,1,.66666669,3,.52173913,2
2014,20,197,0,1,0,1,0,3,0,1
2017,20,143,.12797375,1,.1240942,1,.23076923,3,.17391305,1
2017,20,017,0,1,0,1,,,0,3
2016,20,129,.18414919,1,.15617977,1,.03125,1,.32246378,1
2014,20,139,.33370289,1,.3345367,1,.51851851,2,.34999999,1
2018,20,129,.036523011,1,.02431611,1,0,1,.1,1
2016,20,107,.41194969,1,.41199774,1,.46153846,3,.47826087,1
2014,20,173,.57503623,1,.4064807,1,.78154612,1,.80583763,1
2018,20,077,.50538689,1,.47831184,1,1,3,.58653843,1
2017,20,113,.056171469,1,.049628332,1,.052631579,1,.08514493,1
2016,20,183,.41266796,1,.40880504,1,.14285715,3,.42857143,3
2018,20,165,0,1,0,1,0,2,0,2
2018,20,193,.090390876,1,.07639569,1,0,3,.20496894,1
2014,20,053,.11585366,1,.12072893,1,.33333334,3,.06849315,1
2017,20,001,.45042241,1,.439731,1,.47727272,1,.4180328,1
2017,20,069,0,1,0,1,0,3,0,1
2015,20,141,.45225224,1,.4552381,1,.40000001,3,.54545456,3
2014,20,005,1,1,1,1,1,1,1,1
2018,20,099,.7122125,1,.68281305,1,.95652175,1,.81481481,1
2014,20,059,.65490454,1,.64215201,1,.62068963,1,.81725889,1
2018,20,197,0,1,0,1,0,3,0,1
2014,20,021,.87664175,1,.87841946,1,.6785714,2,.87179488,1
2015,20,137,0,1,0,1,0,3,0,2
2017,20,137,.06495098,1,.064729191,1,.1,3,.083333336,1
2017,20,199,0,1,0,1,0,3,0,2
2017,20,007,0,1,0,1,0,3,0,1
2018,20,181,0,1,0,1,0,2,0,1
2016,20,035,.60284054,1,.54409564,1,.82575756,1,.79549903,1
2017,20,037,.47271216,1,.44062766,1,.56944442,1,.62794346,1
2016,20,187,.53863132,1,.53768843,1,1,3,.51867223,1
2018,20,111,.32826638,1,.28649759,1,.26865673,1,.3885794,1
2018,20,011,.37751678,1,.376138,1,.41333333,1,.4642857,1
2018,20,207,.7453416,1,.7427938,1,.5,3,1,3
2018,20,127,0,1,0,1,0,3,0,1
2015,20,113,.11197772,1,.10026041,1,.064102568,1,.19287212,1
2014,20,089,.57980454,1,.58680558,1,0,3,.5,3
2017,20,041,.11868132,1,.11180317,1,.14545454,1,.13168724,1
2018,20,209,.79923385,1,.52977705,1,.86477721,1,.89696151,1
2015,20,099,.79170102,1,.77661496,1,.93333334,1,.84081632,1
2014,20,099,.75910437,1,.74865925,1,.92553192,1,.81526107,1
2016,20,065,.57217848,1,.57057059,1,.125,3,.46666667,2
2017,20,101,0,1,0,1,,,0,1
2015,20,159,.72031516,1,.67200613,1,.75,2,.87046629,1
2015,20,161,.19909327,1,.18192419,1,.25119999,1,.21386139,1
2018,20,105,0,1,0,1,0,3,0,1
2018,20,169,.34396136,1,.29674035,1,.43846154,1,.42647058,1
2017,20,031,.030343007,1,.030868629,1,0,3,.018518519,1
2017,20,129,.12253829,1,.10283316,1,.016666668,1,.24723247,1
2014,20,055,.95028263,1,.87746173,1,.98214287,1,.97608578,1
2015,20,095,.37937221,1,.37874395,1,0,3,.5106383,1
2017,20,107,.29343832,1,.29425156,1,.06666667,2,.31818181,1
2016,20,145,.51025867,1,.4904387,1,.68421054,1,.57432431,1
2016,20,173,.49295774,1,.31724826,1,.70616579,1,.75205863,1
2014,20,095,.26916376,1,.26735461,1,0,3,.2972973,1
2014,20,205,.80701756,1,.81095523,1,.86666667,2,.81481481,1
2014,20,123,0,1,0,1,0,3,0,2
2014,20,191,.24580273,1,.23432745,1,.36956522,1,.34082398,1
2014,20,189,.54169691,1,.53675449,1,.75,3,.56976742,1
2014,20,039,0,1,0,1,0,3,0,3
2014,20,069,.38225538,1,.3696408,1,.5,3,.41666666,1
2018,20,113,0,1,0,1,0,1,0,1
2018,20,079,.18677656,1,.165999,1,.20895523,1,.2406639,1
2018,20,123,0,1,0,1,0,3,0,1
2014,20,181,.56948799,1,.56854838,1,.7647059,2,.56521738,1
2015,20,163,.33788821,1,.33159268,1,.375,3,.38095239,2
2015,20,165,.10139165,1,.098253272,1,0,3,.1923077,2
2014,20,207,.719917,1,.71853548,1,.5,3,,
2016,20,011,.9122203,1,.90536582,1,1,1,.97530866,1
2016,20,161,.10250452,1,.099709585,1,.095798321,1,.11867704,1
2016,20,099,.75068718,1,.72824919,1,.89714283,1,.83177572,1
2017,20,073,.75411522,1,.75029445,1,.36363637,3,.87931037,1
2018,20,185,.29615861,1,.28743544,1,.60000002,3,.32682925,1
2014,20,165,.30071175,1,.31054688,1,0,2,.40909091,2
2016,20,155,.52696699,1,.4655149,1,.708,1,.77373415,1
2015,20,207,.74541754,1,.74387527,1,1,3,,
2017,20,079,.2875044,1,.24981132,1,.36507937,1,.3936877,1
2014,20,175,.96574485,1,.9423275,1,.9818182,1,.97071916,1
2014,20,097,0,1,0,1,0,3,0,1
2018,20,045,.066427872,1,.050296668,1,.11378002,1,.11183261,1
2017,20,047,.19451371,1,.11811024,1,0,3,.34848484,1
2018,20,027,0,1,0,1,0,3,0,1
2018,20,135,.16941176,1,.12582782,1,1,3,.28448275,1
2015,20,013,.65214431,1,.62849414,1,.35294119,2,.72826087,1
2018,20,131,0,1,0,1,0,2,0,1
2017,20,149,0,1,0,1,0,1,0,1
2018,20,075,1,1,1,1,,,1,1
2015,20,183,.52015352,1,.5062241,1,.33333334,3,.46666667,2
2017,20,033,0,1,0,1,0,3,0,1
2015,20,181,.53222221,1,.54124457,1,.7368421,2,.48044693,1
2014,20,143,.12849163,1,.1305483,1,.13333334,2,.063829787,1
2016,20,125,.85771763,1,.83566713,1,.93856657,1,.94639558,1
2018,21,087,1,1,1,1,1,2,1,1
2017,21,025,.99912661,1,.99910516,1,1,2,1,2
2017,21,195,.87934017,1,.88572031,1,.77083331,1,.75294119,1
2017,21,027,.72157347,1,.72083616,1,.71428573,1,.71621621,1
2018,21,135,1,1,1,1,1,3,1,3
2015,21,009,.73098522,1,.70424861,1,.93932039,1,.83796299,1
2018,21,225,.63484919,1,.64278245,1,.4817073,1,.60000002,2
2017,21,181,.56046933,1,.56304139,1,.5,3,.5106383,1
2016,21,087,1,1,1,1,1,1,1,1
2016,21,003,1,1,1,1,1,2,1,1
2018,21,201,1,1,1,1,1,3,1,3
2015,21,073,.65847528,1,.63272589,1,.74836171,1,.71460676,1
2015,21,055,.99718112,1,.99704796,1,1,3,1,2
2017,21,203,1,1,1,1,1,2,1,1
2017,21,079,.79163581,1,.78589112,1,.89361703,1,.85384613,1
2015,21,231,.99647784,1,.9970414,1,.98571426,1,.99126637,1
2018,21,131,1,1,1,1,1,3,1,3
2015,21,067,.52126747,1,.41133708,1,.69199604,1,.71097797,1
2014,21,215,.19699556,1,.19977511,1,.10810811,1,.16161616,1
2016,21,169,1,1,1,1,1,2,1,1
2017,21,007,.60303032,1,.60269362,1,.51351351,1,.66666669,2
2017,21,047,.91646862,1,.89949965,1,.93779743,1,.95693779,1
2016,21,199,1,1,1,1,1,1,1,1
2017,21,231,.99449879,1,.99379951,1,1,1,1,1
2017,21,095,.97894078,1,.97949737,1,.99082571,1,.9852941,1
2017,21,039,1,1,1,1,1,3,1,1
2015,21,015,.13055243,1,.094257854,1,.28708133,1,.44661459,1
2018,21,157,.17836931,1,.17477438,1,.21428572,3,.26724139,1
2015,21,065,1,1,1,1,1,3,1,2
2015,21,035,.36746258,1,.35187367,1,.45595855,1,.49356222,1
2014,21,179,.73280108,1,.70221806,1,.94307399,1,.81355929,1
2018,21,235,.86360586,1,.86527199,1,1,2,.83687943,1
2015,21,023,1,1,1,1,1,3,1,2
2014,21,009,.66340709,1,.64323109,1,.78608245,1,.79057592,1
2016,21,151,.6695345,1,.65976334,1,.76346153,1,.73051947,1
2017,21,059,.57745063,1,.53448546,1,.76785713,1,.73000002,1
2016,21,129,1,1,1,1,1,3,1,3
2017,21,141,.76877004,1,.7408281,1,.90144926,1,.88571429,1
2015,21,161,1,1,1,1,1,1,1,1
2015,21,045,1,1,1,1,1,3,1,1
2018,21,093,.35841778,1,.29949585,1,.53826636,1,.45227605,1
2017,21,163,.63219082,1,.62586707,1,.63333333,1,.64117646,1
2015,21,025,.99850076,1,.99846274,1,1,2,1,2
2018,21,095,.98110777,1,.98228079,1,.98989898,1,.97222221,1
2014,21,091,.14745465,1,.15257353,1,.0625,2,0,2
2016,21,011,.7180723,1,.71225935,1,.5,3,.88679248,1
2016,21,089,.7363168,1,.73667288,1,.72549021,1,.82432431,1
2015,21,201,1,1,1,1,,,1,3
2015,21,019,.85513705,1,.8590889,1,.83236992,1,.78048778,1
2017,21,107,.71316069,1,.71573603,1,.67736489,1,.71617162,1
2016,21,101,.5724265,1,.54113925,1,.70579493,1,.65079367,1
2015,21,119,1,1,1,1,1,2,1,1
2017,21,087,1,1,1,1,1,1,1,1
2015,21,195,.87838495,1,.88525903,1,.79797977,1,.62820512,1
2018,21,115,.92008245,1,.920892,1,.80000001,3,.90909094,1
2014,21,125,1.0001,1,1,1,1,1,1,1
2018,21,141,.67320406,1,.63880676,1,.84563756,1,.85355651,1
2015,21,177,.70674896,1,.70476192,1,.5714286,1,.75238097,1
2017,21,075,1,1,1,1,1,1,1,2
2018,21,137,.99602437,1,.9958775,1,1,1,.99354839,1
2018,21,097,.46247464,1,.4537037,1,.42857143,1,.51219511,1
2014,21,157,.46231973,1,.4617961,1,.33333334,3,.42857143,1
2016,21,023,.75354838,1,.75016791,1,1,3,.80769229,2
2016,21,075,1,1,1,1,1,1,1,2
2017,21,169,1,1,1,1,1,2,1,1
2017,21,013,.98478264,1,.98570442,1,.95145631,1,.95454544,1
2016,21,085,.99861431,1,.99854618,1,1,1,1,1
2017,21,001,1,1,1,1,1,1,1,1
2017,21,109,.99731183,1,.99817687,1,1,3,.89999998,2
2016,21,137,1,1,1,1,1,1,1,1
2017,21,137,.96146929,1,.96622199,1,.93548387,1,.91891891,1
2014,21,141,.76880461,1,.74120349,1,.9130435,1,.90783411,1
2015,21,125,1,1,1,1,1,1,1,1
2014,21,119,1.0004075,1,1,1,1,1,1,2
2015,21,173,.99345601,1,.99368942,1,.98165137,1,.99585062,1
2015,21,215,.19554205,1,.19504072,1,.11111111,2,.2037037,1
2014,21,133,.99894625,1,.99865448,1,1,2,1,2
2018,21,053,.7178492,1,.71736526,1,.85000002,2,.70093459,1
2015,21,027,1,1,1,1,1,1,1,1
2017,21,017,.51268613,1,.46894994,1,.68932039,1,.57193607,1
2018,21,133,.99884427,1,.99911559,1,1,3,.96428573,2
2017,21,077,1,1,1,1,1,2,1,1
2014,21,073,.56885564,1,.54047573,1,.65354329,1,.62077296,1
2018,21,173,.71153843,1,.71162122,1,.63,1,.72794116,1
2018,21,099,1,1,1,1,1,1,1,1
2018,21,041,.90185183,1,.90754825,1,.77272725,2,.86874998,1
2016,21,213,.98818898,1,.98820555,1,.9882006,1,.9848485,1
2014,21,021,.67832762,1,.62599891,1,.93972605,1,.83141762,1
2014,21,147,1,1,1,1,1,3,1,2
2018,21,221,.70266271,1,.69927537,1,.67973858,1,.63934427,1
2015,21,141,.75976563,1,.72987759,1,.91369045,1,.90196079,1
2018,21,045,1,1,1,1,1,3,1,1
2018,21,071,.99793243,1,.99788135,1,1,2,1,1
2016,21,055,.7408759,1,.73660028,1,.625,3,.83333331,2
2014,21,121,1.0001814,1,1,1,1,1,1,1
2017,21,149,.47779188,1,.47467926,1,.44999999,2,.56451613,1
2017,21,081,.88289446,1,.88188607,1,.81818181,2,.91549295,1
2016,21,147,1,1,1,1,1,2,1,2
2014,21,161,1.0003526,1,1,1,1,1,1,1
2016,21,021,.55569619,1,.4879936,1,.93103451,1,.7951389,1
