year,state,place,meps20_black,meps20_black_quality,meps20_hispanic,meps20_hispanic_quality,meps20_white,meps20_white_quality,meps20_total,meps20_total_quality
2018,06,0682590,0.95358652,1,0.94994193,1,0.90214306,1,0.94431502,1
2018,06,0682954,0.69650656,1,0.71514517,1,0.51805133,1,0.66285431,1
2018,06,0682996,0.50362319,1,0.66906947,1,0.38795474,1,0.59589404,1
2018,06,0684200,0.45023698,1,0.44385323,1,0.27549946,1,0.42639932,1
2018,06,0684550,0.71875,1,0.83285242,1,0.46683672,1,0.67375368,1
2018,06,0685292,0.5,1,0.56942707,1,0.23987256,1,0.53874856,1
2018,08,0803455,0.22,1,0.25334132,1,0.076311134,1,0.12736967,1
2018,08,0804000,0.3172704,1,0.40870199,1,0.089199379,1,0.2728098,1
2018,08,0807850,0,1,0,1,0,1,0,1
2018,08,0812815,0.10034602,1,0.29796955,1,0.012383329,1,0.079331256,1
2018,08,0816000,0.39337891,1,0.3966172,1,0.14072604,1,0.23482159,1
2018,08,0820000,0.44153747,1,0.57932949,1,0.13256404,1,0.43139771,1
2018,08,0827425,0.096256681,1,0.13982499,1,0.044248637,1,0.062792391,1
2018,08,0832155,0.41720429,1,0.40800068,1,0.1252384,1,0.31148642,1
2018,08,0843000,0.22162162,1,0.33894321,1,0.10409476,1,0.19395649,1
2018,08,0845970,0.0867052,1,0.27869099,1,0.047857367,1,0.13650613,1
2018,08,0846465,0.07272727,1,0.14271012,1,0.066457354,1,0.086221091,1
2018,08,0862000,0.47416973,1,0.62432718,1,0.41201928,1,0.54744637,1
2018,08,0877290,0.26463103,1,0.2628437,1,0.064995356,1,0.1706831,1
2018,08,0883835,0.10243902,1,0.15057385,1,0.033603828,1,0.085271709,1
2018,09,0908000,0.78942704,1,0.78695726,1,0.63523746,1,0.76399744,1
2018,09,0918430,0.22952853,1,0.33660772,1,0.18800889,1,0.27154565,1
2018,09,0937000,0.90334779,1,0.93523294,1,0.87445039,1,0.91272002,1
2018,09,0952000,0.61641467,1,0.61068928,1,0.28932261,1,0.56836307,1
2018,09,0955990,0.1118177,1,0.13320497,1,0.04160101,1,0.10609966,1
2018,09,0973000,0.069606416,1,0.054979719,1,0.020243675,1,0.04680749,1
2018,09,0980000,0.91408765,1,0.9011634,1,0.7786811,1,0.87716722,1
2018,11,1150000,0.62581146,1,0.20675778,1,0.031279892,1,0.46352622,1
2018,12,1207300,0.044294294,1,0.024643607,1,0.032588273,1,0.031810686,1
2018,12,1207875,0.66271698,1,0.39003062,1,0.14677827,1,0.42287001,1
2018,12,1210275,0.057534248,1,0.04193956,1,0.012613171,1,0.026063437,1
2018,12,1212875,0.46431255,1,0.40204677,1,0.16220869,1,0.28924087,1
2018,12,1214400,0.16464975,1,0.11307873,1,0.047110699,1,0.10576923,1
2018,12,1216475,0.29605436,1,0.19439608,1,0.091838911,1,0.18546537,1
2018,12,1216725,0.91714466,1,0.74317741,1,0.71916008,1,0.81929511,1
2018,12,1217200,0.15575916,1,0.14428727,1,0.14632678,1,0.14733516,1
2018,12,1217935,0,1,0,1,0,1,0,1
2018,12,1224000,0.89330757,1,0.65479118,1,0.37659574,1,0.75154006,1
2018,12,1224125,0.46188852,1,0.37336275,1,0.10314351,1,0.29616541,1
2018,12,1225175,0.3816922,1,0.15418342,1,0.1020018,1,0.22099122,1
2018,12,1230000,0.9276213,1,0.84339559,1,0.76176888,1,0.84646761,1
2018,12,1232000,0.75622869,1,0.70558822,1,0.63262439,1,0.70412016,1
2018,12,1232275,0.91842216,1,0.82317722,1,0.80922693,1,0.84358084,1
2018,12,1235000,0.62654442,1,0.38907871,1,0.2210363,1,0.43502313,1
2018,12,1236950,0.3548387,1,0.40280139,1,0.30942076,1,0.37952742,1
2018,12,1238250,0.414545,1,0.40037864,1,0.25948182,1,0.3324087,1
2018,12,1239425,0.21694089,1,0.18052818,1,0.1462585,1,0.1615666,1
2018,12,1243975,0.70785874,1,0.51992995,1,0.37666243,1,0.44501296,1
2018,12,1245000,0.82453996,1,0.53594124,1,0.18914126,1,0.56648219,1
2018,12,1245025,0.2754491,1,0.29214731,1,0.091379307,1,0.23766483,1
2018,12,1245060,0.96333331,1,0.89713544,1,0.96190476,1,0.94273186,1
2018,12,1245975,0.63712585,1,0.25427914,1,0.21322957,1,0.45878947,1
2018,12,1249675,0.083969466,1,0.082439676,1,0.071953252,1,0.077803716,1
2018,12,1253000,0.62761486,1,0.32633194,1,0.11380231,1,0.34641579,1
2018,12,1254000,0.62251264,1,0.57176,1,0.51272041,1,0.55583888,1
2018,12,1254200,0.33913043,1,0.28405619,1,0.25843057,1,0.27812055,1
2018,12,1255775,0.23491916,1,0.10831957,1,0.063221276,1,0.12866902,1
2018,12,1257425,0.65345514,1,0.25939119,1,0.16355141,1,0.43246582,1
2018,12,1258050,0.95505911,1,0.87356603,1,0.58241206,1,0.8687923,1
2018,12,1258715,0,1,0,1,0,1,0,1
2018,12,1263000,0,1,0,1,0,1,0,1
2018,12,1269700,0.58389121,1,0.47866955,1,0.47226277,1,0.52947271,1
2018,12,1270600,0.52719957,1,0.34138614,1,0.11143202,1,0.31678864,1
2018,12,1271000,0.7335903,1,0.59220952,1,0.23770164,1,0.50865471,1
2018,12,1276600,0.92693323,1,0.87901378,1,0.46757871,1,0.81911683,1
2018,13,1303440,1,1,1,1,1,1,1,1
2018,13,1304000,0.67777503,1,0.34856528,1,0.043454122,1,0.46766847,1
2018,13,1304204,0.99770063,1,0.99831223,1,0.99392653,1,0.99732232,1
2018,13,1319000,0.88069439,1,0.75295913,1,0.45992059,1,0.74613684,1
2018,13,1342425,0,1,0,1,0,1,0,1
2018,13,1349008,0.99536783,1,0.9957338,1,0.99129891,1,0.99453312,1
2018,13,1367284,0.15019763,1,0.31468004,1,0.038026124,1,0.13302974,1
2018,13,1368516,0,1,0,1,0,1,0,1
2018,13,1369000,0.70382524,1,0.5065617,1,0.21708328,1,0.54409069,1
2018,13,1372122,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,1380508,0.76313746,1,0.68663597,1,0.47944739,1,0.63149971,1
2018,15,1571550,NA,NA,NA,NA,NA,NA,NA,NA
2018,16,1608830,0.20433018,1,0.22375,1,0.1260386,1,0.14366816,1
2018,16,1652120,0.043835618,1,0.034832601,1,0.016994676,1,0.018952021,1
2018,16,1656260,0.19135803,1,0.3082594,1,0.2489585,1,0.27274835,1
2018,17,1702154,0,1,0,1,0,1,0,1
2018,17,1703012,0.41142133,1,0.69684106,1,0.099782832,1,0.44904947,1
2018,17,1706613,0.41707921,1,0.49050087,1,0.26166147,1,0.32360041,1
2018,17,1712385,0.40172413,1,0.38557214,1,0.19819278,1,0.31415516,1
2018,17,1714000,0.89019299,1,0.86303627,1,0.33560565,1,0.79902977,1
2018,17,1714351,0.9831081,1,0.99277484,1,1,1,0.99262547,1
2018,17,1723074,0.8606928,1,0.88655561,1,0.45924765,1,0.78945667,1
2018,17,1724582,0.0613801,1,0.055681303,1,0.018419975,1,0.036719594,1
2018,17,1738570,0.71667743,1,0.76396412,1,0.33755529,1,0.65163118,1
2018,17,1751622,0,1,0,1,0,1,0,1
2018,17,1759000,0.85528183,1,0.78453737,1,0.41650754,1,0.68213719,1
2018,17,1765000,0.8271094,1,0.81269449,1,0.65105104,1,0.75924766,1
2018,17,1768003,0,1,0,1,0,1,0,1
2018,17,1772000,0.71921867,1,0.6025641,1,0.58672774,1,0.63737124,1
2018,17,1779293,0.98511499,1,0.9812929,1,0.9931857,1,0.98189819,1
2018,18,1805860,0.32102728,1,0.18906942,1,0.11131899,1,0.13065489,1
2018,18,1810342,0,1,0,1,0,1,0,1
2018,18,1822000,0.6775924,1,0.55555558,1,0.35436133,1,0.43029624,1
2018,18,1823278,0,1,0,1,0,1,0,1
2018,18,1825000,0.74760461,1,0.73315364,1,0.31176713,1,0.50422239,1
2018,18,1831000,0.94770962,1,0.96768951,1,0.95156527,1,0.95698577,1
2018,18,1836003,0.72518766,1,0.70545918,1,0.38597116,1,0.58479905,1
2018,18,1871000,0.80351084,1,0.73784977,1,0.63389045,1,0.72941047,1
2018,19,1912000,0.39463049,1,0.27723464,1,0.15272678,1,0.21215853,1
2018,19,1919000,0.43031123,1,0.4003984,1,0.29498526,1,0.35124928,1
2018,19,1921000,0.6668607,1,0.7108565,1,0.43370068,1,0.57878709,1
2018,19,1973335,0.25331971,1,0.2345808,1,0.14302513,1,0.18753938,1
2018,20,2036000,0.89207274,1,0.92581713,1,0.66477776,1,0.86215091,1
2018,20,2038900,0.1193634,1,0.12809917,1,0.069343068,1,0.085909203,1
2018,20,2052575,0.036235087,1,0.12744722,1,0.016111966,1,0.037537634,1
2018,20,2053775,0,1,0,1,0,1,0,1
2018,20,2071000,0.79845816,1,0.76423246,1,0.3899079,1,0.54202884,1
2018,20,2079000,0.81084222,1,0.86809033,1,0.56706709,1,0.72315741,1
2018,21,2146027,0.47760728,1,0.45695364,1,0.22570638,1,0.32545787,1
2018,21,2148006,0.73162687,1,0.71219993,1,0.53563923,1,0.63186437,1
2018,22,2205000,0.59176964,1,0.40732318,1,0.068685167,1,0.45587939,1
2018,22,2240735,0.53718853,1,0.31824234,1,0.13930462,1,0.34953365,1
2018,22,2241155,0.72540945,1,0.4605968,1,0.12348808,1,0.43878126,1
2018,22,2255000,0.84378195,1,0.67095715,1,0.21718061,1,0.7584945,1
2018,22,2270000,0.66988355,1,0.44261065,1,0.10681164,1,0.50133228,1
2018,24,2404000,0.85382229,1,0.83630431,1,0.47467178,1,0.74438232,1
2018,24,2430325,0.14095613,1,0.25298691,1,0.038884193,1,0.12377577,1
2018,25,2507000,0.65250546,1,0.65178818,1,0.17139907,1,0.53047711,1
2018,25,2509000,0.5920549,1,0.66094583,1,0.4877544,1,0.5838517,1
2018,25,2511000,0,1,0,1,0,1,0,1
2018,25,2523000,0.88083416,1,0.89543307,1,0.69073659,1,0.772888,1
2018,25,2534550,1,1,1,1,1,1,1,1
2018,25,2537000,0.96816975,1,0.92607355,1,0.88642591,1,0.91544616,1
2018,25,2537490,0.89530891,1,0.91998899,1,0.69928402,1,0.87522519,1
2018,25,2545000,0.91179383,1,0.92233479,1,0.80285174,1,0.86752957,1
2018,25,2545560,0,1,0,1,0,1,0,1
2018,25,2555745,0.25343511,1,0.26206896,1,0.13905039,1,0.17231879,1
2018,25,2562535,0.36907217,1,0.47443461,1,0.2099625,1,0.34019148,1
2018,25,2567000,0.99525893,1,0.9943316,1,0.99479526,1,0.99442267,1
2018,25,2582000,0.78366405,1,0.84325963,1,0.57715225,1,0.74213177,1
2018,26,2603000,0.03662597,1,0.024669074,1,0.05516199,1,0.039307062,1
2018,26,2621000,0.7452901,1,0.71599567,1,0.67906862,1,0.68583667,1
2018,26,2622000,0.99824882,1,0.99850827,1,0.95361835,1,0.99623996,1
2018,26,2627440,0,1,0,1,0,1,0,1
2018,26,2629000,0.89677715,1,0.79611653,1,0.65868133,1,0.82442927,1
2018,26,2634000,0.61046326,1,0.66034156,1,0.12319546,1,0.37932673,1
2018,26,2646000,0.79608893,1,0.766352,1,0.54854465,1,0.70264137,1
2018,26,2649000,0.34550196,1,0.11682893,1,0.079439253,1,0.13485068,1
2018,26,2669035,0,1,0,1,0,1,0,1
2018,26,2674900,0.6042223,1,0.5,1,0.14455445,1,0.57709396,1
2018,26,2676460,0.2585752,1,0.12524851,1,0.24206686,1,0.25073472,1
2018,26,2680700,0,1,0,1,0,1,0,1
2018,26,2684000,0.76843363,1,0.54694837,1,0.29356039,1,0.51947099,1
2018,26,2686000,0.44417307,1,0.30573249,1,0.29708272,1,0.3474676,1
2018,26,2688940,0.7555359,1,0.82853776,1,0.50200135,1,0.69639158,1
2018,27,2706616,0.10373648,1,0.12287334,1,0.012545454,1,0.054952808,1
2018,27,2707966,0.70095801,1,0.82049304,1,0.53382087,1,0.6476838,1
2018,27,2717000,0.48318583,1,0.33956388,1,0.19097376,1,0.2381618,1
2018,27,2743000,0.73497951,1,0.68847388,1,0.18135555,1,0.53964889,1
2018,27,2751730,0.022879465,1,0.0042872452,1,0.00162584,1,0.0044625532,1
2018,27,2754880,0.15160351,1,0.13532609,1,0.040642899,1,0.077699997,1
2018,27,2758000,0.74683547,1,0.44117647,1,0.021978023,1,0.35635793,1
2018,27,2771428,0,1,0,1,0,1,0,1
2018,28,2836000,1,1,1,1,1,1,1,1
2018,29,2915670,0.39528102,1,0.35650769,1,0.17282936,1,0.24534614,1
2018,29,2935000,0.46591422,1,0.50964886,1,0.36510327,1,0.41574129,1
2018,29,2938000,0.76777166,1,0.67050141,1,0.18290731,1,0.51980144,1
2018,29,2941348,0.02601156,1,0.0050825919,1,0.013732222,1,0.015317514,1
2018,29,2954074,0,1,0,1,0,1,0,1
2018,29,2970000,0.67302191,1,0.55854344,1,0.44817409,1,0.48031974,1
2018,29,2965000,0.90106082,1,0.41501105,1,0.075388841,1,0.44643772,1
2018,30,3006550,0.056910571,1,0.091090426,1,0.042053789,1,0.051343441,1
2018,31,3128000,0.39777777,1,0.34634653,1,0.15109722,1,0.20943342,1
2018,31,3137000,0.43281251,1,0.65518004,1,0.10823426,1,0.31943226,1
2018,32,3231900,0.40000001,1,0.33211577,1,0.21198311,1,0.25965646,1
2018,32,3240000,0.70067793,1,0.78582007,1,0.36358932,1,0.6095677,1
2018,32,3251800,0.77125889,1,0.80067933,1,0.55490029,1,0.74356055,1
2018,32,3260600,0.40458488,1,0.5461697,1,0.17131311,1,0.33204633,1
2018,32,3268400,0.4257642,1,0.58217615,1,0.17360729,1,0.37192243,1
2018,33,3345140,0.3474074,1,0.40153539,1,0.24894565,1,0.29908675,1
2018,33,3350260,0.1843318,1,0.31232396,1,0.13171166,1,0.17337592,1
2018,34,3413690,0.18778281,1,0.34728581,1,0.16616039,1,0.26883322,1
2018,34,3421000,0.97139895,1,0.94622469,1,0.88785481,1,0.94567633,1
2018,34,3436000,0.86351275,1,0.77360189,1,0.68033826,1,0.74494499,1
2018,34,3451000,0.94621623,1,0.96616042,1,0.96397245,1,0.95506936,1
2018,34,3457000,1,1,1,1,1,1,1,1
2018,34,3474000,0.98680174,1,0.98950714,1,0.8309859,1,0.98291802,1
2018,35,3502000,0.63625252,1,0.68814564,1,0.31045201,1,0.59078801,1
2018,35,3539380,0.57565218,1,0.6521557,1,0.49843848,1,0.61674672,1
2018,35,3563460,0.049627792,1,0.093257658,1,0.066551127,1,0.081447713,1
2018,35,3570500,0.43333334,1,0.64747298,1,0.28779167,1,0.54912412,1
2018,36,3601000,0.8237136,1,0.71170175,1,0.23518132,1,0.58231843,1
2018,36,3611000,0.96733743,1,0.9252919,1,0.61239296,1,0.8638078,1
2018,36,3650617,0.064061791,1,0.21305032,1,0.039926063,1,0.12969571,1
2018,36,3651000,0.69733846,1,0.65841228,1,0.10022794,1,0.51674843,1
2018,36,3663000,0.86052758,1,0.79719454,1,0.26256359,1,0.61889237,1
2018,36,3673000,0.98694605,1,0.95986038,1,0.70684409,1,0.88737375,1
2018,36,3684000,0.6837709,1,0.68961012,1,0.34105653,1,0.61524379,1
2018,37,3702140,0.23311445,1,0.35556373,1,0.16654904,1,0.20567013,1
2018,37,3710740,0.0013755158,1,0.0010007506000000001,1,2.2053959e-4,1,3.893323e-4,1
2018,37,3712000,0.5978772,1,0.62191606,1,0.11498836,1,0.45878565,1
2018,37,3714100,0.23156554,1,0.2731891,1,0.14232603,1,0.18619332,1
2018,37,3719000,0.51263458,1,0.53127998,1,0.095443062,1,0.39931142,1
2018,37,3722920,0.77336472,1,0.64771521,1,0.43128583,1,0.64905095,1
2018,37,3725580,0.82996809,1,0.80438823,1,0.48167038,1,0.66320151,1
2018,37,3728000,0.71381289,1,0.71681863,1,0.16154589,1,0.51947975,1
2018,37,3728080,0.78944689,1,0.69179332,1,0.3202877,1,0.58992261,1
2018,37,3731400,0.73266727,1,0.75451529,1,0.35978553,1,0.61842275,1
2018,37,3755000,0.35227495,1,0.33357036,1,0.067111745,1,0.21420641,1
2018,37,3774440,0.62828946,1,0.44734499,1,0.14826933,1,0.28763473,1
2018,37,3775000,0.71590477,1,0.67117119,1,0.11902098,1,0.43284604,1
2018,38,3825700,0.26886529,1,0.13787375,1,0.065602072,1,0.1071264,1
2018,39,3901000,0.8358739,1,0.72850239,1,0.41063538,1,0.63604218,1
2018,39,3915000,0.67802596,1,0.56448299,1,0.14389685,1,0.41405484,1
2018,39,3916000,0.82984984,1,0.7666235,1,0.44864187,1,0.71903729,1
2018,39,3918000,0.89966857,1,0.82939583,1,0.55355048,1,0.77570987,1
2018,39,3921000,0.89103955,1,0.73656321,1,0.56155062,1,0.72928762,1
2018,39,3961000,0.3428064,1,0.28268877,1,0.21432592,1,0.23059605,1
2018,39,3977000,0.8173331,1,0.69737935,1,0.46324387,1,0.64267027,1
