year,state,place,learning_rate,learning_rate_lb,learning_rate_ub,learning_rate_quality
2017,06,57792,1.1694561,1.0194781,1.3194342,1
2017,06,58072,1.2018346,1.0884545,1.3152146,1
2017,06,59444,1.0968363,.96714014,1.2265325,1
2017,06,59451,1.0950763,.84017026,1.3499823,1
2017,06,59920,1.0805209,.74611729,1.4149244,1
2017,06,60102,1.2586635,1.097067,1.4202601,1
2017,06,60466,.91471452,.79959959,1.0298294,1
2017,06,60620,1.054413,.9528743,1.1559516,1
2017,06,62000,1.0964607,.99589938,1.1970221,1
2017,06,62938,1.0133854,.85519731,1.1715734,1
2017,06,64000,1.1899571,1.0736061,1.3063083,1
2017,06,64224,1.2284733,1.0443493,1.4125974,1
2017,06,65000,1.3131977,1.2339749,1.3924205,1
2017,06,65042,1.1880376,1.0517843,1.324291,1
2017,06,66000,1.0402998,.9705615,1.110038,1
2017,06,67000,1.072827,.99541539,1.1502385,1
2017,06,68000,1.1241903,.97157639,1.2768043,1
2017,06,68084,.9691574,.7736389,1.164676,1
2017,06,68196,1.049397,.92614061,1.1726533,1
2017,06,68252,,,,
2017,06,68378,,,,
2017,06,69000,1.0318573,.95642972,1.1072848,1
2017,06,69070,1.3318752,1.0762848,1.5874658,1
2017,06,69084,.98126239,.83040476,1.13212,1
2017,06,69088,1.0792946,.95925218,1.1993369,1
2017,06,69196,1.3370215,1.185642,1.4884008,1
2017,06,70000,1.0896868,.77627522,1.4030983,3
2017,06,70098,1.0470585,.68474799,1.409369,2
2017,06,72016,.95918512,.81832194,1.1000483,1
2017,06,73080,,,,
2017,06,75000,1.1822809,1.0756056,1.2889562,1
2017,06,77000,1.0887543,.93039346,1.2471151,1
2017,06,78120,1.0424838,.94609022,1.1388774,1
2017,06,78582,.94589615,.81423408,1.0775582,1
2017,06,80000,1.1029128,.98153204,1.2242936,1
2017,06,80238,1.1718869,.94402623,1.3997476,1
2017,06,80854,1.1581467,1.0430393,1.2732542,1
2017,06,81344,1.0051159,.83177882,1.178453,1
2017,06,81554,1.0860023,.92047083,1.2515339,1
2017,06,81666,.92079401,.76611203,1.0754761,1
2017,06,82590,1.0676165,.94488704,1.1903459,1
2017,06,82954,1.2720451,1.1660817,1.3780086,1
2017,06,82996,1.1362997,1.0179187,1.2546808,1
2017,06,84200,.89770454,.71571308,1.0796959,1
2017,06,84550,1.1796612,1.0213971,1.3379252,1
2017,06,85292,1.1189412,.90134943,1.336533,1
2017,08,03455,,,,
2017,08,04000,1.0159659,.76253283,1.269399,3
2017,08,07850,.82541078,.23472051,1.4161011,3
2017,08,12815,,,,
2017,08,16000,.6424771,-.12326325,1.4082174,3
2017,08,20000,.98054332,.76819885,1.1928878,3
2017,08,27425,.94404554,.64950913,1.2385819,3
2017,08,32155,.81266922,.46886486,1.1564736,3
2017,08,43000,,,,
2017,08,45970,.67006171,.38089222,.9592312,3
2017,08,46465,1.3135179,.49465269,2.1323831,3
2017,08,62000,.56301814,.12095693,1.0050793,3
2017,08,77290,1.1381135,.89729172,1.3789353,3
2017,08,83835,1.2524222,.78458804,1.7202564,3
2017,09,08000,.98060215,.85924286,1.1019615,1
2017,09,18430,.91308999,.73466659,1.0915134,1
2017,09,37000,.83820349,.71376133,.96264565,1
2017,09,52000,1.0535052,.92544031,1.1815701,1
2017,09,55990,.89706707,.72645277,1.0676813,1
2017,09,73000,.84771109,.68860298,1.0068192,2
2017,09,80000,.80720109,.66823918,.946163,1
2017,11,50000,.9360714,.86055076,1.011592,1
2017,12,07300,1.2538644,.68945014,1.8182787,1
2017,12,07875,,,,
2017,12,10275,,,,
2017,12,12875,,,,
2017,12,14400,,,,
2017,12,16475,,,,
2017,12,16725,,,,
2017,12,17200,,,,
2017,12,17935,,,,
2017,12,24000,.92659318,.89309245,.96009392,1
2017,12,24125,.80081677,.74244648,.85918707,1
2017,12,25175,.91079718,.78791142,1.0336828,1
2017,12,30000,,,,
2017,12,32000,,,,
2017,12,32275,,,,
2017,12,35000,.77502173,.72618288,.82386059,1
2017,12,36950,.81661129,.74648464,.88673794,1
2017,12,38250,,,,
2017,12,39425,.80821425,.75398827,.86244023,1
2017,12,43975,,,,
2017,12,45000,.88707995,.85813141,.9160285,1
2017,12,45025,,,,
2017,12,45060,,,,
2017,12,45975,,,,
2017,12,49675,,,,
2017,12,53000,.80355948,.76451451,.84260446,1
2017,12,54000,,,,
2017,12,54200,,,,
2017,12,55775,,,,
2017,12,57425,,,,
2017,12,58050,,,,
2017,12,58715,,,,
2017,12,63000,,,,
2017,12,69700,,,,
2017,12,70600,.8546958,.75661445,.95277709,1
2017,12,71000,.82680511,.7885955,.86501473,1
2017,12,76600,.93539703,.89534241,.97545165,1
2017,13,03440,.89626235,.74507284,1.0474519,1
2017,13,04000,.92570382,.8618319,.98957574,1
2017,13,04204,1.0208331,.9217751,1.1198912,1
2017,13,19000,1.0725013,.97377831,1.1712242,1
2017,13,42425,,,,
2017,13,49008,.9009726,.79147375,1.0104715,1
2017,13,67284,,,,
2017,13,68516,,,,
2017,13,69000,.78554702,.68942434,.8816697,1
2017,13,80508,,,,
2017,15,71550,,,,
2017,16,08830,.94604796,.83703417,1.0550617,1
2017,16,52120,1.2551581,1.164036,1.3462801,1
2017,16,56260,1.2410861,1.1020062,1.3801661,1
2017,17,02154,.92971128,.72482592,1.1345967,1
2017,17,03012,1.0788927,.95689195,1.2008935,1
2017,17,06613,.43064901,.20768659,.65361142,1
2017,17,12385,.76184875,.58132088,.94237661,1
2017,17,14000,1.1747508,1.1363053,1.2131962,2
2017,17,14351,1.1702782,1.0458964,1.29466,1
2017,17,23074,1.0454756,.9617641,1.1291871,1
2017,17,24582,1.3196788,.34845972,2.2908978,3
2017,17,38570,1.0712526,.91727704,1.2252281,1
2017,17,51622,1.2127457,1.0839751,1.3415163,1
2017,17,59000,.93316221,.69355023,1.1727742,1
2017,17,65000,.96034807,.85463005,1.066066,1
2017,17,68003,1.1707205,1.0526466,1.2887943,1
2017,17,72000,.92854267,.78384835,1.0732369,1
2017,17,79293,.92783695,.79496711,1.0607067,1
2017,18,05860,1.1978462,1.0318573,1.3638351,1
2017,18,10342,.95966053,.83084059,1.0884805,1
2017,18,22000,1.0398178,.92738718,1.1522484,1
2017,18,23278,1.0227009,.91069418,1.1347077,1
2017,18,25000,.96977407,.836034,1.1035142,1
2017,18,31000,1.0421981,.89994496,1.1844511,1
2017,18,36003,,,,
2017,18,71000,.93107247,.80255365,1.0595913,1
2017,19,12000,.91216755,.74891967,1.0754154,1
2017,19,19000,.88963538,.75143719,1.0278336,1
2017,19,21000,.96824491,.85817975,1.07831,1
2017,19,73335,1.0175288,.87489718,1.1601603,1
2017,20,36000,1.0757626,.9011991,1.2503263,1
2017,20,38900,.84946889,.66778725,1.0311505,1
2017,20,52575,.85999018,.75233436,.967646,1
2017,20,53775,1.0697478,.94832242,1.1911732,1
2017,20,71000,1.0220555,.81777197,1.2263392,1
2017,20,79000,.98095495,.89485401,1.0670559,1
2017,21,46027,.8743661,.78987277,.95885944,1
2017,21,48006,.86163402,.80600029,.91726774,1
2017,22,05000,.91251612,.82010585,1.0049263,1
2017,22,40735,.98039609,.88496423,1.075828,1
2017,22,41155,.94610375,.85179895,1.0404086,1
2017,22,55000,1.0928642,1.0114509,1.1742774,1
2017,22,70000,1.0161787,.93066561,1.1016918,1
2017,24,04000,.94176531,.85590291,1.0276277,2
2017,24,30325,.9478429,.82688648,1.0687994,2
2017,25,07000,,,,
2017,25,09000,1.0832201,.95123005,1.2152102,1
2017,25,11000,1.0259567,.82741839,1.2244951,1
2017,25,23000,1.062746,.90857303,1.2169191,1
2017,25,34550,,,,
2017,25,37000,.97138375,.83316112,1.1096064,1
2017,25,37490,1.0466731,.90839773,1.1849484,1
2017,25,45000,.82523,.68246764,.96799237,2
2017,25,45560,,,,
2017,25,55745,1.2193732,1.0385888,1.4001577,1
2017,25,62535,1.1390625,.88265592,1.3954691,1
2017,25,67000,.78571081,.68040574,.89101589,1
2017,25,82000,.99162954,.86949646,1.1137626,2
2017,26,03000,1.2090166,1.0846311,1.333402,1
2017,26,21000,1.1148542,1.0066661,1.2230424,1
2017,26,22000,1.1387756,1.0813206,1.1962305,1
2017,26,27440,,,,
2017,26,29000,.92434567,.67574495,1.1729465,1
2017,26,34000,1.052382,.85746855,1.2472955,1
2017,26,46000,.83229452,.65291339,1.0116757,1
2017,26,49000,1.0566394,.88967311,1.2236059,1
2017,26,69035,,,,
2017,26,74900,.94985282,.79195195,1.1077538,1
2017,26,76460,1.1461948,1.0463762,1.2460134,1
2017,26,80700,1.110386,.95755112,1.2632209,1
2017,26,84000,1.176985,.98115975,1.3728104,1
2017,26,86000,.99503881,.84451002,1.1455677,1
2017,26,88940,.99881774,.71912402,1.2785114,1
2017,27,06616,.84048539,.67068958,1.0102812,1
2017,27,07966,,,,
2017,27,17000,.96289498,.79323351,1.1325564,1
2017,27,43000,.95055771,.84398216,1.0571333,1
2017,27,51730,,,,
2017,27,54880,.82250583,.69197851,.95303315,1
2017,27,58000,,,,
2017,27,71428,1.0250915,.049271822,2.0009112,2
2017,28,36000,.79509306,.69302404,.89716208,1
2017,29,15670,.9781847,.85083818,1.1055312,1
2017,29,35000,.96799499,.80019492,1.1357951,1
2017,29,38000,.99645662,.85476774,1.1381456,1
2017,29,41348,,,,
2017,29,54074,,,,
2017,29,65000,,,,
2017,29,70000,1.0209125,.91393858,1.1278865,1
2017,30,06550,1.1152771,.87704116,1.353513,2
2017,31,28000,.93279886,.84871089,1.0168868,1
2017,31,37000,.91293991,.81687063,1.0090091,1
2017,32,31900,,,,
2017,32,40000,1.0371751,1.0044121,1.0699381,2
2017,32,51800,,,,
2017,32,60600,1.0432677,.96890187,1.1176336,2
2017,32,68400,,,,
2017,33,45140,.73487312,-.10323217,1.5729784,3
2017,33,50260,.89997262,.61149359,1.1884516,2
2017,34,13690,1.004531,.84618872,1.1628733,1
2017,34,21000,1.0936751,.98281503,1.2045352,1
2017,34,36000,1.0856819,.98661816,1.1847457,1
2017,34,51000,1.1037177,1.0272776,1.1801578,1
2017,34,57000,1.0329448,.93144691,1.1344427,1
2017,34,74000,1.0760988,.92822075,1.2239769,1
2017,35,02000,1.0225741,.95005089,1.0950972,1
2017,35,39380,1.1343256,.99348599,1.2751652,1
2017,35,63460,1.0310014,.86050594,1.201497,1
2017,35,70500,1.1218462,.91779864,1.3258938,1
2017,36,01000,,,,
2017,36,11000,,,,
2017,36,50617,,,,
2017,36,51000,,,,
2017,36,63000,,,,
2017,36,73000,,,,
2017,36,84000,,,,
2017,37,02140,.82601708,.69775188,.95428228,1
2017,37,10740,.89939058,.85735738,.94142377,1
2017,37,12000,.87660724,.83274615,.92046833,1
2017,37,14100,.861202,.76563352,.95677048,1
2017,37,19000,.88907707,.79763001,.98052412,1
2017,37,22920,.82605457,.7477234,.90438575,1
2017,37,25580,.92956561,.83478332,1.0243479,1
2017,37,28000,.94451517,.88058335,1.0084469,1
2017,37,28080,.91892254,.80653012,1.031315,1
2017,37,31400,,,,
2017,37,55000,,,,
2017,37,74440,.87443686,.76649898,.98237473,1
2017,37,75000,,,,
2017,38,25700,1.1038983,.94228703,1.2655096,1
2017,39,01000,.77755731,.59445608,.96065849,1
2017,39,15000,.87746751,.67749846,1.0774366,1
2017,39,16000,.890136,.79516816,.98510391,1
2017,39,18000,.95614761,.85372585,1.0585693,1
2017,39,21000,.87924808,.66837192,1.0901242,1
2017,39,61000,.87820315,.70059603,1.0558103,1
2017,39,77000,.92971486,.79004699,1.0693827,1
2017,40,09050,.85843498,.73127633,.98559362,1
2017,40,23200,.94192648,.79277337,1.0910796,1
2017,40,41850,.92878181,.71242142,1.1451421,1
2017,40,52500,.82152027,.64202887,1.0010116,1
2017,40,55000,1.0356623,.91809607,1.1532286,1
2017,40,75000,.91493094,.80046523,1.0293967,1
2017,41,05350,1.0435048,.95720404,1.1298056,1
2017,41,05800,.83608425,.58232588,1.0898427,3
2017,41,23850,1.0398401,.78629196,1.2933882,1
2017,41,31250,1.2624975,1.101034,1.423961,1
2017,41,34100,1.1491035,1.0181789,1.2800281,1
2017,41,47000,1.1894826,1.0435413,1.3354238,1
2017,41,59000,1.2784797,.98127919,1.5756801,1
2017,41,64900,1.1571598,1.0724089,1.2419107,1
2017,42,02000,1.0381831,.75726151,1.3191046,2
2017,42,06088,.93793738,.80182391,1.0740509,1
2017,42,24000,.96309406,.7541793,1.1720089,1
2017,42,60000,.99800968,.95904768,1.0369717,1
2017,42,61000,.93058521,.71905845,1.1421119,1
2017,42,63624,.81886607,.61457169,1.0231603,1
2017,42,69000,.99925631,.77009559,1.228417,1
2017,44,19180,.8947652,.73351306,1.0560174,1
2017,44,54640,.78363079,.60977626,.95748532,1
2017,44,59000,.81242496,.6712147,.95363522,1
2017,44,74300,.78525865,.61102074,.95949656,1
2017,45,13330,1.0590472,.980676,1.1374185,1
2017,45,16000,.95693475,.85084587,1.0630236,1
2017,45,48535,,,,
2017,45,50875,,,,
2017,46,59020,1.1164079,.99352413,1.2392917,1
2017,47,14000,.98731679,.90482509,1.0698085,1
2017,47,15160,.93502492,.83704144,1.0330085,1
2017,47,27740,.86355567,.7537173,.97339416,1
2017,47,40000,.97977728,.90906829,1.0504862,1
2017,47,48000,1.0116282,.9605217,1.0627346,1
2017,47,51560,1.0252225,.87436539,1.1760798,2
2017,47,52006,.93864423,.8321209,1.0451676,2
2017,48,01000,.79525262,.4963176,1.0941876,2
2017,48,01924,.85903454,.59805024,1.1200188,2
2017,48,03000,.72434884,.49635378,.95234388,2
2017,48,04000,.93235236,.8120085,1.0526962,2
2017,48,05000,.81230402,.66384131,.96076673,2
2017,48,06128,.83763438,.62895602,1.0463127,2
2017,48,07000,.87431985,.63564247,1.1129973,2
2017,48,10768,.90137744,.76108563,1.0416692,2
2017,48,10912,.76097673,.50593621,1.0160173,2
2017,48,13024,.7506119,.56298131,.9382425,2
2017,48,13552,,,,
2017,48,15976,.82237011,.53698486,1.1077553,2
2017,48,16432,.7684316,.63785154,.89901167,2
2017,48,17000,.84969491,.57610816,1.1232817,2
2017,48,19000,.88608199,.79769415,.9744699,2
2017,48,19972,.92012912,.73293108,1.1073272,2
2017,48,22660,.8543638,.69200426,1.0167234,2
2017,48,24000,.84540772,.68116146,1.009654,2
2017,48,26232,.95380974,.81869018,1.0889293,2
2017,48,27000,.86611223,.72097665,1.0112479,2
2017,48,27684,.88975167,.76164359,1.0178598,2
2017,48,29000,.79384416,.66426677,.92342156,2
2017,48,30464,.98010439,.80477804,1.1554307,2
2017,48,35000,.93293875,.82333142,1.0425462,2
2017,48,37000,.90494347,.73775023,1.0721366,2
2017,48,39148,.71308303,.55076635,.87539971,2
2017,48,41464,1.034168,.86236924,1.2059668,2
2017,48,41980,.79997963,.64528859,.95467067,2
2017,48,42508,.95380974,.81869018,1.0889293,2
2017,48,43888,.95683914,.5121842,1.401494,2
2017,48,45000,.8888219,.63453907,1.1431047,2
2017,48,45384,.88939118,.68725991,1.0915225,2
2017,48,45744,.88027555,.68718153,1.0733695,2
2017,48,47892,.83249003,.67764503,.98733503,2
2017,48,48072,.78533566,.54403454,1.0266367,2
2017,48,48768,.97537738,.70399278,1.2467619,2
2017,48,50820,.7576043,.51175755,1.003451,2
2017,48,53388,.84253085,.66828012,1.0167816,2
2017,48,56000,1.068682,.93288827,1.2044756,2
2017,48,56348,.88303715,.66653305,1.0995412,2
2017,48,57200,.67753059,.46695742,.88810378,2
2017,48,58016,.7913996,.65777135,.92502785,2
2017,48,61796,1.0184213,.85388392,1.1829586,2
2017,48,63500,.8049826,.66686511,.94310009,2
2017,48,64472,.66825849,.36589161,.9706254,2
2017,48,65000,.88531834,.72098213,1.0496546,2
2017,48,70808,.92129946,.80684984,1.0357491,2
2017,48,72176,.82626826,.48166344,1.170873,2
2017,48,74144,.96869767,.69344777,1.2439476,2
2017,48,76000,.98352146,.5852204,1.3818226,2
2017,48,79000,.73555666,.40752235,1.0635909,2
2017,49,43660,,,,
2017,49,44320,,,,
2017,49,55980,1.1418973,.94875103,1.3350437,2
2017,49,57300,,,,
2017,49,62470,1.075574,.82033664,1.3308115,2
2017,49,65330,1.3340592,1.0447377,1.6233808,3
2017,49,67000,1.1631916,1.0268966,1.2994864,2
2017,49,67440,1.1857532,1.0237988,1.3477076,2
2017,49,70850,,,,
2017,49,82950,1.187029,1.0579706,1.3160874,2
2017,49,83470,,,,
2017,51,01000,.67800403,.52864385,.82736421,1
2017,51,16000,.90917718,.82428622,.99406815,1
2017,51,35000,.90026623,.77727187,1.0232606,1
2017,51,47672,.7732954,.58568794,.96090287,1
2017,51,56000,.77643269,.67197537,.88089001,1
2017,51,57000,.76831043,.66778761,.86883324,1
2017,51,64000,.64769536,.50142413,.79396659,1
2017,51,67000,.5668062,.42004779,.71356457,1
2017,51,68000,.79011935,.64315557,.93708313,1
2017,51,76432,.90202177,.7602309,1.0438126,1
2017,51,82000,.83772719,.77311754,.90233684,1
2017,53,03180,.69145817,.52731615,.85560018,3
2017,53,05210,1.0986543,.960666,1.2366425,2
2017,53,05280,1.0881096,.89628875,1.2799305,2
2017,53,22640,1.154475,1.0139897,1.2949603,2
2017,53,23515,.95615077,.82365948,1.088642,2
2017,53,35275,.97382528,.77428716,1.1733633,3
2017,53,35415,.92929858,.80852383,1.0500734,3
2017,53,35940,,,,
2017,53,53545,1.2245752,1.0704226,1.3787277,3
2017,53,57745,.97131348,.80746287,1.135164,2
2017,53,63000,,,,
2017,53,67000,.96010619,.80426353,1.1159489,3
2017,53,67167,1.0269718,.86769593,1.1862477,1
2017,53,70000,1.0336429,.76766074,1.299625,2
2017,53,74060,.93733418,.76903868,1.1056297,3
2017,53,80010,1.0222487,.79814494,1.2463526,2
2017,55,02375,1.013147,.87357467,1.1527194,1
2017,55,31000,1.0107806,.8475799,1.1739813,1
2017,55,39225,1.1656929,1.0321513,1.2992344,1
2017,55,48000,.90713036,.75195342,1.0623074,3
2017,55,53000,1.0969731,1.0298921,1.164054,1
2017,55,66000,.75008261,.62382507,.87634015,1
2016,01,03076,.78743362,.60425645,.9706108,1
2016,01,07000,.80810183,.70857054,.90763313,1
2016,01,35896,1.1666774,1.0285338,1.3048209,1
2016,01,37000,.76245016,.65028131,.87461907,1
2016,01,50000,.77445525,.70651692,.84239358,1
2016,01,51000,.90897435,.81504136,1.0029074,1
2016,01,77256,.91366851,.77753252,1.0498044,1
2016,02,03000,,,,
2016,04,04720,1.1997149,1.0386047,1.3608251,1
2016,04,07940,1.0600162,.86866188,1.2513704,1
2016,04,12000,1.0588405,.98708606,1.130595,1
2016,04,23620,1.0973977,.95090199,1.2438934,1
2016,04,27400,1.0506426,.95932657,1.1419587,1
2016,04,27820,1.2122482,1.1230125,1.3014839,1
2016,04,28380,,,,
2016,04,46000,1.0048707,.9457553,1.0639861,1
2016,04,54050,,,,
2016,04,55000,1.1291997,1.0092494,1.24915,1
2016,04,65000,1.0714991,.93684006,1.2061582,1
2016,04,71510,1.0986257,1.0093409,1.1879104,1
2016,04,73000,1.1071703,1.0040686,1.2102722,1
2016,04,77000,1.1487828,1.0260369,1.271529,1
2016,04,85540,1.1030018,.9565469,1.2494568,1
2016,05,23290,1.0486791,.88461429,1.2127439,1
2016,05,24550,1.0018917,.86506855,1.1387149,1
2016,05,35710,.89119524,.62100863,1.1613817,1
2016,05,41000,.95451677,.84282774,1.0662059,1
2016,05,66080,.94728822,.83825928,1.0563171,1
2016,06,00562,1.0724847,.91360849,1.2313609,1
2016,06,00884,1.2323989,1.0980517,1.3667461,1
2016,06,02000,1.016005,.89038342,1.1416267,1
2016,06,02252,.91791308,.78684348,1.0489826,2
2016,06,02364,.9830988,.84688348,1.1193142,1
2016,06,03526,1.1833531,1.0344582,1.332248,1
2016,06,04982,1.2035812,1.061146,1.3460164,1
2016,06,06000,.94787467,.63925987,1.2564894,3
2016,06,08786,.91832155,.74304789,1.0935953,1
2016,06,08954,.97909999,.84709704,1.1111029,1
2016,06,11194,1.1410983,.99199337,1.2902032,1
2016,06,11530,,,,
2016,06,13014,1.1793914,1.0414314,1.3173513,1
2016,06,13210,1.1476202,1.0539813,1.2412591,1
2016,06,13214,,,,
2016,06,13392,1.0724236,1.0037814,1.1410657,1
2016,06,13588,,,,
2016,06,14218,1.0847436,1.0038759,1.1656114,1
2016,06,15044,.92796963,.82725376,1.0286856,1
2016,06,16000,1.0599018,.97101784,1.1487858,1
2016,06,16350,1.0438899,.92851657,1.1592631,1
2016,06,16532,.99910253,.88967198,1.108533,1
2016,06,17918,1.1182227,.91740429,1.3190411,1
2016,06,19766,1.0294883,.9194383,1.1395383,1
2016,06,21712,1.0797893,.86272424,1.2968544,3
2016,06,22020,1.0914072,1.0270452,1.1557691,1
2016,06,22230,1.2941043,1.1447227,1.443486,1
2016,06,22804,1.2222105,1.1143171,1.330104,1
2016,06,23182,1.0842789,.9522298,1.2163281,1
2016,06,24638,1.0543685,.94069988,1.1680372,1
2016,06,24680,1.0194521,.93614608,1.1027582,1
2016,06,26000,1.1083822,1.0201416,1.1966228,1
2016,06,27000,1.0513736,.9580723,1.144675,1
2016,06,28000,1.1077949,.99173689,1.2238529,1
2016,06,29000,1.3736246,1.299926,1.4473231,1
2016,06,30000,1.0199598,.91569275,1.1242269,1
2016,06,32548,1.1132498,.94467854,1.281821,1
2016,06,33000,1.2952746,1.1871405,1.4034088,1
2016,06,33182,1.0690324,.95690876,1.1811562,1
2016,06,33434,.98516953,.87735891,1.0929801,1
2016,06,36000,1.1294389,.983491,1.2753868,1
2016,06,36448,,,,
2016,06,36546,.96148437,.82976204,1.0932066,1
2016,06,36770,1.1003093,1.0090857,1.1915329,1
2016,06,37692,1.049718,.93566,1.163776,1
2016,06,39496,,,,
2016,06,39892,,,,
2016,06,40130,1.1935964,1.0563821,1.3308108,1
2016,06,41992,1.084578,.94872713,1.2204289,1
2016,06,43000,1.1513309,1.0931379,1.209524,1
2016,06,44000,1.0038133,.98339838,1.0242281,1
2016,06,45484,1.3123672,1.2052808,1.4194536,1
2016,06,46842,1.0331379,.89889652,1.1673794,1
2016,06,46898,1.0516478,.86346674,1.2398287,1
2016,06,47766,1.3697418,1.2112789,1.5282047,1
2016,06,48256,1.1512096,1.0558044,1.2466148,1
2016,06,48354,1.1227732,.96430933,1.281237,1
2016,06,49270,.9114216,.82551837,.99732482,1
2016,06,49670,1.2350757,1.0382614,1.43189,1
2016,06,50076,1.1240025,1.015293,1.2327119,1
2016,06,50258,1.1708555,1.0513338,1.2903773,1
2016,06,51182,,,,
2016,06,52526,.97060919,.85523254,1.0859859,1
2016,06,53000,.77940184,.6392259,.91957778,3
2016,06,53322,1.2460265,1.1259372,1.3661158,2
2016,06,53896,1.2445921,1.1320139,1.3571702,1
2016,06,53980,1.0794678,.98529226,1.1736432,1
2016,06,54652,1.1559987,1.0138714,1.298126,1
2016,06,55156,1.1558398,1.043453,1.2682266,1
2016,06,56000,.80345953,.65260929,.95430976,2
2016,06,56700,.97253203,.84453851,1.1005255,1
2016,06,57456,.97029519,.81538117,1.1252092,1
2016,06,57792,1.2794036,1.1486149,1.4101923,1
2016,06,58072,1.2397252,1.1391385,1.340312,1
2016,06,59444,1.0543685,.94069988,1.1680372,1
2016,06,59451,1.1843857,.96085387,1.4079175,1
2016,06,59920,1.0969257,.81574005,1.3781115,1
2016,06,60102,1.2462375,1.1065549,1.3859202,1
2016,06,60466,.8918851,.79122162,.99254858,1
2016,06,60620,1.0024161,.91081953,1.0940127,1
2016,06,62000,1.0853418,.99614513,1.1745385,1
2016,06,62938,.97394919,.83363211,1.1142663,1
2016,06,64000,1.1760842,1.0743034,1.2778649,1
2016,06,64224,1.2535143,1.0892736,1.4177549,1
2016,06,65000,1.2744589,1.2051721,1.3437457,1
2016,06,65042,1.2411227,1.1231958,1.3590497,1
2016,06,66000,1.0914799,1.0309187,1.1520411,1
2016,06,67000,1.1703516,1.1007591,1.2399441,1
2016,06,68000,1.1244345,.99051934,1.2583497,1
2016,06,68084,.95340204,.77271348,1.1340905,1
2016,06,68196,1.0485746,.93965048,1.1574986,1
2016,06,68252,,,,
2016,06,68378,,,,
2016,06,69000,1.0091677,.94218928,1.076146,1
2016,06,69070,1.2612031,1.0214558,1.5009503,1
2016,06,69084,1.0423464,.91342068,1.171272,1
2016,06,69088,.99790138,.89256519,1.1032375,1
2016,06,69196,1.3881321,1.2745001,1.5017641,1
2016,06,70000,1.0904044,.93660539,1.2442033,1
2016,06,70098,.93710631,.65678388,1.2174288,1
2016,06,72016,.96059215,.84055746,1.0806268,1
2016,06,73080,,,,
2016,06,75000,1.2134111,1.1174794,1.3093426,1
2016,06,77000,1.1710832,1.0082688,1.3338976,1
2016,06,78120,1.0632898,.97771978,1.1488597,1
2016,06,78582,1.0111458,.89532584,1.1269658,1
2016,06,80000,1.1432543,1.0356869,1.2508217,1
2016,06,80238,1.1190596,.92268991,1.3154292,1
2016,06,80854,1.164766,1.0634284,1.2661035,1
2016,06,81344,1.0819618,.92535895,1.2385645,1
2016,06,81554,1.0915,.94185001,1.2411501,1
2016,06,81666,.98191285,.85126054,1.1125652,1
2016,06,82590,.97921169,.86114693,1.0972764,2
2016,06,82954,1.3218644,1.2265058,1.417223,1
2016,06,82996,1.1154747,1.0075787,1.2233707,1
2016,06,84200,.94843864,.78549629,1.1113811,1
2016,06,84550,1.2144586,1.0746235,1.3542937,1
2016,06,85292,1.0862654,.8980906,1.2744403,1
2016,08,03455,,,,
2016,08,04000,1.1491067,.91097069,1.3872428,3
2016,08,07850,1.2018335,.92458177,1.4790852,3
2016,08,12815,,,,
2016,08,16000,.93079329,.56882328,1.2927632,3
2016,08,20000,1.1110655,.91190898,1.310222,3
2016,08,27425,1.0936761,.8098157,1.3775364,3
2016,08,32155,.97653407,.65276498,1.3003032,3
2016,08,43000,,,,
2016,08,45970,.68207133,.40488845,.95925421,3
2016,08,46465,1.1377457,.75585443,1.5196371,3
2016,08,62000,.69855309,.29099244,1.1061137,3
2016,08,77290,1.159248,.93074995,1.3877461,3
2016,08,83835,1.4304062,.97711438,1.883698,3
2016,09,08000,1.0673772,.96129191,1.1734625,1
2016,09,18430,1.0055635,.83893543,1.1721915,3
2016,09,37000,.90104443,.79476982,1.007319,1
2016,09,52000,1.1195012,1.0076702,1.2313323,1
2016,09,55990,.93639743,.78484482,1.08795,1
2016,09,73000,.92800933,.75358152,1.1024371,2
2016,09,80000,.83046675,.70977056,.95116293,1
2016,11,50000,1.0267516,.93934226,1.114161,1
2016,12,07300,1.0953168,.55532658,1.635307,1
2016,12,07875,,,,
2016,12,10275,,,,
2016,12,12875,,,,
2016,12,14400,,,,
2016,12,16475,,,,
2016,12,16725,,,,
2016,12,17200,,,,
2016,12,17935,,,,
2016,12,24000,.92620158,.89409041,.95831275,1
2016,12,24125,.84704441,.79240549,.90168333,1
2016,12,25175,.90670693,.78883111,1.0245827,1
2016,12,30000,,,,
2016,12,32000,,,,
2016,12,32275,,,,
2016,12,35000,.89079487,.83845949,.94313025,2
2016,12,36950,.84894776,.7799899,.91790563,1
2016,12,38250,,,,
2016,12,39425,.86998206,.811728,.92823613,2
2016,12,43975,,,,
2016,12,45000,.90254736,.87536514,.92972958,1
2016,12,45025,,,,
2016,12,45060,,,,
2016,12,45975,,,,
2016,12,49675,,,,
2016,12,53000,.84732461,.80985367,.88479555,1
2016,12,54000,,,,
2016,12,54200,,,,
2016,12,55775,,,,
2016,12,57425,,,,
2016,12,58050,,,,
2016,12,58715,,,,
2016,12,63000,,,,
2016,12,69700,,,,
2016,12,70600,.9265402,.83002961,1.0230508,1
2016,12,71000,.85165274,.81487823,.88842726,1
2016,12,76600,.94596416,.9078567,.98407161,1
2016,13,03440,.88012284,.73558885,1.0246568,1
