year,state,county,state_name,county_name,population,rate_injury_death,rate_injury_death_lb,rate_injury_death_ub,rate_injury_death_se,rate_injury_death_quality
2016,13,039,Georgia,Camden County,53008,56.2,46.4,65.9,5,1
2016,13,043,Georgia,Candler County,10910,94.3,69.3,125.4,13.8,1
2016,13,045,Georgia,Carroll County,116261,77.3,69.8,84.7,3.8,1
2016,13,047,Georgia,Catoosa County,66398,69.9,60.9,78.9,4.6,1
2016,13,049,Georgia,Charlton County,12497,71.9,53,95.3,10.4,1
2016,13,051,Georgia,Chatham County,289082,70.8,66.4,75.2,2.3,1
2016,13,053,Georgia,Chattahoochee County,10922,51.8,28.3,86.9,13.9,2
2016,13,055,Georgia,Chattooga County,24824,89.8,73.2,106.4,8.5,1
2016,13,057,Georgia,Cherokee County,241689,55.9,51.3,60.4,2.3,1
2016,13,059,Georgia,Clarke County,124707,50,43.7,56.3,3.2,1
2016,13,061,Georgia,Clay County,3020,NA,46.6,157.7,26.6,NA
2016,13,063,Georgia,Clayton County,279462,53.2,48.9,57.5,2.2,1
2016,13,065,Georgia,Clinch County,6829,58.5,35.2,91.4,13.3,2
2016,13,067,Georgia,Cobb County,748150,53.7,51.2,56.2,1.3,1
2016,13,069,Georgia,Coffee County,43012,77.4,65.5,89.3,6.1,1
2016,13,071,Georgia,Colquitt County,45708,94.3,81.6,107.1,6.5,1
2016,13,073,Georgia,Columbia County,147450,52.3,46.7,57.8,2.8,1
2016,13,075,Georgia,Cook County,17167,71.3,54.4,91.8,9.2,1
2016,13,077,Georgia,Coweta County,140526,52.7,47.1,58.4,2.9,1
2016,13,079,Georgia,Crawford County,12322,87.5,64.3,116.4,12.8,1
2016,13,081,Georgia,Crisp County,22721,56.6,43.3,72.7,7.2,1
2016,13,083,Georgia,Dade County,16257,79.2,61,101.2,9.9,1
2016,13,085,Georgia,Dawson County,23604,98.6,79.3,117.9,9.8,1
2016,13,087,Georgia,Decatur County,26822,79.4,64.3,94.5,7.7,1
2016,13,089,Georgia,DeKalb County,740321,50.6,48.2,53,1.2,1
2016,13,091,Georgia,Dodge County,20563,67.3,52.7,84.6,7.9,1
2016,13,093,Georgia,Dooly County,13763,63.3,46.1,84.6,9.4,1
2016,13,095,Georgia,Dougherty County,90017,56.4,49.4,63.5,3.6,1
2016,13,097,Georgia,Douglas County,142224,60.1,54,66.2,3.1,1
2016,13,099,Georgia,Early County,10339,82.3,59.1,111.7,12.8,1
2016,13,101,Georgia,Echols County,3962,NA,33.2,118.9,19.6,NA
2016,13,103,Georgia,Effingham County,58712,69.5,59.2,79.9,5.3,1
2016,13,105,Georgia,Elbert County,19143,91.2,72.6,113,10,1
2016,13,107,Georgia,Emanuel County,22635,86.6,70.1,105.9,8.9,1
2016,13,109,Georgia,Evans County,10670,91.4,67.4,121.2,13.2,1
2016,13,111,Georgia,Fannin County,24900,98.4,79,117.8,9.9,1
2016,13,113,Georgia,Fayette County,111627,50.1,43.7,56.4,3.2,1
2016,13,115,Georgia,Floyd County,96560,71.8,64.3,79.3,3.8,1
2016,13,117,Georgia,Forsyth County,221009,45.1,40.7,49.5,2.2,1
2016,13,119,Georgia,Franklin County,22320,96.7,77.8,115.7,9.7,1
2016,13,121,Georgia,Fulton County,1023336,60.1,57.9,62.2,1.1,1
2016,13,123,Georgia,Gilmer County,29733,72.6,58.4,86.7,7.2,1
2016,13,125,Georgia,Glascock County,3006,NA,37.8,135.4,23.3,NA
2016,13,127,Georgia,Glynn County,84502,63.4,55.6,71.2,4,1
2016,13,129,Georgia,Gordon County,56904,70.2,60.2,80.1,5.1,1
2016,13,131,Georgia,Grady County,24808,76,61.2,93.3,8,1
2016,13,133,Georgia,Greene County,17003,67.5,49.6,89.8,9.9,1
2016,13,135,Georgia,Gwinnett County,907135,44,41.9,46.2,1.1,1
2016,13,137,Georgia,Habersham County,44246,70.3,59.3,81.3,5.6,1
2016,13,139,Georgia,Hall County,196637,63.8,58.7,68.9,2.6,1
2016,13,141,Georgia,Hancock County,8640,62,40.8,90.1,11.9,1
2016,13,143,Georgia,Haralson County,29042,108.1,91.1,125,8.6,1
2016,13,145,Georgia,Harris County,33652,60.3,48.5,74.1,6.3,1
2016,13,147,Georgia,Hart County,25553,71,56.9,87.6,7.6,1
2016,13,149,Georgia,Heard County,11487,84.1,61.8,111.8,12.2,1
2016,13,151,Georgia,Henry County,221768,57.8,53,62.7,2.5,1
2016,13,153,Georgia,Houston County,152122,54.1,48.6,59.5,2.8,1
2016,13,155,Georgia,Irwin County,9422,72.8,51,100.8,12.2,1
2016,13,157,Georgia,Jackson County,64615,82.9,72.6,93.3,5.3,1
2016,13,159,Georgia,Jasper County,13654,77.4,56.9,102.9,11.2,1
2016,13,161,Georgia,Jeff Davis County,14877,99.1,77.3,125.3,11.9,1
2016,13,163,Georgia,Jefferson County,15916,94.4,74,118.7,11,1
2016,13,165,Georgia,Jenkins County,8849,86.6,61.6,118.4,13.9,1
2016,13,167,Georgia,Johnson County,9505,71.8,50.3,99.4,12,1
2016,13,169,Georgia,Jones County,28623,64.9,52.2,79.6,6.8,1
2016,13,171,Georgia,Lamar County,18469,67.6,51.6,87,8.7,1
2016,13,173,Georgia,Lanier County,10399,49.6,31.8,73.8,10.1,2
2016,13,175,Georgia,Laurens County,47516,75.1,64.1,86.1,5.6,1
2016,13,177,Georgia,Lee County,29337,58.4,46.2,72.9,6.6,1
2016,13,179,Georgia,Liberty County,62570,62.2,52.3,72.1,5.1,1
2016,13,181,Georgia,Lincoln County,7828,81.6,54.6,117.1,15.1,1
2016,13,183,Georgia,Long County,18437,56.8,41.1,76.6,8.7,1
2016,13,185,Georgia,Lowndes County,114628,61.4,54.4,68.3,3.5,1
2016,13,187,Georgia,Lumpkin County,31445,70.1,56.6,83.7,6.9,1
2016,13,189,Georgia,McDuffie County,21490,76.9,60.8,96,8.7,1
2016,13,191,Georgia,McIntosh County,13927,67.4,48.1,91.8,10.6,1
2016,13,193,Georgia,Macon County,13450,53.5,37.7,73.8,8.7,1
2016,13,195,Georgia,Madison County,28824,74.3,59.7,88.9,7.4,1
2016,13,197,Georgia,Marion County,8524,71.2,47.7,102.2,13.3,1
2016,13,199,Georgia,Meriwether County,21074,87,69.7,107.1,9.3,1
2016,13,201,Georgia,Miller County,5926,108.8,74.9,152.7,19,1
2016,13,205,Georgia,Mitchell County,22459,63.8,49.8,80.5,7.6,1
2016,13,207,Georgia,Monroe County,27306,80.7,65.5,96,7.8,1
2016,13,209,Georgia,Montgomery County,9060,57.3,37.1,84.6,11.5,2
2016,13,211,Georgia,Morgan County,18170,77.2,59.9,97.8,9.3,1
2016,13,213,Georgia,Murray County,39315,92.6,78.7,106.5,7.1,1
2016,13,215,Georgia,Muscogee County,197485,64.8,59.8,69.9,2.6,1
2016,13,217,Georgia,Newton County,106999,67.1,59.8,74.4,3.7,1
2016,13,219,Georgia,Oconee County,36838,48.6,38.2,60.9,5.6,1
2016,13,221,Georgia,Oglethorpe County,14921,67.4,49.7,89.3,9.8,1
2016,13,223,Georgia,Paulding County,155825,61.9,55.8,68,3.1,1
2016,13,225,Georgia,Peach County,26655,75.1,60.6,92.1,7.8,1
2016,13,227,Georgia,Pickens County,30832,67.4,53.6,81.3,7.1,1
2016,13,229,Georgia,Pierce County,19171,76.3,59.6,96.2,9.1,1
2016,13,231,Georgia,Pike County,17941,65.9,49.8,85.6,8.8,1
2016,13,233,Georgia,Polk County,41776,93.5,80,107,6.9,1
2016,13,235,Georgia,Pulaski County,11251,56.4,38.6,79.7,10,1
2016,13,237,Georgia,Putnam County,21477,74.1,58.1,93.2,8.7,1
2016,13,239,Georgia,Quitman County,2335,NA,62,222.2,37.5,NA
2016,13,241,Georgia,Rabun County,16559,79.9,61.4,102.3,10.1,1
2016,13,243,Georgia,Randolph County,7177,50.6,30,79.9,12,2
2016,13,245,Georgia,Richmond County,201647,75.6,70.1,81.1,2.8,1
2016,13,247,Georgia,Rockdale County,89355,65.2,57.3,73.1,4,1
2016,13,249,Georgia,Schley County,5098,NA,34.5,98.1,15.3,NA
2016,13,251,Georgia,Screven County,14044,74.8,56.2,97.6,10.2,1
2016,13,253,Georgia,Seminole County,8468,104.6,74.7,142.5,16.5,1
2016,13,255,Georgia,Spalding County,64806,76.3,66.5,86,5,1
2016,13,257,Georgia,Stephens County,25751,99.4,81.7,117.1,9,1
2016,13,259,Georgia,Stewart County,5705,93.3,62.5,134,17.4,1
2016,13,261,Georgia,Sumter County,30389,60.8,49.1,74.5,6.3,1
2016,13,263,Georgia,Talbot County,6171,67.9,41.5,104.8,15.4,2
2016,13,265,Georgia,Taliaferro County,1593,NA,NA,NA,NA,NA
2016,13,267,Georgia,Tattnall County,25092,73.5,59.2,90.1,7.6,1
2016,13,269,Georgia,Taylor County,8232,79.6,55.5,110.7,13.4,1
2016,13,271,Georgia,Telfair County,15965,53.5,39,71.6,8,1
2016,13,273,Georgia,Terrell County,8967,59.1,38.6,86.6,11.6,1
2016,13,275,Georgia,Thomas County,45248,56.4,46.6,66.2,5,1
2016,13,277,Georgia,Tift County,40828,68,56.7,79.4,5.8,1
2016,13,279,Georgia,Toombs County,27196,78.8,63.4,94.2,7.8,1
2016,13,281,Georgia,Towns County,11391,90.4,64.6,123.1,14.2,1
2016,13,283,Georgia,Treutlen County,6637,NA,26.9,79.4,12.2,NA
2016,13,285,Georgia,Troup County,70005,72.2,63.1,81.4,4.7,1
2016,13,287,Georgia,Turner County,8030,80.6,55.8,112.7,13.9,1
2016,13,289,Georgia,Twiggs County,8171,90.3,62.9,125.6,15.3,1
2016,13,291,Georgia,Union County,22928,84.4,65.1,103.8,9.9,1
2016,13,293,Georgia,Upson County,26335,66.3,52.9,82.1,7.2,1
2016,13,295,Georgia,Walker County,67896,66.3,57.5,75,4.5,1
2016,13,297,Georgia,Walton County,90184,68.8,60.9,76.7,4,1
2016,13,299,Georgia,Ware County,35738,88.2,74.3,102.1,7.1,1
2016,13,301,Georgia,Warren County,5442,109.2,72.6,157.8,20.8,1
2016,13,303,Georgia,Washington County,20457,61.7,47.5,78.8,7.7,1
2016,13,305,Georgia,Wayne County,30104,92.5,77,108.1,7.9,1
2016,13,307,Georgia,Webster County,2599,NA,60.8,195.3,31.2,NA
2016,13,309,Georgia,Wheeler County,7978,49.6,29.9,77.4,11.3,2
2016,13,311,Georgia,White County,28884,75,60.5,89.4,7.4,1
2016,13,313,Georgia,Whitfield County,104589,55.8,49.2,62.3,3.3,1
2016,13,315,Georgia,Wilcox County,8761,66.8,46,93.8,11.7,1
2016,13,317,Georgia,Wilkes County,9805,93.4,68.4,124.6,13.8,1
2016,13,319,Georgia,Wilkinson County,9104,81.2,56.2,113.5,13.9,1
2016,13,321,Georgia,Worth County,20748,59.5,45.4,76.7,7.7,1
2016,15,001,Hawaii,Hawaii County,198449,62.7,57.6,67.9,2.6,1
2016,15,003,Hawaii,Honolulu County,992605,44.9,43.1,46.7,0.9,1
2016,15,005,Hawaii,Kalawao County,88,NA,0,0,0,NA
2016,15,007,Hawaii,Kauai County,72029,49.1,41.7,56.5,3.8,1
2016,15,009,Hawaii,Maui County,165386,58.2,52.9,63.4,2.7,1
2016,16,001,Idaho,Ada County,444028,56.8,53.5,60,1.6,1
2016,16,003,Idaho,Adams County,3900,NA,23.6,98,17.1,NA
2016,16,005,Idaho,Bannock County,84377,93.4,83.8,103,4.9,1
2016,16,007,Idaho,Bear Lake County,5945,97.1,63.4,142.3,19,1
2016,16,009,Idaho,Benewah County,9092,120,88.2,159.6,17.5,1
2016,16,011,Idaho,Bingham County,45201,93.2,80,106.4,6.7,1
2016,16,013,Idaho,Blaine County,21791,71.3,55.8,89.8,8.4,1
2016,16,015,Idaho,Boise County,7124,82.7,53,123.1,17.1,2
2016,16,017,Idaho,Bonner County,42536,72,59.9,84,6.2,1
2016,16,019,Idaho,Bonneville County,112232,83.2,75.1,91.3,4.1,1
2016,16,021,Idaho,Boundary County,11681,78.8,56,107.7,12.6,1
2016,16,023,Idaho,Butte County,2501,NA,37.2,154.4,27.8,NA
2016,16,025,Idaho,Camas County,1072,NA,NA,NA,NA,NA
2016,16,027,Idaho,Canyon County,211698,61.5,56.5,66.6,2.6,1
2016,16,029,Idaho,Caribou County,6887,101.1,69.2,142.8,17.9,1
2016,16,031,Idaho,Cassia County,23504,104.4,85.3,123.5,9.8,1
2016,16,033,Idaho,Clark County,860,NA,NA,NA,NA,NA
2016,16,035,Idaho,Clearwater County,8497,119.1,86.2,160.4,18.1,1
2016,16,037,Idaho,Custer County,4096,136.2,85.3,206.1,29.1,2
2016,16,039,Idaho,Elmore County,26018,70.8,56.4,87.7,7.8,1
2016,16,041,Idaho,Franklin County,13406,97.3,73.7,126.1,12.9,1
2016,16,043,Idaho,Fremont County,12943,67.2,48.2,91.1,10.5,1
2016,16,045,Idaho,Gem County,17184,73.1,55.9,93.8,9.4,1
2016,16,047,Idaho,Gooding County,15185,91.8,70.8,117,11.4,1
2016,16,049,Idaho,Idaho County,16156,111.9,88.5,139.7,12.6,1
2016,16,051,Idaho,Jefferson County,27839,60.8,47.7,76.3,7.1,1
2016,16,053,Idaho,Jerome County,22994,89.6,72.3,109.7,9.3,1
2016,16,055,Idaho,Kootenai County,154311,64,58.2,69.8,3,1
2016,16,057,Idaho,Latah County,39196,65.6,53.2,77.9,6.3,1
2016,16,059,Idaho,Lemhi County,7723,115.2,81.1,158.7,18.9,1
2016,16,061,Idaho,Lewis County,3853,NA,36.6,117.5,18.9,NA
2016,16,063,Idaho,Lincoln County,5271,100.5,64.4,149.5,20.4,2
2016,16,065,Idaho,Madison County,39048,36.7,25.7,50.8,6.1,1
2016,16,067,Idaho,Minidoka County,20616,82.1,65.3,101.9,9,1
2016,16,069,Idaho,Nez Perce County,40369,85.8,73.1,98.5,6.5,1
2016,16,071,Idaho,Oneida County,4343,89.2,54.5,137.8,19.9,2
2016,16,073,Idaho,Owyhee County,11389,83,60.1,111.8,12.7,1
2016,16,075,Idaho,Payette County,23026,75.8,60.3,94,8.4,1
2016,16,077,Idaho,Power County,7654,87.8,59.7,124.7,15.9,1
2016,16,079,Idaho,Shoshone County,12452,125.2,97.6,158.2,14.9,1
2016,16,081,Idaho,Teton County,10960,67.2,44.7,97.2,12.8,1
2016,16,083,Idaho,Twin Falls County,83514,89.5,80.2,98.9,4.8,1
2016,16,085,Idaho,Valley County,10496,65.7,44.3,93.7,11.9,1
2016,16,087,Idaho,Washington County,10172,74.7,52.3,103.4,12.4,1
2016,17,001,Illinois,Adams County,66578,69.5,60.8,78.2,4.5,1
2016,17,003,Illinois,Alexander County,6478,87.8,59.2,125.3,16,1
2016,17,005,Illinois,Bond County,16824,69.6,53.3,89.5,8.9,1
2016,17,007,Illinois,Boone County,53503,52.9,44,61.8,4.5,1
2016,17,009,Illinois,Brown County,6762,NA,27.3,77.5,11.8,NA
2016,17,011,Illinois,Bureau County,33359,79.2,65.4,93.1,7.1,1
2016,17,013,Illinois,Calhoun County,4894,NA,26.8,86.2,14.2,NA
2016,17,015,Illinois,Carroll County,14539,80.2,60.1,105,11,1
2016,17,017,Illinois,Cass County,12676,79.4,59.4,103.8,10.9,1
2016,17,019,Illinois,Champaign County,208419,54.6,49.8,59.5,2.5,1
2016,17,021,Illinois,Christian County,33309,79.1,65.6,92.6,6.9,1
2016,17,023,Illinois,Clark County,15938,80,61.2,102.7,10.3,1
2016,17,025,Illinois,Clay County,13300,69.7,51.1,93,10.3,1
2016,17,027,Illinois,Clinton County,37729,47.2,37.8,56.7,4.8,1
2016,17,029,Illinois,Coles County,52343,51.9,42.9,61,4.6,1
2016,17,031,Illinois,Cook County,5203499,51,50.1,51.8,0.4,1
2016,17,033,Illinois,Crawford County,19308,68.1,53.1,86.1,8.1,1
2016,17,035,Illinois,Cumberland County,10858,40.7,26.4,60.1,8.1,1
2016,17,037,Illinois,DeKalb County,104528,47.4,41.2,53.7,3.2,1
2016,17,039,Illinois,De Witt County,16226,72.4,55.1,93.4,9.4,1
2016,17,041,Illinois,Douglas County,19630,59.3,45,76.7,7.8,1
2016,17,043,Illinois,DuPage County,929368,35.2,33.5,36.9,0.9,1
2016,17,045,Illinois,Edgar County,17566,76.1,58.7,97,9.4,1
2016,17,047,Illinois,Edwards County,6523,83.9,55.7,121.2,15.9,1
2016,17,049,Illinois,Effingham County,34386,70.5,57.9,83.1,6.4,1
2016,17,051,Illinois,Fayette County,21789,74.3,59.4,91.8,8,1
2016,17,053,Illinois,Ford County,13575,63,45.7,84.5,9.5,1
2016,17,055,Illinois,Franklin County,39156,107,92.3,121.7,7.5,1
2016,17,057,Illinois,Fulton County,35536,58.8,48,69.6,5.5,1
2016,17,059,Illinois,Gallatin County,5212,85.1,52.7,130.1,18.6,2
2016,17,061,Illinois,Greene County,13093,86.2,65.5,111.4,11.3,1
2016,17,063,Illinois,Grundy County,50437,61.9,52,71.9,5.1,1
2016,17,065,Illinois,Hamilton County,8061,63.6,40.8,94.7,12.9,2
2016,17,067,Illinois,Hancock County,18508,55.3,41.2,72.7,7.7,1
2016,17,069,Illinois,Hardin County,4024,NA,50.2,142.5,21.9,NA
2016,17,071,Illinois,Henderson County,6869,53.5,31.2,85.7,12.9,2
2016,17,073,Illinois,Henry County,49280,52.3,43.5,61.2,4.5,1
2016,17,075,Illinois,Iroquois County,28334,94.1,77.6,110.6,8.4,1
2016,17,077,Illinois,Jackson County,58870,65.2,55.4,75,5,1
2016,17,079,Illinois,Jasper County,9536,71.1,49.5,98.9,12,1
2016,17,081,Illinois,Jefferson County,38460,77.4,65,89.9,6.3,1
2016,17,083,Illinois,Jersey County,22025,72,56.9,89.9,8.2,1
2016,17,085,Illinois,Jo Daviess County,21770,64.6,50.4,81.6,7.7,1
2016,17,087,Illinois,Johnson County,12902,59.5,42.1,81.6,9.6,1
2016,17,089,Illinois,Kane County,531715,39.2,36.8,41.7,1.3,1
2016,17,091,Illinois,Kankakee County,110008,62.6,55.9,69.2,3.4,1
2016,17,093,Illinois,Kendall County,124695,39.4,34.1,44.8,2.7,1
2016,17,095,Illinois,Knox County,50938,65.9,55.9,76,5.1,1
2016,17,097,Illinois,Lake County,703047,41.1,38.9,43.3,1.1,1
2016,17,099,Illinois,LaSalle County,110642,67.4,60.6,74.2,3.5,1
2016,17,101,Illinois,Lawrence County,16377,69.2,52.8,89.1,8.9,1
2016,17,103,Illinois,Lee County,34251,62.8,51.1,74.6,6,1
2016,17,105,Illinois,Livingston County,36526,73,60.9,85,6.2,1
2016,17,107,Illinois,Logan County,29527,58.9,47.4,72.4,6.2,1
2016,17,109,Illinois,McDonough County,30996,55.5,44.3,68.8,6.1,1
2016,17,111,Illinois,McHenry County,307004,50.4,46.7,54.1,1.9,1
2016,17,113,Illinois,McLean County,172418,52.9,47.9,58,2.6,1
2016,17,115,Illinois,Macon County,106550,58.5,52.1,64.9,3.3,1
2016,17,117,Illinois,Macoupin County,45908,74.7,63.7,85.8,5.6,1
2016,17,119,Illinois,Madison County,265759,81.2,76.3,86,2.5,1
2016,17,121,Illinois,Marion County,38140,85.8,72.4,99.1,6.8,1
2016,17,123,Illinois,Marshall County,11939,63.1,44.6,86.5,10.2,1
2016,17,125,Illinois,Mason County,13507,88.1,67.1,113.7,11.4,1
2016,17,127,Illinois,Massac County,14658,92.3,71.2,117.6,11.5,1
2016,17,129,Illinois,Menard County,12516,55.9,39.2,77.4,9.3,1
2016,17,131,Illinois,Mercer County,15730,62.8,46,83.8,9.3,1
2016,17,133,Illinois,Monroe County,34068,54.9,43.8,65.9,5.6,1
2016,17,135,Illinois,Montgomery County,28952,71.9,58.3,85.5,7,1
2016,17,137,Illinois,Morgan County,34277,66.2,54.4,78,6,1
2016,17,139,Illinois,Moultrie County,14827,69.8,52,91.8,9.8,1
2016,17,141,Illinois,Ogle County,51273,65,55.1,74.9,5,1
2016,17,143,Illinois,Peoria County,185006,65.1,60,70.3,2.6,1
2016,17,145,Illinois,Perry County,21357,65.3,50.8,82.7,7.8,1
2016,17,147,Illinois,Piatt County,16560,58.1,42.9,77.1,8.4,1
2016,17,149,Illinois,Pike County,15950,75.9,57.8,97.9,9.9,1
2016,17,151,Illinois,Pope County,4157,NA,53.1,150.9,23.2,NA
2016,17,153,Illinois,Pulaski County,5619,78.7,48.1,121.6,17.8,2
2016,17,155,Illinois,Putnam County,5611,82.5,51.7,124.9,17.6,2
2016,17,157,Illinois,Randolph County,32621,99.8,84.5,115,7.8,1
2016,17,159,Illinois,Richland County,15930,68.6,52.4,88.3,8.8,1
2016,17,161,Illinois,Rock Island County,144784,54.7,49.4,60,2.7,1
2016,17,163,Illinois,St. Clair County,262759,74.8,70.1,79.5,2.4,1
2016,17,165,Illinois,Saline County,24307,94.5,77.4,111.5,8.7,1
2016,17,167,Illinois,Sangamon County,197499,68.6,63.5,73.8,2.6,1
2016,17,169,Illinois,Schuyler County,6923,78.4,52.9,111.9,14.4,1
2016,17,171,Illinois,Scott County,5053,82.7,51.2,126.4,18.1,2
2016,17,173,Illinois,Shelby County,21717,59.8,46.4,76,7.3,1
2016,17,175,Illinois,Stark County,5776,NA,33.2,101.9,16.1,NA
2016,17,177,Illinois,Stephenson County,45624,66.5,55.8,77.2,5.5,1
2016,17,179,Illinois,Tazewell County,134385,57.9,52.2,63.6,2.9,1
2016,17,181,Illinois,Union County,17212,66.3,50.1,86.1,8.9,1
2016,17,183,Illinois,Vermilion County,78111,80.2,71.2,89.2,4.6,1
2016,17,185,Illinois,Wabash County,11492,63.3,44.8,86.9,10.2,1
2016,17,187,Illinois,Warren County,17378,55.9,41.3,73.9,8,1
2016,17,189,Illinois,Washington County,14154,90,69.6,114.5,11.1,1
2016,17,191,Illinois,Wayne County,16396,67.7,50.7,88.6,9.3,1
2016,17,193,Illinois,White County,14292,84.3,64,108.9,11,1
2016,17,195,Illinois,Whiteside County,56536,63.1,53.6,72.6,4.9,1
2016,17,197,Illinois,Will County,689529,46.4,44,48.7,1.2,1
2016,17,199,Illinois,Williamson County,67560,80.8,71.3,90.4,4.9,1
2016,17,201,Illinois,Winnebago County,285873,86.4,81.6,91.2,2.5,1
2016,17,203,Illinois,Woodford County,39140,64.1,52.5,75.7,5.9,1
2016,18,001,Indiana,Adams County,35232,51.3,40.9,63.5,5.6,1
2016,18,003,Indiana,Allen County,370404,65.8,62,69.5,1.9,1
2016,18,005,Indiana,Bartholomew County,81402,60,52.4,67.6,3.9,1
2016,18,007,Indiana,Benton County,8650,68.4,45.4,98.8,12.9,1
2016,18,009,Indiana,Blackford County,12149,100.2,76.6,128.7,12.9,1
2016,18,011,Indiana,Boone County,64653,64,54.9,73.1,4.6,1
2016,18,013,Indiana,Brown County,14912,78.9,58.5,104,11.2,1
2016,18,015,Indiana,Carroll County,19970,67.5,51.9,86.3,8.5,1
2016,18,017,Indiana,Cass County,37946,61.6,50.5,72.7,5.7,1
2016,18,019,Indiana,Clark County,116031,72.7,65.7,79.7,3.6,1
2016,18,021,Indiana,Clay County,26309,73.3,59.3,89.8,7.6,1
2016,18,023,Indiana,Clinton County,32457,76.1,62.5,89.7,6.9,1
2016,18,025,Indiana,Crawford County,10539,97.1,71.1,129.5,14.3,1
2016,18,027,Indiana,Daviess County,32969,67.9,54.9,80.9,6.6,1
2016,18,029,Indiana,Dearborn County,49331,80.7,69.1,92.3,5.9,1
2016,18,031,Indiana,Decatur County,26598,79.8,64.3,95.3,7.9,1
2016,18,033,Indiana,DeKalb County,42746,56.8,46.5,67.1,5.3,1
2016,18,035,Indiana,Delaware County,115603,73.9,66.5,81.3,3.8,1
2016,18,037,Indiana,Dubois County,42552,60.2,49.7,70.7,5.4,1
2016,18,039,Indiana,Elkhart County,203781,55.7,51,60.3,2.4,1
2016,18,041,Indiana,Fayette County,23331,116.5,95.9,137,10.5,1
2016,18,043,Indiana,Floyd County,76990,65.5,57.2,73.8,4.2,1
2016,18,045,Indiana,Fountain County,16486,79.9,61.6,102.1,10,1
2016,18,047,Indiana,Franklin County,22715,69.7,54.9,87.2,8,1
2016,18,049,Indiana,Fulton County,20139,80.9,64.4,100.4,8.9,1
2016,18,051,Indiana,Gibson County,33703,81.5,67.8,95.2,7,1
2016,18,053,Indiana,Grant County,66937,85.8,75.6,96.1,5.2,1
2016,18,055,Indiana,Greene County,32211,77.6,63.7,91.5,7.1,1
2016,18,057,Indiana,Hamilton County,316373,39.8,36.4,43.1,1.7,1
2016,18,059,Indiana,Hancock County,73717,62.6,54.4,70.8,4.2,1
2016,18,061,Indiana,Harrison County,39826,81.7,68.7,94.7,6.6,1
2016,18,063,Indiana,Hendricks County,160610,46.3,41.5,51.2,2.5,1
2016,18,065,Indiana,Henry County,48521,74.1,63.3,84.8,5.5,1
2016,18,067,Indiana,Howard County,82568,77.4,68.9,85.8,4.3,1
2016,18,069,Indiana,Huntington County,36400,63.3,51.7,74.9,5.9,1
2016,18,071,Indiana,Jackson County,44013,76.9,65.1,88.6,6,1
2016,18,073,Indiana,Jasper County,33433,70.5,57.4,83.7,6.7,1
2016,18,075,Indiana,Jay County,21046,71.7,56,90.4,8.5,1
2016,18,077,Indiana,Jefferson County,32418,81.5,67.4,95.5,7.2,1
2016,18,079,Indiana,Jennings County,27758,103.6,86.2,121,8.9,1
2016,18,081,Indiana,Johnson County,151982,56.5,51,62,2.8,1
2016,18,083,Indiana,Knox County,37744,74.3,61.8,86.8,6.4,1
2016,18,085,Indiana,Kosciusko County,79092,62.5,54.6,70.4,4,1
2016,18,087,Indiana,LaGrange County,39110,40.1,31.3,50.7,4.8,1
2016,18,089,Indiana,Lake County,485846,69.6,66.2,73,1.7,1
2016,18,091,Indiana,LaPorte County,110015,67.8,60.9,74.7,3.5,1
2016,18,093,Indiana,Lawrence County,45518,72.4,61.1,83.8,5.8,1
2016,18,095,Indiana,Madison County,129296,79.9,73,86.7,3.5,1
2016,18,097,Indiana,Marion County,941229,83.3,80.6,86,1.4,1
2016,18,099,Indiana,Marshall County,46556,54.2,44.8,63.6,4.8,1
2016,18,101,Indiana,Martin County,10171,59.8,40.7,84.9,10.7,1
2016,18,103,Indiana,Miami County,35883,53.5,42.9,64.2,5.4,1
2016,18,105,Indiana,Monroe County,145496,53.8,47.9,59.8,3,1
2016,18,107,Indiana,Montgomery County,38074,69.3,57.1,81.5,6.2,1
2016,18,109,Indiana,Morgan County,69698,79.8,70.1,89.4,4.9,1
2016,18,111,Indiana,Newton County,13924,90.7,68.9,117.3,11.9,1
2016,18,113,Indiana,Noble County,47638,61.4,51.2,71.7,5.2,1
2016,18,115,Indiana,Ohio County,5932,71.4,43.6,110.2,16.1,2
2016,18,117,Indiana,Orange County,19335,84.1,66.6,104.8,9.5,1
2016,18,119,Indiana,Owen County,20840,92.4,74.3,113.6,9.7,1
2016,18,121,Indiana,Parke County,16800,71.8,54.6,92.6,9.4,1
2016,18,123,Indiana,Perry County,18966,78.3,61.8,97.8,8.9,1
2016,18,125,Indiana,Pike County,12431,105.9,80.8,136.3,13.7,1
2016,18,127,Indiana,Porter County,167791,70.7,64.9,76.4,2.9,1
2016,18,129,Indiana,Posey County,25476,58.5,45.6,73.9,7,1
2016,18,131,Indiana,Pulaski County,12660,79.4,58.7,104.9,11.3,1
2016,18,133,Indiana,Putnam County,37436,69.3,57.2,81.3,6.1,1
2016,18,135,Indiana,Randolph County,25082,89.9,73,106.9,8.6,1
2016,18,137,Indiana,Ripley County,28846,74.3,60,88.6,7.3,1
2016,18,139,Indiana,Rush County,16649,74.2,56.8,95.4,9.5,1
2016,18,141,Indiana,St. Joseph County,269141,64.6,60.2,68.9,2.2,1
2016,18,143,Indiana,Scott County,23730,113.8,94.1,133.6,10.1,1
2016,18,145,Indiana,Shelby County,44324,62.8,52.1,73.5,5.5,1
