year,state,county,environmental,subgroup_type,subgroup,environmental_quality
2014,06,059,20.102729098077944,All,All,1
2014,06,061,13.756225139550452,All,All,1
2014,06,063,64.3988385357254,All,All,1
2014,06,065,43.22270379050853,All,All,1
2014,06,067,17.541856486726328,All,All,1
2014,06,069,71.7777035578681,All,All,1
2014,06,071,39.678964930967496,All,All,1
2014,06,073,34.97418306372035,All,All,1
2014,06,075,35.406395343227125,All,All,1
2014,06,077,30.2146451750945,All,All,1
2014,06,079,75.35218685262451,All,All,1
2014,06,081,74.44710929569621,All,All,1
2014,06,083,74.73411036831922,All,All,1
2014,06,085,44.89165108665491,All,All,1
2014,06,087,52.26416993821177,All,All,1
2014,06,089,19.052778400179253,All,All,1
2014,06,091,81,All,All,1
2014,06,093,32.05736427102867,All,All,1
2014,06,095,44.88077054437129,All,All,1
2014,06,097,68.73887228288497,All,All,1
2014,06,099,28.38089572565867,All,All,1
2014,06,101,13.28665046756498,All,All,1
2014,06,103,32.55628594905505,All,All,1
2014,06,105,51.664816870144286,All,All,1
2014,06,107,12.308462718462097,All,All,1
2014,06,109,47.0587704933115,All,All,1
2014,06,111,41.61052417473289,All,All,1
2014,06,113,32.45503080886747,All,All,1
2014,06,115,13.41833312801982,All,All,1
2014,08,001,48.404828862244834,All,All,1
2014,08,003,98.26739494755137,All,All,1
2014,08,005,64.46926011087946,All,All,1
2014,08,007,97.95268710847346,All,All,1
2014,08,009,99,All,All,1
2014,08,011,97,All,All,1
2014,08,013,82.72155482589804,All,All,1
2014,08,014,62.46617649550206,All,All,1
2014,08,015,99,All,All,1
2014,08,017,98,All,All,1
2014,08,019,99,All,All,1
2014,08,021,99,All,All,1
2014,08,023,99,All,All,1
2014,08,025,98,All,All,1
2014,08,027,99,All,All,1
2014,08,029,96.96978076239384,All,All,1
2014,08,031,34.08327219195395,All,All,1
2014,08,033,99,All,All,1
2014,08,035,85.95676697999293,All,All,1
2014,08,037,98.73870924511324,All,All,1
2014,08,039,98.40161393077086,All,All,1
2014,08,041,90.54703913694601,All,All,1
2014,08,043,98.45201476140703,All,All,1
2014,08,045,89.06201044386422,All,All,1
2014,08,047,99,All,All,1
2014,08,049,99,All,All,1
2014,08,051,99,All,All,1
2014,08,053,99,All,All,1
2014,08,055,99,All,All,1
2014,08,057,99,All,All,1
2014,08,059,63.785717424500426,All,All,1
2014,08,061,98,All,All,1
2014,08,063,98.1322334400394,All,All,1
2014,08,065,99,All,All,1
2014,08,067,96.3266409119455,All,All,1
2014,08,069,83.63874644789442,All,All,1
2014,08,071,98.31780377307459,All,All,1
2014,08,073,98.33559135847675,All,All,1
2014,08,075,96.25650327375686,All,All,1
2014,08,077,84.85699855602032,All,All,1
2014,08,079,99,All,All,1
2014,08,081,97.79256360078278,All,All,1
2014,08,083,98.37295162110368,All,All,1
2014,08,085,97.26635685459215,All,All,1
2014,08,087,93.90568767200621,All,All,1
2014,08,089,96.92117357845233,All,All,1
2014,08,091,99,All,All,1
2014,08,093,99,All,All,1
2014,08,095,98.31288483466362,All,All,1
2014,08,097,99,All,All,1
2014,08,099,96.39412573832834,All,All,1
2014,08,101,88.99688349496445,All,All,1
2014,08,103,97.80828016026116,All,All,1
2014,08,105,99,All,All,1
2014,08,107,98.91847362130784,All,All,1
2014,08,109,99,All,All,1
2014,08,111,99,All,All,1
2014,08,113,99,All,All,1
2014,08,115,98,All,All,1
2014,08,117,99,All,All,1
2014,08,119,98.68950905277576,All,All,1
2014,08,121,98.42794394478143,All,All,1
2014,08,123,44.99107769385738,All,All,1
2014,08,125,98,All,All,1
2014,09,001,67.76103894713744,All,All,1
2014,09,003,66.29860013773522,All,All,1
2014,09,005,87.11487026905974,All,All,1
2014,09,007,77.87899162709776,All,All,1
2014,09,009,72.25848869487041,All,All,1
2014,09,011,87.43316148005444,All,All,1
2014,09,013,82.17596600350737,All,All,1
2014,09,015,87.60036635628148,All,All,1
2014,10,001,73.02407494760475,All,All,1
2014,10,003,49.42148884483902,All,All,1
2014,10,005,84.80798774891159,All,All,1
2014,11,001,19.737467967734197,All,All,1
2014,12,001,28.41894430784997,All,All,1
2014,12,003,38.61821340133792,All,All,1
2014,12,005,43.11804287002567,All,All,1
2014,12,007,42.08119192799071,All,All,1
2014,12,009,62.406011393883304,All,All,1
2014,12,011,50.32238803174626,All,All,1
2014,12,013,26.73562120488504,All,All,1
2014,12,015,59.08617170596564,All,All,1
2014,12,017,44.58266736304384,All,All,1
2014,12,019,37.732336761294825,All,All,1
2014,12,021,64.53947989978295,All,All,1
2014,12,023,33.15227158523248,All,All,1
2014,12,027,38.47733218341239,All,All,1
2014,12,029,49.713081737621614,All,All,1
2014,12,031,30.577326142492193,All,All,1
2014,12,033,35.582057159017296,All,All,1
2014,12,035,61.92192669182441,All,All,1
2014,12,037,66.18167755242351,All,All,1
2014,12,039,17.50681745439027,All,All,1
2014,12,041,44.59151522303517,All,All,1
2014,12,043,46.786656557998484,All,All,1
2014,12,045,47.008998162347126,All,All,1
2014,12,047,37.34992395962948,All,All,1
2014,12,049,39.412864350793136,All,All,1
2014,12,051,43.22009906152242,All,All,1
2014,12,053,49.61864182471,All,All,1
2014,12,055,39.85171125879037,All,All,1
2014,12,057,32.910139192353014,All,All,1
2014,12,059,25.547439339445823,All,All,1
2014,12,061,68.31214607076456,All,All,1
2014,12,063,23.91943793911007,All,All,1
2014,12,065,19.303732124171606,All,All,1
2014,12,067,44.326040131504364,All,All,1
2014,12,069,42.305868660043934,All,All,1
2014,12,071,57.66188148015455,All,All,1
2014,12,073,13.1749026281499,All,All,1
2014,12,075,49.224180542726614,All,All,1
2014,12,077,28.045049385690195,All,All,1
2014,12,079,29.535791757049893,All,All,1
2014,12,081,57.69559611719867,All,All,1
2014,12,083,37.26042578359535,All,All,1
2014,12,085,65.15078378703444,All,All,1
2014,12,086,45.114013782358995,All,All,1
2014,12,087,96.08886022763535,All,All,1
2014,12,089,49.40027763688299,All,All,1
2014,12,091,35.94347140498667,All,All,1
2014,12,093,48.14653028072491,All,All,1
2014,12,095,29.066270857269497,All,All,1
2014,12,097,34.45131957616022,All,All,1
2014,12,099,64.02607289963608,All,All,1
2014,12,101,49.075112375593605,All,All,1
2014,12,103,53.60862458514859,All,All,1
2014,12,105,34.1787475924273,All,All,1
2014,12,107,43.74405323058846,All,All,1
2014,12,109,54.85794633287775,All,All,1
2014,12,111,64.5819999436596,All,All,1
2014,12,113,40.60311552072801,All,All,1
2014,12,115,58.96789716341383,All,All,1
2014,12,117,35.52963310076712,All,All,1
2014,12,119,35.79890654530027,All,All,1
2014,12,121,37.82946272232974,All,All,1
2014,12,123,42.73776994270604,All,All,1
2014,12,125,41.38589592344999,All,All,1
2014,12,127,49.06859780232113,All,All,1
2014,12,129,25.6955344188296,All,All,1
2014,12,131,41.99425814150568,All,All,1
2014,12,133,27.985847526358477,All,All,1
2014,13,001,38.81352803865154,All,All,1
2014,13,003,35.93395203085453,All,All,1
2014,13,005,40.16470167917113,All,All,1
2014,13,007,29.293836026331537,All,All,1
2014,13,009,19.57883717887207,All,All,1
2014,13,011,46.52372113337337,All,All,1
2014,13,013,24.22984775584496,All,All,1
2014,13,015,21.46839864643598,All,All,1
2014,13,017,34.76617085541688,All,All,1
2014,13,019,33.733382221989416,All,All,1
2014,13,021,13.910433723918912,All,All,1
2014,13,023,26.365396530359355,All,All,1
2014,13,025,47.40508043113253,All,All,1
2014,13,027,24.424901687174934,All,All,1
2014,13,029,40.21435451297188,All,All,1
2014,13,031,38.2771615234918,All,All,1
2014,13,033,33.58372233748271,All,All,1
2014,13,035,18.01090800630619,All,All,1
2014,13,037,27.382043060009163,All,All,1
2014,13,039,46.79155353270955,All,All,1
2014,13,043,38.08013748191028,All,All,1
2014,13,045,27.432762442791763,All,All,1
2014,13,047,24.61276268185667,All,All,1
2014,13,049,42.76591846083372,All,All,1
2014,13,051,41.50588260934316,All,All,1
2014,13,053,9.706905284484215,All,All,1
2014,13,055,34.786258044263064,All,All,1
2014,13,057,27.89110659559993,All,All,1
2014,13,059,23.13045512654473,All,All,1
2014,13,061,20,All,All,1
2014,13,063,11.399990916694737,All,All,1
2014,13,065,38.589198760513504,All,All,1
2014,13,067,14.48204451842239,All,All,1
2014,13,069,32.27212610892495,All,All,1
2014,13,071,27.482505925587667,All,All,1
2014,13,073,23.78033725691664,All,All,1
2014,13,075,27.742336322607116,All,All,1
2014,13,077,21.311378111232013,All,All,1
2014,13,079,22.841735800893428,All,All,1
2014,13,081,27.44114002478315,All,All,1
2014,13,083,48.486239641928265,All,All,1
2014,13,085,53.91844444444445,All,All,1
2014,13,087,23.98320488585139,All,All,1
2014,13,089,10.777437304241465,All,All,1
2014,13,091,28.628925813245964,All,All,1
2014,13,093,29.495118742643495,All,All,1
2014,13,095,19.360858451379272,All,All,1
2014,13,097,24.67948043869458,All,All,1
2014,13,099,23.59913712249109,All,All,1
2014,13,101,35.9019412643106,All,All,1
2014,13,103,35.148156428744436,All,All,1
2014,13,105,35.44465319386615,All,All,1
2014,13,107,35.091592978751486,All,All,1
2014,13,109,39.19884063305116,All,All,1
2014,13,111,71.03270988490183,All,All,1
2014,13,113,22.039034559436672,All,All,1
2014,13,115,20.99493478667859,All,All,1
2014,13,117,34.370854770381484,All,All,1
2014,13,119,37.10960954151739,All,All,1
2014,13,121,12.012587506592077,All,All,1
2014,13,123,66.98315811680321,All,All,1
2014,13,125,36,All,All,1
2014,13,127,57.26119080272311,All,All,1
2014,13,129,24.39352567096612,All,All,1
2014,13,131,19.95233567098538,All,All,1
2014,13,133,24.137924644842496,All,All,1
2014,13,135,19.409530561423885,All,All,1
2014,13,137,62.95583960131051,All,All,1
2014,13,139,38.635539990718655,All,All,1
2014,13,141,25.758487227689926,All,All,1
2014,13,143,32.03634072051255,All,All,1
2014,13,145,16.036694428224592,All,All,1
2014,13,147,38.17771392584429,All,All,1
2014,13,149,25.652047284563988,All,All,1
2014,13,151,16.480764723607994,All,All,1
2014,13,153,17.573601516254413,All,All,1
2014,13,155,37.500105462982496,All,All,1
2014,13,157,30.872127757352942,All,All,1
2014,13,159,18.933025573386093,All,All,1
2014,13,161,37.887277082778816,All,All,1
2014,13,163,34.9537271958439,All,All,1
2014,13,165,40.890038662724585,All,All,1
2014,13,167,32.344162436548224,All,All,1
2014,13,169,19.57266441997012,All,All,1
2014,13,171,24.388349514563107,All,All,1
2014,13,173,31.402085747392817,All,All,1
2014,13,175,24.71822686766053,All,All,1
2014,13,177,23.237840652664467,All,All,1
2014,13,179,40.785219184667156,All,All,1
2014,13,181,30.50294871794872,All,All,1
2014,13,183,42,All,All,1
2014,13,185,18.877065280184866,All,All,1
2014,13,187,65.12930108401966,All,All,1
2014,13,189,29.9533460093679,All,All,1
2014,13,191,59.5774061529777,All,All,1
2014,13,193,26.20959808881394,All,All,1
2014,13,195,32.05244829791771,All,All,1
2014,13,197,22.95989029825163,All,All,1
2014,13,199,25.508537837081274,All,All,1
2014,13,201,30.289180654811368,All,All,1
2014,13,205,26.852901833872707,All,All,1
2014,13,207,17.392451844109303,All,All,1
2014,13,209,34.336888888888886,All,All,1
2014,13,211,11.980689577969327,All,All,1
2014,13,213,47.02920133955754,All,All,1
2014,13,215,7.122367551589684,All,All,1
2014,13,217,11.199422677162252,All,All,1
2014,13,219,25.498060351209688,All,All,1
2014,13,221,32.02395372575706,All,All,1
2014,13,223,28.55850650911964,All,All,1
2014,13,225,19.058272670739292,All,All,1
2014,13,227,55.307445008460235,All,All,1
2014,13,229,40.695864262990455,All,All,1
2014,13,231,26.70910723303967,All,All,1
2014,13,233,28.750254545454546,All,All,1
2014,13,235,28.25442572479261,All,All,1
2014,13,237,21.047677376802035,All,All,1
2014,13,239,12,All,All,1
2014,13,241,81.72453433331285,All,All,1
2014,13,243,24.195520172716233,All,All,1
2014,13,245,20.327110373476973,All,All,1
2014,13,247,14.760329716193656,All,All,1
2014,13,249,27.41650178076771,All,All,1
2014,13,251,38.51880120439745,All,All,1
2014,13,253,26.729327578373468,All,All,1
2014,13,255,21.06549275951584,All,All,1
2014,13,257,50.74624140476283,All,All,1
2014,13,259,19.690847457627118,All,All,1
2014,13,261,22.22522324235945,All,All,1
2014,13,263,24.022141340612677,All,All,1
2014,13,265,28,All,All,1
2014,13,267,41.62020823473734,All,All,1
2014,13,269,24,All,All,1
2014,13,271,30.802582913963498,All,All,1
2014,13,273,23.835877042132417,All,All,1
2014,13,275,18.42375874633939,All,All,1
2014,13,277,25.816065420790256,All,All,1
2014,13,279,34.34955265473746,All,All,1
2014,13,281,79.5485473289597,All,All,1
2014,13,283,31.18006193776729,All,All,1
2014,13,285,16.08070201096892,All,All,1
2014,13,287,33.35649511247203,All,All,1
2014,13,289,23.540757083139805,All,All,1
2014,13,291,77.00830510833758,All,All,1
2014,13,293,23.7986582212061,All,All,1
2014,13,295,36.05960990576375,All,All,1
2014,13,297,20.537058727072548,All,All,1
2014,13,299,34.77608241681749,All,All,1
2014,13,301,29.512264486313544,All,All,1
2014,13,303,28.79732515219788,All,All,1
2014,13,305,38.582366589327144,All,All,1
2014,13,307,26.526967930029155,All,All,1
2014,13,309,31.47528996469995,All,All,1
2014,13,311,66.81079220120316,All,All,1
2014,13,313,22.58470697746577,All,All,1
2014,13,315,35.8001324357135,All,All,1
2014,13,317,31.830188679245282,All,All,1
2014,13,319,25.62993125330513,All,All,1
2014,13,321,28.744675871752868,All,All,1
2014,15,001,98.94476771815695,All,All,1
2014,15,003,93.20904592973137,All,All,1
2014,15,005,99,All,All,1
2014,15,007,99,All,All,1
2014,15,009,99,All,All,1
2014,16,001,33.95733544456907,All,All,1
2014,16,003,94.63178096212897,All,All,1
2014,16,005,93.13203587788091,All,All,1
2014,16,007,98.41390338326882,All,All,1
2014,16,009,79.52191496338398,All,All,1
2014,16,011,94.95004170507924,All,All,1
2014,16,013,98.52419013587851,All,All,1
2014,16,015,92,All,All,1
2014,16,017,60.45485219687523,All,All,1
2014,16,019,86.21841935090859,All,All,1
2014,16,021,81.4809685407686,All,All,1
2014,16,023,99,All,All,1
2014,16,025,99,All,All,1
2014,16,027,49.126949675715245,All,All,1
2014,16,029,90.75236984103836,All,All,1
2014,16,031,94.78917293233083,All,All,1
2014,16,033,98,All,All,1
2014,16,035,66.24883720930232,All,All,1
2014,16,037,99,All,All,1
2014,16,039,93.56856047667843,All,All,1
2014,16,041,97,All,All,1
2014,16,043,97.47850122850123,All,All,1
2014,16,045,82.79703562036816,All,All,1
2014,16,047,93.99639131290597,All,All,1
2014,16,049,70.58038614771682,All,All,1
2014,16,051,95.395830202855,All,All,1
2014,16,053,90.87533215234721,All,All,1
2014,16,055,42.41198181856384,All,All,1
2014,16,057,81.8559846271289,All,All,1
2014,16,059,98.27644353602453,All,All,1
2014,16,061,71.28283621140764,All,All,1
2014,16,063,97,All,All,1
2014,16,065,92.38237007999152,All,All,1
2014,16,067,92.9157545441038,All,All,1
2014,16,069,63.87592989534737,All,All,1
2014,16,071,97,All,All,1
2014,16,073,93.65054328776726,All,All,1
2014,16,075,73.30108570924178,All,All,1
2014,16,077,97,All,All,1
2014,16,079,85.75302874336843,All,All,1
2014,16,081,99,All,All,1
2014,16,083,93.06619538089265,All,All,1
2014,16,085,97,All,All,1
2014,16,087,90.58760429082241,All,All,1
2014,17,001,71.5571349813002,All,All,1
2014,17,003,63.13975194987853,All,All,1
2014,17,005,77.04587103750498,All,All,1
2014,17,007,69.83838533469124,All,All,1
2014,17,009,86,All,All,1
2014,17,011,81.24818835307471,All,All,1
2014,17,013,72.45002980329824,All,All,1
2014,17,015,86.35922007053969,All,All,1
2014,17,017,80.21428571428571,All,All,1
2014,17,019,69.78930435719393,All,All,1
2014,17,021,81.30867354351301,All,All,1
2014,17,023,81.55997536945813,All,All,1
2014,17,025,81.99210237659963,All,All,1
2014,17,027,72.62518444350759,All,All,1
2014,17,029,81.259677569658,All,All,1
2014,17,031,8.496965038691908,All,All,1
2014,17,033,70.655406093957,All,All,1
2014,17,035,83.71698630136986,All,All,1
2014,17,037,70.37265890830069,All,All,1
2014,17,039,83.36729238806876,All,All,1
2014,17,041,64.63039210751498,All,All,1
2014,17,043,15.637497638925616,All,All,1
2014,17,045,83.23823675086676,All,All,1
2014,17,047,77.51099147599821,All,All,1
2014,17,049,74.79005250875146,All,All,1
2014,17,051,81.57542761217731,All,All,1
2014,17,053,87.61433913418668,All,All,1
2014,17,055,63.89867752803339,All,All,1
2014,17,057,84.0450076469303,All,All,1
2014,17,059,74.33259790402647,All,All,1
2014,17,061,79.0341449148205,All,All,1
2014,17,063,67.62830606102884,All,All,1
2014,17,065,77.90120654641022,All,All,1
2014,17,067,86.40663547426627,All,All,1
2014,17,069,68.36275437766209,All,All,1
2014,17,071,88.3466214305909,All,All,1
2014,17,073,82.52347544522397,All,All,1
2014,17,075,87.7703949166439,All,All,1
2014,17,077,56.900989604989604,All,All,1
2014,17,079,82.38703665355146,All,All,1
2014,17,081,67.36863312325653,All,All,1
2014,17,083,65.31532679882203,All,All,1
2014,17,085,87.1460739287466,All,All,1
2014,17,087,70.07541501976284,All,All,1
2014,17,089,36.12102538160552,All,All,1
2014,17,091,53.57703981114996,All,All,1
2014,17,093,50.517158231382304,All,All,1
2014,17,095,80.84431902682708,All,All,1
2014,17,097,42.56907575692934,All,All,1
2014,17,099,62.166409341780685,All,All,1
2014,17,101,78.1885089082865,All,All,1
2014,17,103,79.68568429414435,All,All,1
2014,17,105,84.65212080257822,All,All,1
2014,17,107,81.05321662728392,All,All,1
2014,17,109,82.74524515252563,All,All,1
2014,17,111,59.48307501429091,All,All,1
2014,17,113,73.00480886362318,All,All,1
2014,17,115,64.65811732357307,All,All,1
2014,17,117,75.74926422325267,All,All,1
2014,17,119,39.03786337833147,All,All,1
2014,17,121,66.84720723498279,All,All,1
2014,17,123,84.90218361880022,All,All,1
2014,17,125,83.82018310154449,All,All,1
2014,17,127,58.531753366781096,All,All,1
2014,17,129,83.31734871227683,All,All,1
2014,17,131,87.75598617625278,All,All,1
2014,17,133,55.44577952236838,All,All,1
2014,17,135,80.76919973100202,All,All,1
2014,17,137,81.19179519165344,All,All,1
2014,17,139,84.87003222341568,All,All,1
2014,17,141,81.79184191580462,All,All,1
2014,17,143,60.28431011180735,All,All,1
2014,17,145,70.85368067531996,All,All,1
2014,17,147,84.33077573707105,All,All,1
2014,17,149,81.93930066486087,All,All,1
2014,17,151,68.65405777166437,All,All,1
2014,17,153,68.52203787497905,All,All,1
2014,17,155,81.0676844783715,All,All,1
2014,17,157,62.952555075398145,All,All,1
2014,17,159,80.19741080277502,All,All,1
2014,17,161,60.36115647369424,All,All,1
2014,17,163,39.89692081292029,All,All,1
2014,17,165,66.37678887280913,All,All,1
2014,17,167,66.97864774053357,All,All,1
2014,17,169,85.61953313657096,All,All,1
2014,17,171,83,All,All,1
2014,17,173,84.36388188692834,All,All,1
2014,17,175,89.54330842391305,All,All,1
2014,17,177,85.63445476377701,All,All,1
