year,state,county,environmental,subgroup_type,subgroup,environmental_quality
2014,17,179,71.17135244936411,All,All,1
2014,17,181,67.50124858115778,All,All,1
2014,17,183,78.34752949624256,All,All,1
2014,17,185,77.39138959931799,All,All,1
2014,17,187,87.11324786324786,All,All,1
2014,17,189,76.53713774351208,All,All,1
2014,17,191,79.64184759728153,All,All,1
2014,17,193,76.95168052787133,All,All,1
2014,17,195,75.56017683772538,All,All,1
2014,17,197,38.7841119001683,All,All,1
2014,17,199,59.68903424739552,All,All,1
2014,17,201,55.869018512050296,All,All,1
2014,17,203,83.7175413832927,All,All,1
2014,18,001,86.82384965105841,All,All,1
2014,18,003,70.22557965594615,All,All,1
2014,18,005,62.87375998372081,All,All,1
2014,18,007,90,All,All,1
2014,18,009,85.56440839694656,All,All,1
2014,18,011,74.5433615771529,All,All,1
2014,18,013,80.10614302772987,All,All,1
2014,18,015,87.00009966115208,All,All,1
2014,18,017,84.16883552801445,All,All,1
2014,18,019,37.89759562257156,All,All,1
2014,18,021,80.91917005634959,All,All,1
2014,18,023,83.43777851881045,All,All,1
2014,18,025,63.48994927672365,All,All,1
2014,18,027,75.2768690135589,All,All,1
2014,18,029,68.84091091492778,All,All,1
2014,18,031,80.09160539215686,All,All,1
2014,18,033,83.17490134921198,All,All,1
2014,18,035,77.78982638090616,All,All,1
2014,18,037,67.16276974152241,All,All,1
2014,18,039,71.22128954015155,All,All,1
2014,18,041,82.51266958881236,All,All,1
2014,18,043,36.67437790828704,All,All,1
2014,18,045,80.6280437595577,All,All,1
2014,18,047,81.06031331592689,All,All,1
2014,18,049,88.50847950382789,All,All,1
2014,18,051,73.90180432322991,All,All,1
2014,18,053,82.86980797253041,All,All,1
2014,18,055,81.79604584874765,All,All,1
2014,18,057,64.51483836229212,All,All,1
2014,18,059,72.35786368576308,All,All,1
2014,18,061,14.095088739290086,All,All,1
2014,18,063,66.4357153738649,All,All,1
2014,18,065,83.21071769557356,All,All,1
2014,18,067,72.32493909351858,All,All,1
2014,18,069,85.70653967910387,All,All,1
2014,18,071,63.411343242052546,All,All,1
2014,18,073,84.49645665759651,All,All,1
2014,18,075,85.06626251233611,All,All,1
2014,18,077,66.99417511634357,All,All,1
2014,18,079,75.38202884172483,All,All,1
2014,18,081,64.7991014611688,All,All,1
2014,18,083,75.61365600691444,All,All,1
2014,18,085,82.5754981360072,All,All,1
2014,18,087,88.28528297889245,All,All,1
2014,18,089,54.08661232104473,All,All,1
2014,18,091,79.44571536394922,All,All,1
2014,18,093,73.80339351751142,All,All,1
2014,18,095,77.5999556194907,All,All,1
2014,18,097,43.48986224840537,All,All,1
2014,18,099,82.89539037251234,All,All,1
2014,18,101,78.65805323489411,All,All,1
2014,18,103,86.78889377369896,All,All,1
2014,18,105,61.270827279749966,All,All,1
2014,18,107,83.24377340701359,All,All,1
2014,18,109,71.85268880781045,All,All,1
2014,18,111,85.62503536067892,All,All,1
2014,18,113,87.00684253742341,All,All,1
2014,18,115,71.53103902519348,All,All,1
2014,18,117,76.21223931970034,All,All,1
2014,18,119,80.71830589559589,All,All,1
2014,18,121,85.38761627906976,All,All,1
2014,18,123,57.87918980053465,All,All,1
2014,18,125,76.09966229482447,All,All,1
2014,18,127,71.5825870376736,All,All,1
2014,18,129,70.43282243282243,All,All,1
2014,18,131,89.94402132520945,All,All,1
2014,18,133,81.4448155216285,All,All,1
2014,18,135,86.2684779659703,All,All,1
2014,18,137,76.9596167966155,All,All,1
2014,18,139,82.43704438094127,All,All,1
2014,18,141,77.38578054519024,All,All,1
2014,18,143,67.01644557894296,All,All,1
2014,18,145,73.82234176645359,All,All,1
2014,18,147,67.72804288517685,All,All,1
2014,18,149,87.29291406418264,All,All,1
2014,18,151,87.14273179292191,All,All,1
2014,18,153,81.18306873321713,All,All,1
2014,18,155,70.40232071523683,All,All,1
2014,18,157,68.01629662896119,All,All,1
2014,18,159,85.75529066802652,All,All,1
2014,18,161,84,All,All,1
2014,18,163,50.84414270471093,All,All,1
2014,18,165,83.38233450351053,All,All,1
2014,18,167,66.95827791324909,All,All,1
2014,18,169,83.15776191062416,All,All,1
2014,18,171,86.58472865455408,All,All,1
2014,18,173,63.835772572599026,All,All,1
2014,18,175,66.47017882000215,All,All,1
2014,18,177,78.39607957870099,All,All,1
2014,18,179,86.6212317899899,All,All,1
2014,18,181,86.61482540330815,All,All,1
2014,18,183,85.25066802774191,All,All,1
2014,19,001,94.22537451942198,All,All,1
2014,19,003,93.85242570485141,All,All,1
2014,19,005,95.3553561334087,All,All,1
2014,19,007,90.70103496942136,All,All,1
2014,19,009,96,All,All,1
2014,19,011,91.56045568642595,All,All,1
2014,19,013,81.47595625516306,All,All,1
2014,19,015,90.62223657220999,All,All,1
2014,19,017,92.69658102201707,All,All,1
2014,19,019,93.24242134911921,All,All,1
2014,19,021,96.26862170087976,All,All,1
2014,19,023,94.06788721101162,All,All,1
2014,19,025,96,All,All,1
2014,19,027,95.51342865423631,All,All,1
2014,19,029,94.30509712282752,All,All,1
2014,19,031,89.30232179668005,All,All,1
2014,19,033,92.18859679227583,All,All,1
2014,19,035,96.08913370055083,All,All,1
2014,19,037,95.08248844188499,All,All,1
2014,19,039,88.01820336062042,All,All,1
2014,19,041,96.30607067351254,All,All,1
2014,19,043,94.46329608938548,All,All,1
2014,19,045,83.13328401454905,All,All,1
2014,19,047,94.7354423778898,All,All,1
2014,19,049,87.52111641062615,All,All,1
2014,19,051,90.55436394751854,All,All,1
2014,19,053,90.54405020516533,All,All,1
2014,19,055,93.86528615314597,All,All,1
2014,19,057,80.66819818701106,All,All,1
2014,19,059,96.1201635361735,All,All,1
2014,19,061,87.01541516928314,All,All,1
2014,19,063,96.04261025029797,All,All,1
2014,19,065,95.00057990624849,All,All,1
2014,19,067,95.02055345756206,All,All,1
2014,19,069,95.55552402572835,All,All,1
2014,19,071,90.66777777777777,All,All,1
2014,19,073,94.9671793760832,All,All,1
2014,19,075,94.65024590824801,All,All,1
2014,19,077,93.81221048730777,All,All,1
2014,19,079,89.32161687170475,All,All,1
2014,19,081,95.50747203579418,All,All,1
2014,19,083,94.65948523497644,All,All,1
2014,19,085,90.91219178082191,All,All,1
2014,19,087,88.87631826508887,All,All,1
2014,19,089,95.16570469094344,All,All,1
2014,19,091,95.42143664577125,All,All,1
2014,19,093,96.35187014820042,All,All,1
2014,19,095,91.43650404510909,All,All,1
2014,19,097,90.74236874236874,All,All,1
2014,19,099,89.24733760043578,All,All,1
2014,19,101,68.8792538884341,All,All,1
2014,19,103,79.73536936594495,All,All,1
2014,19,105,71.74547483864706,All,All,1
2014,19,107,91.23906958787762,All,All,1
2014,19,109,96.15520948719619,All,All,1
2014,19,111,79.65838771377138,All,All,1
2014,19,113,66.099429108488,All,All,1
2014,19,115,89.74639540026537,All,All,1
2014,19,117,91.27649402390438,All,All,1
2014,19,119,96.71121575342465,All,All,1
2014,19,121,91.85232580459403,All,All,1
2014,19,123,87.63483496877788,All,All,1
2014,19,125,88.4773327729074,All,All,1
2014,19,127,90.18080738966815,All,All,1
2014,19,129,88.78817074802623,All,All,1
2014,19,131,95.64696574832465,All,All,1
2014,19,133,91.83418952891026,All,All,1
2014,19,135,91.26025688988652,All,All,1
2014,19,137,92.91591620058773,All,All,1
2014,19,139,78.73908579695265,All,All,1
2014,19,141,96.64255979679673,All,All,1
2014,19,143,97,All,All,1
2014,19,145,91.96295354896105,All,All,1
2014,19,147,96.57303249487207,All,All,1
2014,19,149,95.29041326960922,All,All,1
2014,19,151,96.16339869281046,All,All,1
2014,19,153,77.25094577836886,All,All,1
2014,19,155,70.26289008405526,All,All,1
2014,19,157,92.16120436983746,All,All,1
2014,19,159,92.43329397874852,All,All,1
2014,19,161,96.53060421176934,All,All,1
2014,19,163,64.40777291748165,All,All,1
2014,19,165,94.5030746219046,All,All,1
2014,19,167,96.24158664370567,All,All,1
2014,19,169,87.94757393489161,All,All,1
2014,19,171,93.28073770491804,All,All,1
2014,19,173,93,All,All,1
2014,19,175,91.21594710849132,All,All,1
2014,19,177,90,All,All,1
2014,19,179,83.66553691464723,All,All,1
2014,19,181,88.63470610735688,All,All,1
2014,19,183,89.2231352140966,All,All,1
2014,19,185,91.98433829287393,All,All,1
2014,19,187,93.39140083959464,All,All,1
2014,19,189,94.92851103804603,All,All,1
2014,19,191,95.54540249081452,All,All,1
2014,19,193,89.30176220060173,All,All,1
2014,19,195,95.6833619664332,All,All,1
2014,19,197,93.16275851464596,All,All,1
2014,20,001,73.56297305479866,All,All,1
2014,20,003,76.73775433308214,All,All,1
2014,20,005,73.71655613311825,All,All,1
2014,20,007,77.33176806859943,All,All,1
2014,20,009,91.36777189291156,All,All,1
2014,20,011,69.32052571581842,All,All,1
2014,20,013,88.94932500503728,All,All,1
2014,20,015,66.29813278322993,All,All,1
2014,20,017,81,All,All,1
2014,20,019,69,All,All,1
2014,20,021,69.74885499787526,All,All,1
2014,20,023,98,All,All,1
2014,20,025,92,All,All,1
2014,20,027,88.39787234042554,All,All,1
2014,20,029,91.19279796048438,All,All,1
2014,20,031,81,All,All,1
2014,20,033,91,All,All,1
2014,20,035,71.48780420430374,All,All,1
2014,20,037,70.37581790869974,All,All,1
2014,20,039,97.33481989708405,All,All,1
2014,20,041,85.05442696400387,All,All,1
2014,20,043,83.91295546558705,All,All,1
2014,20,045,68.4264355382004,All,All,1
2014,20,047,93.49434464404524,All,All,1
2014,20,049,77,All,All,1
2014,20,051,91.63536255973405,All,All,1
2014,20,053,89.89399348129753,All,All,1
2014,20,055,91.80252837003692,All,All,1
2014,20,057,91.77537278927292,All,All,1
2014,20,059,75.79530850816754,All,All,1
2014,20,061,78.18103022656207,All,All,1
2014,20,063,96.39913854989231,All,All,1
2014,20,065,95.74404304381245,All,All,1
2014,20,067,92.19539205702648,All,All,1
2014,20,069,95,All,All,1
2014,20,071,98,All,All,1
2014,20,073,81.90839107005388,All,All,1
2014,20,075,96,All,All,1
2014,20,077,78.34270233660683,All,All,1
2014,20,079,76.78377446331581,All,All,1
2014,20,081,94,All,All,1
2014,20,083,95,All,All,1
2014,20,085,85,All,All,1
2014,20,087,82.09998943587577,All,All,1
2014,20,089,95.37058823529412,All,All,1
2014,20,091,58.109980804428375,All,All,1
2014,20,093,94,All,All,1
2014,20,095,84.45626598465473,All,All,1
2014,20,097,92,All,All,1
2014,20,099,72.07114252061248,All,All,1
2014,20,101,97,All,All,1
2014,20,103,70.9728912173208,All,All,1
2014,20,105,92,All,All,1
2014,20,107,74.87927965658047,All,All,1
2014,20,109,96,All,All,1
2014,20,111,72.91405550581916,All,All,1
2014,20,113,82.22205541149174,All,All,1
2014,20,115,86.31287799371019,All,All,1
2014,20,117,87.83678550089624,All,All,1
2014,20,119,93.24077407740774,All,All,1
2014,20,121,74.8763314512437,All,All,1
2014,20,123,91.91603415559773,All,All,1
2014,20,125,56.641292410843306,All,All,1
2014,20,127,83.23243801652893,All,All,1
2014,20,129,96,All,All,1
2014,20,131,88.36217442778216,All,All,1
2014,20,133,68.85941773536742,All,All,1
2014,20,135,96,All,All,1
2014,20,137,96,All,All,1
2014,20,139,80.06619239096814,All,All,1
2014,20,141,95,All,All,1
2014,20,143,90.63637860082305,All,All,1
2014,20,145,92.52852421324903,All,All,1
2014,20,147,94.78723021582734,All,All,1
2014,20,149,83.41328677589757,All,All,1
2014,20,151,88.62266857962697,All,All,1
2014,20,153,98,All,All,1
2014,20,155,81.67710944677141,All,All,1
2014,20,157,93.53368940016433,All,All,1
2014,20,159,89.35213930348259,All,All,1
2014,20,161,77.479201911974,All,All,1
2014,20,163,95.60185543100116,All,All,1
2014,20,165,94.3705772811918,All,All,1
2014,20,167,92.34214686018106,All,All,1
2014,20,169,79.68788199236464,All,All,1
2014,20,171,96,All,All,1
2014,20,173,37.757469411736686,All,All,1
2014,20,175,91.18229769715683,All,All,1
2014,20,177,70.0986954087346,All,All,1
2014,20,179,96.88661417322835,All,All,1
2014,20,181,97.17242513984863,All,All,1
2014,20,183,95.53664990738291,All,All,1
2014,20,185,92,All,All,1
2014,20,187,97,All,All,1
2014,20,189,93.2715877437326,All,All,1
2014,20,191,75.48449269873332,All,All,1
2014,20,193,95.72857682144205,All,All,1
2014,20,195,96,All,All,1
2014,20,197,82.66704577765141,All,All,1
2014,20,199,98,All,All,1
2014,20,201,92,All,All,1
2014,20,203,97,All,All,1
2014,20,205,60.554211615996515,All,All,1
2014,20,207,74.16512630930376,All,All,1
2014,20,209,51.66927119260532,All,All,1
2014,21,001,72.47945565363598,All,All,1
2014,21,003,67.8919827884663,All,All,1
2014,21,005,71.00752400295421,All,All,1
2014,21,007,64.64467005076142,All,All,1
2014,21,009,63.84795390129067,All,All,1
2014,21,011,74.61600673967986,All,All,1
2014,21,013,64.26669972373733,All,All,1
2014,21,015,47.424254246931646,All,All,1
2014,21,017,76.40566793510915,All,All,1
2014,21,019,39.34543682222493,All,All,1
2014,21,021,69.2356089193825,All,All,1
2014,21,023,80.12566497221894,All,All,1
2014,21,025,51.51240576740101,All,All,1
2014,21,027,66.05015939430166,All,All,1
2014,21,029,47.00859474590304,All,All,1
2014,21,031,64.37446276471047,All,All,1
2014,21,033,63.30846273291925,All,All,1
2014,21,035,52.814249229878094,All,All,1
2014,21,037,38.08667879212867,All,All,1
2014,21,039,70.13536076326774,All,All,1
2014,21,041,61.171925305859624,All,All,1
2014,21,043,64.12653522358687,All,All,1
2014,21,045,76.23553305836771,All,All,1
2014,21,047,54.53354392096243,All,All,1
2014,21,049,59.28456767603065,All,All,1
2014,21,051,47.1575118903292,All,All,1
2014,21,053,73.29062009419152,All,All,1
2014,21,055,67.57510265830992,All,All,1
2014,21,057,72.44457460828818,All,All,1
2014,21,059,54.47252409583022,All,All,1
2014,21,061,66.2532751091703,All,All,1
2014,21,063,71.87726513301632,All,All,1
2014,21,065,72.15027153364954,All,All,1
2014,21,067,54.08355749114043,All,All,1
2014,21,069,78.52726645984143,All,All,1
2014,21,071,25.31708752270576,All,All,1
2014,21,073,64.98392211517098,All,All,1
2014,21,075,62.87969465648855,All,All,1
2014,21,077,64.04255319148936,All,All,1
2014,21,079,74.74383886255924,All,All,1
2014,21,081,69.74180078647586,All,All,1
2014,21,083,57.02715548316467,All,All,1
2014,21,085,64.71886326829645,All,All,1
2014,21,087,74.44868585732165,All,All,1
2014,21,089,48.55172413793103,All,All,1
2014,21,091,64.44476542639242,All,All,1
2014,21,093,52.122642123367264,All,All,1
2014,21,095,68.73817144447537,All,All,1
2014,21,097,75.53650163600278,All,All,1
2014,21,099,65.75921202583166,All,All,1
2014,21,101,58.59434409621934,All,All,1
2014,21,103,69.24826602709535,All,All,1
2014,21,105,71,All,All,1
2014,21,107,62.46763345043269,All,All,1
2014,21,109,71.64786836200449,All,All,1
2014,21,111,27.810066734532292,All,All,1
2014,21,113,64.99153242878168,All,All,1
2014,21,115,47.69636596836255,All,All,1
2014,21,117,40.95075193774511,All,All,1
2014,21,119,37.25751285705434,All,All,1
2014,21,121,42.32137363844681,All,All,1
2014,21,123,66.410912431974,All,All,1
2014,21,125,52.529033341731754,All,All,1
2014,21,127,57.334574132492115,All,All,1
2014,21,129,67.30438744955084,All,All,1
2014,21,131,57.82108195542775,All,All,1
2014,21,133,59.28675151262257,All,All,1
2014,21,135,76.46533795493934,All,All,1
2014,21,137,77.04057687606942,All,All,1
2014,21,139,24.73472413427936,All,All,1
2014,21,141,57.7185963343764,All,All,1
2014,21,143,53.282828282828284,All,All,1
2014,21,145,37.16150736135479,All,All,1
2014,21,147,66.14413766391856,All,All,1
2014,21,149,67.9794952681388,All,All,1
2014,21,151,55.405638416096394,All,All,1
2014,21,153,52.53540838176812,All,All,1
2014,21,155,71.36694214876033,All,All,1
2014,21,157,23.847067866636774,All,All,1
2014,21,159,33.76094117647059,All,All,1
2014,21,161,74.8608460742614,All,All,1
2014,21,163,42.43957812553505,All,All,1
2014,21,165,76.83604229130503,All,All,1
2014,21,167,73.45150391816433,All,All,1
2014,21,169,72.44,All,All,1
2014,21,171,70.7274153363477,All,All,1
2014,21,173,67.19771708112515,All,All,1
2014,21,175,71.95170832717054,All,All,1
2014,21,177,64.31607785671052,All,All,1
2014,21,179,49.53848239707145,All,All,1
2014,21,181,78.29827293318233,All,All,1
2014,21,183,65.64568375354817,All,All,1
2014,21,185,56.91494223072062,All,All,1
2014,21,187,76.66545623836127,All,All,1
2014,21,189,61.580025608194624,All,All,1
2014,21,191,76.79210490370168,All,All,1
2014,21,193,40.53911751176533,All,All,1
2014,21,195,39.30183286735011,All,All,1
2014,21,197,73.54987253027406,All,All,1
2014,21,199,64.10939296118416,All,All,1
2014,21,201,83,All,All,1
2014,21,203,71.37418213969939,All,All,1
2014,21,205,70.79944645518415,All,All,1
2014,21,207,70.55491329479769,All,All,1
2014,21,209,63.891288872617814,All,All,1
2014,21,211,58.54789931392121,All,All,1
2014,21,213,49.42863654492621,All,All,1
2014,21,215,65.04121935817211,All,All,1
2014,21,217,60.04281894728441,All,All,1
2014,21,219,62.09288743099448,All,All,1
2014,21,221,61.71408559221125,All,All,1
2014,21,223,70.23979128856624,All,All,1
2014,21,225,69.4315429173249,All,All,1
2014,21,227,44.43938243050636,All,All,1
2014,21,229,74.88627748294162,All,All,1
2014,21,231,70.32014666152065,All,All,1
2014,21,233,68.85744016649323,All,All,1
2014,21,235,48.49022695952977,All,All,1
2014,21,237,68.49841880929465,All,All,1
2014,21,239,69.05041549043776,All,All,1
2014,22,001,36.82445873837275,All,All,1
2014,22,003,22.730606048810866,All,All,1
2014,22,005,1.1955248067813513,All,All,1
2014,22,007,18.091713422529132,All,All,1
2014,22,009,43.14318334775503,All,All,1
2014,22,011,14.771137389570468,All,All,1
2014,22,013,30.32983996601048,All,All,1
2014,22,015,22.69207172033662,All,All,1
2014,22,017,22.10764727291227,All,All,1
2014,22,019,3.1043638396864726,All,All,1
2014,22,021,38.56324940047961,All,All,1
2014,22,023,17.884254431699688,All,All,1
2014,22,025,48.13238586586197,All,All,1
2014,22,027,33.74073853838378,All,All,1
2014,22,029,48.24154495608715,All,All,1
2014,22,031,25.72411747256007,All,All,1
2014,22,033,2.117933354072832,All,All,1
2014,22,035,56.72744014732965,All,All,1
2014,22,037,21.11660989781607,All,All,1
2014,22,039,33.23198531588608,All,All,1
2014,22,041,48.848776943569874,All,All,1
2014,22,043,26.90175736707955,All,All,1
2014,22,045,26.55612666983115,All,All,1
2014,22,047,2.511131086142322,All,All,1
2014,22,049,28.411815544169393,All,All,1
2014,22,051,13.729138283378747,All,All,1
2014,22,053,40.71672170710021,All,All,1
2014,22,055,30.254563392015434,All,All,1
2014,22,057,20.40240654085463,All,All,1
2014,22,059,38.11711711711712,All,All,1
2014,22,061,25.615837266896683,All,All,1
2014,22,063,6.614853208232446,All,All,1
2014,22,065,37.63307794803465,All,All,1
2014,22,067,39.001903437168274,All,All,1
2014,22,069,26.77486724764349,All,All,1
2014,22,071,12.836343252993407,All,All,1
2014,22,073,24.460926683195414,All,All,1
2014,22,075,46.69666595880229,All,All,1
2014,22,077,25.88224117361142,All,All,1
2014,22,079,24.78142799869893,All,All,1
2014,22,081,30.44433255007273,All,All,1
2014,22,083,44.79002158791077,All,All,1
2014,22,085,37.75636168986247,All,All,1
2014,22,087,14.368244393637204,All,All,1
2014,22,089,0.17378744108256045,All,All,1
2014,22,091,20.505714546950717,All,All,1
2014,22,093,1.0560095491690387,All,All,1
2014,22,095,0,All,All,1
2014,22,097,33.179590028496854,All,All,1
2014,22,099,34.32552107983265,All,All,1
2014,22,101,40.38611854826714,All,All,1
2014,22,103,27.615151742600517,All,All,1
2014,22,105,14.936773413897281,All,All,1
2014,22,107,52.436301916932905,All,All,1
2014,22,109,28.932591582194405,All,All,1
2014,22,111,30.112540335057243,All,All,1
2014,22,113,31.413462847033205,All,All,1
2014,22,115,21.52535765649837,All,All,1
2014,22,117,23.09094022216039,All,All,1
2014,22,119,28.250036683785765,All,All,1
2014,22,121,2.2410153201626484,All,All,1
2014,22,123,56.658913383093214,All,All,1
2014,22,125,31.671488537294156,All,All,1
2014,22,127,27.9124,All,All,1
2014,23,001,86.46510654136038,All,All,1
2014,23,003,95.99879693714351,All,All,1
2014,23,005,83.0623630653664,All,All,1
2014,23,007,95.05593902319343,All,All,1
2014,23,009,95.20311097268281,All,All,1
2014,23,011,88.42753915412281,All,All,1
2014,23,013,95.25453307442059,All,All,1
2014,23,015,93.8566463183106,All,All,1
2014,23,017,93.92108420119268,All,All,1
2014,23,019,89.53028439011372,All,All,1
2014,23,021,94.18105494760002,All,All,1
2014,23,023,88.55860064953563,All,All,1
2014,23,025,91.63442293574437,All,All,1
2014,23,027,94.99401089862225,All,All,1
2014,23,029,97.1134981634102,All,All,1
2014,23,031,85.8325977459861,All,All,1
2014,24,001,83.86021141991998,All,All,1
2014,24,003,46.04337151465919,All,All,1
2014,24,005,48.973646235875364,All,All,1
2014,24,009,72.14847482543183,All,All,1
2014,24,011,80.28447144296224,All,All,1
2014,24,013,72.92893625409948,All,All,1
2014,24,015,70.25646591947192,All,All,1
2014,24,017,59.82802066772655,All,All,1
2014,24,019,78.23630956031153,All,All,1
2014,24,021,63.972238592619526,All,All,1
2014,24,023,93.5310736349975,All,All,1
2014,24,025,67.26607372524987,All,All,1
2014,24,027,43.515018261163036,All,All,1
2014,24,029,76.85206834532374,All,All,1
2014,24,031,35.848010172253744,All,All,1
2014,24,033,34.58236207621467,All,All,1
2014,24,035,74.0329073680299,All,All,1
2014,24,037,72.98126705509256,All,All,1
2014,24,039,82.24903614917739,All,All,1
2014,24,041,76.7364490420647,All,All,1
2014,24,043,55.641770698327214,All,All,1
2014,24,045,62.326103849525786,All,All,1
2014,24,047,88.75421854998254,All,All,1
2014,24,510,31.7112383511364,All,All,1
2014,25,001,95.32903279778033,All,All,1
2014,25,003,93.60191905523435,All,All,1
2014,25,005,82.10854073475906,All,All,1
2014,25,007,97.48950635530593,All,All,1
2014,25,009,70.98744248377663,All,All,1
2014,25,011,86.50415147265078,All,All,1
2014,25,013,61.66149423192774,All,All,1
2014,25,015,77.78822788284018,All,All,1
2014,25,017,59.007370284550525,All,All,1
2014,25,019,97.91309775302477,All,All,1
2014,25,021,65.64331927481474,All,All,1
2014,25,023,83.34412866534072,All,All,1
2014,25,025,35.48213731803061,All,All,1
2014,25,027,83.35915662292204,All,All,1
2014,26,001,97.22088767945951,All,All,1
2014,26,003,98.30012610340479,All,All,1
2014,26,005,88.22215987030802,All,All,1
2014,26,007,96.55488680664797,All,All,1
2014,26,009,96.24657651489215,All,All,1
2014,26,011,95.67437676689796,All,All,1
2014,26,013,98.0695652173913,All,All,1
2014,26,015,89.81333852166411,All,All,1
2014,26,017,88.31572557296823,All,All,1
2014,26,019,97.40830945558739,All,All,1
2014,26,021,84.30040002051388,All,All,1
2014,26,023,89.53406118503355,All,All,1
2014,26,025,84.85733629300776,All,All,1
2014,26,027,85.93588584834907,All,All,1
2014,26,029,96.76895306859205,All,All,1
2014,26,031,97.36586499360985,All,All,1
2014,26,033,92.82412527779213,All,All,1
2014,26,035,96.04713181316183,All,All,1
2014,26,037,88.00239281371357,All,All,1
2014,26,039,95.48030987734022,All,All,1
2014,26,041,96.4277842620993,All,All,1
2014,26,043,96.02164999808407,All,All,1
2014,26,045,86.61333629407574,All,All,1
2014,26,047,96.92409331146347,All,All,1
2014,26,049,83.90845184806547,All,All,1
2014,26,051,95.19598421813352,All,All,1
2014,26,053,97.67105099114823,All,All,1
2014,26,055,93.24037715916882,All,All,1
2014,26,057,93.37487219725611,All,All,1
2014,26,059,91.5502139060542,All,All,1
2014,26,061,98.58961866136802,All,All,1
2014,26,063,97.05162182936203,All,All,1
2014,26,065,82.51257777054239,All,All,1
2014,26,067,89.83656371139178,All,All,1
2014,26,069,96.9079752195734,All,All,1
2014,26,071,97.79078777442962,All,All,1
2014,26,073,91.76881400164525,All,All,1
2014,26,075,84.58532330375733,All,All,1
2014,26,077,81.54846784635305,All,All,1
2014,26,079,96.60980004650081,All,All,1
2014,26,081,66.32918955898866,All,All,1
2014,26,083,99,All,All,1
2014,26,085,96.43460764587525,All,All,1
2014,26,087,90.16316714877205,All,All,1
2014,26,089,97.09922259533558,All,All,1
2014,26,091,79.48550731938302,All,All,1
2014,26,093,82.1100925440894,All,All,1
2014,26,095,97.3367628992629,All,All,1
2014,26,097,97.9360108303249,All,All,1
2014,26,099,55.48402748506477,All,All,1
2014,26,101,96.7468323487472,All,All,1
2014,26,103,97.73618123935736,All,All,1
2014,26,105,95.30088834697789,All,All,1
2014,26,107,95.08559663165687,All,All,1
2014,26,109,92.52965852840003,All,All,1
2014,26,111,82.94775173403492,All,All,1
2014,26,113,96.45248898972375,All,All,1
2014,26,115,77.94899602919438,All,All,1
2014,26,117,92.32479459442312,All,All,1
2014,26,119,95.17462655165158,All,All,1
2014,26,121,86.53012934254762,All,All,1
2014,26,123,93.75821801105431,All,All,1
2014,26,125,70.44558231582948,All,All,1
2014,26,127,95.79331433998101,All,All,1
2014,26,129,95.6540027137042,All,All,1
2014,26,131,98.29218362282879,All,All,1
2014,26,133,95.97985167402581,All,All,1
2014,26,135,96,All,All,1
2014,26,137,95.77625797894387,All,All,1
2014,26,139,84.78414722289145,All,All,1
2014,26,141,96.92100853138331,All,All,1
2014,26,143,96.48978915537882,All,All,1
2014,26,145,87.6389921457363,All,All,1
2014,26,147,83.88397470933121,All,All,1
2014,26,149,87.09992130889538,All,All,1
2014,26,151,95.9828136450675,All,All,1
2014,26,153,98.31000599161175,All,All,1
2014,26,155,88.64375368424079,All,All,1
2014,26,157,93.65261428962496,All,All,1
2014,26,159,89.2323704164406,All,All,1
2014,26,161,77.06978438145532,All,All,1
2014,26,163,55.722472428575735,All,All,1
2014,26,165,95.13954555185174,All,All,1
2014,27,001,97.23365071410674,All,All,1
2014,27,003,42.079978353691175,All,All,1
2014,27,005,96.26074429043705,All,All,1
2014,27,007,94.20877177469272,All,All,1
2014,27,009,84.5455361723961,All,All,1
2014,27,011,90.29536679536679,All,All,1
2014,27,013,83.3567521631644,All,All,1
2014,27,015,81.91459256065535,All,All,1
2014,27,017,95.31270110076207,All,All,1
2014,27,019,82.47574618944508,All,All,1
2014,27,021,97.34702972034107,All,All,1
2014,27,023,92.23073150796894,All,All,1
2014,27,025,80.83326517714413,All,All,1
2014,27,027,86.05917110657438,All,All,1
2014,27,029,97.69582140812823,All,All,1
2014,27,031,99,All,All,1
2014,27,033,74.81380609797876,All,All,1
2014,27,035,96.73971383147854,All,All,1
2014,27,037,59.1792607534505,All,All,1
2014,27,039,92.91855181270374,All,All,1
2014,27,041,95.44442918737813,All,All,1
2014,27,043,93.85436283741369,All,All,1
2014,27,045,94.97524229920353,All,All,1
2014,27,047,93.39324611716182,All,All,1
2014,27,049,91.05464433701657,All,All,1
2014,27,051,97,All,All,1
2014,27,053,35.19213134801295,All,All,1
2014,27,055,92.53263693727133,All,All,1
2014,27,057,97.45740325567795,All,All,1
2014,27,059,88.37792615868028,All,All,1
2014,27,061,96.07489570227138,All,All,1
2014,27,063,89.64171539961013,All,All,1
2014,27,065,94.41096742103954,All,All,1
2014,27,067,95.00725493903015,All,All,1
2014,27,069,98,All,All,1
2014,27,071,97.02527020855534,All,All,1
2014,27,073,96.85259301014656,All,All,1
2014,27,075,97.42989528310629,All,All,1
2014,27,077,98,All,All,1
2014,27,079,91.79665909008912,All,All,1
2014,27,081,98,All,All,1
2014,27,083,96.28902969989115,All,All,1
2014,27,085,92.29296140661285,All,All,1
2014,27,087,98,All,All,1
2014,27,089,97.42669630570552,All,All,1
2014,27,091,93.85010967584694,All,All,1
2014,27,093,95.51777768177301,All,All,1
2014,27,095,94.18747827430381,All,All,1
2014,27,097,95.94832698009319,All,All,1
