year,state,county,ratio_population_pc_physician,ratio_population_pc_physician_quality
2015,49,045,4197,1
2015,49,047,3161,1
2015,49,049,2301,1
2015,49,051,1715,1
2015,49,053,1729,1
2015,49,055,2692,3
2015,49,057,2389,1
2015,50,001,926,1
2015,50,003,1038,1
2015,50,005,1184,1
2015,50,007,556,1
2015,50,009,3082,2
2015,50,011,2033,1
2015,50,013,2287,2
2015,50,015,1147,1
2015,50,017,1445,1
2015,50,019,1290,1
2015,50,021,1149,1
2015,50,023,977,1
2015,50,025,885,1
2015,50,027,929,1
2015,51,001,2061,1
2015,51,003,673,1
2015,51,005,1742,1
2015,51,007,6452,2
2015,51,009,6383,1
2015,51,011,7707,2
2015,51,013,1356,1
2015,51,015,2123,1
2015,51,017,1490,2
2015,51,019,1524,1
2015,51,021,NA,NA
2015,51,023,1853,1
2015,51,025,3340,1
2015,51,027,3796,1
2015,51,029,2839,1
2015,51,031,5008,1
2015,51,033,9995,2
2015,51,035,1101,1
2015,51,036,7040,3
2015,51,037,2034,1
2015,51,041,1115,1
2015,51,043,2394,1
2015,51,045,5211,3
2015,51,047,2354,1
2015,51,049,4860,2
2015,51,051,3779,2
2015,51,053,6963,2
2015,51,057,5565,2
2015,51,059,964,1
2015,51,061,1911,1
2015,51,063,2608,1
2015,51,065,4372,1
2015,51,067,2164,1
2015,51,069,2133,1
2015,51,071,1856,1
2015,51,073,1688,1
2015,51,075,1171,1
2015,51,077,4003,1
2015,51,079,6387,2
2015,51,081,1981,1
2015,51,083,2509,1
2015,51,085,1358,1
2015,51,087,1013,1
2015,51,089,1482,1
2015,51,091,NA,NA
2015,51,093,2017,1
2015,51,095,724,1
2015,51,097,2386,2
2015,51,099,4252,1
2015,51,101,2324,1
2015,51,103,1828,1
2015,51,105,4124,1
2015,51,107,1304,1
2015,51,109,6920,1
2015,51,111,3075,2
2015,51,113,1876,1
2015,51,115,2216,2
2015,51,117,1636,1
2015,51,119,2652,2
2015,51,121,1436,1
2015,51,125,986,1
2015,51,127,3399,1
2015,51,131,760,1
2015,51,133,1112,1
2015,51,135,1567,1
2015,51,137,1769,1
2015,51,139,2636,1
2015,51,141,6015,2
2015,51,143,15548,1
2015,51,145,1649,1
2015,51,147,1530,1
2015,51,149,7572,1
2015,51,153,2193,1
2015,51,155,2146,1
2015,51,157,2459,2
2015,51,159,NA,NA
2015,51,161,828,1
2015,51,163,931,1
2015,51,165,4136,1
2015,51,167,2789,1
2015,51,169,2766,1
2015,51,171,2160,1
2015,51,173,1748,1
2015,51,175,4527,1
2015,51,177,1652,1
2015,51,179,3641,1
2015,51,181,3354,2
2015,51,183,3905,2
2015,51,185,1532,1
2015,51,187,2057,1
2015,51,191,1475,1
2015,51,193,8814,2
2015,51,195,1986,1
2015,51,197,1713,1
2015,51,199,870,1
2015,51,510,1490,1
2015,51,520,2143,1
2015,51,530,3309,2
2015,51,540,358,1
2015,51,550,1207,1
2015,51,570,685,1
2015,51,580,1886,2
2015,51,590,979,1
2015,51,595,NA,NA
2015,51,600,12006,2
2015,51,610,302,1
2015,51,620,849,1
2015,51,630,740,1
2015,51,640,NA,NA
2015,51,650,2313,1
2015,51,660,691,1
2015,51,670,2238,1
2015,51,678,NA,NA
2015,51,680,840,1
2015,51,683,889,1
2015,51,685,NA,NA
2015,51,690,13645,3
2015,51,700,1689,1
2015,51,710,1002,1
2015,51,720,358,1
2015,51,730,1476,1
2015,51,735,1723,1
2015,51,740,1886,1
2015,51,750,1582,1
2015,51,760,962,1
2015,51,770,1110,1
2015,51,775,748,1
2015,51,790,1744,1
2015,51,800,1025,1
2015,51,810,1332,1
2015,51,820,934,1
2015,51,830,15052,3
2015,51,840,350,1
2015,53,001,1750,1
2015,53,003,1163,1
2015,53,005,1442,1
2015,53,007,850,1
2015,53,009,1097,1
2015,53,011,1527,1
2015,53,013,1315,2
2015,53,015,1478,1
2015,53,017,3378,1
2015,53,019,1516,1
2015,53,021,3416,1
2015,53,023,2219,3
2015,53,025,2072,1
2015,53,027,2735,1
2015,53,029,2519,1
2015,53,031,1128,1
2015,53,033,843,1
2015,53,035,1567,1
2015,53,037,1603,1
2015,53,039,1502,1
2015,53,041,2232,1
2015,53,043,1720,1
2015,53,045,4068,1
2015,53,047,1186,1
2015,53,049,4170,1
2015,53,051,2618,1
2015,53,053,1423,1
2015,53,055,1477,1
2015,53,057,1218,1
2015,53,059,NA,NA
2015,53,061,1956,1
2015,53,063,1131,1
2015,53,065,1460,1
2015,53,067,1025,1
2015,53,069,NA,NA
2015,53,071,815,1
2015,53,073,1147,1
2015,53,075,1661,1
2015,53,077,1499,1
2015,54,001,2386,1
2015,54,003,2194,1
2015,54,005,2922,1
2015,54,007,1802,1
2015,54,009,4670,1
2015,54,011,613,1
2015,54,013,2490,2
2015,54,015,NA,NA
2015,54,017,4088,2
2015,54,019,2045,1
2015,54,021,2130,2
2015,54,023,1681,1
2015,54,025,756,1
2015,54,027,4671,1
2015,54,029,1491,1
2015,54,031,3463,1
2015,54,033,870,1
2015,54,035,2924,1
2015,54,037,1883,1
2015,54,039,766,1
2015,54,041,1495,1
2015,54,043,3059,1
2015,54,045,2169,1
2015,54,047,1984,1
2015,54,049,1725,1
2015,54,051,2665,1
2015,54,053,1802,1
2015,54,055,1529,1
2015,54,057,3431,1
2015,54,059,3162,1
2015,54,061,808,1
2015,54,063,2251,1
2015,54,065,1947,1
2015,54,067,1113,1
2015,54,069,582,1
2015,54,071,2410,2
2015,54,073,3837,2
2015,54,075,2152,2
2015,54,077,2828,1
2015,54,079,917,1
2015,54,081,1062,1
2015,54,083,1456,1
2015,54,085,4991,2
2015,54,087,2062,1
2015,54,089,2648,1
2015,54,091,3382,1
2015,54,093,2322,2
2015,54,095,2244,2
2015,54,097,2251,1
2015,54,099,1639,1
2015,54,101,1751,1
2015,54,103,1977,1
2015,54,105,5880,3
2015,54,107,1168,1
2015,54,109,3692,1
2015,55,001,20148,3
2015,55,003,660,1
2015,55,005,949,1
2015,55,007,2995,1
2015,55,009,1406,1
2015,55,011,6596,2
2015,55,013,7580,2
2015,55,015,7109,1
2015,55,017,1222,1
2015,55,019,2650,1
2015,55,021,1957,1
2015,55,023,1171,1
2015,55,025,793,1
2015,55,027,1844,1
2015,55,029,1252,1
2015,55,031,5450,1
2015,55,033,1648,1
2015,55,035,779,1
2015,55,037,2232,2
2015,55,039,1821,1
2015,55,041,2264,1
2015,55,043,1935,1
2015,55,045,1549,1
2015,55,047,943,1
2015,55,049,1323,1
2015,55,051,1448,1
2015,55,053,934,1
2015,55,055,2416,1
2015,55,057,1093,1
2015,55,059,2246,1
2015,55,061,2909,1
2015,55,063,704,1
2015,55,065,3366,1
2015,55,067,1131,1
2015,55,069,1473,1
2015,55,071,1995,1
2015,55,073,1105,1
2015,55,075,1410,1
2015,55,077,NA,NA
2015,55,078,2286,2
2015,55,079,1382,1
2015,55,081,1627,1
2015,55,083,4159,1
2015,55,085,847,1
2015,55,087,1175,1
2015,55,089,697,1
2015,55,091,2430,2
2015,55,093,2405,1
2015,55,095,1114,1
2015,55,097,1637,1
2015,55,099,2729,1
2015,55,101,2144,1
2015,55,103,1590,1
2015,55,105,1736,1
2015,55,107,1569,1
2015,55,109,1862,1
2015,55,111,979,1
2015,55,113,963,1
2015,55,115,1796,1
2015,55,117,1751,1
2015,55,119,2922,1
2015,55,121,2686,1
2015,55,123,1130,1
2015,55,125,1258,1
2015,55,127,2507,1
2015,55,129,1111,1
2015,55,131,1736,1
2015,55,133,714,1
2015,55,135,1732,1
2015,55,137,3433,1
2015,55,139,1229,1
2015,55,141,592,1
2015,56,001,1309,1
2015,56,003,6011,2
2015,56,005,2591,1
2015,56,007,3112,1
2015,56,009,1780,1
2015,56,011,2481,2
2015,56,013,1152,1
2015,56,015,1487,1
2015,56,017,1185,1
2015,56,019,780,1
2015,56,021,1428,1
2015,56,023,1560,1
2015,56,025,1393,1
2015,56,027,2542,3
2015,56,029,835,1
2015,56,031,2203,1
2015,56,033,1429,1
2015,56,035,1414,1
2015,56,037,2975,1
2015,56,039,826,1
2015,56,041,2314,1
2015,56,043,2776,2
2015,56,045,1808,1
2016,01,001,2409,1
2016,01,003,1372,1
2016,01,005,2596,1
2016,01,007,1742,1
2016,01,009,4439,1
2016,01,011,3454,2
2016,01,013,3333,1
2016,01,015,1549,1
2016,01,017,1991,1
2016,01,019,2858,1
2016,01,021,5493,1
2016,01,023,2599,1
2016,01,025,1742,1
2016,01,027,2698,1
2016,01,029,3731,1
2016,01,031,1830,1
2016,01,033,1465,1
2016,01,035,2066,1
2016,01,037,NA,NA
2016,01,039,1971,1
2016,01,041,6956,2
2016,01,043,1718,1
2016,01,045,6153,1
2016,01,047,1334,1
2016,01,049,2363,1
2016,01,051,3718,1
2016,01,053,2515,1
2016,01,055,1266,1
2016,01,057,871,1
2016,01,059,2259,1
2016,01,061,3802,1
2016,01,063,1684,1
2016,01,065,7476,2
2016,01,067,3433,1
2016,01,069,1156,1
2016,01,071,1931,1
2016,01,073,924,1
2016,01,075,NA,NA
2016,01,077,1964,1
2016,01,079,6649,1
2016,01,081,1939,1
2016,01,083,2811,1
2016,01,085,10358,3
2016,01,087,3160,1
2016,01,089,1133,1
2016,01,091,2459,1
2016,01,093,3333,1
2016,01,095,1699,1
2016,01,097,1525,1
2016,01,099,2691,1
2016,01,101,1029,1
2016,01,103,1831,1
2016,01,105,3191,2
2016,01,107,2540,1
2016,01,109,2080,1
2016,01,111,3775,1
2016,01,113,4475,1
2016,01,115,5868,1
2016,01,117,1170,1
2016,01,119,1863,1
2016,01,121,3204,1
2016,01,123,2396,1
2016,01,125,1374,1
2016,01,127,2166,1
2016,01,129,8378,2
2016,01,131,2746,1
2016,01,133,1984,1
2016,02,013,NA,NA
2016,02,016,2824,2
2016,02,020,923,1
2016,02,050,898,1
2016,02,060,0,3
2016,02,068,0,3
2016,02,070,381,1
2016,02,090,1307,1
2016,02,100,312,1
2016,02,105,NA,NA
2016,02,110,833,1
2016,02,122,1361,1
2016,02,130,1250,1
2016,02,150,723,1
2016,02,158,NA,NA
2016,02,164,1562,3
2016,02,170,2130,1
2016,02,180,1102,1
2016,02,185,3202,2
2016,02,188,1535,1
2016,02,195,525,1
2016,02,198,1269,1
2016,02,220,491,1
2016,02,230,0,3
2016,02,240,982,1
2016,02,261,1559,1
2016,02,275,1206,2
2016,02,282,0,3
2016,02,290,5526,3
2016,04,001,3046,1
2016,04,003,1965,1
2016,04,005,1204,1
2016,04,007,2329,1
2016,04,009,1880,1
2016,04,011,2403,1
2016,04,012,2540,1
2016,04,013,1433,1
2016,04,015,2184,1
2016,04,017,1746,1
2016,04,019,1226,1
2016,04,021,6439,1
2016,04,023,2299,1
2016,04,025,1623,1
2016,04,027,2448,1
2016,05,001,2024,1
2016,05,003,2277,1
2016,05,005,1369,1
2016,05,007,1688,1
2016,05,009,1382,1
2016,05,011,1833,1
2016,05,013,2572,2
2016,05,015,1728,1
2016,05,017,912,1
2016,05,019,2266,1
2016,05,021,4973,2
2016,05,023,1684,1
2016,05,025,8241,3
2016,05,027,1707,1
2016,05,029,1611,1
2016,05,031,854,1
2016,05,033,2395,1
2016,05,035,2735,1
2016,05,037,2434,1
2016,05,039,2490,2
2016,05,041,1697,1
2016,05,043,1554,1
2016,05,045,2004,1
2016,05,047,2938,1
2016,05,049,1732,1
2016,05,051,1133,1
2016,05,053,9041,2
2016,05,055,1715,1
2016,05,057,3662,1
2016,05,059,4768,1
2016,05,061,2230,1
2016,05,063,1162,1
2016,05,065,2687,1
2016,05,067,2460,1
2016,05,069,1591,1
2016,05,071,1870,1
2016,05,073,2282,2
2016,05,075,2789,1
2016,05,077,4655,2
2016,05,079,6852,2
2016,05,081,4150,2
2016,05,083,4358,1
2016,05,085,6019,1
2016,05,087,5357,2
2016,05,089,8162,2
2016,05,091,1564,1
2016,05,093,2520,1
2016,05,095,1792,1
2016,05,097,4440,2
2016,05,099,4199,2
2016,05,101,7936,3
2016,05,103,1854,1
2016,05,105,10132,3
2016,05,107,2711,1
2016,05,109,2708,1
2016,05,111,6006,2
2016,05,113,1441,1
2016,05,115,1594,1
2016,05,117,NA,NA
2016,05,119,861,1
2016,05,121,1745,1
2016,05,123,2015,1
2016,05,125,2328,1
2016,05,127,5138,2
2016,05,129,3984,2
2016,05,131,784,1
2016,05,133,2114,1
2016,05,135,3431,1
2016,05,137,2090,1
2016,05,139,1534,1
2016,05,141,8314,2
2016,05,143,1220,1
2016,05,145,2032,1
2016,05,147,2214,2
2016,05,149,1796,1
2016,06,001,925,1
2016,06,003,0,3
2016,06,005,1699,1
2016,06,007,1656,1
2016,06,009,2053,1
2016,06,011,3084,1
2016,06,013,973,1
2016,06,015,1449,1
2016,06,017,1246,1
2016,06,019,1526,1
2016,06,021,5617,1
2016,06,023,1502,1
2016,06,025,4889,1
2016,06,027,825,1
2016,06,029,2043,1
2016,06,031,2539,1
2016,06,033,2137,1
2016,06,035,2572,1
2016,06,037,1383,1
2016,06,039,2275,1
2016,06,041,679,1
2016,06,043,2902,1
2016,06,045,1095,1
2016,06,047,2239,1
2016,06,049,1256,1
2016,06,051,1553,1
2016,06,053,1694,1
2016,06,055,1061,1
2016,06,057,1436,1
2016,06,059,1033,1
2016,06,061,842,1
2016,06,063,1242,1
2016,06,065,2393,1
2016,06,067,1214,1
2016,06,069,3127,1
2016,06,071,1747,1
2016,06,073,1271,1
2016,06,075,638,1
2016,06,077,1691,1
2016,06,079,1194,1
2016,06,081,969,1
2016,06,083,1332,1
2016,06,085,973,1
2016,06,087,1006,1
2016,06,089,1414,1
2016,06,091,2947,3
2016,06,093,1282,1
2016,06,095,1254,1
2016,06,097,994,1
2016,06,099,1561,1
2016,06,101,1255,1
2016,06,103,2434,1
2016,06,105,4261,2
2016,06,107,2235,1
2016,06,109,1196,1
2016,06,111,1313,1
2016,06,113,811,1
2016,06,115,4428,1
2016,08,001,2339,1
2016,08,003,1388,1
2016,08,005,1189,1
2016,08,007,1169,1
2016,08,009,1189,2
2016,08,011,5861,3
2016,08,013,810,1
2016,08,014,978,1
2016,08,015,1121,1
2016,08,017,1848,3
2016,08,019,NA,NA
2016,08,021,1626,1
2016,08,023,NA,NA
2016,08,025,5694,3
2016,08,027,2301,2
2016,08,029,1268,1
2016,08,031,762,1
2016,08,033,NA,NA
2016,08,035,1461,1
2016,08,037,1256,1
2016,08,039,5046,1
2016,08,041,1655,1
2016,08,043,2063,1
2016,08,045,1155,1
2016,08,047,2966,2
2016,08,049,1501,1
2016,08,051,1262,1
2016,08,053,0,3
2016,08,055,1113,1
2016,08,057,1357,3
2016,08,059,1217,1
2016,08,061,0,3
2016,08,063,2732,2
2016,08,065,1270,1
2016,08,067,927,1
2016,08,069,1145,1
2016,08,071,1410,1
2016,08,073,5643,3
2016,08,075,1289,1
2016,08,077,921,1
2016,08,079,732,3
2016,08,081,2185,1
2016,08,083,1174,1
2016,08,085,1595,1
2016,08,087,1767,1
2016,08,089,1663,1
2016,08,091,971,1
2016,08,093,5722,2
2016,08,095,715,1
2016,08,097,1366,1
2016,08,099,2980,1
2016,08,101,1588,1
2016,08,103,654,1
2016,08,105,883,1
2016,08,107,880,1
2016,08,109,3194,2
2016,08,111,694,3
2016,08,113,1336,1
2016,08,115,1204,2
2016,08,117,1381,1
2016,08,119,1717,1
2016,08,121,4908,3
2016,08,123,2034,1
2016,08,125,2526,2
2016,09,001,1073,1
2016,09,003,1057,1
2016,09,005,1602,1
2016,09,007,1384,1
2016,09,009,1119,1
2016,09,011,1533,1
2016,09,013,1988,1
2016,09,015,2075,1
2016,10,001,2241,1
2016,10,003,1200,1
2016,10,005,1596,1
2016,11,001,849,1
2016,12,001,672,1
2016,12,003,2794,1
2016,12,005,1840,1
2016,12,007,2992,1
2016,12,009,1369,1
2016,12,011,1372,1
2016,12,013,2060,1
2016,12,015,1565,1
2016,12,017,1865,1
2016,12,019,1860,1
2016,12,021,1383,1
2016,12,023,2235,1
2016,12,027,4475,1
2016,12,029,16300,3
2016,12,031,1191,1
2016,12,033,1584,1
2016,12,035,2006,1
2016,12,037,3967,2
2016,12,039,6572,1
2016,12,041,2869,1
2016,12,043,13970,3
2016,12,045,2284,1
2016,12,047,4787,2
2016,12,049,6840,2
2016,12,051,2806,1
2016,12,053,1945,1
2016,12,055,1553,1
2016,12,057,1202,1
2016,12,059,2784,1
2016,12,061,1486,1
2016,12,063,2411,1
2016,12,065,4635,2
2016,12,067,8617,3
2016,12,069,1386,1
2016,12,071,1620,1
2016,12,073,1199,1
2016,12,075,5709,1
2016,12,077,NA,NA
2016,12,079,9112,2
2016,12,081,1834,1
2016,12,083,1703,1
2016,12,085,1556,1
2016,12,086,1246,1
2016,12,087,1340,1
2016,12,089,2179,1
2016,12,091,1298,1
2016,12,093,2016,1
2016,12,095,1200,1
2016,12,097,2366,1
2016,12,099,1263,1
2016,12,101,1702,1
2016,12,103,1118,1
2016,12,105,2031,1
2016,12,107,2492,1
2016,12,109,1049,1
2016,12,111,2665,1
2016,12,113,1353,1
2016,12,115,1285,1
2016,12,117,1265,1
2016,12,119,2755,1
2016,12,121,7299,1
2016,12,123,3168,1
2016,12,125,5047,2
2016,12,127,1462,1
2016,12,129,3189,1
2016,12,131,1938,1
2016,12,133,4914,1
2016,13,001,2304,1
2016,13,003,NA,NA
2016,13,005,2274,1
2016,13,007,NA,NA
2016,13,009,1736,1
2016,13,011,6132,2
2016,13,013,4820,1
2016,13,015,2163,1
2016,13,017,2155,1
2016,13,019,6331,2
2016,13,021,783,1
2016,13,023,3242,1
2016,13,025,6118,2
2016,13,027,3922,2
2016,13,029,1208,1
2016,13,031,1868,1
2016,13,033,2836,1
2016,13,035,3970,1
2016,13,037,6324,3
2016,13,039,3118,1
2016,13,043,2728,2
2016,13,045,2236,1
2016,13,047,2142,1
2016,13,049,2499,1
2016,13,051,1103,1
2016,13,053,1820,1
2016,13,055,12412,2
2016,13,057,2778,1
2016,13,059,1579,1
2016,13,061,3020,3
2016,13,063,3537,1
2016,13,065,6829,3
2016,13,067,1401,1
2016,13,069,1654,1
2016,13,071,2285,1
2016,13,073,927,1
2016,13,075,1717,1
2016,13,077,1979,1
2016,13,079,12322,3
2016,13,081,1262,1
2016,13,083,3251,1
2016,13,085,1475,1
2016,13,087,2063,1
2016,13,089,932,1
2016,13,091,2570,1
2016,13,093,6882,2
2016,13,095,1216,1
2016,13,097,2735,1
2016,13,099,1723,1
2016,13,101,NA,NA
2016,13,103,4194,1
2016,13,105,2127,1
2016,13,107,2058,1
2016,13,109,3557,2
2016,13,111,1660,1
2016,13,113,908,1
2016,13,115,772,1
2016,13,117,2798,1
2016,13,119,5580,2
2016,13,121,928,1
2016,13,123,1858,1
2016,13,125,3006,3
2016,13,127,1920,1
2016,13,129,2189,1
2016,13,131,2255,1
2016,13,133,1889,1
2016,13,135,1629,1
2016,13,137,1924,1
2016,13,139,1756,1
2016,13,141,4320,2
2016,13,143,2074,1
2016,13,145,2243,1
2016,13,147,2555,1
2016,13,149,5744,2
2016,13,151,2112,1
2016,13,153,1833,1
2016,13,155,3141,2
2016,13,157,1615,1
2016,13,159,3414,2
2016,13,161,3719,1
2016,13,163,3183,1
2016,13,165,2950,2
2016,13,167,2376,1
2016,13,169,4770,1
2016,13,171,2309,1
2016,13,173,10399,3
2016,13,175,1218,1
2016,13,177,1334,1
2016,13,179,2844,1
2016,13,181,2609,2
2016,13,183,NA,NA
2016,13,185,1943,1
2016,13,187,2419,1
2016,13,189,1954,1
2016,13,191,13927,3
2016,13,193,13450,3
2016,13,195,7206,1
2016,13,197,8524,3
2016,13,199,3011,1
2016,13,201,2963,2
2016,13,205,2495,1
2016,13,207,1820,1
2016,13,209,NA,NA
2016,13,211,1817,1
2016,13,213,7863,1
2016,13,215,987,1
2016,13,217,2892,1
2016,13,219,722,1
2016,13,221,14921,3
2016,13,223,6775,1
2016,13,225,3808,1
2016,13,227,2803,1
2016,13,229,3834,1
2016,13,231,4485,1
2016,13,233,3481,1
2016,13,235,1406,1
2016,13,237,3068,1
2016,13,239,NA,NA
2016,13,241,1840,1
2016,13,243,3588,2
2016,13,245,1050,1
2016,13,247,1375,1
2016,13,249,NA,NA
2016,13,251,7022,2
2016,13,253,770,1
2016,13,255,1964,1
2016,13,257,1431,1
2016,13,259,1902,2
2016,13,261,1447,1
2016,13,263,3086,2
2016,13,265,0,3
2016,13,267,3585,1
2016,13,269,NA,NA
2016,13,271,3193,1
2016,13,273,NA,NA
2016,13,275,1052,1
2016,13,277,1074,1
2016,13,279,1088,1
2016,13,281,1139,1
2016,13,283,NA,NA
2016,13,285,1892,1
2016,13,287,4015,2
2016,13,289,NA,NA
2016,13,291,1092,1
2016,13,293,1881,1
2016,13,295,4850,1
2016,13,297,2373,1
2016,13,299,1276,1
2016,13,301,1814,2
2016,13,303,1461,1
2016,13,305,2509,1
2016,13,307,NA,NA
2016,13,309,7978,3
2016,13,311,4126,1
2016,13,313,1715,1
2016,13,315,8761,3
2016,13,317,2451,1
2016,13,319,4552,2
2016,13,321,3458,1
2016,15,001,1314,1
2016,15,003,1096,1
2016,15,005,0,3
2016,15,007,1310,1
2016,15,009,1110,1
2016,16,001,1080,1
2016,16,003,1950,2
2016,16,005,1361,1
2016,16,007,1189,1
2016,16,009,1299,1
2016,16,011,2511,1
2016,16,013,947,1
2016,16,015,3562,2
2016,16,017,1701,1
2016,16,019,2494,1
2016,16,021,1669,1
2016,16,023,2501,3
2016,16,025,0,3
2016,16,027,3024,1
2016,16,029,2296,2
2016,16,031,1469,1
2016,16,033,0,3
2016,16,035,850,1
2016,16,037,NA,NA
2016,16,039,1626,1
2016,16,041,2681,1
2016,16,043,6472,2
2016,16,045,1718,1
2016,16,047,3037,1
2016,16,049,1795,1
2016,16,051,4640,1
2016,16,053,2874,1
2016,16,055,1378,1
2016,16,057,1120,1
2016,16,059,1545,1
2016,16,061,3853,3
2016,16,063,5271,3
2016,16,065,1446,1
2016,16,067,4123,1
2016,16,069,1615,1
2016,16,071,2172,2
2016,16,073,11389,3
2016,16,075,1919,1
2016,16,077,3827,2
2016,16,079,2490,1
2016,16,081,2192,1
2016,16,083,1440,1
2016,16,085,617,1
2016,16,087,1453,1
2016,17,001,1168,1
2016,17,003,6478,3
2016,17,005,1529,1
2016,17,007,1845,1
2016,17,009,6762,3
2016,17,011,1962,1
2016,17,013,2447,2
2016,17,015,2908,1
2016,17,017,NA,NA
2016,17,019,1109,1
2016,17,021,2562,1
2016,17,023,2656,1
2016,17,025,4433,2
2016,17,027,2695,1
2016,17,029,1309,1
2016,17,031,1046,1
2016,17,033,1755,1
2016,17,035,NA,NA
2016,17,037,3074,1
2016,17,039,2704,1
2016,17,041,3272,1
2016,17,043,755,1
2016,17,045,3513,1
2016,17,047,NA,NA
2016,17,049,1228,1
2016,17,051,5447,1
2016,17,053,1358,1
2016,17,055,3012,1
2016,17,057,2961,1
2016,17,059,5212,3
2016,17,061,6546,2
2016,17,063,3152,1
2016,17,065,1612,1
2016,17,067,3085,1
2016,17,069,1341,2
2016,17,071,NA,NA
2016,17,073,3791,1
2016,17,075,2833,1
2016,17,077,785,1
2016,17,079,9536,3
2016,17,081,1672,1
2016,17,083,2447,1
2016,17,085,2419,1
2016,17,087,12902,3
2016,17,089,2363,1
2016,17,091,2500,1
2016,17,093,2711,1
2016,17,095,1592,1
2016,17,097,911,1
2016,17,099,2573,1
2016,17,101,4094,1
2016,17,103,1181,1
2016,17,105,1922,1
2016,17,107,2953,1
2016,17,109,1937,1
2016,17,111,1943,1
2016,17,113,1724,1
2016,17,115,1134,1
2016,17,117,4173,1
2016,17,119,2215,1
2016,17,121,2384,1
2016,17,123,NA,NA
2016,17,125,4502,2
2016,17,127,4886,2
2016,17,129,2503,1
2016,17,131,5243,2
2016,17,133,3097,1
2016,17,135,1703,1
2016,17,137,2285,1
2016,17,139,4942,2
2016,17,141,1654,1
2016,17,143,857,1
2016,17,145,2136,1
2016,17,147,2070,1
2016,17,149,1994,1
2016,17,151,NA,NA
2016,17,153,NA,NA
2016,17,155,5611,3
2016,17,157,2330,1
2016,17,159,2276,1
2016,17,161,1810,1
2016,17,163,1717,1
2016,17,165,1736,1
2016,17,167,813,1
2016,17,169,3462,2
2016,17,171,NA,NA
2016,17,173,3620,1
2016,17,175,5776,3
2016,17,177,2401,1
2016,17,179,2100,1
2016,17,181,1434,1
2016,17,183,2111,1
2016,17,185,2298,1
2016,17,187,2172,1
2016,17,189,4718,2
2016,17,191,2342,1
2016,17,193,3573,1
2016,17,195,1713,1
2016,17,197,1764,1
2016,17,199,1145,1
2016,17,201,1282,1
2016,17,203,1779,1
2016,18,001,2936,1
2016,18,003,1531,1
2016,18,005,1334,1
2016,18,007,NA,NA
2016,18,009,1736,1
2016,18,011,482,1
2016,18,013,2130,1
2016,18,015,6657,2
2016,18,017,2372,1
2016,18,019,2469,1
2016,18,021,2392,1
2016,18,023,4637,1
2016,18,025,NA,NA
2016,18,027,1939,1
2016,18,029,2055,1
2016,18,031,1773,1
2016,18,033,1943,1
2016,18,035,997,1
2016,18,037,1182,1
2016,18,039,1870,1
2016,18,041,1944,1
2016,18,043,1453,1
2016,18,045,5495,2
2016,18,047,1262,1
2016,18,049,1549,1
2016,18,051,3745,1
2016,18,053,2231,1
2016,18,055,3579,1
2016,18,057,706,1
2016,18,059,1189,1
2016,18,061,2213,1
2016,18,063,1868,1
2016,18,065,2426,1
2016,18,067,1619,1
2016,18,069,1583,1
2016,18,071,1761,1
2016,18,073,3343,1
2016,18,075,2338,1
2016,18,077,1801,1
2016,18,079,2135,1
2016,18,081,1226,1
2016,18,083,1180,1
2016,18,085,2472,1
2016,18,087,3911,1
2016,18,089,1806,1
2016,18,091,2619,1
2016,18,093,3035,1
2016,18,095,2052,1
2016,18,097,1219,1
2016,18,099,2328,1
2016,18,101,5086,2
2016,18,103,3987,1
2016,18,105,1712,1
2016,18,107,2720,1
2016,18,109,2050,1
2016,18,111,13924,3
2016,18,113,3664,1
2016,18,115,5932,3
2016,18,117,2148,1
2016,18,119,20840,3
2016,18,121,3360,1
2016,18,123,2371,1
2016,18,125,12431,3
2016,18,127,1695,1
2016,18,129,3639,1
2016,18,131,2110,1
2016,18,133,3120,1
2016,18,135,5016,1
2016,18,137,28846,3
2016,18,139,2775,1
2016,18,141,1055,1
2016,18,143,2373,1
2016,18,145,3410,1
2016,18,147,2950,1
2016,18,149,2876,1
2016,18,151,3101,1
2016,18,153,1734,1
2016,18,155,NA,NA
2016,18,157,1436,1
2016,18,159,3796,2
2016,18,161,3606,2
2016,18,163,1129,1
2016,18,165,3129,1
2016,18,167,1136,1
2016,18,169,2443,1
2016,18,171,8166,3
2016,18,173,631,1
2016,18,175,3459,1
2016,18,177,1624,1
2016,18,179,1471,1
2016,18,181,2667,1
2016,18,183,1858,1
2016,19,001,2364,2
2016,19,003,3693,3
2016,19,005,1983,1
2016,19,007,1385,1
2016,19,009,1420,2
2016,19,011,5140,1
2016,19,013,1072,1
2016,19,015,1895,1
2016,19,017,2066,1
2016,19,019,3499,1
2016,19,021,2033,1
2016,19,023,7396,2
2016,19,025,1407,1
2016,19,027,1135,1
2016,19,029,1645,1
2016,19,031,3691,1
2016,19,033,633,1
2016,19,035,1644,1
2016,19,037,1503,1
2016,19,039,3103,2
2016,19,041,1361,1
2016,19,043,2932,1
2016,19,045,1892,1
2016,19,047,4235,2
2016,19,049,1595,1
2016,19,051,2215,2
2016,19,053,4070,2
2016,19,055,1733,1
2016,19,057,1472,1
2016,19,059,1326,1
2016,19,061,1329,1
2016,19,063,1610,1
2016,19,065,2865,1
2016,19,067,2646,1
2016,19,069,3390,2
2016,19,071,6950,3
2016,19,073,2253,2
2016,19,075,4104,2
