year,state,county,ratio_population_pc_physician,ratio_population_pc_physician_quality
2018,17,165,1594,1
2018,17,167,817,1
2018,17,169,3454,2
2018,17,171,NA,NA
2018,17,173,3624,1
2018,17,175,5427,3
2018,17,177,2238,1
2018,17,179,2100,1
2018,17,181,1403,1
2018,17,183,2478,1
2018,17,185,2310,1
2018,17,187,2433,1
2018,17,189,6998,2
2018,17,191,2333,1
2018,17,193,3416,1
2018,17,195,1686,1
2018,17,197,1812,1
2018,17,199,1242,1
2018,17,201,1340,1
2018,17,203,1923,1
2018,18,001,2545,1
2018,18,003,1427,1
2018,18,005,1403,1
2018,18,007,NA,NA
2018,18,009,1491,1
2018,18,011,472,1
2018,18,013,3047,1
2018,18,015,6709,2
2018,18,017,2372,1
2018,18,019,2347,1
2018,18,021,2379,1
2018,18,023,6450,1
2018,18,025,NA,NA
2018,18,027,2072,1
2018,18,029,2155,1
2018,18,031,1786,1
2018,18,033,2161,1
2018,18,035,911,1
2018,18,037,1182,1
2018,18,039,2015,1
2018,18,041,1646,1
2018,18,043,1525,1
2018,18,045,5450,2
2018,18,047,1263,1
2018,18,049,2232,1
2018,18,051,3041,1
2018,18,053,2355,1
2018,18,055,3201,1
2018,18,057,688,1
2018,18,059,1193,1
2018,18,061,2242,1
2018,18,063,2141,1
2018,18,065,2541,1
2018,18,067,1681,1
2018,18,069,1812,1
2018,18,071,1764,1
2018,18,073,4171,1
2018,18,075,2596,1
2018,18,077,1789,1
2018,18,079,2510,1
2018,18,081,1250,1
2018,18,083,1230,1
2018,18,085,2645,1
2018,18,087,4370,1
2018,18,089,1922,1
2018,18,091,2558,1
2018,18,093,2404,1
2018,18,095,2091,1
2018,18,097,1207,1
2018,18,099,2202,1
2018,18,101,5108,2
2018,18,103,5081,1
2018,18,105,1689,1
2018,18,107,2556,1
2018,18,109,2262,1
2018,18,111,14011,3
2018,18,113,3656,1
2018,18,115,5844,3
2018,18,117,2165,1
2018,18,119,10422,2
2018,18,121,4232,2
2018,18,123,1910,1
2018,18,125,12410,3
2018,18,127,1585,1
2018,18,129,3192,1
2018,18,131,2494,1
2018,18,133,3148,1
2018,18,135,4970,1
2018,18,137,28523,3
2018,18,139,2777,1
2018,18,141,1074,1
2018,18,143,2171,1
2018,18,145,2973,1
2018,18,147,2904,1
2018,18,149,5734,2
2018,18,151,3843,1
2018,18,153,2586,1
2018,18,155,NA,NA
2018,18,157,1451,1
2018,18,159,3026,1
2018,18,161,7037,3
2018,18,163,1168,1
2018,18,165,2580,1
2018,18,167,1130,1
2018,18,169,2406,1
2018,18,171,NA,NA
2018,18,173,632,1
2018,18,175,3992,1
2018,18,177,1735,1
2018,18,179,1763,1
2018,18,181,3017,1
2018,18,183,1704,1
2018,19,001,2354,2
2018,19,003,3645,3
2018,19,005,1729,1
2018,19,007,1382,1
2018,19,009,1376,1
2018,19,011,5128,1
2018,19,013,1085,1
2018,19,015,1882,1
2018,19,017,1782,1
2018,19,019,2120,1
2018,19,021,1987,1
2018,19,023,7270,2
2018,19,025,1386,1
2018,19,027,1120,1
2018,19,029,1847,1
2018,19,031,4657,2
2018,19,033,637,1
2018,19,035,1415,1
2018,19,037,1709,1
2018,19,039,2356,2
2018,19,041,1152,1
2018,19,043,3511,1
2018,19,045,1861,1
2018,19,047,5719,2
2018,19,049,2097,1
2018,19,051,3006,2
2018,19,053,3945,2
2018,19,055,1707,1
2018,19,057,1505,1
2018,19,059,1319,1
2018,19,061,1242,1
2018,19,063,1322,1
2018,19,065,2809,1
2018,19,067,2627,1
2018,19,069,3375,2
2018,19,071,6993,3
2018,19,073,2245,1
2018,19,075,4101,2
2018,19,077,2680,2
2018,19,079,2990,1
2018,19,081,5356,2
2018,19,083,2410,1
2018,19,085,2827,1
2018,19,087,1433,1
2018,19,089,1837,1
2018,19,091,4774,2
2018,19,093,3420,2
2018,19,095,1467,1
2018,19,097,2776,1
2018,19,099,2476,1
2018,19,101,1414,1
2018,19,103,522,1
2018,19,105,2593,1
2018,19,107,10225,3
2018,19,109,1864,1
2018,19,111,1548,1
2018,19,113,1614,1
2018,19,115,11169,3
2018,19,117,1235,1
2018,19,119,2953,2
2018,19,121,2031,1
2018,19,123,1571,1
2018,19,125,1078,1
2018,19,127,2104,1
2018,19,129,1674,1
2018,19,131,3523,2
2018,19,133,1085,1
2018,19,135,1558,1
2018,19,137,1429,1
2018,19,139,2146,1
2018,19,141,1384,1
2018,19,143,3020,2
2018,19,145,2178,1
2018,19,147,2232,1
2018,19,149,2091,1
2018,19,151,3370,2
2018,19,153,1026,1
2018,19,155,2175,1
2018,19,157,1100,1
2018,19,159,828,1
2018,19,161,1620,1
2018,19,163,1104,1
2018,19,165,1930,1
2018,19,167,1164,1
2018,19,169,1464,1
2018,19,171,4226,1
2018,19,173,3096,2
2018,19,175,1236,1
2018,19,177,878,1
2018,19,179,1853,1
2018,19,181,1891,1
2018,19,183,1703,1
2018,19,185,2134,2
2018,19,187,1649,1
2018,19,189,2104,1
2018,19,191,910,1
2018,19,193,1554,1
2018,19,195,3726,2
2018,19,197,2538,1
2018,20,001,1556,1
2018,20,003,2626,2
2018,20,005,2024,1
2018,20,007,2236,2
2018,20,009,1741,1
2018,20,011,2093,1
2018,20,013,960,1
2018,20,015,1517,1
2018,20,017,NA,NA
2018,20,019,NA,NA
2018,20,021,4003,1
2018,20,023,NA,NA
2018,20,025,334,1
2018,20,027,800,1
2018,20,029,2182,1
2018,20,031,1372,1
2018,20,033,874,2
2018,20,035,1957,1
2018,20,037,1301,1
2018,20,039,NA,NA
2018,20,041,2340,1
2018,20,043,2561,2
2018,20,045,1114,1
2018,20,047,2849,3
2018,20,049,2508,3
2018,20,051,1595,1
2018,20,053,2065,2
2018,20,055,1464,1
2018,20,057,2259,1
2018,20,059,2330,1
2018,20,061,2507,1
2018,20,063,653,2
2018,20,065,2492,3
2018,20,067,1834,1
2018,20,069,6033,3
2018,20,071,1227,3
2018,20,073,2018,2
2018,20,075,NA,NA
2018,20,077,1835,2
2018,20,079,1267,1
2018,20,081,1998,2
2018,20,083,606,2
2018,20,085,1476,1
2018,20,087,1898,1
2018,20,089,NA,NA
2018,20,091,810,1
2018,20,093,657,1
2018,20,095,3655,2
2018,20,097,2516,3
2018,20,099,1664,1
2018,20,101,1560,3
2018,20,103,2199,1
2018,20,105,3023,3
2018,20,107,4875,2
2018,20,109,948,2
2018,20,111,1758,1
2018,20,113,1427,1
2018,20,115,5975,2
2018,20,117,1944,1
2018,20,119,NA,NA
2018,20,121,2105,1
2018,20,123,1025,1
2018,20,125,2677,1
2018,20,127,1840,2
2018,20,129,889,2
2018,20,131,1016,1
2018,20,133,1595,1
2018,20,135,1420,2
2018,20,137,2715,2
2018,20,139,NA,NA
2018,20,141,1738,2
2018,20,143,2901,2
2018,20,145,937,1
2018,20,147,1772,2
2018,20,149,1517,1
2018,20,151,1172,1
2018,20,153,NA,NA
2018,20,155,1685,1
2018,20,157,1555,2
2018,20,159,1906,1
2018,20,161,1474,1
2018,20,163,836,1
2018,20,165,3093,3
2018,20,167,2302,2
2018,20,169,1110,1
2018,20,171,1224,1
2018,20,173,1119,1
2018,20,175,2722,1
2018,20,177,1305,1
2018,20,179,2533,3
2018,20,181,5899,3
2018,20,183,721,1
2018,20,185,4178,3
2018,20,187,1987,3
2018,20,189,2780,2
2018,20,191,3833,1
2018,20,193,1542,1
2018,20,195,1396,2
2018,20,197,2300,2
2018,20,199,0,3
2018,20,201,1807,2
2018,20,203,1052,2
2018,20,205,1444,1
2018,20,207,NA,NA
2018,20,209,2175,1
2018,21,001,2745,1
2018,21,003,7041,2
2018,21,005,3777,1
2018,21,007,NA,NA
2018,21,009,1299,1
2018,21,011,12383,3
2018,21,013,2044,1
2018,21,015,1585,1
2018,21,017,1442,1
2018,21,019,964,1
2018,21,021,1433,1
2018,21,023,4120,2
2018,21,025,1818,1
2018,21,027,4078,1
2018,21,029,5405,1
2018,21,031,12772,3
2018,21,033,2119,1
2018,21,035,2446,1
2018,21,037,1502,1
2018,21,039,2386,2
2018,21,041,3579,2
2018,21,043,4501,1
2018,21,045,15888,3
2018,21,047,1667,1
2018,21,049,2132,1
2018,21,051,2872,1
2018,21,053,2552,2
2018,21,055,2229,2
2018,21,057,2220,2
2018,21,059,1872,1
2018,21,061,12274,3
2018,21,063,7508,3
2018,21,065,3550,2
2018,21,067,801,1
2018,21,069,2062,1
2018,21,071,1707,1
2018,21,073,2674,1
2018,21,075,3060,2
2018,21,077,2208,1
2018,21,079,3512,1
2018,21,081,2284,1
2018,21,083,3110,1
2018,21,085,1755,1
2018,21,087,5524,2
2018,21,089,1603,1
2018,21,091,NA,NA
2018,21,093,1577,1
2018,21,095,3773,1
2018,21,097,2086,1
2018,21,099,2701,1
2018,21,101,1900,1
2018,21,103,2013,1
2018,21,105,4421,3
2018,21,107,959,1
2018,21,109,4481,2
2018,21,111,1072,1
2018,21,113,1254,1
2018,21,115,1399,1
2018,21,117,1169,1
2018,21,119,3025,1
2018,21,121,4472,1
2018,21,123,14307,3
2018,21,125,2427,1
2018,21,127,3114,1
2018,21,129,3516,2
2018,21,131,5072,2
2018,21,133,1369,1
2018,21,135,4419,2
2018,21,137,3521,1
2018,21,139,3081,2
2018,21,141,3374,1
2018,21,143,2670,2
2018,21,145,1037,1
2018,21,147,8704,2
2018,21,149,NA,NA
2018,21,151,1847,1
2018,21,153,2472,1
2018,21,155,2156,1
2018,21,157,2228,1
2018,21,159,3774,2
2018,21,161,1429,1
2018,21,163,4786,1
2018,21,165,2150,2
2018,21,167,4355,1
2018,21,169,5015,2
2018,21,171,2144,1
2018,21,173,2169,1
2018,21,175,4448,2
2018,21,177,2367,1
2018,21,179,1994,1
2018,21,181,7166,3
2018,21,183,3441,1
2018,21,185,1704,1
2018,21,187,2720,2
2018,21,189,NA,NA
2018,21,191,4843,2
2018,21,193,815,1
2018,21,195,1123,1
2018,21,197,12442,3
2018,21,199,1292,1
2018,21,201,NA,NA
2018,21,203,2393,1
2018,21,205,1294,1
2018,21,207,2970,1
2018,21,209,1751,1
2018,21,211,2854,1
2018,21,213,2647,1
2018,21,215,2349,1
2018,21,217,1419,1
2018,21,219,4104,2
2018,21,221,7322,2
2018,21,223,4258,2
2018,21,225,4835,2
2018,21,227,1492,1
2018,21,229,3021,1
2018,21,231,1861,1
2018,21,233,4370,2
2018,21,235,1394,1
2018,21,237,7177,3
2018,21,239,1658,1
2018,22,001,2704,1
2018,22,003,8535,2
2018,22,005,2445,1
2018,22,007,7433,2
2018,22,009,3678,1
2018,22,011,2484,1
2018,22,013,6654,2
2018,22,015,2271,1
2018,22,017,861,1
2018,22,019,1286,1
2018,22,021,3320,2
2018,22,023,3484,2
2018,22,025,9608,3
2018,22,027,2657,1
2018,22,029,3914,1
2018,22,031,5487,1
2018,22,033,1089,1
2018,22,035,2346,2
2018,22,037,3218,1
2018,22,039,1593,1
2018,22,041,2240,1
2018,22,043,11241,2
2018,22,045,2086,1
2018,22,047,2975,1
2018,22,049,5301,2
2018,22,051,1066,1
2018,22,053,2105,1
2018,22,055,899,1
2018,22,057,2180,1
2018,22,059,1657,1
2018,22,061,1522,1
2018,22,063,5815,1
2018,22,065,2790,1
2018,22,067,3175,1
2018,22,069,1757,1
2018,22,071,975,1
2018,22,073,1153,1
2018,22,075,5852,1
2018,22,077,3657,1
2018,22,079,1145,1
2018,22,081,4238,2
2018,22,083,1553,1
2018,22,085,8011,2
2018,22,087,4247,1
2018,22,089,2783,1
2018,22,091,5131,2
2018,22,093,4207,1
2018,22,095,3599,1
2018,22,097,1452,1
2018,22,099,5958,1
2018,22,101,1843,1
2018,22,103,1235,1
2018,22,105,2524,1
2018,22,107,NA,NA
2018,22,109,2523,1
2018,22,111,11165,2
2018,22,113,2992,1
2018,22,115,2714,1
2018,22,117,5176,1
2018,22,119,1552,1
2018,22,121,6607,2
2018,22,123,5491,2
2018,22,125,1405,1
2018,22,127,1767,1
2018,23,001,1146,1
2018,23,003,907,1
2018,23,005,597,1
2018,23,007,934,1
2018,23,009,703,1
2018,23,011,830,1
2018,23,013,994,1
2018,23,015,881,1
2018,23,017,1646,1
2018,23,019,771,1
2018,23,021,1680,1
2018,23,023,1620,1
2018,23,025,1807,1
2018,23,027,1369,1
2018,23,029,1749,1
2018,23,031,1339,1
2018,24,001,1651,1
2018,24,003,1473,1
2018,24,005,999,1
2018,24,009,1958,1
2018,24,011,3028,1
2018,24,013,2246,1
2018,24,015,2391,1
2018,24,017,2564,1
2018,24,019,2133,1
2018,24,021,1588,1
2018,24,023,1823,1
2018,24,025,1814,1
2018,24,027,521,1
2018,24,029,1140,1
2018,24,031,723,1
2018,24,033,1826,1
2018,24,035,2792,1
2018,24,037,2682,1
2018,24,039,2853,1
2018,24,041,999,1
2018,24,043,1776,1
2018,24,045,1612,1
2018,24,047,1178,1
2018,24,510,958,1
2018,25,001,1067,1
2018,25,003,848,1
2018,25,005,1893,1
2018,25,007,1928,1
2018,25,009,1354,1
2018,25,011,1478,1
2018,25,013,1489,1
2018,25,015,724,1
2018,25,017,793,1
2018,25,019,1618,1
2018,25,021,787,1
2018,25,023,1589,1
2018,25,025,671,1
2018,25,027,993,1
2018,26,001,1727,1
2018,26,003,1300,1
2018,26,005,4513,1
2018,26,007,1493,1
2018,26,009,1558,1
2018,26,011,3008,1
2018,26,013,1040,1
2018,26,015,2912,1
2018,26,017,2598,1
2018,26,019,1614,1
2018,26,021,1243,1
2018,26,023,2296,1
2018,26,025,1724,1
2018,26,027,4696,1
2018,26,029,1193,1
2018,26,031,1694,1
2018,26,033,1563,1
2018,26,035,3076,1
2018,26,037,3173,1
2018,26,039,1158,1
2018,26,041,1328,1
2018,26,043,1154,1
2018,26,045,2615,1
2018,26,047,724,1
2018,26,049,1163,1
2018,26,051,5067,1
2018,26,053,1258,1
2018,26,055,753,1
2018,26,057,2256,1
2018,26,059,3812,1
2018,26,061,1509,1
2018,26,063,2078,1
2018,26,065,960,1
2018,26,067,4013,1
2018,26,069,2090,1
2018,26,071,1588,1
2018,26,073,2138,1
2018,26,075,2269,1
2018,26,077,1027,1
2018,26,079,3565,1
2018,26,081,1095,1
2018,26,083,NA,NA
2018,26,085,11881,3
2018,26,087,2934,1
2018,26,089,2720,1
2018,26,091,4679,1
2018,26,093,1971,1
2018,26,095,898,1
2018,26,097,1348,1
2018,26,099,1869,1
2018,26,101,1887,1
2018,26,103,924,1
2018,26,105,1386,1
2018,26,107,1742,1
2018,26,109,3283,1
2018,26,111,1015,1
2018,26,113,7556,2
2018,26,115,3009,1
2018,26,117,2369,1
2018,26,119,1324,1
2018,26,121,1685,1
2018,26,123,2573,1
2018,26,125,708,1
2018,26,127,1902,1
2018,26,129,3492,1
2018,26,131,5795,3
2018,26,133,3890,1
2018,26,135,4138,2
2018,26,137,1298,1
2018,26,139,1482,1
2018,26,141,4246,2
2018,26,143,2388,1
2018,26,145,1171,1
2018,26,147,2183,1
2018,26,149,3591,1
2018,26,151,3744,1
2018,26,153,1153,1
2018,26,155,2273,1
2018,26,157,3282,1
2018,26,159,2286,1
2018,26,161,574,1
2018,26,163,1381,1
2018,26,165,1195,1
2018,27,001,1223,1
2018,27,003,1977,1
2018,27,005,1375,1
2018,27,007,1089,1
2018,27,009,4054,1
2018,27,011,713,1
2018,27,013,1124,1
2018,27,015,897,1
2018,27,017,1378,1
2018,27,019,1138,1
2018,27,021,2460,1
2018,27,023,1084,1
2018,27,025,2237,1
2018,27,027,4568,1
2018,27,029,2202,1
2018,27,031,674,1
2018,27,033,1410,1
2018,27,035,927,1
2018,27,037,1530,1
2018,27,039,2082,1
2018,27,041,904,1
2018,27,043,1720,1
2018,27,045,3008,1
2018,27,047,1791,1
2018,27,049,1326,1
2018,27,051,3010,2
2018,27,053,843,1
2018,27,055,1689,1
2018,27,057,1641,1
2018,27,059,1378,1
2018,27,061,1100,1
2018,27,063,NA,NA
2018,27,065,1080,1
2018,27,067,1045,1
2018,27,069,NA,NA
2018,27,071,3110,2
2018,27,073,951,1
2018,27,075,1184,1
2018,27,077,1879,2
2018,27,079,7124,2
2018,27,081,1891,2
2018,27,083,1281,1
2018,27,085,1055,1
2018,27,087,5519,3
2018,27,089,9390,3
2018,27,091,1237,1
2018,27,093,1653,1
2018,27,095,1452,1
2018,27,097,1843,1
2018,27,099,2501,1
2018,27,101,8276,3
2018,27,103,1141,1
2018,27,105,1566,1
2018,27,107,NA,NA
2018,27,109,425,1
2018,27,111,1782,1
2018,27,113,1575,1
2018,27,115,4914,1
2018,27,117,1809,1
2018,27,119,1971,1
2018,27,121,793,1
2018,27,123,919,1
2018,27,125,3999,3
2018,27,127,2542,1
2018,27,129,3653,1
2018,27,131,1073,1
2018,27,133,1046,1
2018,27,135,1683,1
2018,27,137,777,1
2018,27,139,1866,1
2018,27,141,2596,1
2018,27,143,7514,2
2018,27,145,1002,1
2018,27,147,1472,1
2018,27,149,1219,1
2018,27,151,2336,1
2018,27,153,1171,1
2018,27,155,3308,3
2018,27,157,1273,1
2018,27,159,1722,1
2018,27,161,3115,1
2018,27,163,932,1
2018,27,165,3660,2
2018,27,167,NA,NA
2018,27,169,2541,1
2018,27,171,2272,1
2018,27,173,1399,1
2018,28,001,1114,1
2018,28,003,2638,1
2018,28,005,6163,2
2018,28,007,2041,1
2018,28,009,8271,3
2018,28,011,1958,1
2018,28,013,7218,2
2018,28,015,4956,2
2018,28,017,1908,1
2018,28,019,2759,2
2018,28,021,2250,1
2018,28,023,3121,1
2018,28,025,2154,1
2018,28,027,1886,1
2018,28,029,3171,1
2018,28,031,2357,1
2018,28,033,3085,1
2018,28,035,1294,1
2018,28,037,3894,2
2018,28,039,2694,1
2018,28,041,NA,NA
2018,28,043,2339,1
2018,28,045,2958,1
2018,28,047,1694,1
2018,28,049,1228,1
2018,28,051,1958,1
2018,28,053,2752,2
2018,28,055,0,3
2018,28,057,5879,1
2018,28,059,2171,1
2018,28,061,5476,2
2018,28,063,1776,1
2018,28,065,5617,2
2018,28,067,2208,1
2018,28,069,10027,3
2018,28,071,1612,1
2018,28,073,781,1
2018,28,075,1046,1
2018,28,077,4152,2
2018,28,079,4553,1
2018,28,081,991,1
2018,28,083,1257,1
2018,28,085,2280,1
2018,28,087,2105,1
2018,28,089,754,1
2018,28,091,2746,1
2018,28,093,8863,2
2018,28,095,2092,1
2018,28,097,1670,1
2018,28,099,1713,1
2018,28,101,5361,2
2018,28,103,NA,NA
2018,28,105,2480,1
2018,28,107,4883,1
2018,28,109,3692,1
2018,28,111,5966,2
2018,28,113,2327,1
2018,28,115,5306,1
2018,28,117,2532,1
2018,28,119,7051,3
2018,28,121,1637,1
2018,28,123,7072,2
2018,28,125,4377,3
2018,28,127,2433,1
2018,28,129,16002,3
2018,28,131,3743,1
2018,28,133,3217,1
2018,28,135,4662,2
2018,28,137,4793,1
2018,28,139,7332,2
2018,28,141,3242,1
2018,28,143,NA,NA
2018,28,145,2043,1
2018,28,147,2411,1
2018,28,149,1776,1
2018,28,151,2253,1
2018,28,153,2900,1
2018,28,155,3263,2
2018,28,157,2931,2
2018,28,159,3028,1
2018,28,161,12392,3
2018,28,163,4035,1
2018,29,001,1102,1
2018,29,003,8804,2
2018,29,005,2586,2
2018,29,007,1959,1
2018,29,009,1560,1
2018,29,011,2950,2
2018,29,013,5440,2
2018,29,015,3856,1
2018,29,017,12169,3
2018,29,019,865,1
2018,29,021,1640,1
2018,29,023,992,1
2018,29,025,9108,3
2018,29,027,2494,1
2018,29,029,1273,1
2018,29,031,1125,1
2018,29,033,2914,2
2018,29,035,6054,3
2018,29,037,4373,1
2018,29,039,3541,1
2018,29,041,7451,3
2018,29,043,2351,1
2018,29,045,3421,2
2018,29,047,1502,1
2018,29,049,1861,1
2018,29,051,1506,1
2018,29,053,2515,1
2018,29,055,NA,NA
2018,29,057,1262,1
2018,29,059,16762,3
2018,29,061,8313,3
2018,29,063,4210,2
2018,29,065,3860,1
2018,29,067,6686,2
2018,29,069,2675,1
2018,29,071,1547,1
2018,29,073,2451,1
2018,29,075,3314,2
2018,29,077,1039,1
2018,29,079,4957,2
2018,29,081,2805,2
2018,29,083,1282,1
2018,29,085,9509,3
2018,29,087,4404,3
2018,29,089,2027,1
2018,29,091,1055,1
2018,29,093,10177,3
2018,29,095,1207,1
2018,29,097,1160,1
2018,29,099,4314,1
2018,29,101,2555,1
2018,29,103,3947,3
2018,29,105,1786,1
2018,29,107,3622,1
2018,29,109,1827,1
2018,29,111,4928,2
2018,29,113,9614,1
2018,29,115,3009,1
2018,29,117,1262,1
2018,29,119,7693,2
2018,29,121,3031,1
2018,29,123,4063,2
2018,29,125,NA,NA
2018,29,127,1100,1
2018,29,129,3641,3
2018,29,131,3619,1
2018,29,133,6668,2
2018,29,135,8060,2
2018,29,137,2888,2
2018,29,139,5767,2
2018,29,141,5090,2
2018,29,143,17296,3
2018,29,145,8324,1
2018,29,147,2028,1
2018,29,149,NA,NA
2018,29,151,4571,2
2018,29,153,4508,2
2018,29,155,3254,1
2018,29,157,2128,1
2018,29,159,1934,1
2018,29,161,1177,1
2018,29,163,3084,1
2018,29,165,1256,1
2018,29,167,1342,1
2018,29,169,2738,1
2018,29,171,2378,2
2018,29,173,5106,2
2018,29,175,2751,1
2018,29,177,2860,1
2018,29,179,2085,2
2018,29,181,3350,1
2018,29,183,2205,1
2018,29,185,3132,2
2018,29,186,2555,1
2018,29,187,1482,1
2018,29,189,813,1
2018,29,195,1761,1
2018,29,197,1533,2
2018,29,199,828,1
2018,29,201,2024,1
2018,29,203,NA,NA
2018,29,205,NA,NA
2018,29,207,2086,1
2018,29,209,2886,1
2018,29,211,3110,2
2018,29,213,1330,1
2018,29,215,2325,1
2018,29,217,2933,1
2018,29,219,6942,1
2018,29,221,3118,1
2018,29,223,3280,1
2018,29,225,4345,1
2018,29,227,2040,3
2018,29,229,6126,2
2018,29,510,1085,1
2018,30,001,672,1
2018,30,003,1905,1
2018,30,005,1702,2
2018,30,007,3042,2
2018,30,009,2143,1
2018,30,011,0,3
2018,30,013,1317,1
2018,30,015,NA,NA
2018,30,017,1159,1
2018,30,019,0,3
2018,30,021,1736,1
2018,30,023,761,1
2018,30,025,973,2
2018,30,027,1235,1
2018,30,029,1122,1
2018,30,031,1216,1
2018,30,033,0,3
2018,30,035,1146,1
2018,30,037,826,3
2018,30,039,3378,3
2018,30,041,1635,1
2018,30,043,1210,1
2018,30,045,0,3
2018,30,047,1315,1
2018,30,049,1057,1
2018,30,051,2430,3
2018,30,053,1414,1
2018,30,055,0,3
2018,30,057,1461,1
2018,30,059,933,2
2018,30,061,2158,2
2018,30,063,982,1
2018,30,065,NA,NA
2018,30,067,837,1
2018,30,069,0,3
2018,30,071,4074,3
2018,30,073,1991,2
2018,30,075,0,3
2018,30,077,2323,2
2018,30,079,0,3
2018,30,081,1727,1
2018,30,083,2183,1
2018,30,085,3686,2
2018,30,087,1510,1
2018,30,089,1316,1
2018,30,091,1712,2
2018,30,093,1400,1
2018,30,095,4767,2
2018,30,097,1855,2
2018,30,099,6162,3
2018,30,101,1618,2
2018,30,103,0,3
2018,30,105,1240,1
2018,30,107,NA,NA
2018,30,109,0,3
2018,30,111,1020,1
2018,31,001,1125,1
2018,31,003,3168,2
2018,31,005,0,3
2018,31,007,0,3
2018,31,009,0,3
2018,31,011,655,1
2018,31,013,2154,1
2018,31,015,652,2
2018,31,017,991,2
2018,31,019,1103,1
2018,31,021,2163,2
2018,31,023,1007,1
2018,31,025,3270,1
2018,31,027,8446,3
2018,31,029,3977,3
2018,31,031,1920,2
2018,31,033,1862,1
2018,31,035,3107,2
2018,31,037,NA,NA
2018,31,039,2235,2
2018,31,041,1355,1
2018,31,043,10042,2
2018,31,045,1245,1
2018,31,047,1976,1
2018,31,049,0,3
2018,31,051,2854,2
2018,31,053,1533,1
2018,31,055,900,1
2018,31,057,1770,3
2018,31,059,1382,2
2018,31,061,1512,2
2018,31,063,2608,3
2018,31,065,1572,2
2018,31,067,1535,1
2018,31,069,0,3
2018,31,071,1987,3
2018,31,073,0,3
2018,31,075,0,3
2018,31,077,NA,NA
2018,31,079,1621,1
2018,31,081,1160,1
2018,31,083,1134,2
2018,31,085,916,3
2018,31,087,NA,NA
2018,31,089,1131,1
2018,31,091,341,2
2018,31,093,2156,2
2018,31,095,1419,1
2018,31,097,2567,2
2018,31,099,2181,2
2018,31,101,1337,1
2018,31,103,0,3
2018,31,105,NA,NA
2018,31,107,2105,2
2018,31,109,1416,1
2018,31,111,2070,1
2018,31,113,0,3
2018,31,115,0,3
2018,31,117,0,3
2018,31,119,1609,1
2018,31,121,3866,2
2018,31,123,4686,3
2018,31,125,NA,NA
2018,31,127,1392,1
2018,31,129,839,1
2018,31,131,1776,1
2018,31,133,1316,2
2018,31,135,976,2
2018,31,137,1000,1
2018,31,139,1786,2
2018,31,141,1283,1
2018,31,143,1759,2
2018,31,145,1192,1
2018,31,147,1984,1
2018,31,149,1360,3
2018,31,151,2050,1
2018,31,153,1808,1
2018,31,155,2130,1
2018,31,157,1241,1
2018,31,159,1924,1
2018,31,161,2595,2
2018,31,163,NA,NA
2018,31,165,1187,3
2018,31,167,NA,NA
2018,31,169,1008,1
2018,31,171,0,3
2018,31,173,1826,2
2018,31,175,698,1
2018,31,177,2067,1
2018,31,179,1881,1
2018,31,181,1766,2
2018,31,183,0,3
2018,31,185,1252,1
2018,32,001,1880,1
2018,32,003,1757,1
2018,32,005,1731,1
2018,32,007,2623,1
2018,32,009,826,3
2018,32,011,NA,NA
2018,32,013,2098,1
2018,32,015,5575,3
2018,32,017,2600,2
2018,32,019,6201,1
2018,32,021,1505,2
2018,32,023,3023,1
2018,32,027,6666,3
2018,32,029,NA,NA
2018,32,031,1319,1
2018,32,033,1354,1
2018,32,510,1352,1
2018,33,001,1606,1
2018,33,003,1109,1
2018,33,005,1471,1
2018,33,007,854,1
2018,33,009,483,1
2018,33,011,1157,1
2018,33,013,916,1
2018,33,015,1305,1
2018,33,017,1586,1
2018,33,019,1307,1
2018,34,001,1206,1
2018,34,003,847,1
2018,34,005,1178,1
2018,34,007,971,1
2018,34,009,1653,1
2018,34,011,2396,1
2018,34,013,1181,1
2018,34,015,1844,1
2018,34,017,1894,1
2018,34,019,820,1
2018,34,021,999,1
2018,34,023,1068,1
2018,34,025,839,1
2018,34,027,963,1
2018,34,029,2332,1
2018,34,031,1791,1
2018,34,033,2722,1
2018,34,035,856,1
2018,34,037,1983,1
2018,34,039,1469,1
2018,34,041,1679,1
2018,35,001,965,1
2018,35,003,1789,2
2018,35,005,1504,1
2018,35,006,1783,1
2018,35,007,3028,2
2018,35,009,1831,1
2018,35,011,1781,3
2018,35,013,1576,1
2018,35,015,3047,1
2018,35,017,1367,1
2018,35,019,2170,2
2018,35,021,0,3
2018,35,023,2120,2
2018,35,025,3164,1
2018,35,027,1956,1
2018,35,028,637,1
2018,35,029,2663,1
2018,35,031,1314,1
2018,35,033,NA,NA
2018,35,035,2385,1
2018,35,037,4126,2
2018,35,039,2167,1
2018,35,041,2678,1
2018,35,043,1613,1
2018,35,045,1866,1
2018,35,047,1971,1
2018,35,049,878,1
2018,35,051,2194,1
2018,35,053,2391,1
2018,35,055,1094,1
2018,35,057,15591,3
2018,35,059,4118,3
2018,35,061,2941,1
2018,36,001,1027,1
2018,36,003,2211,1
2018,36,005,1642,1
2018,36,007,1213,1
2018,36,009,2328,1
2018,36,011,3857,1
2018,36,013,1802,1
2018,36,015,1316,1
2018,36,017,2796,1
2018,36,019,1441,1
2018,36,021,2496,1
2018,36,023,2517,1
2018,36,025,2968,1
2018,36,027,1440,1
2018,36,029,1255,1
2018,36,031,2664,1
2018,36,033,1676,1
2018,36,035,2821,1
2018,36,037,3383,1
