year,state,county,subgroup_type,subgroup,share_digital_access,share_digital_access_lb,share_digital_access_ub,share_digital_access_quality
2018,01,017,race-ethnicity,Black,0.6180100563766571,0.5526533338088122,0.6833667789445019,1
2018,01,017,race-ethnicity,Hispanic,0.8769633507853403,0.7350451152946419,1,2
2018,01,017,race-ethnicity,White,0.7948383733055265,0.7545836753710646,0.8350930712399885,1
2018,01,019,all,All,0.7561280738105477,0.728878326885502,0.7833778207355934,1
2018,01,019,race-ethnicity,Other Races and Ethnicities,0.8556876061120543,0.44903395771281945,1,3
2018,01,019,race-ethnicity,Black,0.751440329218107,0.5611942912179319,0.941686367218282,2
2018,01,019,race-ethnicity,Hispanic,0.8040201005025126,0.5675184432802309,1,3
2018,01,019,race-ethnicity,White,0.7539011566771819,0.7255359420095309,0.7822663713448329,1
2018,01,021,all,All,0.6788430169779677,0.6442701986392403,0.7134158353166952,1
2018,01,021,race-ethnicity,Other Races and Ethnicities,0.5784344545740333,0.31557803111578253,0.8412908780322841,3
2018,01,021,race-ethnicity,Black,0.47462243129487497,0.34865908456380085,0.6005857780259491,2
2018,01,021,race-ethnicity,Hispanic,0.6199824201582186,0.37107180928988664,0.8688930310265505,3
2018,01,021,race-ethnicity,White,0.7103588839617705,0.6700595219607731,0.7506582459627679,1
2018,01,023,all,All,0.6560657772261868,0.6045873739940982,0.7075441804582753,1
2018,01,023,race-ethnicity,Other Races and Ethnicities,0.75,0,1,3
2018,01,023,race-ethnicity,Black,0.6091726618705036,0.5273113424154293,0.6910339813255778,1
2018,01,023,race-ethnicity,Hispanic,1,0,1,3
2018,01,023,race-ethnicity,White,0.6911441144114412,0.6211817990309668,0.7611064297919155,1
2018,01,025,all,All,0.5771135994671773,0.5332194944383972,0.6210077044959573,1
2018,01,025,race-ethnicity,Other Races and Ethnicities,0.7537878787878788,0.3785117587571584,1,3
2018,01,025,race-ethnicity,Black,0.43203839536357874,0.35521684093707195,0.5088599497900855,1
2018,01,025,race-ethnicity,Hispanic,0.6382978723404256,0,1,3
2018,01,025,race-ethnicity,White,0.6994337842088707,0.6531459779269541,0.7457215904907873,1
2018,01,027,all,All,0.7398689823278489,0.6924018177810624,0.7873361468746354,1
2018,01,027,race-ethnicity,Other Races and Ethnicities,0.7929824561403509,0.3262060774849428,1,3
2018,01,027,race-ethnicity,Black,0.7367336424523442,0.6397448123910684,0.8337224725136199,1
2018,01,027,race-ethnicity,Hispanic,0.36185819070904646,0,0.8367060292358112,3
2018,01,027,race-ethnicity,White,0.7390387084938543,0.687016241407979,0.7910611755797298,1
2018,01,029,all,All,0.6659895727537409,0.6193594115333584,0.7126197339741235,1
2018,01,029,race-ethnicity,Other Races and Ethnicities,0.29979035639413,0.05343543191590972,0.5461452808723503,3
2018,01,029,race-ethnicity,Black,0.40229885057471265,0.056493030080704346,0.7481046710687209,3
2018,01,029,race-ethnicity,Hispanic,0.5329512893982808,0.03791989270255444,1,3
2018,01,029,race-ethnicity,White,0.6850975329890993,0.6382719327156651,0.7319231332625334,1
2018,01,031,all,All,0.8134432892063054,0.7943087509533898,0.8325778274592209,1
2018,01,031,race-ethnicity,Other Races and Ethnicities,0.7243335224049915,0.5601205912571996,0.8885464535527834,2
2018,01,031,race-ethnicity,Black,0.722969837587007,0.6440440341610307,0.8018956410129832,1
2018,01,031,race-ethnicity,Hispanic,0.7508455467869222,0.6312936266161338,0.8703974669577106,2
2018,01,031,race-ethnicity,White,0.8418307776134506,0.8230345467965311,0.8606270084303701,1
2018,01,033,all,All,0.7379159806877671,0.7095057291619519,0.7663262322135822,1
2018,01,033,race-ethnicity,Other Races and Ethnicities,0.7090417310664606,0.5312417533307904,0.8868417088021309,2
2018,01,033,race-ethnicity,Black,0.5730918499353169,0.47150067185298805,0.6746830280176459,2
2018,01,033,race-ethnicity,Hispanic,0.525260029717682,0.2791723309411653,0.7713477284941987,3
2018,01,033,race-ethnicity,White,0.772272388754422,0.7503659328862251,0.7941788446226188,1
2018,01,035,all,All,0.5305156788836314,0.46314860854920203,0.5978827492180608,1
2018,01,035,race-ethnicity,Other Races and Ethnicities,0.8304093567251462,0.11557550478645101,1,3
2018,01,035,race-ethnicity,Black,0.46215943491422806,0.3443330399124031,0.579985829916053,2
2018,01,035,race-ethnicity,Hispanic,0.20952380952380953,0,0.4932117527862209,3
2018,01,035,race-ethnicity,White,0.5864294710327456,0.5198396216303125,0.6530193204351787,1
2018,01,037,all,All,0.6889632107023411,0.6411442396641287,0.7367821817405535,1
2018,01,037,race-ethnicity,Other Races and Ethnicities,1,0,1,3
2018,01,037,race-ethnicity,Black,0.5611923187159644,0.45259569589530624,0.6697889415366226,2
2018,01,037,race-ethnicity,Hispanic,0.94,0,1,3
2018,01,037,race-ethnicity,White,0.752547724989235,0.6882445815989665,0.8168508683795034,1
2018,01,039,all,All,0.7584026168733815,0.7377460206067179,0.779059213140045,1
2018,01,039,race-ethnicity,Other Races and Ethnicities,0.6598870056497175,0.4493704139482472,0.8704035973511879,3
2018,01,039,race-ethnicity,Black,0.6717738454898575,0.5915527231655019,0.7519949678142132,1
2018,01,039,race-ethnicity,Hispanic,0.7081260364842454,0.5026287004692848,0.9136233724992062,3
2018,01,039,race-ethnicity,White,0.7740807289995508,0.7499955625401931,0.7981658954589085,1
2018,01,041,all,All,0.6718966649638766,0.6288559268742208,0.7149374030535323,1
2018,01,041,race-ethnicity,Other Races and Ethnicities,0.6337448559670782,0.4075331604353213,0.859956551498835,3
2018,01,041,race-ethnicity,Black,0.5031505986137366,0.40554907560095993,0.6007521216265133,1
2018,01,041,race-ethnicity,Hispanic,0.509090909090909,0.028162475822050302,0.9900193423597679,3
2018,01,041,race-ethnicity,White,0.7293877551020408,0.6812418584455059,0.7775336517585758,1
2018,01,043,all,All,0.756105679730746,0.7332051346283134,0.7790062248331786,1
2018,01,043,race-ethnicity,Other Races and Ethnicities,0.843035343035343,0.63920918502601,1,3
2018,01,043,race-ethnicity,Black,0.7189542483660131,0.48065637602558753,0.9572521207064386,3
2018,01,043,race-ethnicity,Hispanic,0.7768595041322314,0.6335683925225711,0.9201506157418916,2
2018,01,043,race-ethnicity,White,0.7532338436911001,0.7296999984069059,0.7767676889752944,1
2018,01,045,all,All,0.7582097016169361,0.7343759420896391,0.7820434611442332,1
2018,01,045,race-ethnicity,Other Races and Ethnicities,0.7639007698887939,0.621840603786702,0.9059609359908857,2
2018,01,045,race-ethnicity,Black,0.6475297587696197,0.5862796999356749,0.7087798176035646,1
2018,01,045,race-ethnicity,Hispanic,0.7566755674232309,0.6127105644405306,0.9006405704059313,2
2018,01,045,race-ethnicity,White,0.787665752171925,0.7600509295741762,0.8152805747696739,1
2018,01,047,all,All,0.6855425658712246,0.6560824150417272,0.715002716700722,1
2018,01,047,race-ethnicity,Other Races and Ethnicities,0.8628158844765343,0.6730902483764509,1,2
2018,01,047,race-ethnicity,Black,0.650529934116299,0.6120053389567094,0.6890545292758887,1
2018,01,047,race-ethnicity,Hispanic,0.8175182481751825,0.5711031733706062,1,3
2018,01,047,race-ethnicity,White,0.7658661309469454,0.7195165310852792,0.8122157308086116,1
2018,01,049,all,All,0.7193194760820045,0.6897527625648234,0.7488861895991857,1
2018,01,049,race-ethnicity,Other Races and Ethnicities,0.5451588420253713,0.43710758487487295,0.6532100991758697,2
2018,01,049,race-ethnicity,Black,0.6539325842696629,0.4142959598374373,0.8935692087018886,3
2018,01,049,race-ethnicity,Hispanic,0.5584835423197492,0.458803691722804,0.6581633929166945,1
2018,01,049,race-ethnicity,White,0.7470021787217057,0.7164059478359459,0.7775984096074655,1
2018,01,051,all,All,0.8410168255456582,0.8228934263886534,0.8591402247026629,1
2018,01,051,race-ethnicity,Other Races and Ethnicities,0.8963068181818182,0.6980409411953158,1,2
2018,01,051,race-ethnicity,Black,0.7718010875974579,0.7134092876529391,0.8301928875419767,1
2018,01,051,race-ethnicity,Hispanic,0.8044642857142857,0.6651025835866262,0.9438259878419453,2
2018,01,051,race-ethnicity,White,0.8563593316186615,0.838012802415665,0.874705860821658,1
2018,01,053,all,All,0.6357469998260769,0.6022797497973981,0.6692142498547556,1
2018,01,053,race-ethnicity,Other Races and Ethnicities,0.7302284710017575,0.5821663713983675,0.8782905706051475,2
2018,01,053,race-ethnicity,Black,0.5031129558256745,0.4162151251174849,0.5900107865338641,1
2018,01,053,race-ethnicity,Hispanic,0.581081081081081,0.3542004286685138,0.8079617334936484,3
2018,01,053,race-ethnicity,White,0.6867393566484188,0.64701046647177,0.7264682468250675,1
2018,01,055,all,All,0.7813069026269943,0.7640793918016868,0.7985344134523019,1
2018,01,055,race-ethnicity,Other Races and Ethnicities,0.7286646586345381,0.6004817430157647,0.8568475742533115,2
2018,01,055,race-ethnicity,Black,0.7309818875119161,0.6736601559066724,0.7883036191171598,1
2018,01,055,race-ethnicity,Hispanic,0.5933212529122444,0.4933878971805619,0.6932546086439269,1
2018,01,055,race-ethnicity,White,0.7935393258426966,0.7745930734130902,0.8124855782723029,1
2018,01,057,all,All,0.7578889093928769,0.7219763924934464,0.7938014262923074,1
2018,01,057,race-ethnicity,Other Races and Ethnicities,0.9696356275303644,0.4818307819852889,1,3
2018,01,057,race-ethnicity,Black,0.625,0.43803757356269807,0.8119624264373019,2
2018,01,057,race-ethnicity,Hispanic,0.9228070175438596,0.7597611048898844,1,2
2018,01,057,race-ethnicity,White,0.7683497803068501,0.7269827938961013,0.8097167667175988,1
2018,01,059,all,All,0.671844536069294,0.6282780762045822,0.7154109959340057,1
2018,01,059,race-ethnicity,Other Races and Ethnicities,0.6112316874660879,0.3958233487071399,0.8266400262250359,3
2018,01,059,race-ethnicity,Black,0.5950965824665676,0.36936865732983465,0.8208245076033006,3
2018,01,059,race-ethnicity,Hispanic,0.6436609152288072,0.4823227083366587,0.8049991221209557,2
2018,01,059,race-ethnicity,White,0.684288706912969,0.6308293860946446,0.7377480277312933,1
2018,01,061,all,All,0.727231156161878,0.6889556614619734,0.7655066508617824,1
2018,01,061,race-ethnicity,Other Races and Ethnicities,0.6608615948670944,0.40056857429106907,0.9211546154431197,3
2018,01,061,race-ethnicity,Black,0.6204379562043796,0.47742057945505684,0.7634553329537023,2
2018,01,061,race-ethnicity,Hispanic,0.8714703018500487,0.7577741407528642,0.9851664629472332,2
2018,01,061,race-ethnicity,White,0.7420321798545294,0.6999085533134183,0.7841558063956405,1
2018,01,063,all,All,0.5685758699031448,0.4943482054948214,0.6428035343114682,1
2018,01,063,race-ethnicity,Other Races and Ethnicities,1,0,1,3
2018,01,063,race-ethnicity,Black,0.5311657177105185,0.4465439080840862,0.6157875273369506,1
2018,01,063,race-ethnicity,Hispanic,0.9790209790209791,0,1,3
2018,01,063,race-ethnicity,White,0.6629134412385644,0.5388174345306721,0.7870094479464567,2
2018,01,065,all,All,0.6094771241830066,0.5589394150095026,0.6600148333565105,1
2018,01,065,race-ethnicity,Other Races and Ethnicities,0.45228215767634855,0.05445629530849276,0.8501080200442043,3
2018,01,065,race-ethnicity,Black,0.5289522058823529,0.4558530193992491,0.6020513923654568,1
2018,01,065,race-ethnicity,Hispanic,0.49230769230769234,0,1,3
2018,01,065,race-ethnicity,White,0.7381159672644959,0.6825145135058035,0.7937174210231883,1
2018,01,067,all,All,0.7672039493249272,0.7265262062917374,0.8078816923581169,1
2018,01,067,race-ethnicity,Other Races and Ethnicities,0.9744897959183674,0.28809788257425767,1,3
2018,01,067,race-ethnicity,Black,0.6397502153316107,0.5463604376271374,0.733139993036084,1
2018,01,067,race-ethnicity,Hispanic,0.5727482678983834,0.18475750577367206,0.9607390300230947,3
2018,01,067,race-ethnicity,White,0.8132464712269273,0.7721469050043448,0.8543460374495097,1
2018,01,069,all,All,0.7402479354826232,0.7288992107328157,0.7515966602324308,1
2018,01,069,race-ethnicity,Other Races and Ethnicities,0.7934668071654373,0.7274907054701227,0.8594429088607518,1
2018,01,069,race-ethnicity,Black,0.6236346651336591,0.5985479747787638,0.6487213554885545,1
2018,01,069,race-ethnicity,Hispanic,0.6909569798068481,0.61459286795061,0.7673210916630863,1
2018,01,069,race-ethnicity,White,0.7826456412113783,0.7684379280971635,0.7968533543255931,1
2018,01,071,all,All,0.7443908698526267,0.7162912354523334,0.7724905042529199,1
2018,01,071,race-ethnicity,Other Races and Ethnicities,0.8009049773755657,0.6104010191869984,0.9914089355641328,2
2018,01,071,race-ethnicity,Black,0.7296340023612751,0.5671581803109849,0.8921098244115653,2
2018,01,071,race-ethnicity,Hispanic,0.8284182305630027,0.6990474017454794,0.9577890593805259,2
2018,01,071,race-ethnicity,White,0.7414598758188065,0.711003387131262,0.7719163645063509,1
2018,01,073,all,All,0.8044570139963099,0.7968645270715473,0.8120495009210724,1
2018,01,073,race-ethnicity,Other Races and Ethnicities,0.7649382858461183,0.6996319067401406,0.830244664952096,1
2018,01,073,race-ethnicity,Black,0.7399113404309436,0.7267110531454897,0.7531116277163976,1
2018,01,073,race-ethnicity,Hispanic,0.6748902617460576,0.621814650446044,0.7279658730460711,1
2018,01,073,race-ethnicity,White,0.8617446811058749,0.852437452485701,0.8710519097260488,1
2018,01,075,all,All,0.7134958166606039,0.6582772845831752,0.7687143487380325,1
2018,01,075,race-ethnicity,Other Races and Ethnicities,0.7647058823529411,0,1,3
2018,01,075,race-ethnicity,Black,0.4651320243737305,0.3255736902000893,0.6046903585473717,2
2018,01,075,race-ethnicity,Hispanic,0.908256880733945,0.7114971696271715,1,2
2018,01,075,race-ethnicity,White,0.7430676268520818,0.6828077145931628,0.8033275391110007,1
2018,01,077,all,All,0.7393334513587678,0.717105746394731,0.7615611563228046,1
2018,01,077,race-ethnicity,Other Races and Ethnicities,0.8658973338639077,0.7023148332246987,1,2
2018,01,077,race-ethnicity,Black,0.5820022497187851,0.503999234138286,0.6600052652992844,1
2018,01,077,race-ethnicity,Hispanic,0.5548003398470688,0.40042300113884927,0.7091776785552883,2
2018,01,077,race-ethnicity,White,0.7530168538614463,0.7307178241095597,0.775315883613333,1
2018,01,079,all,All,0.6463462764504083,0.6076054189142663,0.6850871339865503,1
2018,01,079,race-ethnicity,Other Races and Ethnicities,0.7653600222407562,0.5862585928049627,0.9444614516765496,2
2018,01,079,race-ethnicity,Black,0.4937535491198183,0.39598511484045573,0.5915219833991807,1
2018,01,079,race-ethnicity,Hispanic,0.5884016973125884,0.1738240693370249,1,3
2018,01,079,race-ethnicity,White,0.650580945003873,0.6071114260757783,0.6940504639319676,1
2018,01,081,all,All,0.8396244866027772,0.8230015826713439,0.8562473905342104,1
2018,01,081,race-ethnicity,Other Races and Ethnicities,0.8792704111175449,0.803184316923422,0.9553565053116678,1
2018,01,081,race-ethnicity,Black,0.7125052279381012,0.6601481323283828,0.7648623235478197,1
2018,01,081,race-ethnicity,Hispanic,0.8521151178918169,0.7688678549296191,0.9353623808540148,1
2018,01,081,race-ethnicity,White,0.8783348730438677,0.8617349867302961,0.8949347593574393,1
2018,01,083,all,All,0.8048791306276336,0.7819557103287516,0.8278025509265157,1
2018,01,083,race-ethnicity,Other Races and Ethnicities,0.7934402063755298,0.6298954832443395,0.9569849295067201,2
2018,01,083,race-ethnicity,Black,0.7589947568251673,0.677242774766596,0.8407467388837384,1
2018,01,083,race-ethnicity,Hispanic,0.6540649660488163,0.5184945119736981,0.7896354201239345,2
2018,01,083,race-ethnicity,White,0.8126094095615476,0.7878227573042929,0.8373960618188022,1
2018,01,085,all,All,0.5524213433277444,0.5054151548790955,0.5994275317763932,1
2018,01,085,race-ethnicity,Other Races and Ethnicities,0.43820224719101125,0,1,3
2018,01,085,race-ethnicity,Black,0.4743878226340172,0.4171395581339679,0.5316360871340665,1
2018,01,085,race-ethnicity,Hispanic,0.7619047619047619,0.062141168524147264,1,3
2018,01,085,race-ethnicity,White,0.7927855711422845,0.7297488594209696,0.8558222828635995,1
2018,01,087,all,All,0.5911180087148571,0.5471652584294208,0.6350707590002933,1
2018,01,087,race-ethnicity,Other Races and Ethnicities,0.5551470588235294,0.1750035414329575,0.9352905762141014,3
2018,01,087,race-ethnicity,Black,0.5607111242254352,0.5064806037053546,0.6149416447455159,1
2018,01,087,race-ethnicity,Hispanic,0.6633663366336634,0.4588863141633312,0.8678463591039957,3
2018,01,087,race-ethnicity,White,0.7353846153846154,0.6718385160938352,0.7989307146753956,1
2018,01,089,all,All,0.8699264161872917,0.8613469055591222,0.8785059268154612,1
2018,01,089,race-ethnicity,Other Races and Ethnicities,0.8959537572254336,0.8340205291029009,0.9578869853479661,1
2018,01,089,race-ethnicity,Black,0.7940425531914893,0.7696028762440872,0.8184822301388915,1
2018,01,089,race-ethnicity,Hispanic,0.7876924878505768,0.7318119925801625,0.8435729831209909,1
2018,01,089,race-ethnicity,White,0.892565046473665,0.883534702675576,0.9015953902717538,1
2018,01,091,all,All,0.5922184229613512,0.5415390754348023,0.6428977704879001,1
2018,01,091,race-ethnicity,Other Races and Ethnicities,0.6451612903225806,0,1,3
2018,01,091,race-ethnicity,Black,0.5047646549234768,0.42803865790945006,0.5814906519375035,1
2018,01,091,race-ethnicity,Hispanic,1,0,1,3
2018,01,091,race-ethnicity,White,0.6950216944507879,0.6403312715912017,0.7497121173103739,1
2018,01,093,all,All,0.7249923627846984,0.6919100404646027,0.7580746851047941,1
2018,01,093,race-ethnicity,Other Races and Ethnicities,0.7663551401869159,0.4296408100447741,1,3
2018,01,093,race-ethnicity,Black,0.5237068965517241,0.2900311812179017,0.7573826118855466,3
2018,01,093,race-ethnicity,Hispanic,0.9502018842530283,0.8876607199106554,1,1
2018,01,093,race-ethnicity,White,0.730322814653609,0.6957060943517083,0.7649395349555097,1
2018,01,095,all,All,0.7931998087446209,0.776273481627841,0.8101261358614008,1
2018,01,095,race-ethnicity,Other Races and Ethnicities,0.6496136980580497,0.5161844317167883,0.7830429643993111,2
2018,01,095,race-ethnicity,Black,0.8031155344006924,0.7159836857950413,0.8902473830063434,1
2018,01,095,race-ethnicity,Hispanic,0.6730709876543209,0.5813189519306541,0.7648230233779879,1
2018,01,095,race-ethnicity,White,0.800838935815664,0.7800804703517735,0.8215974012795544,1
2018,01,097,all,All,0.7633906894316398,0.7531236599241563,0.7736577189391233,1
2018,01,097,race-ethnicity,Other Races and Ethnicities,0.7908656947490647,0.7219662574531595,0.8597651320449698,1
2018,01,097,race-ethnicity,Black,0.6611736530281195,0.643297621264242,0.679049684791997,1
2018,01,097,race-ethnicity,Hispanic,0.748011290736464,0.6605681402497283,0.8354544412231995,1
2018,01,097,race-ethnicity,White,0.8221931907160593,0.8082338352404415,0.8361525461916772,1
2018,01,099,all,All,0.4533226731881672,0.400705050527287,0.5059402958490475,1
2018,01,099,race-ethnicity,Other Races and Ethnicities,0.46173800259403375,0.22222376606021096,0.7012522391278566,3
2018,01,099,race-ethnicity,Black,0.3023493360572012,0.22810944733010238,0.37658922478430007,1
2018,01,099,race-ethnicity,Hispanic,0.7384105960264901,0.3636043398619135,1,3
2018,01,099,race-ethnicity,White,0.5666466912079445,0.49096095313903104,0.6423324292768581,1
2018,01,101,all,All,0.8040803712237933,0.790737449212449,0.8174232932351374,1
2018,01,101,race-ethnicity,Other Races and Ethnicities,0.8507717366012565,0.7751592861111388,0.9263841870913742,1
2018,01,101,race-ethnicity,Black,0.7618852555871533,0.7411327684179246,0.782637742756382,1
2018,01,101,race-ethnicity,Hispanic,0.5553303607620592,0.46823459739483164,0.6424261241292867,1
2018,01,101,race-ethnicity,White,0.8633671268065791,0.848316203117426,0.8784180504957323,1
2018,01,103,all,All,0.7731308152178548,0.7539868327055373,0.7922747977301723,1
2018,01,103,race-ethnicity,Other Races and Ethnicities,0.6208770377859218,0.5110894267392205,0.7306646488326233,2
2018,01,103,race-ethnicity,Black,0.6387039198187684,0.5598547576933581,0.7175530819441788,1
2018,01,103,race-ethnicity,Hispanic,0.5217887528532891,0.42437293867801656,0.6192045670285615,1
2018,01,103,race-ethnicity,White,0.8065036876035325,0.786439568447233,0.826567806759832,1
2018,01,105,all,All,0.564205919613037,0.45662470809922057,0.6717871311268533,2
2018,01,105,race-ethnicity,Other Races and Ethnicities,0,0,1,3
2018,01,105,race-ethnicity,Black,0.5620403692692849,0.4229618113237698,0.7011189272148001,2
2018,01,105,race-ethnicity,Hispanic,0.574468085106383,0,1,3
2018,01,105,race-ethnicity,White,0.5760246804759807,0.43844415479684556,0.7136052061551156,2
2018,01,107,all,All,0.7088776326312983,0.6661225091748583,0.7516327560877384,1
2018,01,107,race-ethnicity,Other Races and Ethnicities,0.6020761245674741,0.04433876434728814,1,3
2018,01,107,race-ethnicity,Black,0.6171013039117352,0.5401683774728441,0.6940342303506263,1
2018,01,107,race-ethnicity,Hispanic,0.696875,0.14208776595744688,1,3
2018,01,107,race-ethnicity,White,0.7816015252621544,0.7402571851611464,0.8229458653631625,1
2018,01,109,all,All,0.6573941761138103,0.6162665861303163,0.6985217660973043,1
2018,01,109,race-ethnicity,Other Races and Ethnicities,0.7477691850089233,0.3931923440490846,1,3
2018,01,109,race-ethnicity,Black,0.4845127171996978,0.40199960350841474,0.5670258308909809,1
2018,01,109,race-ethnicity,Hispanic,0.6911196911196911,0.28168898381664337,1,3
2018,01,109,race-ethnicity,White,0.7639827904118008,0.7264345979773147,0.8015309828462871,1
2018,01,111,all,All,0.7523205795788998,0.7111026546370648,0.7935385045207347,1
2018,01,111,race-ethnicity,Other Races and Ethnicities,0.7654320987654321,0.36690929219224183,1,3
2018,01,111,race-ethnicity,Black,0.8337893296853626,0.7384375818610472,0.9291410775096778,1
2018,01,111,race-ethnicity,Hispanic,0.559190031152648,0.2028567641015444,0.9155232982037514,3
2018,01,111,race-ethnicity,White,0.7310296521130049,0.6853368835723618,0.776722420653648,1
2018,01,113,all,All,0.7241104113534239,0.6941572878588043,0.7540635348480436,1
2018,01,113,race-ethnicity,Other Races and Ethnicities,0.8396984924623115,0.5800368358936914,1,3
2018,01,113,race-ethnicity,Black,0.6486464646464647,0.5954988179669031,0.7017941113260263,1
2018,01,113,race-ethnicity,Hispanic,0.6201027617212588,0.41769496713538035,0.8225105563071373,3
2018,01,113,race-ethnicity,White,0.7728043169947075,0.73599916980871,0.809609464180705,1
2018,01,115,all,All,0.7993678471553122,0.7790117555529,0.8197239387577244,1
2018,01,115,race-ethnicity,Other Races and Ethnicities,0.8288865172536464,0.6266323459988998,1,3
2018,01,115,race-ethnicity,Black,0.6886687133686855,0.5855814395401453,0.7917559871972256,2
2018,01,115,race-ethnicity,Hispanic,0.9477575160177427,0.9007791281734006,0.9947359038620849,1
2018,01,115,race-ethnicity,White,0.8088221592194759,0.7855249254969396,0.8321193929420121,1
2018,01,117,all,All,0.8934134209111162,0.8848550545195399,0.9019717873026926,1
2018,01,117,race-ethnicity,Other Races and Ethnicities,0.8298084100522518,0.7439864590977661,0.9156303610067376,1
2018,01,117,race-ethnicity,Black,0.8278145695364238,0.7862668454937489,0.8693622935790988,1
2018,01,117,race-ethnicity,Hispanic,0.7647547797173733,0.6968111635804107,0.8326983958543357,1
2018,01,117,race-ethnicity,White,0.9090762755314963,0.8988686240549564,0.9192839270080363,1
2018,01,119,all,All,0.6407180675049636,0.5714247996958475,0.7100113353140797,1
2018,01,119,race-ethnicity,Other Races and Ethnicities,0.9829931972789115,0,1,3
2018,01,119,race-ethnicity,Black,0.5798723832978843,0.4934417209914946,0.6663030456042739,1
2018,01,119,race-ethnicity,Hispanic,0.2,0,1,3
2018,01,119,race-ethnicity,White,0.7955260398462076,0.6918277346858337,0.8992243450065815,2
2018,01,121,all,All,0.7489404720245733,0.7279388061755266,0.76994213787362,1
2018,01,121,race-ethnicity,Other Races and Ethnicities,0.7030118185284026,0.516431361532806,0.8895922755239992,2
2018,01,121,race-ethnicity,Black,0.7030055203434881,0.663443493694454,0.742567546992522,1
2018,01,121,race-ethnicity,Hispanic,0.7382333978078659,0.51007586046065,0.9663909351550819,3
