year,state,county,share_digital_access,share_digital_access_lb,share_digital_access_ub,share_digital_access_quality
2018,01,001,0.7837556239640067,0.7555413364503404,0.811969911477673,1
2018,01,003,0.7774032713489862,0.7558988145270368,0.7989077281709358,1
2018,01,005,0.5976485956890921,0.5621088520458978,0.6331883393322865,1
2018,01,007,0.6513157894736842,0.5868638795570487,0.7157676993903198,1
2018,01,009,0.6772330097087379,0.6507426151621566,0.7037234042553192,1
2018,01,011,0.5810473815461347,0.5229420538488295,0.6391527092434398,1
2018,01,013,0.6039057841383423,0.5536387165531154,0.6541728517235692,1
2018,01,015,0.7213376856971554,0.7006474212055367,0.7420279501887741,1
2018,01,017,0.6529298609055934,0.6124671783796037,0.6933925434315831,1
2018,01,019,0.680369602112012,0.6411625695611878,0.7195766346628364,1
2018,01,021,0.6110679959405408,0.57187567080784,0.6502603210732417,1
2018,01,023,0.5813084112149532,0.5309763372439849,0.6316404851859216,1
2018,01,025,0.5193417396879675,0.48076284712590883,0.5579206322500262,1
2018,01,027,0.6766615737203973,0.6202273946329016,0.733095752807893,1
2018,01,029,0.6014669926650367,0.5554804140872913,0.6474535712427821,1
2018,01,031,0.7626964475213502,0.7348193655835017,0.7905735294591988,1
2018,01,033,0.6774622689114179,0.6463618768379967,0.7085626609848392,1
2018,01,035,0.4707039790118059,0.4094884127678181,0.5319195452557937,1
2018,01,037,0.6302705337557885,0.5637701526127743,0.6967709148988026,1
2018,01,039,0.6807702558635395,0.6496492650728123,0.7118912466542666,1
2018,01,041,0.5918407960199005,0.5437069969302424,0.6399745951095586,1
2018,01,043,0.6924503742271396,0.6691091247723827,0.7157916236818965,1
2018,01,045,0.7139260846277451,0.685718355764738,0.742133813490752,1
2018,01,047,0.6185724779627816,0.5851675974743159,0.6519773584512473,1
2018,01,049,0.6638604010408694,0.6313511436210922,0.6963696584606466,1
2018,01,051,0.7805648011529355,0.7538673934326772,0.8072622088731939,1
2018,01,053,0.564343163538874,0.5218406758820883,0.6068456511956597,1
2018,01,055,0.7248884648116152,0.7035641329390805,0.7462127966841497,1
2018,01,057,0.6830286454584713,0.6329473307014508,0.7331099602154918,1
2018,01,059,0.5885816235504014,0.5494676106060319,0.627695636494771,1
2018,01,061,0.6595094951808379,0.616529919007214,0.7024890713544617,1
2018,01,063,0.4490693739424704,0.3647982143500018,0.5333405335349389,1
2018,01,065,0.5337575114881583,0.48974526748042685,0.5777697554958898,1
2018,01,067,0.7065527065527065,0.6572423056185653,0.7558631074868477,1
2018,01,069,0.697118691564976,0.6841878463280486,0.7100495368019032,1
2018,01,071,0.6623194026956268,0.6327430159414579,0.6918957894497959,1
2018,01,073,0.7557909582867042,0.7471467194980066,0.7644351970754018,1
2018,01,075,0.6235353197187814,0.5736738633368711,0.6733967761006917,1
2018,01,077,0.6772602170639248,0.651675710076137,0.7028447240517126,1
2018,01,079,0.5870736086175943,0.5474534019135816,0.626693815321607,1
2018,01,081,0.7979889848921227,0.7796870918115584,0.816290877972687,1
2018,01,083,0.7615015874992218,0.7386924622596399,0.7843107127388037,1
2018,01,085,0.47464114832535886,0.4276086735213275,0.5216736231293903,1
2018,01,087,0.5447165117192615,0.5000961166103433,0.5893369068281797,1
2018,01,089,0.8341617557966624,0.8221038073353105,0.8462197042580143,1
2018,01,091,0.5214984552008239,0.47517639196266187,0.567820518438986,1
2018,01,093,0.6336390435637078,0.5910022231359459,0.6762758639914698,1
2018,01,095,0.7387952773956901,0.7157822148731305,0.7618083399182495,1
2018,01,097,0.7128170903093736,0.7012639306329811,0.7243702499857662,1
2018,01,099,0.40912995459565593,0.36833654044485287,0.44992336874645894,1
2018,01,101,0.7641119830800913,0.749774586742361,0.7784493794178216,1
2018,01,103,0.7217061735968102,0.6985790743007474,0.744833272892873,1
2018,01,105,0.45696654758038324,0.3648670126388092,0.5490660825219573,1
2018,01,107,0.6173970783532536,0.5681868271594473,0.66660732954706,1
2018,01,109,0.58898415172772145,0.5401771483428504,0.6377911551125925,1
2018,01,111,0.681592039800995,0.6343074336383397,0.7288766459636503,1
2018,01,113,0.6554969217238347,0.6235876419843186,0.6874062014633507,1
2018,01,115,0.7440631605122466,0.7212496131167315,0.7668767079077617,1
2018,01,117,0.8589903993463385,0.8463648226660612,0.8716159760266158,1
2018,01,119,0.5682583713096889,0.5016841688131564,0.6348325738062215,1
2018,01,121,0.6894322921641672,0.6634074664206178,0.7154571179077167,1
2018,01,123,0.693762159533074,0.6551517613213015,0.7323725577448464,1
2018,01,125,0.7716050235565565,0.7550444424781727,0.7881656046349402,1
2018,01,127,0.6711535389039782,0.6429796412315203,0.6993274365764363,1
2018,01,129,0.5821541534875978,0.5165002532506402,0.6478080537245554,1
2018,01,131,0.4889589905362776,0.4275678457167148,0.5503501353558404,1
2018,01,133,0.6098053812612996,0.5635548636582711,0.656055898864328,1
2018,02,013,0.6686046511627907,0.539757545769421,0.7974517565561603,2
2018,02,016,0.7525510204081632,0.6492075553625706,0.8558944854537559,2
2018,02,020,0.8819890353347603,0.8691931974973974,0.8947848731721231,1
2018,02,050,0.7174199210179903,0.6761177448115542,0.7587220972244265,1
2018,02,060,0.8138138138138138,0.7028943837454477,0.92473324388218,2
2018,02,068,0.8779342723004695,0.4919588452702027,1,3
2018,02,070,0.7584507042253521,0.6971980821096794,0.8197033263410248,1
2018,02,090,0.843809054309424,0.8165287676612992,0.8710893409575488,1
2018,02,100,0.8742690058479532,0.7674298038239807,0.9811082078719258,2
2018,02,105,0.6983729662077597,0.5999520677442548,0.7967938646712647,1
2018,02,110,0.8833160290711605,0.8520086255091447,0.9146234326331762,1
2018,02,122,0.7641322846235223,0.74100508207358,0.7872594871734647,1
2018,02,130,0.8289844189975596,0.796775958684981,0.8611928793101383,1
2018,02,150,0.8200320146352619,0.7690810631972793,0.8709829660732444,1
2018,02,158,0.6205673758865248,0.5754992203611488,0.6656355314119008,1
2018,02,164,0.6094117647058823,0.3963454317897372,0.8224780976220275,3
2018,02,170,0.8600019430681045,0.8446834004794279,0.8753204856567811,1
2018,02,180,0.7161739130434782,0.6689287696577243,0.7634190564292322,1
2018,02,185,0.6734486266531028,0.5522391290231813,0.7946581242830242,2
2018,02,188,0.6951612903225807,0.6471173644474949,0.7432052161976664,1
2018,02,195,0.7811965811965812,0.6895435533733406,0.8728496090198218,1
2018,02,198,0.6668081494057725,0.6278672831701767,0.7057490156413683,1
2018,02,220,0.8278573434428531,0.7850293068526053,0.8706853800331009,1
2018,02,230,0.855,0.7120212765957448,0.9979787234042553,2
2018,02,240,0.7170596393897365,0.645999940980317,0.788119337799156,1
2018,02,261,0.7811186550274815,0.7013778539048365,0.8608594561501263,1
2018,02,275,0.7169459962756052,0.6359602202939895,0.797931772257221,1
2018,02,282,0.6939655172413793,0.5758437270726339,0.8120873074101248,2
2018,02,290,0.43389296956977963,0.3938849322408519,0.47390100689870734,1
2018,04,001,0.3700416768815886,0.3469070955021308,0.39317625826104646,1
2018,04,003,0.7776852791878173,0.7565166864672211,0.7988538719084134,1
2018,04,005,0.7685717911836872,0.7449063264523584,0.792237255915016,1
2018,04,007,0.6031416989128432,0.5736124342824883,0.6326709635431981,1
2018,04,009,0.7153589315525877,0.677565445956026,0.7531524171491494,1
2018,04,011,0.7603100775193798,0.683094177799769,0.8375259772389907,1
2018,04,012,0.6045780969479354,0.542811031743,0.6663451621528707,1
2018,04,013,0.8354632892481229,0.8309292949306698,0.8399972835655759,1
2018,04,015,0.7760893724045154,0.7589874545615194,0.7931912902475113,1
2018,04,017,0.5957799285029209,0.5761797605509518,0.6153800964548901,1
2018,04,019,0.8265632677902855,0.8201883611888766,0.8329381743916945,1
2018,04,021,0.7971388196902816,0.7828186599740068,0.8114589794065564,1
2018,04,023,0.6832793259883344,0.6445153817514927,0.7220432702251761,1
2018,04,025,0.7968064828606247,0.7810452207718009,0.8125677449494485,1
2018,04,027,0.7557926114016809,0.7403364475663442,0.7712487752370175,1
2018,05,001,0.6196303046081749,0.5803896370072067,0.6588709722091433,1
2018,05,003,0.5943145925457991,0.5432830203895109,0.6453461647020874,1
2018,05,005,0.7035928143712575,0.6701896014547308,0.7369960272877842,1
2018,05,007,0.6454687119035756,0.6283288874113006,0.6626085363958507,1
2018,05,009,0.7667787491593813,0.7357695774728498,0.7977879208459128,1
2018,05,011,0.6184703548600397,0.5659471297464348,0.6709935799736445,1
2018,05,013,0.5836776859504132,0.5098250395639177,0.6575303323369087,1
2018,05,015,0.6498521637846071,0.6032003538156232,0.696503973753591,1
2018,05,017,0.5991179201485608,0.5438027222979515,0.6544331179991703,1
2018,05,019,0.6699588477366255,0.6270904474214167,0.7128272480518343,1
2018,05,021,0.6276975624902965,0.5814512745807279,0.6739438503998652,1
2018,05,023,0.6959276861429503,0.6583987136096059,0.7334566586762947,1
2018,05,025,0.5510328068043743,0.49203743439931746,0.610028179209431,1
