state_name,place_name,quality_good,quality_marginal,quality_poor,missing_values,total_metrics,shr_good,shr_poor,shr_missing,good_score,marginal_score,poor_score,missing_score,total_score
Washington,Kennewick city,13,5,8,1,27,0.48148148148148145,0.2962962962962963,0.037037037037037035,26,5,-8,-2,21
Washington,Kent city,19,5,2,1,27,0.7037037037037037,0.07407407407407407,0.037037037037037035,38,5,-2,-2,39
Washington,Kirkland city,13,10,2,2,27,0.48148148148148145,0.07407407407407407,0.07407407407407407,26,10,-2,-4,30
Washington,Pasco city,13,7,6,1,27,0.48148148148148145,0.2222222222222222,0.037037037037037035,26,7,-6,-2,25
Washington,Renton city,14,10,2,1,27,0.5185185185185185,0.07407407407407407,0.037037037037037035,28,10,-2,-2,34
Washington,Seattle city,26,0,0,1,27,0.9629629629629629,0,0.037037037037037035,52,0,-0,-2,50
Washington,Spokane city,21,4,2,0,27,0.7777777777777778,0.07407407407407407,0,42,4,-2,-0,44
Washington,Spokane Valley city,13,7,6,1,27,0.48148148148148145,0.2222222222222222,0.037037037037037035,26,7,-6,-2,25
Washington,Tacoma city,15,10,1,1,27,0.5555555555555556,0.037037037037037035,0.037037037037037035,30,10,-1,-2,37
Washington,Vancouver city,18,6,2,1,27,0.6666666666666666,0.07407407407407407,0.037037037037037035,36,6,-2,-2,38
Washington,Yakima city,13,11,2,1,27,0.48148148148148145,0.07407407407407407,0.037037037037037035,26,11,-2,-2,33
Wisconsin,Appleton city,15,1,10,1,27,0.5555555555555556,0.37037037037037035,0.037037037037037035,30,1,-10,-2,19
Wisconsin,Green Bay city,19,3,4,1,27,0.7037037037037037,0.14814814814814814,0.037037037037037035,38,3,-4,-2,35
Wisconsin,Kenosha city,13,5,8,1,27,0.48148148148148145,0.2962962962962963,0.037037037037037035,26,5,-8,-2,21
Wisconsin,Madison city,13,8,5,1,27,0.48148148148148145,0.18518518518518517,0.037037037037037035,26,8,-5,-2,27
Wisconsin,Milwaukee city,24,3,0,0,27,0.8888888888888888,0,0,48,3,-0,-0,51
Wisconsin,Racine city,15,4,7,1,27,0.5555555555555556,0.25925925925925924,0.037037037037037035,30,4,-7,-2,25
