state_name,county_name,quality_good,quality_marginal,quality_poor,missing_values,total_metrics,shr_good,shr_poor,shr_missing,good_score,marginal_score,poor_score,missing_score,total_score
South Carolina,Richland County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
South Carolina,Spartanburg County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
South Carolina,York County,32,0,1,0,33,0.9696969696969697,0.030303030303030304,0,64,0,-1,-0,63
Tennessee,Davidson County,30,3,0,0,33,0.9090909090909091,0,0,60,3,-0,-0,63
Tennessee,Hamilton County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Tennessee,Knox County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Tennessee,Rutherford County,30,3,0,0,33,0.9090909090909091,0,0,60,3,-0,-0,63
Tennessee,Shelby County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Tennessee,Williamson County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Texas,Bell County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Texas,Bexar County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Texas,Brazoria County,31,1,1,0,33,0.9393939393939394,0.030303030303030304,0,62,1,-1,-0,62
Texas,Brazos County,32,0,1,0,33,0.9696969696969697,0.030303030303030304,0,64,0,-1,-0,63
Texas,Cameron County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Texas,Collin County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Texas,Dallas County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Texas,Denton County,32,1,0,0,33,0.9696969696969697,0,0,64,1,-0,-0,65
Texas,El Paso County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Texas,Fort Bend County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Texas,Galveston County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Texas,Harris County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Texas,Hays County,32,0,1,0,33,0.9696969696969697,0.030303030303030304,0,64,0,-1,-0,63
Texas,Hidalgo County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Texas,Jefferson County,33,0,0,0,33,1,0,0,66,0,-0,-0,66
Texas,Lubbock County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Texas,McLennan County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Texas,Montgomery County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Texas,Nueces County,30,2,1,0,33,0.9090909090909091,0.030303030303030304,0,60,2,-1,-0,61
Texas,Smith County,30,2,1,0,33,0.9090909090909091,0.030303030303030304,0,60,2,-1,-0,61
Texas,Tarrant County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Texas,Travis County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Texas,Williamson County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Utah,Davis County,31,1,1,0,33,0.9393939393939394,0.030303030303030304,0,62,1,-1,-0,62
Utah,Salt Lake County,29,3,1,0,33,0.8787878787878788,0.030303030303030304,0,58,3,-1,-0,60
Utah,Utah County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Utah,Weber County,29,3,1,0,33,0.8787878787878788,0.030303030303030304,0,58,3,-1,-0,60
Virginia,Arlington County,32,0,1,0,33,0.9696969696969697,0.030303030303030304,0,64,0,-1,-0,63
Virginia,Chesapeake city,32,0,1,0,33,0.9696969696969697,0.030303030303030304,0,64,0,-1,-0,63
Virginia,Chesterfield County,31,0,2,0,33,0.9393939393939394,0.06060606060606061,0,62,0,-2,-0,60
Virginia,Fairfax County,31,1,1,0,33,0.9393939393939394,0.030303030303030304,0,62,1,-1,-0,62
Virginia,Henrico County,30,0,3,0,33,0.9090909090909091,0.09090909090909091,0,60,0,-3,-0,57
Virginia,Loudoun County,33,0,0,0,33,1,0,0,66,0,-0,-0,66
Virginia,Norfolk city,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Virginia,Prince William County,31,0,2,0,33,0.9393939393939394,0.06060606060606061,0,62,0,-2,-0,60
Virginia,Richmond city,32,0,1,0,33,0.9696969696969697,0.030303030303030304,0,64,0,-1,-0,63
Virginia,Virginia Beach city,33,0,0,0,33,1,0,0,66,0,-0,-0,66
Washington,Clark County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Washington,King County,31,1,1,0,33,0.9393939393939394,0.030303030303030304,0,62,1,-1,-0,62
Washington,Kitsap County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Washington,Pierce County,30,2,1,0,33,0.9090909090909091,0.030303030303030304,0,60,2,-1,-0,61
Washington,Snohomish County,30,2,1,0,33,0.9090909090909091,0.030303030303030304,0,60,2,-1,-0,61
Washington,Spokane County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Washington,Thurston County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Washington,Whatcom County,30,0,3,0,33,0.9090909090909091,0.09090909090909091,0,60,0,-3,-0,57
Washington,Yakima County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Wisconsin,Brown County,28,2,3,0,33,0.8484848484848485,0.09090909090909091,0,56,2,-3,-0,55
Wisconsin,Dane County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Wisconsin,Milwaukee County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Wisconsin,Waukesha County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
