state_name,county_name,quality_good,quality_marginal,quality_poor,missing_values,total_metrics,shr_good,shr_poor,shr_missing,good_score,marginal_score,poor_score,missing_score,total_score
Iowa,Adams County,14,8,10,1,33,0.42424242424242425,0.30303030303030304,0.030303030303030304,28,8,-10,-2,24
Iowa,Allamakee County,20,7,6,0,33,0.6060606060606061,0.18181818181818182,0,40,7,-6,-0,41
Iowa,Appanoose County,20,7,5,1,33,0.6060606060606061,0.15151515151515152,0.030303030303030304,40,7,-5,-2,40
Iowa,Audubon County,15,8,9,1,33,0.45454545454545453,0.2727272727272727,0.030303030303030304,30,8,-9,-2,27
Iowa,Benton County,22,5,6,0,33,0.6666666666666666,0.18181818181818182,0,44,5,-6,-0,43
Iowa,Black Hawk County,29,0,4,0,33,0.8787878787878788,0.12121212121212122,0,58,0,-4,-0,54
Iowa,Boone County,20,5,6,2,33,0.6060606060606061,0.18181818181818182,0.06060606060606061,40,5,-6,-4,35
Iowa,Bremer County,21,6,6,0,33,0.6363636363636364,0.18181818181818182,0,42,6,-6,-0,42
Iowa,Buchanan County,18,7,8,0,33,0.5454545454545454,0.24242424242424243,0,36,7,-8,-0,35
Iowa,Buena Vista County,22,6,5,0,33,0.6666666666666666,0.15151515151515152,0,44,6,-5,-0,45
Iowa,Butler County,15,9,9,0,33,0.45454545454545453,0.2727272727272727,0,30,9,-9,-0,30
Iowa,Calhoun County,17,7,6,3,33,0.5151515151515151,0.18181818181818182,0.09090909090909091,34,7,-6,-6,29
Iowa,Carroll County,19,7,7,0,33,0.5757575757575758,0.21212121212121213,0,38,7,-7,-0,38
Iowa,Cass County,20,6,6,1,33,0.6060606060606061,0.18181818181818182,0.030303030303030304,40,6,-6,-2,38
Iowa,Cedar County,17,8,8,0,33,0.5151515151515151,0.24242424242424243,0,34,8,-8,-0,34
Iowa,Cerro Gordo County,23,4,6,0,33,0.696969696969697,0.18181818181818182,0,46,4,-6,-0,44
Iowa,Cherokee County,15,10,8,0,33,0.45454545454545453,0.24242424242424243,0,30,10,-8,-0,32
Iowa,Chickasaw County,18,7,8,0,33,0.5454545454545454,0.24242424242424243,0,36,7,-8,-0,35
Iowa,Clarke County,19,7,6,1,33,0.5757575757575758,0.18181818181818182,0.030303030303030304,38,7,-6,-2,37
Iowa,Clay County,20,6,6,1,33,0.6060606060606061,0.18181818181818182,0.030303030303030304,40,6,-6,-2,38
Iowa,Clayton County,18,6,9,0,33,0.5454545454545454,0.2727272727272727,0,36,6,-9,-0,33
Iowa,Clinton County,23,5,5,0,33,0.696969696969697,0.15151515151515152,0,46,5,-5,-0,46
Iowa,Crawford County,18,7,7,1,33,0.5454545454545454,0.21212121212121213,0.030303030303030304,36,7,-7,-2,34
Iowa,Dallas County,20,8,5,0,33,0.6060606060606061,0.15151515151515152,0,40,8,-5,-0,43
Iowa,Davis County,17,8,7,1,33,0.5151515151515151,0.21212121212121213,0.030303030303030304,34,8,-7,-2,33
Iowa,Decatur County,18,6,9,0,33,0.5454545454545454,0.2727272727272727,0,36,6,-9,-0,33
Iowa,Delaware County,20,7,5,1,33,0.6060606060606061,0.15151515151515152,0.030303030303030304,40,7,-5,-2,40
Iowa,Des Moines County,23,4,6,0,33,0.696969696969697,0.18181818181818182,0,46,4,-6,-0,44
Iowa,Dickinson County,17,8,7,1,33,0.5151515151515151,0.21212121212121213,0.030303030303030304,34,8,-7,-2,33
Iowa,Dubuque County,23,6,4,0,33,0.696969696969697,0.12121212121212122,0,46,6,-4,-0,48
Iowa,Emmet County,18,9,6,0,33,0.5454545454545454,0.18181818181818182,0,36,9,-6,-0,39
Iowa,Fayette County,18,8,7,0,33,0.5454545454545454,0.21212121212121213,0,36,8,-7,-0,37
Iowa,Floyd County,22,4,7,0,33,0.6666666666666666,0.21212121212121213,0,44,4,-7,-0,41
Iowa,Franklin County,17,8,6,2,33,0.5151515151515151,0.18181818181818182,0.06060606060606061,34,8,-6,-4,32
Iowa,Fremont County,18,6,8,1,33,0.5454545454545454,0.24242424242424243,0.030303030303030304,36,6,-8,-2,32
Iowa,Greene County,18,6,6,3,33,0.5454545454545454,0.18181818181818182,0.09090909090909091,36,6,-6,-6,30
Iowa,Grundy County,19,6,8,0,33,0.5757575757575758,0.24242424242424243,0,38,6,-8,-0,36
Iowa,Guthrie County,18,5,8,2,33,0.5454545454545454,0.24242424242424243,0.06060606060606061,36,5,-8,-4,29
Iowa,Hamilton County,19,6,8,0,33,0.5757575757575758,0.24242424242424243,0,38,6,-8,-0,36
Iowa,Hancock County,15,7,11,0,33,0.45454545454545453,0.3333333333333333,0,30,7,-11,-0,26
Iowa,Hardin County,18,6,9,0,33,0.5454545454545454,0.2727272727272727,0,36,6,-9,-0,33
Iowa,Harrison County,19,5,8,1,33,0.5757575757575758,0.24242424242424243,0.030303030303030304,38,5,-8,-2,33
Iowa,Henry County,21,3,9,0,33,0.6363636363636364,0.2727272727272727,0,42,3,-9,-0,36
Iowa,Howard County,17,7,8,1,33,0.5151515151515151,0.24242424242424243,0.030303030303030304,34,7,-8,-2,31
Iowa,Humboldt County,16,8,8,1,33,0.48484848484848486,0.24242424242424243,0.030303030303030304,32,8,-8,-2,30
Iowa,Ida County,16,9,8,0,33,0.48484848484848486,0.24242424242424243,0,32,9,-8,-0,33
Iowa,Iowa County,19,7,7,0,33,0.5757575757575758,0.21212121212121213,0,38,7,-7,-0,38
Iowa,Jackson County,19,8,6,0,33,0.5757575757575758,0.18181818181818182,0,38,8,-6,-0,40
Iowa,Jasper County,19,6,8,0,33,0.5757575757575758,0.24242424242424243,0,38,6,-8,-0,36
Iowa,Jefferson County,20,7,6,0,33,0.6060606060606061,0.18181818181818182,0,40,7,-6,-0,41
Iowa,Johnson County,27,2,4,0,33,0.8181818181818182,0.12121212121212122,0,54,2,-4,-0,52
Iowa,Jones County,18,7,8,0,33,0.5454545454545454,0.24242424242424243,0,36,7,-8,-0,35
Iowa,Keokuk County,18,6,9,0,33,0.5454545454545454,0.2727272727272727,0,36,6,-9,-0,33
Iowa,Kossuth County,20,4,8,1,33,0.6060606060606061,0.24242424242424243,0.030303030303030304,40,4,-8,-2,34
Iowa,Lee County,22,3,8,0,33,0.6666666666666666,0.24242424242424243,0,44,3,-8,-0,39
Iowa,Linn County,28,2,3,0,33,0.8484848484848485,0.09090909090909091,0,56,2,-3,-0,55
Iowa,Louisa County,20,4,9,0,33,0.6060606060606061,0.2727272727272727,0,40,4,-9,-0,35
Iowa,Lucas County,17,7,8,1,33,0.5151515151515151,0.24242424242424243,0.030303030303030304,34,7,-8,-2,31
Iowa,Lyon County,16,7,9,1,33,0.48484848484848486,0.2727272727272727,0.030303030303030304,32,7,-9,-2,28
Iowa,Madison County,18,8,5,2,33,0.5454545454545454,0.15151515151515152,0.06060606060606061,36,8,-5,-4,35
Iowa,Mahaska County,19,6,8,0,33,0.5757575757575758,0.24242424242424243,0,38,6,-8,-0,36
Iowa,Marion County,20,6,7,0,33,0.6060606060606061,0.21212121212121213,0,40,6,-7,-0,39
Iowa,Marshall County,20,6,7,0,33,0.6060606060606061,0.21212121212121213,0,40,6,-7,-0,39
Iowa,Mills County,19,8,6,0,33,0.5757575757575758,0.18181818181818182,0,38,8,-6,-0,40
Iowa,Mitchell County,15,8,10,0,33,0.45454545454545453,0.30303030303030304,0,30,8,-10,-0,28
Iowa,Monona County,16,8,8,1,33,0.48484848484848486,0.24242424242424243,0.030303030303030304,32,8,-8,-2,30
Iowa,Monroe County,17,9,5,2,33,0.5151515151515151,0.15151515151515152,0.06060606060606061,34,9,-5,-4,34
Iowa,Montgomery County,15,8,9,1,33,0.45454545454545453,0.2727272727272727,0.030303030303030304,30,8,-9,-2,27
Iowa,Muscatine County,20,5,8,0,33,0.6060606060606061,0.24242424242424243,0,40,5,-8,-0,37
Iowa,O'Brien County,20,7,5,1,33,0.6060606060606061,0.15151515151515152,0.030303030303030304,40,7,-5,-2,40
Iowa,Osceola County,15,8,10,0,33,0.45454545454545453,0.30303030303030304,0,30,8,-10,-0,28
Iowa,Page County,20,6,7,0,33,0.6060606060606061,0.21212121212121213,0,40,6,-7,-0,39
Iowa,Palo Alto County,17,9,7,0,33,0.5151515151515151,0.21212121212121213,0,34,9,-7,-0,36
Iowa,Plymouth County,22,5,6,0,33,0.6666666666666666,0.18181818181818182,0,44,5,-6,-0,43
Iowa,Pocahontas County,16,9,7,1,33,0.48484848484848486,0.21212121212121213,0.030303030303030304,32,9,-7,-2,32
Iowa,Polk County,32,0,1,0,33,0.9696969696969697,0.030303030303030304,0,64,0,-1,-0,63
Iowa,Pottawattamie County,23,6,4,0,33,0.696969696969697,0.12121212121212122,0,46,6,-4,-0,48
Iowa,Poweshiek County,21,6,6,0,33,0.6363636363636364,0.18181818181818182,0,42,6,-6,-0,42
Iowa,Ringgold County,17,8,7,1,33,0.5151515151515151,0.21212121212121213,0.030303030303030304,34,8,-7,-2,33
Iowa,Sac County,20,7,6,0,33,0.6060606060606061,0.18181818181818182,0,40,7,-6,-0,41
Iowa,Scott County,28,2,3,0,33,0.8484848484848485,0.09090909090909091,0,56,2,-3,-0,55
Iowa,Shelby County,17,6,9,1,33,0.5151515151515151,0.2727272727272727,0.030303030303030304,34,6,-9,-2,29
Iowa,Sioux County,20,6,7,0,33,0.6060606060606061,0.21212121212121213,0,40,6,-7,-0,39
Iowa,Story County,26,2,5,0,33,0.7878787878787878,0.15151515151515152,0,52,2,-5,-0,49
Iowa,Tama County,18,8,7,0,33,0.5454545454545454,0.21212121212121213,0,36,8,-7,-0,37
Iowa,Taylor County,15,8,6,4,33,0.45454545454545453,0.18181818181818182,0.12121212121212122,30,8,-6,-8,24
Iowa,Union County,20,7,6,0,33,0.6060606060606061,0.18181818181818182,0,40,7,-6,-0,41
Iowa,Van Buren County,17,7,8,1,33,0.5151515151515151,0.24242424242424243,0.030303030303030304,34,7,-8,-2,31
Iowa,Wapello County,23,4,6,0,33,0.696969696969697,0.18181818181818182,0,46,4,-6,-0,44
Iowa,Warren County,22,6,5,0,33,0.6666666666666666,0.15151515151515152,0,44,6,-5,-0,45
Iowa,Washington County,22,4,7,0,33,0.6666666666666666,0.21212121212121213,0,44,4,-7,-0,41
Iowa,Wayne County,15,9,7,2,33,0.45454545454545453,0.21212121212121213,0.06060606060606061,30,9,-7,-4,28
Iowa,Webster County,21,5,7,0,33,0.6363636363636364,0.21212121212121213,0,42,5,-7,-0,40
Iowa,Winnebago County,20,4,7,2,33,0.6060606060606061,0.21212121212121213,0.06060606060606061,40,4,-7,-4,33
Iowa,Winneshiek County,20,7,6,0,33,0.6060606060606061,0.18181818181818182,0,40,7,-6,-0,41
Iowa,Woodbury County,28,2,3,0,33,0.8484848484848485,0.09090909090909091,0,56,2,-3,-0,55
Iowa,Worth County,17,7,9,0,33,0.5151515151515151,0.2727272727272727,0,34,7,-9,-0,32
Iowa,Wright County,17,7,9,0,33,0.5151515151515151,0.2727272727272727,0,34,7,-9,-0,32
Kansas,Allen County,20,6,7,0,33,0.6060606060606061,0.21212121212121213,0,40,6,-7,-0,39
Kansas,Anderson County,16,6,11,0,33,0.48484848484848486,0.3333333333333333,0,32,6,-11,-0,27
Kansas,Atchison County,22,5,6,0,33,0.6666666666666666,0.18181818181818182,0,44,5,-6,-0,43
Kansas,Barber County,14,9,8,2,33,0.42424242424242425,0.24242424242424243,0.06060606060606061,28,9,-8,-4,25
Kansas,Barton County,20,8,5,0,33,0.6060606060606061,0.15151515151515152,0,40,8,-5,-0,43
Kansas,Bourbon County,19,5,9,0,33,0.5757575757575758,0.2727272727272727,0,38,5,-9,-0,34
Kansas,Brown County,18,8,7,0,33,0.5454545454545454,0.21212121212121213,0,36,8,-7,-0,37
Kansas,Butler County,20,6,7,0,33,0.6060606060606061,0.21212121212121213,0,40,6,-7,-0,39
Kansas,Chase County,12,8,8,5,33,0.36363636363636365,0.24242424242424243,0.15151515151515152,24,8,-8,-10,14
Kansas,Chautauqua County,17,6,8,2,33,0.5151515151515151,0.24242424242424243,0.06060606060606061,34,6,-8,-4,28
Kansas,Cherokee County,18,6,9,0,33,0.5454545454545454,0.2727272727272727,0,36,6,-9,-0,33
Kansas,Cheyenne County,14,7,10,2,33,0.42424242424242425,0.30303030303030304,0.06060606060606061,28,7,-10,-4,21
Kansas,Clark County,15,9,7,2,33,0.45454545454545453,0.21212121212121213,0.06060606060606061,30,9,-7,-4,28
Kansas,Clay County,17,8,8,0,33,0.5151515151515151,0.24242424242424243,0,34,8,-8,-0,34
Kansas,Cloud County,16,7,9,1,33,0.48484848484848486,0.2727272727272727,0.030303030303030304,32,7,-9,-2,28
Kansas,Coffey County,17,8,8,0,33,0.5151515151515151,0.24242424242424243,0,34,8,-8,-0,34
Kansas,Comanche County,13,11,7,2,33,0.3939393939393939,0.21212121212121213,0.06060606060606061,26,11,-7,-4,26
Kansas,Cowley County,21,5,7,0,33,0.6363636363636364,0.21212121212121213,0,42,5,-7,-0,40
Kansas,Crawford County,21,4,8,0,33,0.6363636363636364,0.24242424242424243,0,42,4,-8,-0,38
Kansas,Decatur County,15,7,8,3,33,0.45454545454545453,0.24242424242424243,0.09090909090909091,30,7,-8,-6,23
Kansas,Dickinson County,20,6,7,0,33,0.6060606060606061,0.21212121212121213,0,40,6,-7,-0,39
Kansas,Doniphan County,16,9,7,1,33,0.48484848484848486,0.21212121212121213,0.030303030303030304,32,9,-7,-2,32
Kansas,Douglas County,27,2,4,0,33,0.8181818181818182,0.12121212121212122,0,54,2,-4,-0,52
Kansas,Edwards County,14,8,9,2,33,0.42424242424242425,0.2727272727272727,0.06060606060606061,28,8,-9,-4,23
Kansas,Elk County,16,5,8,4,33,0.48484848484848486,0.24242424242424243,0.12121212121212122,32,5,-8,-8,21
Kansas,Ellis County,18,10,5,0,33,0.5454545454545454,0.15151515151515152,0,36,10,-5,-0,41
Kansas,Ellsworth County,16,9,8,0,33,0.48484848484848486,0.24242424242424243,0,32,9,-8,-0,33
Kansas,Finney County,21,5,7,0,33,0.6363636363636364,0.21212121212121213,0,42,5,-7,-0,40
Kansas,Ford County,21,6,6,0,33,0.6363636363636364,0.18181818181818182,0,42,6,-6,-0,42
Kansas,Franklin County,20,3,10,0,33,0.6060606060606061,0.30303030303030304,0,40,3,-10,-0,33
Kansas,Geary County,23,4,6,0,33,0.696969696969697,0.18181818181818182,0,46,4,-6,-0,44
Kansas,Gove County,13,8,9,3,33,0.3939393939393939,0.2727272727272727,0.09090909090909091,26,8,-9,-6,19
Kansas,Graham County,15,11,6,1,33,0.45454545454545453,0.18181818181818182,0.030303030303030304,30,11,-6,-2,33
Kansas,Grant County,16,8,8,1,33,0.48484848484848486,0.24242424242424243,0.030303030303030304,32,8,-8,-2,30
Kansas,Gray County,16,7,9,1,33,0.48484848484848486,0.2727272727272727,0.030303030303030304,32,7,-9,-2,28
Kansas,Greeley County,11,7,8,7,33,0.3333333333333333,0.24242424242424243,0.21212121212121213,22,7,-8,-14,7
Kansas,Greenwood County,17,5,9,2,33,0.5151515151515151,0.2727272727272727,0.06060606060606061,34,5,-9,-4,26
Kansas,Hamilton County,14,8,7,4,33,0.42424242424242425,0.21212121212121213,0.12121212121212122,28,8,-7,-8,21
Kansas,Harper County,17,7,8,1,33,0.5151515151515151,0.24242424242424243,0.030303030303030304,34,7,-8,-2,31
Kansas,Harvey County,20,6,7,0,33,0.6060606060606061,0.21212121212121213,0,40,6,-7,-0,39
Kansas,Haskell County,14,7,10,2,33,0.42424242424242425,0.30303030303030304,0.06060606060606061,28,7,-10,-4,21
Kansas,Hodgeman County,12,8,9,4,33,0.36363636363636365,0.2727272727272727,0.12121212121212122,24,8,-9,-8,15
Kansas,Jackson County,18,7,8,0,33,0.5454545454545454,0.24242424242424243,0,36,7,-8,-0,35
Kansas,Jefferson County,19,6,8,0,33,0.5757575757575758,0.24242424242424243,0,38,6,-8,-0,36
Kansas,Jewell County,16,8,7,2,33,0.48484848484848486,0.21212121212121213,0.06060606060606061,32,8,-7,-4,29
Kansas,Johnson County,30,2,1,0,33,0.9090909090909091,0.030303030303030304,0,60,2,-1,-0,61
Kansas,Kearny County,17,8,8,0,33,0.5151515151515151,0.24242424242424243,0,34,8,-8,-0,34
Kansas,Kingman County,15,8,8,2,33,0.45454545454545453,0.24242424242424243,0.06060606060606061,30,8,-8,-4,26
Kansas,Kiowa County,16,8,8,1,33,0.48484848484848486,0.24242424242424243,0.030303030303030304,32,8,-8,-2,30
Kansas,Labette County,19,6,8,0,33,0.5757575757575758,0.24242424242424243,0,38,6,-8,-0,36
Kansas,Lane County,14,8,8,3,33,0.42424242424242425,0.24242424242424243,0.09090909090909091,28,8,-8,-6,22
Kansas,Leavenworth County,23,5,5,0,33,0.696969696969697,0.15151515151515152,0,46,5,-5,-0,46
Kansas,Lincoln County,16,7,8,2,33,0.48484848484848486,0.24242424242424243,0.06060606060606061,32,7,-8,-4,27
Kansas,Linn County,16,6,10,1,33,0.48484848484848486,0.30303030303030304,0.030303030303030304,32,6,-10,-2,26
Kansas,Logan County,15,9,7,2,33,0.45454545454545453,0.21212121212121213,0.06060606060606061,30,9,-7,-4,28
Kansas,Lyon County,21,5,7,0,33,0.6363636363636364,0.21212121212121213,0,42,5,-7,-0,40
Kansas,Marion County,18,6,9,0,33,0.5454545454545454,0.2727272727272727,0,36,6,-9,-0,33
Kansas,Marshall County,17,8,7,1,33,0.5151515151515151,0.21212121212121213,0.030303030303030304,34,8,-7,-2,33
Kansas,McPherson County,20,4,9,0,33,0.6060606060606061,0.2727272727272727,0,40,4,-9,-0,35
Kansas,Meade County,16,9,6,2,33,0.48484848484848486,0.18181818181818182,0.06060606060606061,32,9,-6,-4,31
Kansas,Miami County,21,5,7,0,33,0.6363636363636364,0.21212121212121213,0,42,5,-7,-0,40
Kansas,Mitchell County,14,9,8,2,33,0.42424242424242425,0.24242424242424243,0.06060606060606061,28,9,-8,-4,25
Kansas,Montgomery County,22,4,7,0,33,0.6666666666666666,0.21212121212121213,0,44,4,-7,-0,41
Kansas,Morris County,16,6,9,2,33,0.48484848484848486,0.2727272727272727,0.06060606060606061,32,6,-9,-4,25
Kansas,Morton County,15,9,8,1,33,0.45454545454545453,0.24242424242424243,0.030303030303030304,30,9,-8,-2,29
Kansas,Nemaha County,19,7,7,0,33,0.5757575757575758,0.21212121212121213,0,38,7,-7,-0,38
Kansas,Neosho County,20,5,8,0,33,0.6060606060606061,0.24242424242424243,0,40,5,-8,-0,37
Kansas,Ness County,13,9,10,1,33,0.3939393939393939,0.30303030303030304,0.030303030303030304,26,9,-10,-2,23
Kansas,Norton County,18,8,6,1,33,0.5454545454545454,0.18181818181818182,0.030303030303030304,36,8,-6,-2,36
Kansas,Osage County,17,7,9,0,33,0.5151515151515151,0.2727272727272727,0,34,7,-9,-0,32
Kansas,Osborne County,14,7,10,2,33,0.42424242424242425,0.30303030303030304,0.06060606060606061,28,7,-10,-4,21
Kansas,Ottawa County,15,9,9,0,33,0.45454545454545453,0.2727272727272727,0,30,9,-9,-0,30
Kansas,Pawnee County,19,8,5,1,33,0.5757575757575758,0.15151515151515152,0.030303030303030304,38,8,-5,-2,39
Kansas,Phillips County,14,11,5,3,33,0.42424242424242425,0.15151515151515152,0.09090909090909091,28,11,-5,-6,28
Kansas,Pottawatomie County,19,5,9,0,33,0.5757575757575758,0.2727272727272727,0,38,5,-9,-0,34
Kansas,Pratt County,19,7,7,0,33,0.5757575757575758,0.21212121212121213,0,38,7,-7,-0,38
Kansas,Rawlins County,16,7,6,4,33,0.48484848484848486,0.18181818181818182,0.12121212121212122,32,7,-6,-8,25
Kansas,Reno County,21,4,8,0,33,0.6363636363636364,0.24242424242424243,0,42,4,-8,-0,38
Kansas,Republic County,17,8,8,0,33,0.5151515151515151,0.24242424242424243,0,34,8,-8,-0,34
Kansas,Rice County,20,4,9,0,33,0.6060606060606061,0.2727272727272727,0,40,4,-9,-0,35
Kansas,Riley County,21,5,7,0,33,0.6363636363636364,0.21212121212121213,0,42,5,-7,-0,40
Kansas,Rooks County,14,10,9,0,33,0.42424242424242425,0.2727272727272727,0,28,10,-9,-0,29
Kansas,Rush County,15,8,9,1,33,0.45454545454545453,0.2727272727272727,0.030303030303030304,30,8,-9,-2,27
Kansas,Russell County,20,6,7,0,33,0.6060606060606061,0.21212121212121213,0,40,6,-7,-0,39
Kansas,Saline County,21,6,6,0,33,0.6363636363636364,0.18181818181818182,0,42,6,-6,-0,42
Kansas,Scott County,17,8,7,1,33,0.5151515151515151,0.21212121212121213,0.030303030303030304,34,8,-7,-2,33
Kansas,Sedgwick County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Kansas,Seward County,19,7,7,0,33,0.5757575757575758,0.21212121212121213,0,38,7,-7,-0,38
Kansas,Shawnee County,30,2,1,0,33,0.9090909090909091,0.030303030303030304,0,60,2,-1,-0,61
Kansas,Sheridan County,14,7,11,1,33,0.42424242424242425,0.3333333333333333,0.030303030303030304,28,7,-11,-2,22
Kansas,Sherman County,16,9,7,1,33,0.48484848484848486,0.21212121212121213,0.030303030303030304,32,9,-7,-2,32
Kansas,Smith County,16,6,9,2,33,0.48484848484848486,0.2727272727272727,0.06060606060606061,32,6,-9,-4,25
Kansas,Stafford County,15,7,10,1,33,0.45454545454545453,0.30303030303030304,0.030303030303030304,30,7,-10,-2,25
Kansas,Stanton County,14,8,6,5,33,0.42424242424242425,0.18181818181818182,0.15151515151515152,28,8,-6,-10,20
Kansas,Stevens County,15,9,8,1,33,0.45454545454545453,0.24242424242424243,0.030303030303030304,30,9,-8,-2,29
Kansas,Sumner County,20,6,7,0,33,0.6060606060606061,0.21212121212121213,0,40,6,-7,-0,39
Kansas,Thomas County,18,8,7,0,33,0.5454545454545454,0.21212121212121213,0,36,8,-7,-0,37
Kansas,Trego County,13,9,9,2,33,0.3939393939393939,0.2727272727272727,0.06060606060606061,26,9,-9,-4,22
Kansas,Wabaunsee County,15,7,11,0,33,0.45454545454545453,0.3333333333333333,0,30,7,-11,-0,26
Kansas,Wallace County,11,7,9,6,33,0.3333333333333333,0.2727272727272727,0.18181818181818182,22,7,-9,-12,8
Kansas,Washington County,16,8,8,1,33,0.48484848484848486,0.24242424242424243,0.030303030303030304,32,8,-8,-2,30
Kansas,Wichita County,14,8,8,3,33,0.42424242424242425,0.24242424242424243,0.09090909090909091,28,8,-8,-6,22
Kansas,Wilson County,20,5,7,1,33,0.6060606060606061,0.21212121212121213,0.030303030303030304,40,5,-7,-2,36
Kansas,Woodson County,14,5,11,3,33,0.42424242424242425,0.3333333333333333,0.09090909090909091,28,5,-11,-6,16
Kansas,Wyandotte County,29,1,3,0,33,0.8787878787878788,0.09090909090909091,0,58,1,-3,-0,56
Kentucky,Adair County,18,7,8,0,33,0.5454545454545454,0.24242424242424243,0,36,7,-8,-0,35
Kentucky,Allen County,16,8,8,1,33,0.48484848484848486,0.24242424242424243,0.030303030303030304,32,8,-8,-2,30
Kentucky,Anderson County,18,6,9,0,33,0.5454545454545454,0.2727272727272727,0,36,6,-9,-0,33
Kentucky,Ballard County,16,9,7,1,33,0.48484848484848486,0.21212121212121213,0.030303030303030304,32,9,-7,-2,32
Kentucky,Barren County,20,6,7,0,33,0.6060606060606061,0.21212121212121213,0,40,6,-7,-0,39
Kentucky,Bath County,18,7,8,0,33,0.5454545454545454,0.24242424242424243,0,36,7,-8,-0,35
Kentucky,Bell County,19,6,8,0,33,0.5757575757575758,0.24242424242424243,0,38,6,-8,-0,36
Kentucky,Boone County,26,0,7,0,33,0.7878787878787878,0.21212121212121213,0,52,0,-7,-0,45
Kentucky,Bourbon County,19,6,8,0,33,0.5757575757575758,0.24242424242424243,0,38,6,-8,-0,36
Kentucky,Boyd County,20,8,5,0,33,0.6060606060606061,0.15151515151515152,0,40,8,-5,-0,43
Kentucky,Boyle County,21,5,7,0,33,0.6363636363636364,0.21212121212121213,0,42,5,-7,-0,40
Kentucky,Bracken County,16,6,11,0,33,0.48484848484848486,0.3333333333333333,0,32,6,-11,-0,27
Kentucky,Breathitt County,16,7,10,0,33,0.48484848484848486,0.30303030303030304,0,32,7,-10,-0,29
Kentucky,Breckinridge County,19,9,5,0,33,0.5757575757575758,0.15151515151515152,0,38,9,-5,-0,42
Kentucky,Bullitt County,20,5,8,0,33,0.6060606060606061,0.24242424242424243,0,40,5,-8,-0,37
Kentucky,Butler County,20,6,7,0,33,0.6060606060606061,0.21212121212121213,0,40,6,-7,-0,39
Kentucky,Caldwell County,21,3,9,0,33,0.6363636363636364,0.2727272727272727,0,42,3,-9,-0,36
Kentucky,Calloway County,23,5,5,0,33,0.696969696969697,0.15151515151515152,0,46,5,-5,-0,46
Kentucky,Campbell County,21,6,6,0,33,0.6363636363636364,0.18181818181818182,0,42,6,-6,-0,42
Kentucky,Carlisle County,17,9,7,0,33,0.5151515151515151,0.21212121212121213,0,34,9,-7,-0,36
Kentucky,Carroll County,18,10,5,0,33,0.5454545454545454,0.15151515151515152,0,36,10,-5,-0,41
Kentucky,Carter County,17,5,11,0,33,0.5151515151515151,0.3333333333333333,0,34,5,-11,-0,28
Kentucky,Casey County,16,7,10,0,33,0.48484848484848486,0.30303030303030304,0,32,7,-10,-0,29
Kentucky,Christian County,21,6,6,0,33,0.6363636363636364,0.18181818181818182,0,42,6,-6,-0,42
Kentucky,Clark County,22,5,6,0,33,0.6666666666666666,0.18181818181818182,0,44,5,-6,-0,43
Kentucky,Clay County,17,5,10,1,33,0.5151515151515151,0.30303030303030304,0.030303030303030304,34,5,-10,-2,27
Kentucky,Clinton County,18,7,8,0,33,0.5454545454545454,0.24242424242424243,0,36,7,-8,-0,35
Kentucky,Crittenden County,17,7,9,0,33,0.5151515151515151,0.2727272727272727,0,34,7,-9,-0,32
Kentucky,Cumberland County,16,10,7,0,33,0.48484848484848486,0.21212121212121213,0,32,10,-7,-0,35
Kentucky,Daviess County,28,0,5,0,33,0.8484848484848485,0.15151515151515152,0,56,0,-5,-0,51
Kentucky,Edmonson County,18,7,8,0,33,0.5454545454545454,0.24242424242424243,0,36,7,-8,-0,35
Kentucky,Elliott County,14,5,12,2,33,0.42424242424242425,0.36363636363636365,0.06060606060606061,28,5,-12,-4,17
Kentucky,Estill County,15,8,9,1,33,0.45454545454545453,0.2727272727272727,0.030303030303030304,30,8,-9,-2,27
Kentucky,Fayette County,30,2,1,0,33,0.9090909090909091,0.030303030303030304,0,60,2,-1,-0,61
Kentucky,Fleming County,19,6,8,0,33,0.5757575757575758,0.24242424242424243,0,38,6,-8,-0,36
Kentucky,Floyd County,17,7,9,0,33,0.5151515151515151,0.2727272727272727,0,34,7,-9,-0,32
Kentucky,Franklin County,21,4,8,0,33,0.6363636363636364,0.24242424242424243,0,42,4,-8,-0,38
Kentucky,Fulton County,19,7,7,0,33,0.5757575757575758,0.21212121212121213,0,38,7,-7,-0,38
Kentucky,Gallatin County,17,7,9,0,33,0.5151515151515151,0.2727272727272727,0,34,7,-9,-0,32
Kentucky,Garrard County,17,9,7,0,33,0.5151515151515151,0.21212121212121213,0,34,9,-7,-0,36
Kentucky,Grant County,17,8,7,1,33,0.5151515151515151,0.21212121212121213,0.030303030303030304,34,8,-7,-2,33
Kentucky,Graves County,21,5,7,0,33,0.6363636363636364,0.21212121212121213,0,42,5,-7,-0,40
Kentucky,Grayson County,19,6,8,0,33,0.5757575757575758,0.24242424242424243,0,38,6,-8,-0,36
Kentucky,Green County,16,8,9,0,33,0.48484848484848486,0.2727272727272727,0,32,8,-9,-0,31
Kentucky,Greenup County,19,8,6,0,33,0.5757575757575758,0.18181818181818182,0,38,8,-6,-0,40
Kentucky,Hancock County,15,7,10,1,33,0.45454545454545453,0.30303030303030304,0.030303030303030304,30,7,-10,-2,25
