year,state,county,homeless_count,homeless_count_lb,homeless_count_ub,homeless_share,homeless_quality
2016,22,027,33,33,33,.0193095375,1
2016,22,029,217,217,217,.063580431,1
2016,22,031,28,28,28,.0054676821,1
2016,22,033,6080,6079,6081,.105551891,1
2016,22,035,13,13,13,.0123927547,1
2016,22,037,129,129,129,.0640516356,1
2016,22,039,23,23,23,.0038500167,1
2016,22,041,6,6,6,.0019392372,1
2016,22,043,207,207,207,.0681818202,1
2016,22,045,1,0,2,.0000742335,3
2016,22,047,227,227,227,.0456098057,1
2016,22,049,22,22,22,.009986382,1
2016,22,051,877,876,878,.0179294273,1
2016,22,053,199,199,199,.0337116718,1
2016,22,055,1310,1310,1310,.0407414325,1
2016,22,057,737,737,737,.0502968691,1
2016,22,059,568,568,568,.2188824713,1
2016,22,061,,,,,
2016,22,063,5683,5683,5683,.2259642184,1
2016,22,065,106,106,106,.0598870069,1
2016,22,067,33,33,33,.0080902185,1
2016,22,069,226,226,226,.0338983051,1
2016,22,071,3177,3176,3178,.06377469,1
2016,22,073,319,319,319,.0114872167,1
2016,22,075,123,123,123,.0303030312,1
2016,22,077,122,122,122,.0408163257,1
2016,22,079,856,856,856,.0363992006,1
2016,22,081,105,105,105,.0707547143,1
2016,22,083,15,15,15,.0050234427,1
2016,22,085,39,39,39,.0088596093,1
2016,22,087,82,82,82,.0108825481,1
2016,22,089,42,42,42,.0045069214,1
2016,22,091,41,41,41,.033606559,1
2016,22,093,26,26,26,.0069112172,1
2016,22,095,75,75,75,.012539709,1
2016,22,097,86,86,86,.0060576177,1
2016,22,099,195,195,195,.0238999873,1
2016,22,101,303,302,304,.0334695689,1
2016,22,103,1217,1217,1217,.0318003669,1
2016,22,105,758,758,758,.0391246006,1
2016,22,107,4,4,4,.0067567569,1
2016,22,109,1006,1006,1006,.0561477914,1
2016,22,111,31,31,31,.0146710835,1
2016,22,113,224,224,224,.0232848227,1
2016,22,115,4,4,4,.000450349,1
2016,22,117,113,113,113,.0168004762,1
2016,22,119,147,147,147,.0233111326,1
2016,22,121,225,225,225,.0579001531,1
2016,22,123,4,4,4,.0019038554,1
2016,22,125,60,60,60,.0276370328,1
2016,22,127,34,34,34,.0142081073,1
2016,23,001,336,336,336,.0197438002,1
2016,23,003,45,41,49,.0065236301,3
2016,23,005,702,700,704,.0217620432,1
2016,23,007,28,26,30,.0092135575,3
2016,23,009,66,62,70,.0155917788,3
2016,23,011,296,296,296,.020328274,1
2016,23,013,77,76,78,.0150950793,1
2016,23,015,21,17,25,.0131992456,3
2016,23,017,132,130,134,.0152161382,1
2016,23,019,234,232,236,.0134420954,1
2016,23,021,4,4,4,.0074074073,1
2016,23,023,71,70,72,.0157358162,1
2016,23,025,84,84,84,.0133375674,1
2016,23,027,46,44,48,.0129140932,2
2016,23,029,7,5,9,.008225617,3
2016,23,031,356,354,358,.01473998,1
2016,24,001,85,85,85,.0097678695,1
2016,24,003,1163,1163,1163,.0142862406,1
2016,24,005,3009,3009,3009,.0268327706,1
2016,24,009,164,164,164,.0102821318,1
2016,24,011,133,133,133,.0233128835,1
2016,24,013,192,192,192,.0076024551,1
2016,24,015,1001,1001,1001,.0640312135,1
2016,24,017,526,526,526,.0199317932,1
2016,24,019,189,189,189,.0392441861,1
2016,24,021,829,829,829,.02006438,1
2016,24,023,39,39,39,.0101747978,1
2016,24,025,411,411,411,.0109816706,1
2016,24,027,487,487,487,.0087548988,1
2016,24,029,111,111,111,.0554722622,1
2016,24,031,1485,1485,1485,.0093390355,1
2016,24,033,2393,2393,2393,.0181699451,1
2016,24,035,127,127,127,.0163849834,1
2016,24,037,316,316,316,.0174904522,1
2016,24,039,147,147,147,.0496957414,1
2016,24,041,183,183,183,.0398432389,1
2016,24,043,812,812,812,.0360168554,1
2016,24,045,803,803,803,.0539324321,1
2016,24,047,243,243,243,.036448177,1
2016,24,510,2659,2659,2659,.0321309902,1
2016,25,001,381,380,382,.0163491238,1
2016,25,003,183,182,184,.0123240622,1
2016,25,005,1981,1977,1985,.0248825587,1
2016,25,007,22,21,23,.0216322523,2
2016,25,009,2692,2688,2696,.0257118028,1
2016,25,011,182,179,185,.0216899067,1
2016,25,013,2574,2570,2578,.0359376743,1
2016,25,015,165,160,170,.0106280195,2
2016,25,017,2658,2651,2665,.0128988428,1
2016,25,019,,,,,
2016,25,021,558,556,560,.0060483217,1
2016,25,023,906,902,910,.0110632163,1
2016,25,025,3722,3720,3724,.0451463424,1
2016,25,027,4830,4823,4837,.0383342467,1
2016,26,001,35,35,35,.0499286726,1
2016,26,003,53,53,53,.0516066216,1
2016,26,005,752,752,752,.0418195985,1
2016,26,007,151,151,151,.0363242738,1
2016,26,009,172,172,172,.0509478673,1
2016,26,011,145,145,145,.0699806958,1
2016,26,013,37,37,37,.0351377018,1
2016,26,015,420,419,421,.0461031832,1
2016,26,017,368,368,368,.0245956425,1
2016,26,019,123,123,123,.062058527,1
2016,26,021,751,749,753,.0284502022,1
2016,26,023,636,636,636,.0884561911,1
2016,26,025,804,804,804,.0383642688,1
2016,26,027,323,323,323,.0470502563,1
2016,26,029,222,221,223,.0548148155,1
2016,26,031,164,164,164,.0542148761,1
2016,26,033,235,233,237,.042758368,1
2016,26,035,120,120,120,.0283353012,1
2016,26,037,249,248,250,.0242194347,1
2016,26,039,38,38,38,.0234134328,1
2016,26,041,147,147,147,.0310519654,1
2016,26,043,90,90,90,.0245767348,1
2016,26,045,706,706,706,.0391114056,1
2016,26,047,163,163,163,.0354039967,1
2016,26,049,1827,1825,1829,.026692966,1
2016,26,051,88,88,88,.0315186232,1
2016,26,053,74,74,74,.0449301749,1
2016,26,055,540,540,540,.0409773849,1
2016,26,057,265,265,265,.042258013,1
2016,26,059,479,477,481,.0763224959,1
2016,26,061,75,75,75,.0140108354,1
2016,26,063,120,118,122,.0246913582,1
2016,26,065,1396,1396,1396,.0327638015,1
2016,26,067,308,308,308,.0370905586,1
2016,26,069,434,434,434,.109873414,1
2016,26,071,23,23,23,.0177743435,1
2016,26,073,299,299,299,.0452824458,1
2016,26,075,996,996,996,.0409287028,1
2016,26,077,1324,1323,1325,.036613021,1
2016,26,079,180,180,180,.0878048763,1
2016,26,081,2410,2405,2415,.0221236907,1
2016,26,083,,,,,
2016,26,085,72,72,72,.1409001946,1
2016,26,087,329,329,329,.0268812813,1
2016,26,089,119,119,119,.0633315593,1
2016,26,091,502,502,502,.0320480093,1
2016,26,093,417,416,418,.0156955738,1
2016,26,095,52,52,52,.0778443143,1
2016,26,097,57,56,58,.0469522253,1
2016,26,099,1701,1699,1703,.0133990813,1
2016,26,101,239,238,240,.0430785865,1
2016,26,103,184,183,185,.0219178088,1
2016,26,105,364,364,364,.082055904,1
2016,26,107,222,222,222,.0352380946,1
2016,26,109,126,126,126,.0344450511,1
2016,26,111,363,363,363,.0265622716,1
2016,26,113,96,96,96,.0443828031,1
2016,26,115,763,763,763,.0322389826,1
2016,26,117,366,366,366,.0382525101,1
2016,26,119,33,33,33,.0470085479,1
2016,26,121,960,960,960,.0328643322,1
2016,26,123,728,727,729,.0918380246,1
2016,26,125,1914,1910,1918,.0106117558,1
2016,26,127,337,337,337,.1052467227,1
2016,26,129,115,115,115,.0530932583,1
2016,26,131,29,28,30,.0487394966,2
2016,26,133,288,288,288,.0733384266,1
2016,26,135,61,61,61,.0727056041,1
2016,26,137,81,81,81,.02078522,1
2016,26,139,962,961,963,.0211145505,1
2016,26,141,60,60,60,.0424028262,1
2016,26,143,148,148,148,.0554722622,1
2016,26,145,631,631,631,.0227534976,1
2016,26,147,622,621,623,.021916071,1
2016,26,149,602,601,603,.0552749969,1
2016,26,151,329,329,329,.0498182923,1
2016,26,153,24,24,24,.0297029708,1
2016,26,155,453,453,453,.0383670703,1
2016,26,157,405,404,406,.0512982905,1
2016,26,159,798,798,798,.051929459,1
2016,26,161,1107,1104,1110,.0250424165,1
2016,26,163,4411,4401,4421,.0166649669,1
2016,26,165,195,195,195,.0337078646,1
2016,27,001,1,0,2,.0008539709,3
2016,27,003,1775,1773,1777,.0276225898,1
2016,27,005,132,132,132,.0282594729,1
2016,27,007,546,545,547,.0703608245,1
2016,27,009,63,63,63,.0096729621,1
2016,27,011,2,0,4,.002306805,3
2016,27,013,331,330,332,.0295351129,1
2016,27,015,47,46,48,.0166903418,1
2016,27,017,119,119,119,.0195530728,1
2016,27,019,93,91,95,.0059810919,1
2016,27,021,157,157,157,.0377585366,1
2016,27,023,15,15,15,.021367522,1
2016,27,025,79,78,80,.0105151068,1
2016,27,027,158,156,160,.0150619633,1
2016,27,029,2,0,4,.00132714,3
2016,27,031,1,0,2,.0357142873,3
2016,27,033,5,4,6,.0056179776,3
2016,27,035,99,98,100,.0103415856,1
2016,27,037,913,913,913,.0122515801,1
2016,27,039,31,31,31,.0077383923,1
2016,27,041,62,61,63,.0112706777,1
2016,27,043,4,3,5,.0021108179,3
2016,27,045,5,4,6,.0057603689,3
2016,27,047,20,20,20,.0049788398,1
2016,27,049,67,66,68,.0123456791,1
2016,27,051,9,9,9,.0124653736,1
2016,27,053,6002,5990,6014,.0369588099,1
2016,27,055,35,33,37,.0080496781,3
2016,27,057,15,15,15,.0057537397,1
2016,27,059,144,144,144,.0245398767,1
2016,27,061,100,100,100,.01600256,1
2016,27,063,1,0,2,.0034246575,3
2016,27,065,81,81,81,.0364372469,1
2016,27,067,73,73,73,.0127332984,1
2016,27,069,3,0,6,.0049342103,3
2016,27,071,1,0,2,.0008936551,3
2016,27,073,2,0,4,.0015408321,3
2016,27,075,29,29,29,.0208483115,1
2016,27,077,5,5,5,.0108932462,1
2016,27,079,46,45,47,.0185708515,1
2016,27,081,2,0,4,.0028248588,3
2016,27,083,49,48,50,.0153220762,1
2016,27,085,34,34,34,.0071896808,1
2016,27,087,89,89,89,.1340361387,1
2016,27,089,22,22,22,.0465116277,1
2016,27,091,70,69,71,.0311111119,1
2016,27,093,12,11,13,.0049443757,3
2016,27,095,99,99,99,.0175097268,1
2016,27,097,17,15,19,.0045009265,3
2016,27,099,63,61,65,.010243902,2
2016,27,101,12,12,12,.0111835971,1
2016,27,103,47,45,49,.017980108,2
2016,27,105,10,7,13,.0022967386,3
2016,27,107,17,16,18,.0151921362,3
2016,27,109,552,552,552,.0244291034,1
2016,27,111,44,40,48,.0058370922,3
2016,27,113,,,,,
2016,27,115,80,79,81,.0262725782,1
2016,27,117,12,11,13,.0077720205,3
2016,27,119,92,89,95,.0202509351,2
2016,27,121,,,,,
2016,27,123,2847,2841,2853,.0334748216,1
2016,27,125,8,8,8,.0219178088,1
2016,27,127,31,28,34,.0124398069,3
2016,27,129,13,11,15,.0072829132,3
2016,27,131,226,223,229,.026544515,1
2016,27,133,1,0,2,.0026246719,3
2016,27,135,17,16,18,.0077484045,3
2016,27,137,635,628,642,.0260352604,1
2016,27,139,124,124,124,.0050472161,1
2016,27,141,121,121,121,.006046372,1
2016,27,143,13,11,15,.0094408132,3
2016,27,145,468,464,472,.0252754372,1
2016,27,147,137,135,139,.0205582231,1
2016,27,149,1,0,2,.0062111802,3
2016,27,151,1,0,2,.0014124294,3
2016,27,153,100,100,100,.0335570462,1
2016,27,155,,,,,
2016,27,157,22,20,24,.0055443547,3
2016,27,159,22,22,22,.0085803429,1
2016,27,161,12,12,12,.0159786958,1
2016,27,163,266,264,268,.0069838269,1
2016,27,165,18,18,18,.0168381669,1
2016,27,167,4,4,4,.0060060062,1
2016,27,169,51,48,54,.0121834688,3
2016,27,171,117,114,120,.0043843212,2
2016,27,173,3,0,6,.0022354694,3
2016,28,001,38,38,38,.0109826587,1
2016,28,003,337,337,337,.0569930673,1
2016,28,005,,,,,
2016,28,007,4,3,5,.0011267606,3
2016,28,009,1,0,2,.0008583691,3
2016,28,011,236,236,236,.0661991611,1
2016,28,013,30,30,30,.0118436636,1
2016,28,015,,,,,
2016,28,017,1,0,2,.0015772871,3
2016,28,019,,,,,
2016,28,021,,,,,
2016,28,023,2,0,4,.000681431,3
2016,28,025,8,8,8,.0025421036,1
2016,28,027,71,71,71,.0170263797,1
2016,28,029,1,0,2,.0006468305,3
2016,28,031,21,21,21,.0072289156,1
2016,28,033,,,,,
2016,28,035,150,150,150,.0166870616,1
2016,28,037,,,,,
2016,28,039,57,57,57,.0139637431,1
2016,28,041,,,,,
2016,28,043,,,,,
2016,28,045,,,,,
2016,28,047,2020,2020,2020,.0661384314,1
2016,28,049,4593,4593,4593,.1393845528,1
2016,28,051,,,,,
2016,28,053,3,3,3,.0017564403,1
2016,28,055,,,,,
2016,28,057,87,87,87,.0242339838,1
2016,28,059,224,224,224,.01716212,1
2016,28,061,2,0,4,.0008628128,3
2016,28,063,,,,,
2016,28,065,46,46,46,.0323943645,1
2016,28,067,65,65,65,.0054856949,1
2016,28,069,,,,,
2016,28,071,145,145,145,.0509486981,1
2016,28,073,105,105,105,.0106135653,1
2016,28,075,304,304,304,.0252010282,1
2016,28,077,5,5,5,.0022614202,1
2016,28,079,130,130,130,.0446428582,1
2016,28,081,400,400,400,.0248957481,1
2016,28,083,229,229,229,.0446132869,1
2016,28,085,15,15,15,.0046569388,1
2016,28,087,88,88,88,.0094613479,1
2016,28,089,,,,,
2016,28,091,63,62,64,.0167464111,1
2016,28,093,150,150,150,.0332152359,1
2016,28,095,47,47,47,.0086492458,1
2016,28,097,37,37,37,.0325991176,1
2016,28,099,19,19,19,.0056530796,1
2016,28,101,155,155,155,.1654215604,1
2016,28,103,48,48,48,.0293577984,1
2016,28,105,,,,,
2016,28,107,,,,,
2016,28,109,55,55,55,.0152059719,1
2016,28,111,,,,,
2016,28,113,58,58,58,.0216741413,1
2016,28,115,50,50,50,.0083794203,1
2016,28,117,,,,,
2016,28,119,,,,,
2016,28,121,28,28,28,.006631928,1
2016,28,123,,,,,
2016,28,125,1,0,1,.0011494253,3
2016,28,127,299,299,299,.0821202993,1
2016,28,129,,,,,
2016,28,131,29,29,29,.0113458531,1
2016,28,133,,,,,
2016,28,135,1,0,1,.0008223684,3
2016,28,137,33,33,33,.0124575309,1
2016,28,139,,,,,
2016,28,141,17,17,17,.005523067,1
2016,28,143,8,8,8,.0038186158,1
2016,28,145,17,17,17,.0060070669,1
2016,28,147,6,6,6,.00309119,1
2016,28,149,265,265,265,.0318854526,1
2016,28,151,61,61,61,.008716776,1
2016,28,153,,,,,
2016,28,155,,,,,
2016,28,157,49,49,49,.0400326811,1
2016,28,159,,,,,
2016,28,161,32,32,32,.0281195082,1
2016,28,163,41,41,41,.0259493664,1
2016,29,001,7,6,8,.0025371511,3
2016,29,003,1,0,2,.0004407228,3
2016,29,005,,,,,
2016,29,007,188,188,188,.0785953179,1
2016,29,009,268,268,268,.0427705087,1
2016,29,011,28,28,28,.0164705887,1
2016,29,013,6,5,7,.01171875,3
2016,29,015,101,101,101,.0416666679,1
2016,29,017,41,41,41,.0276653171,1
2016,29,019,335,335,335,.016318379,1
2016,29,021,487,487,487,.0391794033,1
2016,29,023,98,98,98,.0141129028,1
2016,29,025,27,25,29,.0225563906,3
2016,29,027,68,67,69,.0180323515,1
2016,29,029,696,696,696,.130999431,1
2016,29,031,436,435,437,.0441518985,1
2016,29,033,17,17,17,.0193401594,1
2016,29,035,127,127,127,.1029173434,1
2016,29,037,561,560,562,.031013323,1
2016,29,039,34,34,34,.0160984844,1
2016,29,041,1,0,2,.0021551724,3
2016,29,043,280,280,280,.0183702931,1
2016,29,045,4,4,4,.0036663611,1
2016,29,047,838,838,838,.0201287474,1
2016,29,049,112,112,112,.032416787,1
2016,29,051,111,109,113,.0097814593,1
2016,29,053,26,26,26,.0172757469,1
2016,29,055,61,61,61,.0251339097,1
2016,29,057,7,7,7,.0135135138,1
2016,29,059,51,51,51,.0302491095,1
2016,29,061,5,5,5,.0265957452,1
2016,29,063,49,48,50,.0740181282,1
2016,29,065,42,42,42,.0275049116,1
2016,29,067,1,0,2,.000783699,3
2016,29,069,56,56,56,.0152049959,1
2016,29,071,675,675,675,.0427919365,1
2016,29,073,111,111,111,.0380527936,1
2016,29,075,,,,,
2016,29,077,2099,2098,2100,.0567082725,1
2016,29,079,17,15,19,.0119298249,3
2016,29,081,10,9,11,.0085034017,3
2016,29,083,70,69,71,.0278219394,1
2016,29,085,1,0,2,.0031347962,3
2016,29,087,,,,,
2016,29,089,43,42,44,.0297990292,1
2016,29,091,156,155,157,.0313064419,1
2016,29,093,1,0,2,.0058823531,3
2016,29,095,4271,4270,4272,.0405633859,1
2016,29,097,593,593,593,.0285370555,1
2016,29,099,1003,1003,1003,.0318029039,1
2016,29,101,395,394,396,.0543029979,1
2016,29,103,,,,,
2016,29,105,139,138,140,.0263657048,1
2016,29,107,129,129,129,.0387736708,1
2016,29,109,229,229,229,.0485993214,1
2016,29,111,5,5,5,.0054945056,1
2016,29,113,112,112,112,.0121765602,1
2016,29,115,26,24,28,.0147811258,3
2016,29,117,33,33,33,.0176470596,1
2016,29,119,102,102,102,.0265694186,1
2016,29,121,,,,,
2016,29,123,22,22,22,.0111788614,1
2016,29,125,,,,,
2016,29,127,132,132,132,.0276381914,1
2016,29,129,6,5,7,.0105263162,3
2016,29,131,30,29,31,.0064808815,2
2016,29,133,6,5,7,.0028694405,3
2016,29,135,35,35,35,.0176678449,1
2016,29,137,2,0,4,.0017301039,3
2016,29,139,46,46,46,.0288220551,1
2016,29,141,104,104,104,.0504609421,1
2016,29,143,15,15,15,.0152594103,1
2016,29,145,568,568,568,.0661311001,1
2016,29,147,,,,,
2016,29,149,47,47,47,.0304010343,1
2016,29,151,5,4,6,.0034989503,3
2016,29,153,9,6,12,.0066964286,3
2016,29,155,7,6,8,.0039615165,3
2016,29,157,68,68,68,.0297072958,1
2016,29,159,877,877,877,.1459477395,1
2016,29,161,115,114,116,.0182771776,1
2016,29,163,4,3,5,.0032336297,3
2016,29,165,199,198,200,.0117162205,1
2016,29,167,176,175,177,.0377277583,1
2016,29,169,192,191,193,.0217934158,1
2016,29,171,,,,,
2016,29,173,11,11,11,.014511873,1
2016,29,175,22,21,23,.0070762304,2
2016,29,177,4,3,5,.0014657384,3
2016,29,179,9,8,10,.0122950822,3
2016,29,181,118,117,119,.0567035079,1
2016,29,183,803,803,803,.013493984,1
2016,29,185,10,10,10,.1190476194,1
2016,29,186,41,41,41,.0221262816,1
2016,29,187,527,527,527,.0488279425,1
2016,29,189,5456,5455,5457,.0397464857,1
2016,29,195,366,365,367,.1104738936,1
2016,29,197,1,0,2,.0016207455,3
2016,29,199,3,3,3,.0047923322,1
2016,29,201,101,101,101,.0168670677,1
2016,29,203,25,25,25,.0174580999,1
2016,29,205,1,0,2,.0013495276,3
2016,29,207,14,13,15,.0034313726,3
2016,29,209,146,146,146,.0418698005,1
2016,29,211,60,60,60,.0640341491,1
2016,29,213,956,956,956,.1263046712,1
2016,29,215,44,43,45,.0194174759,1
2016,29,217,147,147,147,.0604440793,1
2016,29,219,409,409,409,.0843995064,1
2016,29,221,108,107,109,.0334987603,1
2016,29,223,,,,,
2016,29,225,222,222,222,.0384016596,1
2016,29,227,1,0,2,.0031545742,3
2016,29,229,45,44,46,.0156521741,1
2016,29,510,6126,6125,6127,.1637136191,1
2016,30,001,1,0,2,.0030674846,3
2016,30,003,13,12,14,.0335051529,3
2016,30,005,76,76,76,.3140496016,1
2016,30,007,,,,,
2016,30,009,3,0,6,.0078534028,3
2016,30,011,2,0,4,.0172413792,3
2016,30,013,353,353,353,.0344390236,1
2016,30,015,,,,,
2016,30,017,,,,,
2016,30,019,,,,,
2016,30,021,10,10,10,.0081168832,1
2016,30,023,64,64,64,.0599812567,1
2016,30,025,,,,,
2016,30,027,4,3,5,.0033670033,3
2016,30,029,550,550,550,.0462690331,1
2016,30,031,261,259,263,.0233661588,1
2016,30,033,,,,,
2016,30,035,225,225,225,.1100244522,1
2016,30,037,,,,,
2016,30,039,1,0,2,.013888889,3
2016,30,041,28,28,28,.0537428036,1
2016,30,043,11,11,11,.0200729929,1
2016,30,045,1,0,2,.010309278,3
2016,30,047,80,80,80,.0229226369,1
2016,30,049,184,182,186,.0223003272,1
2016,30,051,,,,,
2016,30,053,29,28,30,.0188311692,2
2016,30,055,2,0,4,.0090090092,3
2016,30,057,3,3,3,.01369863,1
2016,30,059,,,,,
2016,30,061,45,45,45,.1025056913,1
2016,30,063,509,507,511,.0381645039,1
2016,30,065,30,30,30,.0514579751,1
2016,30,067,46,45,47,.0285182893,1
2016,30,069,,,,,
2016,30,071,6,6,6,.0118110236,1
2016,30,073,1,0,2,.0068027209,3
2016,30,075,,,,,
2016,30,077,1,0,2,.0049999999,3
2016,30,079,,,,,
2016,30,081,54,54,54,.0102292104,1
2016,30,083,45,45,45,.0338855423,1
2016,30,085,7,0,14,.0055555557,3
2016,30,087,233,233,233,.3727999926,1
2016,30,089,5,3,7,.0155279506,3
2016,30,091,1,0,2,.009615385,3
2016,30,093,136,136,136,.0325358845,1
2016,30,095,,,,,
2016,30,097,1,0,2,.0060606059,3
2016,30,099,,,,,
2016,30,101,5,4,6,.0176056344,3
2016,30,103,,,,,
2016,30,105,1,0,2,.0011876485,3
2016,30,107,,,,,
2016,30,109,,,,,
2016,30,111,639,636,642,.0306342579,1
2016,31,001,169,169,169,.0455894247,1
2016,31,003,1,0,2,.002247191,3
2016,31,005,,,,,
2016,31,007,,,,,
2016,31,009,,,,,
2016,31,011,,,,,
2016,31,013,,,,,
2016,31,015,,,,,
2016,31,017,,,,,
2016,31,019,49,49,49,.0082145855,1
2016,31,021,3,3,3,.0054744524,1
2016,31,023,3,3,3,.0047393367,1
2016,31,025,5,5,5,.0154798757,1
2016,31,027,,,,,
2016,31,029,,,,,
2016,31,031,,,,,
2016,31,033,,,,,
2016,31,035,20,20,20,.0289435592,1
2016,31,037,9,9,9,.0044031311,1
2016,31,039,1,0,2,.0021691974,3
2016,31,041,7,7,7,.008130081,1
2016,31,043,35,34,36,.0081833061,2
2016,31,045,,,,,
2016,31,047,524,524,524,.1303806901,1
2016,31,049,,,,,
2016,31,051,,,,,
2016,31,053,181,181,181,.0364698768,1
2016,31,055,1139,1138,1140,.0129353916,1
2016,31,057,,,,,
2016,31,059,,,,,
2016,31,061,1,0,2,.0033898305,3
2016,31,063,,,,,
2016,31,065,4,4,4,.0098280096,1
2016,31,067,8,8,8,.0031458908,1
2016,31,069,3,3,3,.010714286,1
2016,31,071,,,,,
2016,31,073,,,,,
2016,31,075,,,,,
2016,31,077,,,,,
2016,31,079,423,422,424,.0407553725,1
2016,31,081,31,31,31,.0247801766,1
2016,31,083,,,,,
2016,31,085,,,,,
2016,31,087,,,,,
2016,31,089,1,0,2,.001242236,3
2016,31,091,,,,,
2016,31,093,15,15,15,.0307377055,1
2016,31,095,1,0,2,.0042372881,3
2016,31,097,,,,,
2016,31,099,,,,,
2016,31,101,3,3,3,.003452244,1
2016,31,103,,,,,
2016,31,105,,,,,
2016,31,107,4,3,5,.0089086862,3
2016,31,109,329,329,329,.0082026478,1
2016,31,111,66,66,66,.0156139107,1
2016,31,113,,,,,
2016,31,115,,,,,
2016,31,117,1,0,2,.0123456791,3
2016,31,119,3,3,3,.0058027077,1
2016,31,121,17,17,17,.0238764044,1
2016,31,123,,,,,
2016,31,125,1,0,2,.0032258064,3
2016,31,127,,,,,
2016,31,129,,,,,
2016,31,131,24,24,24,.0164046474,1
2016,31,133,,,,,
2016,31,135,,,,,
2016,31,137,1,0,2,.003649635,3
2016,31,139,,,,,
2016,31,141,25,25,25,.0052105044,1
2016,31,143,1,0,2,.0025445293,3
2016,31,145,,,,,
2016,31,147,1,0,2,.0026525198,3
2016,31,149,,,,,
2016,31,151,141,141,141,.0726804137,1
2016,31,153,169,169,169,.0077622635,1
2016,31,155,7,6,8,.0050724638,3
2016,31,157,152,151,153,.0269886367,1
2016,31,159,,,,,
2016,31,161,1,0,2,.0053763441,3
2016,31,163,6,5,7,.0128755365,3
2016,31,165,,,,,
2016,31,167,,,,,
2016,31,169,,,,,
2016,31,171,,,,,
2016,31,173,26,26,26,.0227870289,1
2016,31,175,,,,,
2016,31,177,4,3,5,.0029476788,3
2016,31,179,1,0,2,.0010964912,3
2016,31,181,,,,,
2016,31,183,,,,,
2016,31,185,7,6,8,.0042997543,3
2016,32,001,145,145,145,.0453692116,1
2016,32,003,10879,10879,10879,.0332737938,1
2016,32,005,212,212,212,.0357383676,1
2016,32,007,78,78,78,.0078732213,1
2016,32,009,,,,,
2016,32,011,6,6,6,.0217391308,1
2016,32,013,49,49,49,.0144160045,1
2016,32,015,8,8,8,.0079681277,1
2016,32,017,17,17,17,.0156682022,1
2016,32,019,665,665,665,.0796597973,1
2016,32,021,47,47,47,.0907335877,1
2016,32,023,501,501,501,.0995628014,1
2016,32,027,47,47,47,.0749601275,1
2016,32,029,11,11,11,.0258823521,1
2016,32,031,3251,3251,3251,.0487618297,1
2016,32,033,16,16,16,.0115107913,1
2016,32,510,833,833,833,.021498438,1
2016,33,001,300,300,300,.0354233086,1
2016,33,003,183,181,185,.0345739648,1
2016,33,005,224,222,226,.0307819154,1
2016,33,007,46,43,49,.0136620132,3
2016,33,009,311,304,318,.035891518,1
2016,33,011,1378,1372,1384,.0249660295,1
2016,33,013,283,278,288,.0129466122,1
2016,33,015,475,470,480,.0132374661,1
2016,33,017,432,432,432,.0285129696,1
2016,33,019,242,241,243,.046763286,1
2016,34,001,632,628,636,.0147007518,1
2016,34,003,511,500,522,.0055087805,1
2016,34,005,912,908,916,.0138829686,1
2016,34,007,1365,1360,1370,.0182411037,1
2016,34,009,182,179,185,.0175590925,1
2016,34,011,575,570,580,.0202814713,1
2016,34,013,1021,1017,1025,.0096457247,1
2016,34,015,612,612,612,.0137244351,1
2016,34,017,508,506,510,.0066890512,1
2016,34,019,17,12,22,.0014384837,3
2016,34,021,158,156,160,.0026486958,1
2016,34,023,1188,1187,1189,.0094008166,1
2016,34,025,542,534,550,.0065988922,1
2016,34,027,237,229,245,.0041609607,2
2016,34,029,660,655,665,.0101152528,1
2016,34,031,664,660,668,.0084161423,1
2016,34,033,263,262,264,.0283557959,1
2016,34,035,120,117,123,.0027849334,2
2016,34,037,78,70,86,.0050306353,3
2016,34,039,508,504,512,.0067947139,1
2016,34,041,170,165,175,.0132563943,2
2016,35,001,4565,4563,4567,.047960747,1
2016,35,003,,,,,
2016,35,005,213,213,213,.0186580233,1
2016,35,006,,,,,
2016,35,007,3,3,3,.0067873304,1
2016,35,009,125,125,125,.0148508968,1
2016,35,011,38,38,38,.1229773462,1
2016,35,013,1113,1113,1113,.0277597643,1
2016,35,015,449,448,450,.0395803936,1
2016,35,017,28,28,28,.006676204,1
2016,35,019,,,,,
2016,35,021,,,,,
2016,35,023,102,102,102,.1502209157,1
2016,35,025,146,146,146,.0098615335,1
2016,35,027,32,31,33,.0127642602,2
2016,35,028,3,3,3,.0008192245,1
2016,35,029,312,312,312,.0568720363,1
2016,35,031,752,752,752,.0578817725,1
2016,35,033,,,,,
2016,35,035,139,139,139,.0231435224,1
2016,35,037,4,4,4,.0041365046,1
2016,35,039,1,0,2,.0040485831,3
2016,35,041,27,27,27,.0088062622,1
2016,35,043,463,461,465,.0213995185,1
2016,35,045,817,817,817,.0337756835,1
2016,35,047,32,32,32,.0103795007,1
2016,35,049,1250,1246,1254,.0720378086,1
2016,35,051,135,135,135,.1018099561,1
2016,35,053,91,91,91,.0429245271,1
2016,35,055,70,69,71,.021008404,1
2016,35,057,262,262,262,.0736161843,1
2016,35,059,,,,,
2016,35,061,535,535,535,.0429305099,1
2016,36,001,1013,1011,1015,.0253624097,1
2016,36,003,84,83,85,.0137976343,1
2016,36,005,49621,49621,49621,.2146255523,1
2016,36,007,687,687,687,.0255761147,1
2016,36,009,153,150,156,.0121188117,1
2016,36,011,217,217,217,.0253002215,1
