year,state,place,homeless_count,homeless_count_lb,homeless_count_ub,homeless_share,homeless_quality
2018,12,07300,20,20,20,.0078186085,1
2018,12,07875,39,39,39,.023794997,1
2018,12,10275,,,,,
2018,12,12875,,,,,
2018,12,14400,,,,,
2018,12,16475,,,,,
2018,12,16725,,,,,
2018,12,17200,,,,,
2018,12,17935,,,,,
2018,12,24000,5470,5470,5470,.020143248,1
2018,12,24125,1272,1272,1272,.013473149,1
2018,12,25175,1028,1027,1028,.033160221,1
2018,12,30000,,,,,
2018,12,32000,,,,,
2018,12,32275,,,,,
2018,12,35000,3771,3771,3771,.028956683,1
2018,12,36950,3493,3493,3493,.050952535,1
2018,12,38250,,,,,
2018,12,39425,4367,4367,4367,.043259896,1
2018,12,43975,,,,,
2018,12,45000,9917,9917,9917,.028299194,1
2018,12,45025,,,,,
2018,12,45060,,,,,
2018,12,45975,,,,,
2018,12,49675,,,,,
2018,12,53000,6181,6181,6181,.028838707,1
2018,12,54000,,,,,
2018,12,54200,,,,,
2018,12,55775,,,,,
2018,12,57425,,,,,
2018,12,58050,,,,,
2018,12,58715,1509,1509,1509,.036441352,1
2018,12,63000,,,,,
2018,12,69700,,,,,
2018,12,70600,1373,1372,1373,.037063032,1
2018,12,71000,4241,4241,4241,.019255217,1
2018,12,76600,4473,4473,4473,.023232382,1
2018,13,03440,867,867,867,.06416519,1
2018,13,04000,4218,4217,4219,.026515128,1
2018,13,04204,337,337,337,.010889585,1
2018,13,19000,1141,1141,1141,.035814054,1
2018,13,42425,,,,,
2018,13,49008,746,746,746,.030570012,1
2018,13,67284,,,,,
2018,13,68516,,,,,
2018,13,69000,997,997,997,.026532894,1
2018,13,72122,,,,,
2018,13,80508,,,,,
2018,15,71550,,,,,
2018,16,08830,878,877,879,.030928561,1
2018,16,52120,688,688,688,.015950665,1
2018,16,56260,870,869,871,.052302513,1
2018,17,02154,282,282,282,.016152129,1
2018,17,03012,1072,1072,1072,.020189084,1
2018,17,06613,242,242,242,.043682311,1
2018,17,12385,360,360,360,.035566095,1
2018,17,14000,16952,16952,16952,.046880014,1
2018,17,14351,256,256,256,.013094629,1
2018,17,23074,1039,1039,1039,.027298285,1
2018,17,24582,454,453,455,.03992964,1
2018,17,38570,607,606,608,.032402713,1
2018,17,51622,164,164,164,.0099787042,1
2018,17,59000,766,764,768,.038745575,1
2018,17,65000,2669,2669,2669,.093665555,1
2018,17,68003,163,163,163,.01064177,1
2018,17,72000,310,310,310,.021411797,1
2018,17,79293,625,624,626,.038637489,1
2018,18,05860,212,212,212,.017976766,1
2018,18,10342,54,54,54,.0033023483,1
2018,18,22000,527,527,527,.023317553,1
2018,18,23278,79,79,79,.0036575766,1
2018,18,25000,1037,1036,1038,.023252685,1
2018,18,31000,169,168,170,.012029326,1
2018,18,36003,,,,,
2018,18,71000,244,242,246,.013246471,1
2018,19,12000,748,748,748,.033276983,1
2018,19,19000,237,237,237,.015271602,1
2018,19,21000,1061,1061,1061,.030329883,1
2018,19,73335,664,664,664,.044337608,1
2018,20,36000,1155,1155,1155,.038746689,1
2018,20,38900,135,135,135,.01126408,1
2018,20,52575,504,504,504,.016787689,1
2018,20,53775,124,124,124,.0054426547,1
2018,20,71000,501,501,501,.021330949,1
2018,20,79000,1957,1957,1957,.039230231,1
2018,21,46027,1221,1221,1221,.02908043,1
2018,21,48006,5172,5172,5172,.052809998,1
2018,22,05000,1119,1114,1124,.021702029,1
2018,22,40735,877,874,880,.026442742,1
2018,22,41155,817,817,817,.024321267,1
2018,22,55000,2746,2741,2751,.055685114,1
2018,22,70000,2298,2298,2298,.060158644,1
2018,24,04000,2928,2928,2928,.036737304,1
2018,24,30325,853,853,853,.019970501,1
2018,25,07000,98,97,99,.029796291,1
2018,25,09000,593,593,593,.035128251,1
2018,25,11000,237,237,237,.026740381,1
2018,25,23000,457,456,458,.034378998,1
2018,25,34550,557,557,557,.03739259,1
2018,25,37000,1069,1068,1070,.069190942,1
2018,25,37490,1141,1141,1141,.066310219,1
2018,25,45000,1390,1388,1392,.086084105,1
2018,25,45560,,,,,
2018,25,55745,142,142,142,.01504875,1
2018,25,62535,77,77,77,.015685476,1
2018,25,67000,1599,1598,1600,.056519743,1
2018,25,82000,3265,3265,3265,.11867117,1
2018,26,03000,413,412,414,.019896902,1
2018,26,21000,83,81,85,.0034757119,1
2018,26,22000,1579,1570,1588,.020635936,1
2018,26,27440,,,,,
2018,26,29000,802,801,803,.036436327,1
2018,26,34000,1994,1990,1998,.031890225,1
2018,26,46000,809,809,809,.049063012,1
2018,26,49000,81,80,82,.0047071129,1
2018,26,69035,,,,,
2018,26,74900,193,193,193,.019907169,1
2018,26,76460,92,92,92,.0033456979,1
2018,26,80700,18,18,18,.0013709064,1
2018,26,84000,468,468,468,.019898806,1
2018,26,86000,242,242,242,.019857224,1
2018,26,88940,178,178,178,.026292467,1
2018,27,06616,264,263,265,.024622273,1
2018,27,07966,47,47,47,.015309446,1
2018,27,17000,403,402,404,.039190896,1
2018,27,43000,3566,3564,3568,.076260135,1
2018,27,51730,136,136,136,.12651163,1
2018,27,54880,424,423,425,.023455219,1
2018,27,58000,2035,2031,2039,.042928867,1
2018,27,71428,1,0,2,.0025575447,3
2018,28,36000,1859,1859,1859,.077668689,1
2018,29,15670,14,14,14,.00075679767,1
2018,29,35000,1153,1153,1153,.058638051,1
2018,29,38000,3419,3419,3419,.049868729,1
2018,29,41348,,,,,
2018,29,54074,187,187,187,.010360685,1
2018,29,65000,140,139,141,.046995636,1
2018,29,70000,1790,1790,1790,.06981007,1
2018,30,06550,502,501,503,.029071115,1
2018,31,28000,363,363,363,.0086387433,1
2018,31,37000,1753,1753,1753,.021059588,1
2018,32,31900,,,,,
2018,32,40000,13844,13844,13844,.04128458,1
2018,32,51800,,,,,
2018,32,60600,2489,2489,2489,.036824975,1
2018,32,68400,,,,,
2018,33,45140,944,943,945,.068198234,1
2018,33,50260,394,394,394,.03508772,1
2018,34,13690,203,203,203,.018925974,1
2018,34,21000,388,388,388,.013513514,1
2018,34,36000,318,317,319,.010483286,1
2018,34,51000,772,767,777,.013560513,1
2018,34,57000,390,389,391,.013498079,1
2018,34,74000,323,323,323,.020276209,1
2018,35,02000,4703,4698,4708,.049717214,1
2018,35,39380,490,490,490,.019539818,1
2018,35,63460,185,185,185,.010160369,1
2018,35,70500,1213,1211,1215,.073832855,1
2018,36,01000,961,961,961,.055713374,1
2018,36,11000,1621,1617,1625,.033426125,1
2018,36,50617,138,138,138,.012864734,1
2018,36,51000,22490,22489,22491,.13180257,1
2018,36,63000,3131,3130,3132,.051081672,1
2018,36,73000,1694,1694,1694,.075181961,1
2018,36,84000,507,507,507,.018257111,1
2018,37,02140,843,842,844,.027999204,1
2018,37,10740,3915,3914,3916,.02406713,1
2018,37,12000,4711,4708,4714,.030698154,1
2018,37,14100,407,406,408,.011989984,1
2018,37,19000,1118,1114,1122,.026350522,1
2018,37,22920,828,828,828,.01612024,1
2018,37,25580,755,755,755,.022996558,1
2018,37,28000,2787,2786,2788,.037857074,1
2018,37,28080,339,339,339,.014085677,1
2018,37,31400,,,,,
2018,37,55000,72,70,74,.029268293,2
2018,37,74440,1460,1459,1461,.054765746,1
2018,37,75000,,,,,
2018,38,25700,184,184,184,.015980545,1
2018,39,01000,1145,1144,1146,.042558726,1
2018,39,15000,4881,4876,4886,.052053452,1
2018,39,16000,2671,2662,2680,.051057078,1
2018,39,18000,3169,3154,3184,.03777431,1
2018,39,21000,585,581,589,.021985043,1
2018,39,61000,213,213,213,.018784726,1
2018,39,77000,2879,2873,2885,.075554386,1
2018,40,09050,177,177,177,.0092815943,1
2018,40,23200,39,38,40,.0011970901,2
2018,40,41850,651,651,651,.047177333,1
2018,40,52500,202,202,202,.011611197,1
2018,40,55000,2746,2745,2747,.059900094,1
2018,40,75000,2057,2057,2057,.03889351,1
2018,41,05350,2085,2085,2085,.050766982,1
2018,41,05800,380,380,380,.020663405,1
2018,41,23850,1290,1289,1291,.055856247,1
2018,41,31250,366,366,366,.030584106,1
2018,41,34100,616,616,616,.029739777,1
2018,41,47000,1251,1251,1251,.08647266,1
2018,41,59000,2394,2394,2394,.035150573,1
2018,41,64900,1225,1225,1225,.029222328,1
2018,42,02000,828,827,829,.026283212,1
2018,42,06088,462,461,463,.02804419,1
2018,42,24000,374,374,374,.017483989,1
2018,42,60000,4320,4302,4338,.022279412,1
2018,42,61000,1691,1690,1692,.023300035,1
2018,42,63624,1155,1155,1155,.049146846,1
2018,42,69000,251,251,251,.024834273,1
2018,44,19180,30,30,30,.0028628686,1
2018,44,54640,89,89,89,.0096949888,1
2018,44,59000,329,326,332,.011731565,1
2018,44,74300,70,70,70,.0079545453,1
2018,45,13330,341,341,341,.0068516545,1
2018,45,16000,1551,1551,1551,.019193407,1
2018,45,48535,,,,,
2018,45,50875,,,,,
2018,46,59020,697,697,697,.027859941,1
2018,47,14000,1465,1465,1465,.032517981,1
2018,47,15160,1137,1137,1137,.032149523,1
2018,47,27740,234,234,234,.0053104577,1
2018,47,40000,534,533,535,.0087559642,1
2018,47,48000,2284,2284,2284,.020370122,1
2018,47,51560,1420,1420,1420,.025705079,1
2018,47,52006,3709,3709,3709,.038526259,1
2018,48,01000,1398,1398,1398,.065803722,1
2018,48,01924,89,89,89,.0034457394,1
2018,48,03000,1997,1997,1997,.05700665,1
2018,48,04000,2448,2448,2448,.040868115,1
2018,48,05000,2265,2263,2267,.020446483,1
2018,48,06128,504,504,504,.0211436,1
2018,48,07000,1013,1013,1013,.053597882,1
2018,48,10768,2035,2035,2035,.045831271,1
2018,48,10912,798,798,798,.048810326,1
2018,48,13024,476,476,476,.017685305,1
2018,48,13552,,,,,
2018,48,15976,142,142,142,.0099677099,1
2018,48,16432,712,712,712,.011330904,1
2018,48,17000,1536,1535,1537,.028813686,1
2018,48,19000,3686,3682,3690,.019325241,1
2018,48,19972,980,980,980,.03189585,1
2018,48,22660,62,62,62,.0018170628,1
2018,48,24000,2851,2850,2852,.017074209,1
2018,48,26232,,,,,
2018,48,27000,3081,3081,3081,.023013663,1
2018,48,27684,147,147,147,.0024425909,1
2018,48,29000,1365,1365,1365,.02438066,1
2018,48,30464,1293,1293,1293,.044280823,1
2018,48,35000,16762,16762,16762,.02812166,1
2018,48,37000,712,712,712,.020724183,1
2018,48,39148,1079,1079,1079,.02299365,1
2018,48,41464,737,736,738,.010948688,1
2018,48,41980,1106,1106,1106,.026205426,1
2018,48,42508,1263,1263,1263,.018079791,1
2018,48,43888,110,110,110,.0072655217,1
2018,48,45000,989,989,989,.027539542,1
2018,48,45384,235,235,235,.010104485,1
2018,48,45744,740,739,741,.028327528,1
2018,48,47892,813,813,813,.019830719,1
2018,48,48072,589,588,590,.02,1
2018,48,48768,202,202,202,.0078073665,1
2018,48,50820,663,663,663,.020053234,1
2018,48,53388,2099,2099,2099,.061755273,1
2018,48,56000,1458,1458,1458,.027359216,1
2018,48,56348,271,271,271,.012542812,1
2018,48,57200,929,929,929,.02502694,1
2018,48,58016,459,459,459,.0086510731,1
2018,48,61796,478,478,478,.0082129175,1
2018,48,63500,792,792,792,.015220525,1
2018,48,64472,280,280,280,.014702021,1
2018,48,65000,6903,6900,6906,.021749679,1
2018,48,70808,1174,1174,1174,.014692632,1
2018,48,72176,438,438,438,.050045703,1
2018,48,74144,401,401,401,.017898589,1
2018,48,76000,931,931,931,.041542102,1
2018,48,79000,417,417,417,.027510226,1
2018,49,43660,8,8,8,.009142857,1
2018,49,44320,,,,,
2018,49,55980,1002,1001,1003,.021940965,1
2018,49,57300,,,,,
2018,49,62470,314,313,315,.016299834,1
2018,49,65330,964,964,964,.029522555,1
2018,49,67000,2200,2198,2202,.023923185,1
2018,49,67440,1832,1832,1832,.051853947,1
2018,49,70850,5,5,5,.016556291,1
2018,49,82950,1593,1593,1593,.028357306,1
2018,49,83470,12,9,15,.0081411125,3
2018,51,01000,211,211,211,.013215583,1
2018,51,16000,168,168,168,.0041096895,1
2018,51,35000,389,389,389,.019858083,1
2018,51,47672,252,252,252,.030497398,1
2018,51,56000,749,749,749,.026141282,1
2018,51,57000,661,661,661,.021969622,1
2018,51,64000,220,220,220,.015707554,1
2018,51,67000,1189,1189,1189,.048015185,1
2018,51,68000,801,801,801,.028740581,1
2018,51,76432,162,162,162,.011356466,1
2018,51,82000,930,930,930,.01355211,1
2018,53,03180,348,348,348,.019880034,1
2018,53,05210,279,279,279,.012911287,1
2018,53,05280,662,662,662,.048388276,1
2018,53,22640,1447,1447,1447,.039327063,1
2018,53,23515,759,759,759,.032312997,1
2018,53,35275,501,501,501,.024459308,1
2018,53,35415,505,505,505,.018377671,1
2018,53,35940,16,16,16,.024024025,1
2018,53,53545,564,564,564,.030422352,1
2018,53,57745,634,634,634,.038599696,1
2018,53,63000,2703,2703,2703,.047782354,1
2018,53,67000,1746,1743,1749,.049527701,1
2018,53,67167,377,377,377,.025834303,1
2018,53,70000,2500,2500,2500,.058448087,1
2018,53,74060,2084,2082,2086,.042534951,1
2018,53,80010,784,784,784,.031185362,1
2018,55,02375,311,311,311,.019090295,1
2018,55,31000,1139,1139,1139,.038212501,1
2018,55,39225,460,460,460,.02166439,1
2018,55,48000,1062,1061,1063,.039365407,1
2018,55,53000,5225,5225,5225,.066146776,1
2018,55,66000,852,852,852,.046291769,1
2017,01,03076,29,29,29,.0033607602,1
2017,01,07000,493,493,493,.0082274992,1
2017,01,35896,62,62,62,.0044200472,1
2017,01,37000,338,338,338,.0078092511,1
2017,01,50000,6521,6520,6521,.11745951,1
2017,01,51000,686,686,686,.023307173,1
2017,01,77256,283,283,283,.0096884631,1
2017,02,03000,2047,2047,2047,.042617422,1
2017,04,04720,672,672,672,.035540514,1
2017,04,07940,41,41,41,.0033131314,1
2017,04,12000,501,500,502,.010908378,1
2017,04,23620,302,302,302,.03071603,1
2017,04,27400,415,415,415,.0083738575,1
2017,04,27820,1837,1837,1837,.019943547,1
2017,04,28380,,,,,
2017,04,46000,1383,1378,1388,.019894987,1
2017,04,54050,4,3,5,.0077220076,3
2017,04,55000,9109,9096,9122,.043389,1
2017,04,65000,160,157,163,.0056304326,1
2017,04,71510,89,89,89,.0033495163,1
2017,04,73000,697,694,700,.015845951,1
2017,04,77000,3472,3470,3474,.04196734,1
2017,04,85540,344,344,344,.013555582,1
2017,05,23290,265,265,265,.026455026,1
2017,05,24550,218,218,218,.014744674,1
2017,05,35710,238,238,238,.016291328,1
2017,05,41000,1319,1316,1322,.03028355,1
2017,05,66080,200,200,200,.0086296173,1
2017,06,00562,112,112,112,.0099123819,1
2017,06,00884,320,320,320,.018985465,1
2017,06,02000,8313,8313,8313,.14586258,1
2017,06,02252,350,350,350,.020309871,1
2017,06,02364,898,898,898,.062296219,1
2017,06,03526,3469,3468,3470,.02720955,1
2017,06,04982,133,133,133,.011133434,1
2017,06,06000,309,309,309,.029883945,1
2017,06,08786,891,891,891,.098879151,1
2017,06,08954,110,110,110,.0072497199,1
2017,06,11194,158,158,158,.013570386,1
2017,06,11530,,,,,
2017,06,13014,517,517,517,.036336802,1
2017,06,13210,2719,2719,2719,.096620589,1
2017,06,13214,,,,,
2017,06,13392,1137,1137,1137,.015994936,1
2017,06,13588,,,,,
2017,06,14218,183,183,183,.0042453487,1
2017,06,15044,520,520,520,.022591997,1
2017,06,16000,568,568,568,.017970704,1
2017,06,16350,579,579,579,.030465666,1
2017,06,16532,1129,1129,1129,.040650994,1
2017,06,17918,146,146,146,.01209811,1
2017,06,19766,767,767,767,.02554623,1
2017,06,21712,965,965,965,.020190397,1
2017,06,22020,823,823,823,.013002196,1
2017,06,22230,2967,2967,2967,.12421502,1
2017,06,22804,1089,1089,1089,.037862457,1
2017,06,23182,597,597,597,.021779578,1
2017,06,24638,,,,,
2017,06,24680,1221,1221,1221,.032843769,1
2017,06,26000,276,276,276,.0076344325,1
2017,06,27000,2550,2549,2551,.026011383,1
2017,06,28000,530,530,530,.019479565,1
2017,06,29000,1008,1008,1008,.023353335,1
2017,06,30000,1748,1748,1748,.067047678,1
2017,06,32548,117,117,117,.013988522,1
2017,06,33000,1171,1171,1171,.045319092,1
2017,06,33182,1188,1188,1188,.054502912,1
2017,06,33434,1151,1151,1151,.047672298,1
2017,06,36000,1474,1474,1474,.046758026,1
2017,06,36448,,,,,
2017,06,36546,204,204,204,.016879033,1
2017,06,36770,140,140,140,.0040442557,1
2017,06,37692,212,212,212,.011092507,1
2017,06,39496,,,,,
2017,06,39892,,,,,
2017,06,40130,1805,1805,1805,.043662313,1
2017,06,41992,94,94,94,.0068289139,1
2017,06,43000,7031,7031,7031,.094147108,1
2017,06,44000,17518,17517,17519,.028146248,1
2017,06,45484,907,907,907,.03817822,1
2017,06,46842,70,70,70,.0059952037,1
2017,06,46898,177,177,177,.011019798,1
2017,06,47766,432,432,432,.041868579,1
2017,06,48256,549,549,549,.020052597,1
2017,06,48354,1761,1761,1761,.035694018,1
2017,06,49270,6240,6240,6240,.18832619,1
2017,06,49670,209,209,209,.022149216,1
2017,06,50076,313,313,313,.013537477,1
2017,06,50258,505,505,505,.027739633,1
2017,06,51182,,,,,
2017,06,52526,4265,4265,4265,.23840134,1
2017,06,53000,1114,1114,1114,.02217754,1
2017,06,53322,204,204,204,.0099711614,1
2017,06,53896,4516,4516,4516,.094818175,1
2017,06,53980,326,326,326,.011678309,1
2017,06,54652,3254,3254,3254,.077867381,1
2017,06,55156,350,350,350,.014531867,1
2017,06,56000,668,668,668,.03677604,1
2017,06,56700,2848,2848,2848,.076954253,1
2017,06,57456,181,181,181,.015688654,1
2017,06,57792,22,22,22,.0014800861,1
2017,06,58072,3460,3460,3460,.14116687,1
2017,06,59444,1045,1045,1045,.051343784,1
2017,06,59451,906,906,906,.12918866,1
2017,06,59920,493,493,493,.026757123,1
2017,06,60102,165,165,165,.0086265486,1
2017,06,60466,1896,1896,1896,.074411303,1
2017,06,60620,1011,1011,1011,.031944137,1
2017,06,62000,3035,3035,3035,.058053903,1
2017,06,62938,841,841,841,.030037859,1
2017,06,64000,1846,1846,1846,.028918305,1
2017,06,64224,4863,4862,4864,.12428122,1
2017,06,65000,5361,5361,5361,.095173001,1
2017,06,65042,721,721,721,.042883482,1
2017,06,66000,8945,8945,8945,.05163208,1
2017,06,67000,2511,2511,2511,.041465752,1
2017,06,68000,2168,2168,2168,.01472466,1
2017,06,68084,200,200,200,.022522522,1
2017,06,68196,109,109,109,.0051887464,1
2017,06,68252,38,38,38,.0040067481,1
2017,06,68378,,,,,
2017,06,69000,7120,7120,7120,.1321774,1
2017,06,69070,1912,1912,1912,.11752412,1
2017,06,69084,313,313,313,.020181829,1
2017,06,69088,710,710,710,.020262556,1
2017,06,69196,6577,6577,6577,.24927987,1
2017,06,70000,97,97,97,.0089764949,1
2017,06,70098,1693,1693,1693,.055597518,1
2017,06,72016,198,198,198,.011785013,1
2017,06,73080,,,,,
2017,06,75000,2129,2129,2129,.03882486,1
2017,06,77000,38,38,38,.0010634725,1
2017,06,78120,222,222,222,.0074041956,1
2017,06,78582,125,125,125,.0066727167,1
2017,06,80000,191,191,191,.0081290435,1
2017,06,80238,680,679,681,.02840553,1
2017,06,80854,343,343,343,.01428274,1
2017,06,81344,486,486,486,.044534042,1
2017,06,81554,192,192,192,.014586341,1
2017,06,81666,322,322,322,.022256013,1
2017,06,82590,1615,1615,1615,.062335957,1
2017,06,82954,794,794,794,.024287287,1
2017,06,82996,2200,2200,2200,.089039989,1
2017,06,84200,2002,2002,2002,.15697037,1
2017,06,84550,849,849,849,.091645077,1
2017,06,85292,3041,3041,3041,.089048319,1
2017,08,03455,,,,,
2017,08,04000,1844,1844,1844,.04506354,1
2017,08,07850,451,451,451,.014417237,1
2017,08,12815,,,,,
2017,08,16000,1655,1655,1655,.020021534,1
2017,08,20000,2096,2096,2096,.017715421,1
2017,08,27425,1152,1152,1152,.038375694,1
2017,08,32155,542,542,542,.024006732,1
2017,08,43000,,,,,
2017,08,45970,525,525,525,.016193207,1
2017,08,46465,754,754,754,.046320185,1
2017,08,62000,1062,1062,1062,.039634261,1
2017,08,77290,1955,1955,1955,.05029586,1
2017,08,83835,941,941,941,.099671647,1
2017,09,08000,156,155,157,.0067923544,1
2017,09,18430,82,82,82,.0070121428,1
2017,09,37000,555,554,556,.018398197,1
2017,09,52000,792,790,794,.033388138,1
2017,09,55990,65,65,65,.0056551243,1
2017,09,73000,184,184,184,.011633788,1
2017,09,80000,741,741,741,.038658179,1
2017,11,50000,7587,7585,7587,.087895922,1
2017,12,07300,24,24,24,.0093933465,1
2017,12,07875,11,11,11,.0065710871,1
2017,12,10275,,,,,
2017,12,12875,,,,,
2017,12,14400,,,,,
2017,12,16475,,,,,
2017,12,16725,,,,,
2017,12,17200,,,,,
2017,12,17935,,,,,
2017,12,24000,4971,4971,4971,.018245952,1
2017,12,24125,2070,2070,2070,.022205297,1
2017,12,25175,1019,1019,1019,.034235992,1
2017,12,30000,,,,,
2017,12,32000,,,,,
2017,12,32275,,,,,
2017,12,35000,5825,5825,5825,.044951886,1
2017,12,36950,5221,5221,5221,.07912764,1
2017,12,38250,,,,,
2017,12,39425,4227,4227,4227,.041512806,1
2017,12,43975,,,,,
2017,12,45000,8946,8946,8946,.025211362,1
2017,12,45025,,,,,
2017,12,45060,,,,,
2017,12,45975,,,,,
2017,12,49675,,,,,
2017,12,53000,9799,9799,9799,.046312358,1
2017,12,54000,,,,,
2017,12,54200,,,,,
2017,12,55775,,,,,
2017,12,57425,,,,,
2017,12,58050,,,,,
2017,12,58715,,,,,
2017,12,63000,,,,,
2017,12,69700,,,,,
2017,12,70600,819,819,819,.021981265,1
2017,12,71000,4865,4865,4865,.022411918,1
2017,12,76600,4410,4410,4410,.022994379,1
2017,13,03440,797,797,797,.05860294,1
2017,13,04000,5004,5003,5005,.030412428,1
2017,13,04204,344,344,344,.011150729,1
2017,13,19000,1145,1145,1145,.036048234,1
2017,13,42425,,,,,
2017,13,49008,771,771,771,.031978432,1
2017,13,67284,,,,,
2017,13,68516,,,,,
2017,13,69000,1075,1075,1075,.028617825,1
2017,13,80508,,,,,
2017,15,71550,,,,,
2017,16,08830,841,841,841,.029671183,1
2017,16,52120,746,745,747,.018127035,1
2017,16,56260,872,871,873,.055686824,1
2017,17,02154,366,366,366,.01503883,1
2017,17,03012,891,891,891,.016430929,1
2017,17,06613,175,175,175,.031491812,1
2017,17,12385,291,291,291,.028605131,1
2017,17,14000,17747,17744,17750,.047098633,1
2017,17,14351,181,181,181,.0089777289,1
2017,17,23074,868,868,868,.022294139,1
2017,17,24582,401,401,401,.034890804,1
2017,17,38570,540,539,541,.028818443,1
2017,17,51622,166,166,166,.0099681737,1
2017,17,59000,678,677,679,.033827271,1
2017,17,65000,2633,2633,2633,.093551256,1
2017,17,68003,132,132,132,.008797654,1
2017,17,72000,388,388,388,.026412526,1
2017,17,79293,509,509,509,.031276882,1
2017,18,05860,248,247,249,.021445867,1
2017,18,10342,67,66,68,.0040971073,1
2017,18,22000,516,516,516,.022587989,1
2017,18,23278,98,98,98,.0045282319,1
2017,18,25000,1113,1112,1114,.02501967,1
2017,18,31000,129,129,129,.0089558456,1
2017,18,36003,,,,,
2017,18,71000,340,338,342,.017749008,1
2017,19,12000,822,822,822,.035513695,1
2017,19,19000,384,384,384,.023824295,1
2017,19,21000,1186,1186,1186,.033065684,1
2017,19,73335,617,617,617,.040413965,1
2017,20,36000,1085,1085,1085,.036824599,1
2017,20,38900,198,198,198,.016559338,1
2017,20,52575,427,427,427,.014262334,1
2017,20,53775,112,112,112,.0049302285,1
2017,20,71000,743,743,743,.031271044,1
2017,20,79000,1869,1869,1869,.037101738,1
2017,21,46027,1025,1025,1025,.024610436,1
2017,21,48006,4576,4576,4576,.046317197,1
2017,22,05000,1229,1226,1232,.025822584,1
2017,22,40735,957,956,958,.030747976,1
2017,22,41155,925,924,926,.026860643,1
2017,22,55000,2860,2856,2864,.056503873,1
2017,22,70000,2284,2284,2284,.058078624,1
2017,24,04000,3518,3518,3518,.043436926,1
2017,24,30325,845,845,845,.020052208,1
2017,25,07000,82,82,82,.024521532,1
2017,25,09000,442,442,442,.026544953,1
2017,25,11000,248,248,248,.028294353,1
2017,25,23000,478,477,479,.03638855,1
2017,25,34550,351,350,352,.023552304,1
2017,25,37000,828,828,828,.051720906,1
2017,25,37490,1156,1156,1156,.06859313,1
2017,25,45000,1240,1239,1241,.079876319,1
2017,25,45560,,,,,
2017,25,55745,163,163,163,.017318318,1
2017,25,62535,101,101,101,.02074774,1
2017,25,67000,1619,1617,1621,.056364015,1
2017,25,82000,3360,3359,3361,.12263669,1
2017,26,03000,408,406,410,.019960862,1
2017,26,21000,71,69,73,.002956978,2
2017,26,22000,1793,1791,1795,.022164261,1
2017,26,27440,,,,,
2017,26,29000,855,855,855,.038142398,1
2017,26,34000,1743,1740,1746,.028836131,1
2017,26,46000,904,904,904,.053421583,1
2017,26,49000,80,80,80,.0046360688,1
2017,26,69035,,,,,
2017,26,74900,307,307,307,.029707761,1
2017,26,76460,131,131,131,.0046827523,1
2017,26,80700,12,12,12,.00091199268,1
2017,26,84000,533,533,533,.022372397,1
2017,26,86000,225,225,225,.017762691,1
2017,26,88940,277,276,278,.040373124,1
2017,27,06616,215,215,215,.018606665,1
2017,27,07966,59,59,59,.043446243,1
2017,27,17000,390,390,390,.038074784,1
2017,27,43000,3590,3589,3591,.079036593,1
2017,27,51730,112,112,112,.096969694,1
2017,27,54880,430,430,430,.024072105,1
2017,27,58000,1984,1979,1989,.042480301,1
2017,27,71428,1,0,2,.0038910506,3
2017,28,36000,4333,4333,4333,.16929087,1
2017,29,15670,282,282,282,.015430916,1
2017,29,35000,1426,1426,1426,.070552148,1
2017,29,38000,3283,3280,3286,.048748255,1
2017,29,41348,,,,,
2017,29,54074,208,208,208,.011482831,1
2017,29,65000,178,177,179,.053039331,1
2017,29,70000,2283,2283,2283,.089417204,1
2017,30,06550,533,533,533,.031559002,1
2017,31,28000,343,343,343,.0082181282,1
2017,31,37000,1304,1304,1304,.015726,1
2017,32,31900,,,,,
2017,32,40000,15019,15019,15019,.044843409,1
2017,32,51800,,,,,
2017,32,60600,2650,2650,2650,.039219167,1
2017,32,68400,,,,,
2017,33,45140,1016,1015,1017,.071837656,1
2017,33,50260,474,474,474,.042469312,1
2017,34,13690,179,179,179,.016575608,1
2017,34,21000,363,363,363,.012712755,1
2017,34,36000,485,484,486,.01623431,1
2017,34,51000,665,662,668,.013528083,1
2017,34,57000,297,296,298,.010412649,1
2017,34,74000,108,108,108,.007238606,1
2017,35,02000,3557,3552,3562,.037398014,1
2017,35,39380,810,808,812,.032150511,1
2017,35,63460,234,232,236,.012887591,1
2017,35,70500,1333,1330,1336,.077338129,1
2017,36,01000,793,792,794,.045332417,1
2017,36,11000,2238,2232,2244,.045020215,1
2017,36,50617,123,123,123,.011230825,1
2017,36,51000,24288,24287,24289,.14161769,1
2017,36,63000,3217,3215,3219,.050010882,1
2017,36,73000,1723,1723,1723,.073973894,1
2017,36,84000,427,427,427,.015415719,1
2017,37,02140,826,825,827,.027213126,1
2017,37,10740,3234,3234,3234,.019914651,1
2017,37,12000,4499,4498,4500,.029541932,1
2017,37,14100,428,428,428,.013135281,1
2017,37,19000,1007,1002,1012,.024611399,1
2017,37,22920,796,796,796,.015554774,1
2017,37,25580,733,733,733,.021983625,1
2017,37,28000,3051,3050,3052,.040978871,1
2017,37,28080,264,264,264,.011008715,1
2017,37,31400,1,0,2,.0010460251,3
2017,37,55000,10,8,12,.0063051702,3
2017,37,74440,629,628,630,.023718843,1
2017,37,75000,,,,,
2017,38,25700,240,240,240,.020949721,1
2017,39,01000,1304,1302,1306,.044663653,1
2017,39,15000,4113,4108,4118,.047663745,1
