year,state,place,homeless_count,homeless_count_lb,homeless_count_ub,homeless_share,homeless_quality
2019,12,53000,4867,4867,4867,.022638474,1
2019,12,54000,,,,,
2019,12,54200,,,,,
2019,12,55775,,,,,
2019,12,57425,,,,,
2019,12,58050,,,,,
2019,12,58715,1428,1428,1428,.034114528,1
2019,12,63000,,,,,
2019,12,69700,,,,,
2019,12,70600,856,856,856,.023176476,1
2019,12,71000,4781,4781,4781,.021410178,1
2019,12,76600,4500,4500,4500,.023115449,1
2019,13,03440,551,551,551,.036336061,1
2019,13,04000,3256,3255,3257,.020677742,1
2019,13,04204,629,629,629,.020511316,1
2019,13,19000,1086,1086,1086,.03422305,1
2019,13,42425,,,,,
2019,13,49008,516,515,517,.021414343,1
2019,13,67284,,,,,
2019,13,68516,,,,,
2019,13,69000,1012,1012,1012,.027018368,1
2019,13,72122,,,,,
2019,13,80508,,,,,
2019,15,71550,,,,,
2019,16,08830,768,768,768,.027508149,1
2019,16,52120,652,652,652,.014939052,1
2019,16,56260,830,829,831,.0491881,1
2019,17,02154,266,266,266,.015374834,1
2019,17,03012,781,781,781,.01492794,1
2019,17,06613,171,171,171,.031526547,1
2019,17,12385,268,268,268,.026087804,1
2019,17,14000,14110,14107,14113,.04039311,1
2019,17,14351,185,185,185,.0098703513,1
2019,17,23074,777,777,777,.020706195,1
2019,17,24582,354,354,354,.031324662,1
2019,17,38570,602,601,603,.032799389,1
2019,17,51622,169,169,169,.010189316,1
2019,17,59000,511,509,513,.025697762,1
2019,17,65000,2646,2646,2646,.093809828,1
2019,17,68003,122,122,122,.0078155026,1
2019,17,72000,372,372,372,.026987812,1
2019,17,79293,549,549,549,.035798121,1
2019,18,05860,225,224,226,.01883791,1
2019,18,10342,68,68,68,.0040281974,1
2019,18,22000,508,508,508,.022259224,1
2019,18,23278,90,90,90,.004057161,1
2019,18,25000,818,817,819,.01813506,1
2019,18,31000,154,154,154,.011768302,1
2019,18,36003,,,,,
2019,18,71000,351,348,354,.019166712,1
2019,19,12000,475,475,475,.021189276,1
2019,19,19000,214,214,214,.013965022,1
2019,19,21000,858,858,858,.02464455,1
2019,19,73335,271,271,271,.017650124,1
2019,20,36000,983,983,983,.032510914,1
2019,20,38900,137,137,137,.011608202,1
2019,20,52575,452,452,452,.01498475,1
2019,20,53775,124,124,124,.005417923,1
2019,20,71000,451,451,451,.019284219,1
2019,20,79000,1541,1541,1541,.03124303,1
2019,21,46027,853,853,853,.019680679,1
2019,21,48006,4912,4912,4912,.048949655,1
2019,22,05000,1099,1095,1103,.021192079,1
2019,22,40735,804,804,804,.023942109,1
2019,22,41155,870,870,870,.026250679,1
2019,22,55000,2442,2438,2446,.048780486,1
2019,22,70000,1900,1900,1900,.050712645,1
2019,24,04000,3635,3635,3635,.045672715,1
2019,24,30325,931,931,931,.021242129,1
2019,25,07000,123,123,123,.041694917,1
2019,25,09000,651,651,651,.039155539,1
2019,25,11000,210,210,210,.023704708,1
2019,25,23000,604,604,604,.044777226,1
2019,25,34550,328,327,329,.02269268,1
2019,25,37000,1283,1283,1283,.078847103,1
2019,25,37490,1075,1075,1075,.060768794,1
2019,25,45000,1361,1360,1362,.083430395,1
2019,25,45560,,,,,
2019,25,55745,185,185,185,.019220779,1
2019,25,62535,92,92,92,.018627252,1
2019,25,67000,1643,1643,1643,.058212869,1
2019,25,82000,2798,2798,2798,.10310266,1
2019,26,03000,338,337,339,.01626564,1
2019,26,21000,56,54,58,.0024049818,2
2019,26,22000,2090,2081,2099,.026760221,1
2019,26,27440,,,,,
2019,26,29000,601,601,601,.02833569,1
2019,26,34000,1559,1557,1561,.026886728,1
2019,26,46000,1029,1028,1030,.062625527,1
2019,26,49000,66,66,66,.0038675652,1
2019,26,69035,,,,,
2019,26,74900,175,174,176,.018925056,1
2019,26,76460,65,65,65,.0024406728,1
2019,26,80700,19,19,19,.0014459665,1
2019,26,84000,340,339,341,.014760789,1
2019,26,86000,227,227,227,.01875413,1
2019,26,88940,142,142,142,.021062,1
2019,27,06616,278,278,278,.026246224,1
2019,27,07966,28,28,28,.013041453,1
2019,27,17000,393,393,393,.038677294,1
2019,27,43000,2746,2744,2748,.063835226,1
2019,27,51730,129,129,129,.11727273,1
2019,27,54880,416,416,416,.022837067,1
2019,27,58000,289,285,293,.006432944,1
2019,27,71428,,,,,
2019,28,36000,3558,3558,3558,.15806308,1
2019,29,15670,170,170,170,.0089985179,1
2019,29,35000,1101,1101,1101,.055738367,1
2019,29,38000,3118,3117,3119,.045616806,1
2019,29,41348,,,,,
2019,29,54074,159,159,159,.0089501832,1
2019,29,65000,187,186,188,.016839262,1
2019,29,70000,2014,2014,2014,.07849098,1
2019,30,06550,465,464,466,.025841948,1
2019,31,28000,236,236,236,.0055847415,1
2019,31,37000,2089,2089,2089,.024983555,1
2019,32,31900,,,,,
2019,32,40000,13304,13304,13304,.039866354,1
2019,32,51800,,,,,
2019,32,60600,2253,2253,2253,.033203643,1
2019,32,68400,,,,,
2019,33,45140,821,819,823,.060270153,1
2019,33,50260,428,427,429,.036842559,1
2019,34,13690,122,122,122,.011359404,1
2019,34,21000,340,340,340,.011715654,1
2019,34,36000,319,318,320,.010524232,1
2019,34,51000,863,862,864,.0177364,1
2019,34,57000,394,394,394,.014277949,1
2019,34,74000,393,393,393,.023413762,1
2019,35,02000,2158,2153,2163,.023403103,1
2019,35,39380,717,717,717,.028798651,1
2019,35,63460,124,123,125,.0067922873,1
2019,35,70500,1045,1045,1045,.057257138,1
2019,36,01000,852,852,852,.050747514,1
2019,36,11000,1392,1389,1395,.028132578,1
2019,36,50617,110,110,110,.010423576,1
2019,36,51000,21911,21910,21912,.12729332,1
2019,36,63000,2756,2755,2757,.045411855,1
2019,36,73000,1711,1711,1711,.069962382,1
2019,36,84000,437,437,437,.016596407,1
2019,37,02140,732,730,734,.024526721,1
2019,37,10740,4176,4175,4177,.025412899,1
2019,37,12000,4247,4243,4251,.027117627,1
2019,37,14100,398,398,398,.011522205,1
2019,37,19000,1152,1148,1156,.02630017,1
2019,37,22920,789,788,790,.015382816,1
2019,37,25580,533,533,533,.016375814,1
2019,37,28000,2022,2021,2023,.026543096,1
2019,37,28080,227,227,227,.0094222147,1
2019,37,31400,,,,,
2019,37,55000,45,43,47,.02108716,2
2019,37,74440,902,902,902,.034382861,1
2019,37,75000,13,13,13,.035714287,1
2019,38,25700,237,237,237,.020572918,1
2019,39,01000,1165,1160,1170,.043135367,1
2019,39,15000,3185,3177,3193,.032772209,1
2019,39,16000,2460,2452,2468,.049493995,1
2019,39,18000,3332,3315,3349,.038666852,1
2019,39,21000,748,742,754,.028483301,1
2019,39,61000,98,96,100,.0086176572,1
2019,39,77000,2047,2042,2052,.05383442,1
2019,40,09050,357,357,357,.018367978,1
2019,40,23200,90,89,91,.0027128863,1
2019,40,41850,736,736,736,.053805102,1
2019,40,52500,292,292,292,.016607894,1
2019,40,55000,3250,3246,3254,.054179307,1
2019,40,75000,1972,1971,1973,.036935754,1
2019,41,05350,1892,1892,1892,.045821123,1
2019,41,05800,397,397,397,.021285722,1
2019,41,23850,1177,1177,1177,.050840136,1
2019,41,31250,302,302,302,.025282545,1
2019,41,34100,515,515,515,.025348231,1
2019,41,47000,1207,1207,1207,.083252862,1
2019,41,59000,2250,2250,2250,.033264831,1
2019,41,64900,1141,1141,1141,.027083483,1
2019,42,02000,690,688,692,.022486556,1
2019,42,06088,389,388,390,.023856249,1
2019,42,24000,340,340,340,.016091628,1
2019,42,60000,5592,5583,5601,.02884794,1
2019,42,61000,1386,1386,1386,.018963961,1
2019,42,63624,909,909,909,.033542436,1
2019,42,69000,243,243,243,.024319455,1
2019,44,19180,72,72,72,.0068735084,1
2019,44,54640,105,105,105,.011489222,1
2019,44,59000,340,338,342,.012506898,1
2019,44,74300,85,85,85,.0098722419,1
2019,45,13330,350,350,350,.0069583887,1
2019,45,16000,1369,1369,1369,.01657084,1
2019,45,48535,,,,,
2019,45,50875,,,,,
2019,46,59020,758,758,758,.030084141,1
2019,47,14000,1463,1463,1463,.03226589,1
2019,47,15160,934,934,934,.025531683,1
2019,47,27740,179,179,179,.0039757458,1
2019,47,40000,515,514,516,.008348193,1
2019,47,48000,1594,1594,1594,.014081521,1
2019,47,51560,1304,1304,1304,.023008788,1
2019,47,52006,4062,4062,4062,.041619707,1
2019,48,01000,1414,1414,1414,.066090211,1
2019,48,01924,79,78,80,.0030100972,1
2019,48,03000,1980,1980,1980,.057095073,1
2019,48,04000,2271,2271,2271,.03814755,1
2019,48,05000,1541,1534,1548,.013700335,1
2019,48,06128,372,372,372,.01554794,1
2019,48,07000,1659,1659,1659,.089097746,1
2019,48,10768,1962,1962,1962,.045598216,1
2019,48,10912,679,679,679,.041047033,1
2019,48,13024,371,371,371,.01376981,1
2019,48,13552,,,,,
2019,48,15976,162,162,162,.011005435,1
2019,48,16432,723,723,723,.01115758,1
2019,48,17000,1350,1349,1351,.025036164,1
2019,48,19000,4214,4212,4216,.02213805,1
2019,48,19972,926,926,926,.029330716,1
2019,48,22660,28,28,28,.00081568444,1
2019,48,24000,2237,2236,2238,.013795102,1
2019,48,26232,,,,,
2019,48,27000,3492,3491,3493,.025662696,1
2019,48,27684,124,124,124,.0019378633,1
2019,48,29000,1473,1473,1473,.026444767,1
2019,48,30464,1267,1267,1267,.04329256,1
2019,48,35000,14962,14961,14963,.024904042,1
2019,48,37000,631,631,631,.018811114,1
2019,48,39148,697,697,697,.015374095,1
2019,48,41464,947,947,947,.014132641,1
2019,48,41980,965,965,965,.022765877,1
2019,48,42508,1311,1311,1311,.01856073,1
2019,48,43888,95,95,95,.0062438385,1
2019,48,45000,1021,1021,1021,.028394237,1
2019,48,45384,303,303,303,.013230286,1
2019,48,45744,709,709,709,.028796555,1
2019,48,47892,798,798,798,.01941417,1
2019,48,48072,707,707,707,.024044348,1
2019,48,48768,176,176,176,.0068629361,1
2019,48,50820,666,666,666,.01923188,1
2019,48,53388,2306,2306,2306,.06666474,1
2019,48,56000,1078,1078,1078,.020386551,1
2019,48,56348,226,226,226,.010386029,1
2019,48,57200,747,746,748,.01810953,1
2019,48,58016,526,526,526,.0099944901,1
2019,48,61796,1032,1032,1032,.01727804,1
2019,48,63500,926,925,927,.017596869,1
2019,48,64472,243,243,243,.012977996,1
2019,48,65000,7262,7258,7266,.021353673,1
2019,48,70808,1090,1090,1090,.013357025,1
2019,48,72176,244,244,244,.027981652,1
2019,48,74144,417,417,417,.018425239,1
2019,48,76000,874,872,876,.039788764,1
2019,48,79000,361,361,361,.023807954,1
2019,49,43660,7,5,9,.0023801429,3
2019,49,44320,,,,,
2019,49,55980,779,779,779,.01723337,1
2019,49,57300,,,,,
2019,49,62470,292,292,292,.016311027,1
2019,49,65330,989,989,989,.027533408,1
2019,49,67000,2084,2082,2086,.022760782,1
2019,49,67440,1728,1728,1728,.049192928,1
2019,49,70850,1,0,2,.0025316456,3
2019,49,82950,1982,1980,1984,.032859724,1
2019,49,83470,17,16,18,.019976499,3
2019,51,01000,164,164,164,.010064437,1
2019,51,16000,158,158,158,.0037983509,1
2019,51,35000,341,341,341,.017407728,1
2019,51,47672,176,176,176,.021471269,1
2019,51,56000,554,554,554,.019336823,1
2019,51,57000,785,785,785,.026309615,1
2019,51,64000,208,208,208,.0148667,1
2019,51,67000,852,852,852,.033794772,1
2019,51,68000,604,604,604,.021542193,1
2019,51,76432,143,143,143,.0099846395,1
2019,51,82000,792,792,792,.011527377,1
2019,53,03180,212,212,212,.011810585,1
2019,53,05210,349,349,349,.016103728,1
2019,53,05280,550,550,550,.039639641,1
2019,53,22640,1385,1385,1385,.037199184,1
2019,53,23515,817,817,817,.03508094,1
2019,53,35275,411,411,411,.020446744,1
2019,53,35415,436,436,436,.015911829,1
2019,53,35940,3,3,3,.0036945813,1
2019,53,53545,250,250,250,.013014733,1
2019,53,57745,611,611,611,.037741676,1
2019,53,63000,2686,2685,2687,.04670817,1
2019,53,67000,1627,1625,1629,.041665599,1
2019,53,67167,374,374,374,.025299331,1
2019,53,70000,2335,2335,2335,.054928251,1
2019,53,74060,2029,2027,2031,.04179541,1
2019,53,80010,885,885,885,.034936048,1
2019,55,02375,306,306,306,.019028667,1
2019,55,31000,1210,1210,1210,.040846638,1
2019,55,39225,393,393,393,.018931547,1
2019,55,48000,1244,1244,1244,.046345279,1
2019,55,53000,4916,4914,4918,.061572377,1
2019,55,66000,702,702,702,.038827434,1
2018,01,03076,31,31,31,.0035477227,1
2018,01,07000,452,452,452,.0076239309,1
2018,01,35896,51,51,51,.0036553899,1
2018,01,37000,435,435,435,.010096087,1
2018,01,50000,7883,7883,7883,.14607075,1
2018,01,51000,439,439,439,.015195569,1
2018,01,77256,423,423,423,.014463021,1
2018,02,03000,1928,1928,1928,.04134766,1
2018,04,04720,585,585,585,.029617254,1
2018,04,07940,39,39,39,.0029009224,1
2018,04,12000,365,363,367,.0058826376,1
2018,04,23620,298,297,299,.029464109,1
2018,04,27400,399,398,400,.0078018066,1
2018,04,27820,1508,1508,1508,.0162243,1
2018,04,28380,,,,,
2018,04,46000,1645,1642,1648,.02342971,1
2018,04,54050,1,0,2,.0015337423,3
2018,04,55000,6949,6933,6965,.032134995,1
2018,04,65000,134,134,134,.0047646137,1
2018,04,71510,46,46,46,.0017003659,1
2018,04,73000,700,698,702,.015942788,1
2018,04,77000,3053,3047,3059,.03208011,1
2018,04,85540,361,361,361,.012664445,1
2018,05,23290,322,322,322,.03115928,1
2018,05,24550,224,223,225,.01500737,1
2018,05,35710,276,276,276,.018336434,1
2018,05,41000,1048,1044,1052,.023565389,1
2018,05,66080,344,343,345,.014592966,1
2018,06,00562,92,91,93,.0083197681,1
2018,06,00884,301,301,301,.018208215,1
2018,06,02000,7782,7781,7783,.13828275,1
2018,06,02252,523,523,523,.031160628,1
2018,06,02364,807,807,807,.055111658,1
2018,06,03526,3726,3725,3727,.029936848,1
2018,06,04982,188,188,188,.016108302,1
2018,06,06000,290,289,291,.020899395,1
2018,06,08786,765,765,765,.08719936,1
2018,06,08954,133,133,133,.0087482734,1
2018,06,11194,101,101,101,.008837942,1
2018,06,11530,26,26,26,.050980393,1
2018,06,13014,1522,1521,1523,.10185371,1
2018,06,13210,2704,2704,2704,.098006524,1
2018,06,13214,,,,,
2018,06,13392,1267,1266,1268,.018188605,1
2018,06,13588,,,,,
2018,06,14218,180,180,180,.0041605029,1
2018,06,15044,384,384,384,.01834424,1
2018,06,16000,754,754,754,.022418458,1
2018,06,16350,825,825,825,.044091709,1
2018,06,16532,1175,1175,1175,.049507037,1
2018,06,17918,100,100,100,.009380863,1
2018,06,19766,627,627,627,.025824787,1
2018,06,21712,1233,1233,1233,.029583244,1
2018,06,22020,799,798,800,.012500587,1
2018,06,22230,2572,2572,2572,.11187473,1
2018,06,22804,1622,1620,1624,.06289991,1
2018,06,23182,573,573,573,.020991318,1
2018,06,24638,,,,,
2018,06,24680,997,997,997,.026373569,1
2018,06,26000,282,281,283,.0078516537,1
2018,06,27000,2673,2669,2677,.026766671,1
2018,06,28000,610,610,610,.022793513,1
2018,06,29000,997,997,997,.023569183,1
2018,06,30000,1856,1856,1856,.071968667,1
2018,06,32548,55,54,56,.0064645042,1
2018,06,33000,1020,1020,1020,.051233109,1
2018,06,33182,1340,1339,1341,.059635069,1
2018,06,33434,1615,1614,1616,.063788608,1
2018,06,36000,1267,1267,1267,.041390348,1
2018,06,36448,1,0,2,.010752688,3
2018,06,36546,399,396,401,.031247552,1
2018,06,36770,127,127,127,.0035986512,1
2018,06,37692,287,287,287,.014836642,1
2018,06,39496,,,,,
2018,06,39892,,,,,
2018,06,40130,2286,2286,2286,.051914431,1
2018,06,41992,103,103,103,.0074974522,1
2018,06,43000,7328,7327,7329,.099931814,1
2018,06,44000,18530,18497,18563,.033810474,1
2018,06,45484,1086,1086,1086,.045983825,1
2018,06,46842,74,73,75,.0061929869,1
2018,06,46898,205,205,205,.0127187,1
2018,06,47766,441,441,441,.043354306,1
2018,06,48256,1073,1073,1073,.040116649,1
2018,06,48354,1058,1055,1061,.021146044,1
2018,06,49270,4884,4884,4884,.14535281,1
2018,06,49670,201,201,201,.021148989,1
2018,06,50076,364,364,364,.01565524,1
2018,06,50258,390,390,390,.022055082,1
2018,06,51182,,,,,
2018,06,52526,5609,5609,5609,.32259735,1
2018,06,53000,1210,1206,1214,.026902638,1
2018,06,53322,313,313,313,.014824287,1
2018,06,53896,4118,4118,4118,.087577894,1
2018,06,53980,307,307,307,.011174608,1
2018,06,54652,3657,3657,3657,.087586522,1
2018,06,55156,467,466,468,.019707136,1
2018,06,56000,982,982,982,.049218122,1
2018,06,56700,2923,2923,2923,.07936465,1
2018,06,57456,318,318,318,.02767865,1
2018,06,57792,17,17,17,.001134998,1
2018,06,58072,3093,3093,3093,.12932225,1
2018,06,59444,1070,1070,1070,.051929142,1
2018,06,59451,302,302,302,.043654237,1
2018,06,59920,792,791,793,.04333315,1
2018,06,60102,177,175,179,.0093182418,1
2018,06,60466,2065,2065,2065,.081113994,1
2018,06,60620,1059,1059,1059,.03393143,1
2018,06,62000,2699,2697,2701,.063768461,1
2018,06,62938,669,669,669,.023506677,1
2018,06,64000,1663,1659,1667,.024649817,1
2018,06,64224,4674,4673,4675,.12602119,1
2018,06,65000,5869,5869,5869,.10826416,1
2018,06,65042,1164,1163,1165,.0693435,1
2018,06,66000,9366,9360,9372,.058124453,1
2018,06,67000,3501,3501,3501,.059930157,1
2018,06,68000,2366,2364,2368,.017784793,1
2018,06,68084,157,157,157,.017589066,1
2018,06,68196,287,287,287,.011447489,1
2018,06,68252,32,32,32,.0035476719,1
2018,06,68378,,,,,
2018,06,69000,6853,6852,6854,.13408597,1
2018,06,69070,2383,2383,2383,.1478563,1
2018,06,69084,357,357,357,.023201404,1
2018,06,69088,664,664,664,.019696835,1
2018,06,69196,5202,5201,5203,.20447309,1
2018,06,70000,100,100,100,.0094117643,1
2018,06,70098,388,388,388,.013043771,1
2018,06,72016,364,363,365,.012518055,1
2018,06,73080,41,40,42,.028995756,1
2018,06,75000,2683,2679,2687,.048885811,1
2018,06,77000,28,27,29,.00079888158,2
2018,06,78120,515,515,515,.014513584,1
2018,06,78582,263,262,264,.01304693,1
2018,06,80000,226,226,226,.009660597,1
2018,06,80238,711,710,712,.035553556,1
2018,06,80854,395,395,395,.016618984,1
2018,06,81344,512,512,512,.047841527,1
2018,06,81554,226,226,226,.017806493,1
2018,06,81666,349,349,349,.025961466,1
2018,06,82590,2248,2248,2248,.083646514,1
2018,06,82954,787,786,788,.024234772,1
2018,06,82996,2214,2213,2215,.094301045,1
2018,06,84200,1799,1799,1799,.17979212,1
2018,06,84550,782,782,782,.085745618,1
2018,06,85292,3207,3207,3207,.095811427,1
2018,08,03455,,,,,
2018,08,04000,1939,1939,1939,.048606236,1
2018,08,07850,397,397,397,.012737014,1
2018,08,12815,,,,,
2018,08,16000,1465,1465,1465,.017842136,1
2018,08,20000,2230,2230,2230,.01870162,1
2018,08,27425,1208,1208,1208,.039654665,1
2018,08,32155,581,581,581,.025533972,1
2018,08,43000,,,,,
2018,08,45970,542,542,542,.016605901,1
2018,08,46465,901,901,901,.055682592,1
2018,08,62000,588,588,588,.022231465,1
2018,08,77290,1852,1852,1852,.047146276,1
2018,08,83835,861,861,861,.092810176,1
2018,09,08000,222,220,224,.0099842595,1
2018,09,18430,70,70,70,.0059397537,1
2018,09,37000,359,359,359,.012623066,1
2018,09,52000,777,776,778,.033077907,1
2018,09,55990,50,50,50,.0043779002,1
2018,09,73000,146,145,147,.0090858173,1
2018,09,80000,760,760,760,.039920159,1
2018,11,50000,7145,7142,7148,.080217808,1
