year,state,place,election_turnout,election_turnout_quality
2020,32,51800,0.6610528272799785,1
2020,32,60600,0.7272451574200596,1
2020,32,68400,0.7299127625947357,1
2020,33,45140,0.6185330285636371,1
2020,33,50260,0.6944140553497841,1
2020,34,13690,0.7124409942387742,3
2020,34,21000,0.5424960032073318,3
2020,34,36000,0.6233927836838402,3
2020,34,51000,0.4710928411465952,3
2020,34,57000,0.6044741369413454,3
2020,34,74000,0.43701853429561077,3
2020,35,02000,0.6174183176876407,1
2020,35,39380,0.5657929897211611,1
2020,35,63460,0.6819290570271885,1
2020,35,70500,0.7199298229126166,1
2020,36,01000,0.4873783247138445,1
2020,36,11000,0.5319202288275163,1
2020,36,50617,0.61662767041339694,1
2020,36,51000,0.5595250271780009,1
2020,36,63000,0.47308747821821934,1
2020,36,73000,0.45902050167486264,1
2020,36,84000,0.5715426299560805,1
2020,37,02140,0.7710290101857628,1
2020,37,10740,0.7787272461659298,3
2020,37,12000,0.6989269159676469,2
2020,37,14100,0.7034728914338788,2
2020,37,19000,0.6553498665827402,3
2020,37,22920,0.5350497144436716,2
2020,37,25580,0.6061610155034673,2
2020,37,28000,0.6541737572468023,1
2020,37,28080,0.45492046500413225,3
2020,37,31400,0.5998313079607168,2
2020,37,55000,0.6345637887439297,3
2020,37,74440,0.6301032064186762,2
2020,37,75000,0.6455340646074768,2
2020,38,25700,0.5544727445116785,2
2020,39,01000,0.5311736781143863,1
2020,39,15000,0.6086120773189959,1
2020,39,16000,0.46953141171035456,1
2020,39,18000,0.6157286282619369,1
2020,39,21000,0.4905256938783432,1
2020,39,61000,0.6252198570633402,1
2020,39,77000,0.5231552406649933,1
2020,40,09050,0.6346431501356687,2
2020,40,23200,0.6057927417999014,2
2020,40,41850,0.29109609233414224,1
2020,40,52500,0.5665794484469427,1
2020,40,55000,0.5534164536979267,1
2020,40,75000,0.5405486092936144,1
2020,41,05350,0.7544155059185664,1
2020,41,05800,0.8258291810040221,1
2020,41,23850,0.7264686807707254,1
2020,41,31250,0.6744077121781131,1
2020,41,34100,0.7268547358260561,1
2020,41,47000,0.7329176081700285,1
2020,41,59000,0.7644432264898465,1
2020,41,64900,0.6941014086333487,1
2020,42,02000,0.5326928318663661,1
2020,42,06088,0.6217144395918541,1
2020,42,24000,0.5410262163950103,1
2020,42,60000,0.6507744642709851,1
2020,42,61000,0.6698819080797789,1
2020,42,63624,0.4369001690218855,1
2020,42,69000,0.5560394715417448,1
2020,44,19180,0.646432339092215,1
2020,44,54640,0.5090918174905795,1
2020,44,59000,0.49281803908654936,1
2020,44,74300,0.61684975437247,2
2020,45,13330,0.6981169877411562,3
2020,45,16000,0.49550083414011337,3
2020,45,48535,0.7119230202853317,2
2020,45,50875,0.5611886172279187,2
2020,46,59020,0.6958043608756225,1
2020,47,14000,0.5663830118350044,1
2020,47,15160,0.43488687583472924,1
2020,47,27740,0.6175282170204881,3
2020,47,40000,0.5447379833743945,2
2020,47,48000,0.4890200176258964,1
2020,47,51560,0.45939460989297987,3
2020,47,52006,0.6133952071049704,1
2020,48,01000,0.4220081633954193,1
2020,48,01924,0.7490455824064836,1
2020,48,03000,0.4594524254050331,1
2020,48,04000,0.5801821078879595,1
2020,48,05000,0.6662976386845745,2
2020,48,06128,0.3694594542163154,3
2020,48,07000,0.5225775545040791,1
2020,48,10768,0.49996945196223985,2
2020,48,10912,0.5094264559781234,1
2020,48,13024,0.6481959457580675,1
2020,48,13552,0.710621904635289,3
2020,48,15976,0.4704284903102976,1
2020,48,16432,0.5828459299413571,3
2020,48,17000,0.46476959141311913,1
2020,48,19000,0.5889345345157485,1
2020,48,19972,0.5595602148076868,2
2020,48,22660,0.4787366879634072,1
2020,48,24000,0.5223509854103634,1
2020,48,26232,0.8287942354225258,1
2020,48,27000,0.5633891491205443,1
2020,48,27684,0.8010763900426765,1
2020,48,29000,0.5809174954836183,1
2020,48,30464,0.5593160688174608,1
2020,48,35000,0.6243867576342447,1
2020,48,37000,0.6167285761723298,1
2020,48,39148,0.3765964972954187,2
2020,48,41464,0.44682635426558226,1
2020,48,41980,0.7581696878605713,1
2020,48,42508,0.5878812215642825,1
2020,48,43888,0.4634511060583471,2
2020,48,45000,0.517169972500324,1
2020,48,45384,0.56884229640942785,1
2020,48,45744,0.7085718496940042,1
2020,48,47892,0.5565077230478249,1
2020,48,48072,0.5222881601000687,1
2020,48,48768,0.5753129634718988,1
2020,48,50820,0.4915902957858567,2
2020,48,53388,0.39755318532641076,2
2020,48,56000,0.5033977940712073,2
2020,48,56348,0.7097657401838043,2
2020,48,57200,0.4699009431842051,1
2020,48,58016,0.7262502775427621,1
2020,48,61796,0.6708700093516224,1
2020,48,63500,0.5578073462378694,3
2020,48,64472,0.4704858484150769,1
2020,48,65000,0.5114901606794178,1
2020,48,70808,0.7215004292358553,2
2020,48,72176,0.5656598902922005,2
2020,48,74144,0.553215091009325,1
2020,48,76000,0.4458428749711674,1
2020,48,79000,0.437225110692911,1
2020,49,43660,0.722266887424125,1
2020,49,44320,0.8247044462199999,2
2020,49,55980,0.4990558167894599,1
2020,49,57300,0.6473829961198512,1
2020,49,62470,0.46428421077444804,1
2020,49,65330,0.7434764335540927,1
2020,49,67000,0.6759174004094558,1
2020,49,67440,0.7900957836003009,1
2020,49,70850,0.8702894556406098,1
2020,49,82950,0.6755480850161933,1
2020,49,83470,0.5876204600976311,1
2020,51,01000,0.7627687745129662,1
2020,51,16000,0.7103336779251722,1
2020,51,35000,0.5441264078002981,1
2020,51,47672,0.5735970991077862,1
2020,51,56000,0.529380990639177,1
2020,51,57000,0.43607962915245296,1
2020,51,64000,0.6099159529003513,1
2020,51,67000,0.6193062762638321,1
2020,51,68000,0.5918909317132497,1
2020,51,76432,0.672161470963107,2
2020,51,82000,0.6264526614285566,1
2020,53,03180,0.7132278337939599,1
2020,53,05210,0.8289090922338807,1
2020,53,05280,0.7159894453690222,1
2020,53,22640,0.6443550240392664,1
2020,53,23515,0.674949001301995,1
2020,53,35275,0.6843632585853242,1
2020,53,35415,0.7093784508915593,1
2020,53,35940,0.8178501466714796,1
2020,53,53545,0.63856709255095645,1
2020,53,57745,0.7226210242078548,1
2020,53,63000,0.7685471515326351,1
2020,53,67000,0.7095584192670639,1
2020,53,67167,0.7180142831728623,1
2020,53,70000,0.6682468682982747,1
2020,53,74060,0.7189815280875079,1
2020,53,80010,0.6226076392413116,1
2020,55,02375,0.7339381005071931,1
2020,55,31000,0.6435568038403152,1
2020,55,39225,0.6593821320842874,1
2020,55,48000,0.8100357992458475,1
2020,55,53000,0.6104006787719894,1
2020,55,66000,0.6154621536422867,1
