"year","state","county","share_digital_access","share_digital_access_quality"
2018,"08","083",0.589894828147024,3
2018,"08","085",0.53779097614714,2
2018,"08","087",0.50592964322273,3
2018,"08","089",0.438653717844169,3
2018,"08","091",0.537790976147141,3
2018,"08","093",0.547428330522766,3
2018,"08","095",0.50592964322273,3
2018,"08","097",0.65225582305735,3
2018,"08","099",0.438653717844169,3
2018,"08","101",0.574099705850299,1
2018,"08","103",0.574102597572119,3
2018,"08","105",0.438653717844169,3
2018,"08","107",0.574102597572119,3
2018,"08","109",0.438653717844169,3
2018,"08","111",0.589894828147024,3
2018,"08","113",0.53779097614714,3
2018,"08","115",0.50592964322273,3
2018,"08","117",0.65225582305735,3
2018,"08","119",0.70451841600505,3
2018,"08","121",0.50592964322273,3
2018,"08","123",0.675103445746526,1
2018,"08","125",0.50592964322273,3
2018,"09","001",0.787757127920773,1
2018,"09","003",0.714509988168325,1
2018,"09","005",0.774514441726249,1
2018,"09","007",0.767434559669921,1
2018,"09","009",0.713205156189368,1
2018,"09","011",0.73539598890151,1
2018,"09","013",0.787406280560687,1
2018,"09","015",0.717990239075186,1
2018,"10","001",0.676349833449531,1
2018,"10","003",0.748232812538324,1
2018,"10","005",0.623711743971353,1
2018,"11","001",0.699730912374121,1
2018,"12","001",0.737078559063556,1
2018,"12","003",0.654634391069861,3
2018,"12","005",0.641922020475868,2
2018,"12","007",0.444827278937832,3
2018,"12","009",0.756557792457446,1
2018,"12","011",0.711087132452118,1
2018,"12","013",0.487998101059253,3
2018,"12","015",0.687590282337492,1
2018,"12","017",0.685680597823489,1
2018,"12","019",0.723929807351699,1
2018,"12","021",0.724333413744661,1
2018,"12","023",0.444827278937832,2
2018,"12","027",0.486867392696989,3
2018,"12","029",0.444827278937832,3
2018,"12","031",0.660212310870068,1
2018,"12","033",0.718342597271349,1
2018,"12","035",0.68018724346262,1
2018,"12","037",0.487998101059253,3
2018,"12","039",0.487998101059253,3
2018,"12","041",0.444827278937832,3
2018,"12","043",0.438135447182492,3
2018,"12","045",0.487998101059253,3
2018,"12","047",0.490294389512899,3
2018,"12","049",0.486867392696989,3
2018,"12","051",0.438135447182492,2
2018,"12","053",0.725391278334534,1
2018,"12","055",0.481954378900779,2
2018,"12","057",0.733449504337051,1
2018,"12","059",0.641922020475868,3
2018,"12","061",0.716169604905581,1
2018,"12","063",0.487998101059253,3
2018,"12","065",0.487998101059253,3
2018,"12","067",0.490294389512899,3
2018,"12","069",0.699105138769081,1
2018,"12","071",0.686849626466272,1
2018,"12","073",0.755696662150075,1
2018,"12","075",0.444827278937832,3
2018,"12","077",0.487998101059253,3
2018,"12","079",0.490294389512899,3
2018,"12","081",0.712485729401609,1
2018,"12","083",0.630367581346968,1
2018,"12","085",0.716766720481512,1
2018,"12","086",0.62677042482862,1
2018,"12","087",0.696077932648286,2
2018,"12","089",0.654634391069861,2
2018,"12","091",0.723150265493586,1
2018,"12","093",0.438135447182492,2
2018,"12","095",0.737663345783918,1
2018,"12","097",0.647078400129087,1
2018,"12","099",0.703195997205486,1
2018,"12","101",0.706801788914153,1
2018,"12","103",0.709806778214354,1
2018,"12","105",0.547265187517026,1
2018,"12","107",0.54445842896276,2
2018,"12","109",0.740474456229888,1
2018,"12","111",0.703111441675964,1
2018,"12","113",0.737586802725524,1
2018,"12","115",0.722281916366657,1
2018,"12","117",0.796399347292039,1
2018,"12","119",0.712959548407962,2
2018,"12","121",0.490294389512899,2
2018,"12","123",0.490294389512899,3
2018,"12","125",0.444827278937832,3
2018,"12","127",0.611244339030243,1
2018,"12","129",0.487998101059253,3
2018,"12","131",0.641922020475868,3
2018,"12","133",0.641922020475868,3
2018,"13","001",0.391198935413894,3
2018,"13","003",0.451543467378608,3
2018,"13","005",0.451543467378608,3
2018,"13","007",0.344272903762596,3
2018,"13","009",0.526943208980061,3
2018,"13","011",0.512805001008268,3
2018,"13","013",0.668327913164675,2
2018,"13","015",0.603732162458836,1
2018,"13","017",0.42349572595983,3
2018,"13","019",0.42349572595983,3
2018,"13","021",0.576831580761938,1
2018,"13","023",0.414648777269001,3
2018,"13","025",0.451543467378608,3
2018,"13","027",0.42349572595983,3
2018,"13","029",0.669142292204191,3
2018,"13","031",0.606421130528833,2
2018,"13","033",0.336361315576735,3
2018,"13","035",0.525685803681874,3
2018,"13","037",0.344272903762596,3
2018,"13","039",0.659237338293735,3
2018,"13","043",0.414648777269001,3
2018,"13","045",0.601701093560146,1
2018,"13","047",0.594251347102013,2
2018,"13","049",0.451543467378608,3
2018,"13","051",0.684801804883912,1
2018,"13","053",0.605374036091899,3
2018,"13","055",0.594251347102013,3
2018,"13","057",0.802567956470575,1
2018,"13","059",0.708326274775538,1
2018,"13","061",0.413222054281396,3
2018,"13","063",0.602074559183102,1
2018,"13","065",0.451543467378608,3
2018,"13","067",0.795910122249036,1
2018,"13","069",0.451543467378608,3
2018,"13","071",0.53243057599843,2
2018,"13","073",0.693488471391973,1
2018,"13","075",0.42349572595983,3
2018,"13","077",0.713032801262936,1
2018,"13","079",0.526943208980061,3
2018,"13","081",0.413222054281396,3
2018,"13","083",0.594251347102013,3
2018,"13","085",0.597517188693659,3
2018,"13","087",0.344272903762596,3
2018,"13","089",0.665083914864863,1
2018,"13","091",0.414648777269001,3
2018,"13","093",0.413222054281396,3
2018,"13","095",0.519530297994904,1
2018,"13","097",0.664188858029734,1
2018,"13","099",0.344272903762596,3
2018,"13","101",0.451543467378608,3
2018,"13","103",0.606421130528833,2
2018,"13","105",0.582259459951733,3
2018,"13","107",0.414648777269001,3
2018,"13","109",0.391198935413894,3
2018,"13","111",0.577734843827757,3
2018,"13","113",0.801474102583453,1
2018,"13","115",0.564930229546411,2
2018,"13","117",0.846487953851374,1
2018,"13","119",0.512805001008268,3
2018,"13","121",0.712479012365288,1
2018,"13","123",0.577734843827757,3
2018,"13","125",0.336361315576735,3
2018,"13","127",0.659237338293735,2
2018,"13","129",0.577734843827757,3
2018,"13","131",0.344272903762596,3
2018,"13","133",0.582259459951733,3
2018,"13","135",0.779165497726194,1
2018,"13","137",0.512805001008268,3
2018,"13","139",0.658193990395896,1
2018,"13","141",0.336361315576735,3
2018,"13","143",0.564930229546411,3
2018,"13","145",0.413222054281396,3
2018,"13","147",0.512805001008268,3
2018,"13","149",0.439250840403394,3
2018,"13","151",0.75601034795682,1
2018,"13","153",0.665477044177243,1
2018,"13","155",0.42349572595983,3
2018,"13","157",0.668327913164675,2
2018,"13","159",0.610607085383772,3
2018,"13","161",0.391198935413894,3
2018,"13","163",0.336361315576735,3
2018,"13","165",0.336361315576735,3
2018,"13","167",0.414648777269001,3
2018,"13","169",0.526943208980061,3
2018,"13","171",0.525685803681874,3
2018,"13","173",0.451543467378608,3
2018,"13","175",0.414648777269001,3
2018,"13","177",0.519530297994904,3
2018,"13","179",0.669142292204191,2
2018,"13","181",0.336361315576735,3
2018,"13","183",0.669142292204191,3
2018,"13","185",0.529403044079858,1
2018,"13","187",0.597517188693659,3
2018,"13","189",0.336361315576735,3
2018,"13","191",0.659237338293735,3
2018,"13","193",0.413222054281396,3
2018,"13","195",0.582259459951733,3
2018,"13","197",0.413222054281396,3
2018,"13","199",0.439250840403394,3
2018,"13","201",0.344272903762596,3
2018,"13","205",0.344272903762596,3
2018,"13","207",0.526943208980061,3
2018,"13","209",0.391198935413894,3
2018,"13","211",0.610607085383772,3
2018,"13","213",0.577734843827757,3
2018,"13","215",0.605374036091899,1
2018,"13","217",0.678987892236437,2
2018,"13","219",0.582259459951733,3
2018,"13","221",0.582259459951733,3
2018,"13","223",0.732691977323484,1
2018,"13","225",0.526943208980061,3
2018,"13","227",0.577734843827757,3
2018,"13","229",0.451543467378608,3
2018,"13","231",0.525685803681874,3
2018,"13","233",0.564930229546411,3
2018,"13","235",0.665477044177243,3
2018,"13","237",0.526943208980061,3
2018,"13","239",0.413222054281396,3
2018,"13","241",0.597517188693659,3
2018,"13","243",0.413222054281396,3
2018,"13","245",0.565503575189845,1
2018,"13","247",0.678987892236436,2
2018,"13","249",0.413222054281396,3
2018,"13","251",0.606421130528832,3
2018,"13","253",0.344272903762596,3
2018,"13","255",0.525685803681874,2
2018,"13","257",0.512805001008268,3
2018,"13","259",0.413222054281396,3
2018,"13","261",0.413222054281396,3
2018,"13","263",0.413222054281396,3
2018,"13","265",0.336361315576735,3
2018,"13","267",0.391198935413894,3
2018,"13","269",0.413222054281396,3
2018,"13","271",0.391198935413894,3
2018,"13","273",0.344272903762596,3
2018,"13","275",0.53243057599843,2
2018,"13","277",0.42349572595983,3
2018,"13","279",0.391198935413894,3
2018,"13","281",0.597517188693659,3
2018,"13","283",0.414648777269001,3
2018,"13","285",0.439250840403394,2
2018,"13","287",0.42349572595983,3
2018,"13","289",0.526943208980061,3
2018,"13","291",0.597517188693659,3
2018,"13","293",0.525685803681874,3
2018,"13","295",0.594251347102013,2
2018,"13","297",0.610607085383772,2
2018,"13","299",0.451543467378608,3
2018,"13","301",0.336361315576735,3
2018,"13","303",0.336361315576735,3
2018,"13","305",0.391198935413894,3
2018,"13","307",0.413222054281396,3
2018,"13","309",0.391198935413894,3
2018,"13","311",0.597517188693659,3
2018,"13","313",0.575063119052243,1
2018,"13","315",0.414648777269001,3
2018,"13","317",0.336361315576735,3
2018,"13","319",0.526943208980061,3
2018,"13","321",0.53243057599843,3
2018,"15","001",0.611690931415541,1
2018,"15","003",0.75177994774112,1
2018,"15","005",0.713687114488718,3
2018,"15","007",0.713687114488718,3
2018,"15","009",0.713687114488718,2
2018,"16","001",0.675290060475659,1
2018,"16","003",0.521281294311816,3
2018,"16","005",0.585880270001107,2
2018,"16","007",0.585880270001107,3
2018,"16","009",0.47739380702578,3
2018,"16","011",0.568268601318258,3
2018,"16","013",0.549459117045122,3
2018,"16","015",0.521281294311816,3
2018,"16","017",0.47739380702578,2
2018,"16","019",0.680016409414902,1
2018,"16","021",0.47739380702578,3
2018,"16","023",0.521281294311816,3
2018,"16","025",0.549459117045122,3
2018,"16","027",0.603096379255238,2
2018,"16","029",0.585880270001107,3
2018,"16","031",0.571369359100565,3
2018,"16","033",0.521281294311816,3
2018,"16","035",0.521281294311816,3
2018,"16","037",0.521281294311816,3
2018,"16","039",0.549459117045122,3
2018,"16","041",0.585880270001107,3
2018,"16","043",0.566924926529522,3
2018,"16","045",0.580441712204007,3
2018,"16","047",0.549459117045122,3
2018,"16","049",0.521281294311816,3
2018,"16","051",0.566924926529522,3
2018,"16","053",0.549459117045122,3
2018,"16","055",0.627239509966783,1
2018,"16","057",0.47739380702578,3
2018,"16","059",0.521281294311816,3
2018,"16","061",0.521281294311816,3
2018,"16","063",0.549459117045122,3
2018,"16","065",0.566924926529522,3
2018,"16","067",0.549459117045122,3
2018,"16","069",0.521281294311816,2
2018,"16","071",0.585880270001107,3
2018,"16","073",0.576230050746488,3
2018,"16","075",0.580441712204007,3
2018,"16","077",0.585880270001107,3
2018,"16","079",0.47739380702578,3
2018,"16","081",0.566924926529522,3
2018,"16","083",0.571369359100565,1
2018,"16","085",0.521281294311816,3
2018,"16","087",0.580441712204007,3
2018,"17","001",0.520032158649337,2
2018,"17","003",0.399940793368857,3
2018,"17","005",0.53734079141313,3
2018,"17","007",0.70752497977156,2
2018,"17","009",0.520032158649337,3
2018,"17","011",0.556511976047904,3
2018,"17","013",0.526346359791625,3
2018,"17","015",0.555150991910813,3
2018,"17","017",0.526346359791625,3
2018,"17","019",0.675268791136862,1
2018,"17","021",0.547621490373106,3
2018,"17","023",0.48142518252378,3
2018,"17","025",0.48142518252378,3
2018,"17","027",0.53734079141313,3
2018,"17","029",0.560511433489058,2
2018,"17","031",0.66691474735249,1
2018,"17","033",0.48142518252378,3
2018,"17","035",0.560511433489058,3
2018,"17","037",0.716202954672042,1
2018,"17","039",0.547621490373106,3
2018,"17","041",0.560511433489058,3
2018,"17","043",0.787641557180178,1
2018,"17","045",0.560511433489058,3
2018,"17","047",0.399940793368857,3
2018,"17","049",0.53734079141313,3
2018,"17","051",0.53734079141313,3
2018,"17","053",0.491238086176,3
2018,"17","055",0.504828960478246,3
2018,"17","057",0.550767405864398,3
2018,"17","059",0.399940793368857,3
2018,"17","061",0.526346359791625,3
2018,"17","063",0.746246196033843,3
2018,"17","065",0.399940793368857,3
2018,"17","067",0.550767405864398,3
2018,"17","069",0.399940793368857,3
2018,"17","071",0.550767405864399,3
2018,"17","073",0.550767405864398,3
2018,"17","075",0.491238086176,3
2018,"17","077",0.504828960478246,3
2018,"17","079",0.48142518252378,3
2018,"17","081",0.535078853219104,3
2018,"17","083",0.526346359791625,3
2018,"17","085",0.555150991910812,3
2018,"17","087",0.399940793368857,3
2018,"17","089",0.728626790227464,1
2018,"17","091",0.596779026217228,1
2018,"17","093",0.746246196033843,2
2018,"17","095",0.556511976047904,2
2018,"17","097",0.776230235114778,1
2018,"17","099",0.581668309291282,1
2018,"17","101",0.48142518252378,3
2018,"17","103",0.555150991910813,3
2018,"17","105",0.491238086176,3
2018,"17","107",0.547621490373106,3
2018,"17","109",0.550767405864398,3
2018,"17","111",0.771703058331022,1
2018,"17","113",0.678350640124548,1
2018,"17","115",0.596241470768254,1
2018,"17","117",0.526346359791625,3
2018,"17","119",0.664379544375448,1
2018,"17","121",0.535078853219104,3
2018,"17","123",0.556511976047904,3
2018,"17","125",0.520032158649337,3
2018,"17","127",0.399940793368857,3
2018,"17","129",0.547621490373106,3
2018,"17","131",0.550767405864398,3
2018,"17","133",0.535078853219105,3
2018,"17","135",0.53734079141313,3
2018,"17","137",0.526346359791625,3
2018,"17","139",0.547621490373106,3
2018,"17","141",0.537250061713157,2
2018,"17","143",0.620788004726399,1
2018,"17","145",0.504828960478246,3
2018,"17","147",0.547621490373106,3
2018,"17","149",0.520032158649337,3
2018,"17","151",0.399940793368857,3
2018,"17","153",0.399940793368857,3
2018,"17","155",0.556511976047904,3
2018,"17","157",0.535078853219104,3
2018,"17","159",0.48142518252378,3
2018,"17","161",0.617258765382957,1
2018,"17","163",0.574502973909162,1
2018,"17","165",0.399940793368857,3
2018,"17","167",0.626385053967799,1
2018,"17","169",0.520032158649337,3
2018,"17","171",0.526346359791625,3
2018,"17","173",0.547621490373106,3
2018,"17","175",0.556511976047904,3
2018,"17","177",0.537250061713157,2
2018,"17","179",0.639181864791621,1
2018,"17","181",0.399940793368857,3
2018,"17","183",0.491238086176,2
2018,"17","185",0.399940793368857,3
2018,"17","187",0.550767405864398,3
2018,"17","189",0.535078853219105,3
2018,"17","191",0.48142518252378,3
2018,"17","193",0.399940793368857,3
2018,"17","195",0.555150991910812,2
2018,"17","197",0.765696730305025,1
2018,"17","199",0.504828960478246,2
2018,"17","201",0.625297082898803,1
2018,"17","203",0.556511976047904,3
2018,"18","001",0.543213939980639,3
2018,"18","003",0.672308903770705,1
2018,"18","005",0.600177634568513,2
2018,"18","007",0.551670599925475,3
2018,"18","009",0.47604060673466,3
2018,"18","011",0.754817874892528,2
2018,"18","013",0.541179058512979,3
2018,"18","015",0.551670599925475,3
2018,"18","017",0.575309398137306,3
2018,"18","019",0.629407114624506,1
2018,"18","021",0.482357774662864,3
2018,"18","023",0.551670599925475,3
2018,"18","025",0.509122982074766,3
2018,"18","027",0.464864183525556,3
2018,"18","029",0.524268206665491,2
2018,"18","031",0.498272964899178,3
2018,"18","033",0.481231796315083,3
2018,"18","035",0.611519075345442,1
2018,"18","037",0.509122982074766,3
2018,"18","039",0.598777806965394,1
2018,"18","041",0.462503551834933,3
2018,"18","043",0.540350171060575,2
2018,"18","045",0.482357774662864,3
2018,"18","047",0.524268206665491,3
2018,"18","049",0.550740249004233,3
2018,"18","051",0.587405108417565,3
2018,"18","053",0.495550537920042,2
2018,"18","055",0.464864183525556,3
2018,"18","057",0.836749769938556,1
2018,"18","059",0.655514681874578,2
2018,"18","061",0.540350171060576,3
2018,"18","063",0.75004304555942,1
2018,"18","065",0.47604060673466,2
2018,"18","067",0.575309398137306,2
2018,"18","069",0.543213939980639,3
2018,"18","071",0.600177634568513,2
2018,"18","073",0.550740249004234,3
2018,"18","075",0.47604060673466,3
2018,"18","077",0.498272964899179,3
2018,"18","079",0.498272964899179,3
2018,"18","081",0.74342470910949,1
2018,"18","083",0.509122982074766,3
2018,"18","085",0.566286179336825,2
2018,"18","087",0.481231796315083,3
2018,"18","089",0.622348170277937,1
2018,"18","091",0.610082975946299,1
2018,"18","093",0.464864183525556,3
2018,"18","095",0.586033215355295,1
2018,"18","097",0.604059799530123,1
2018,"18","099",0.566286179336825,2
2018,"18","101",0.464864183525556,3
2018,"18","103",0.495550537920042,3
2018,"18","105",0.72877541098727,1
2018,"18","107",0.551670599925475,3
2018,"18","109",0.541179058512978,2
2018,"18","111",0.550740249004234,3
2018,"18","113",0.481231796315083,3
2018,"18","115",0.524268206665491,3
2018,"18","117",0.464864183525556,3
2018,"18","119",0.464864183525556,3
2018,"18","121",0.482357774662864,3
2018,"18","123",0.509122982074766,3
2018,"18","125",0.509122982074766,3
2018,"18","127",0.724455977988995,1
2018,"18","129",0.587405108417565,3
2018,"18","131",0.550740249004234,3
2018,"18","133",0.541179058512978,3
2018,"18","135",0.47604060673466,3
2018,"18","137",0.524268206665491,3
2018,"18","139",0.462503551834933,3
2018,"18","141",0.619580999792574,1
2018,"18","143",0.498272964899178,3
2018,"18","145",0.655514681874578,2
2018,"18","147",0.509122982074766,3
2018,"18","149",0.550740249004234,3
2018,"18","151",0.481231796315083,3
2018,"18","153",0.482357774662864,3
