"year","state","county","share_digital_access","share_digital_access_quality"
2018,"01","001",0.593472032639837,3
2018,"01","003",0.555404339752232,1
2018,"01","005",0.394689230431843,3
2018,"01","007",0.36175656404664,3
2018,"01","009",0.515693458226318,2
2018,"01","011",0.394689230431843,3
2018,"01","013",0.477691811734365,3
2018,"01","015",0.532653831634579,1
2018,"01","017",0.41813101399083,3
2018,"01","019",0.431066101887466,3
2018,"01","021",0.41813101399083,3
2018,"01","023",0.296441751692289,3
2018,"01","025",0.296441751692289,3
2018,"01","027",0.431066101887466,3
2018,"01","029",0.431066101887466,3
2018,"01","031",0.477691811734365,2
2018,"01","033",0.433455695185016,3
2018,"01","035",0.296441751692289,3
2018,"01","037",0.41813101399083,3
2018,"01","039",0.477691811734365,3
2018,"01","041",0.477691811734365,3
2018,"01","043",0.421025091570528,1
2018,"01","045",0.509923806479113,3
2018,"01","047",0.36175656404664,3
2018,"01","049",0.471031075560879,2
2018,"01","051",0.593472032639837,2
2018,"01","053",0.296441751692289,3
2018,"01","055",0.540242927508575,1
2018,"01","057",0.404153116963166,3
2018,"01","059",0.433455695185016,3
2018,"01","061",0.509923806479113,3
2018,"01","063",0.36175656404664,3
2018,"01","065",0.36175656404664,3
2018,"01","067",0.509923806479113,3
2018,"01","069",0.509923806479113,2
2018,"01","071",0.471031075560879,2
2018,"01","073",0.618322952781272,1
2018,"01","075",0.404153116963166,3
2018,"01","077",0.433455695185016,2
2018,"01","079",0.497040509100862,3
2018,"01","081",0.662826537314941,1
2018,"01","083",0.664809749530997,2
2018,"01","085",0.593472032639837,3
2018,"01","087",0.394689230431843,3
2018,"01","089",0.690025007658693,1
2018,"01","091",0.36175656404664,3
2018,"01","093",0.411825432295739,3
2018,"01","095",0.608680593137785,1
2018,"01","097",0.531312768319526,1
2018,"01","099",0.296441751692289,3
2018,"01","101",0.624558270755687,1
2018,"01","103",0.497040509100862,1
2018,"01","105",0.36175656404664,3
2018,"01","107",0.493556123659173,3
2018,"01","109",0.394689230431843,3
2018,"01","111",0.431066101887466,3
2018,"01","113",0.394689230431843,2
2018,"01","115",0.515693458226318,2
2018,"01","117",0.737731079562864,1
2018,"01","119",0.36175656404664,3
2018,"01","121",0.431066101887466,2
2018,"01","123",0.41813101399083,3
2018,"01","125",0.525705634373989,1
2018,"01","127",0.404153116963166,2
2018,"01","129",0.296441751692289,3
2018,"01","131",0.296441751692289,3
2018,"01","133",0.421025091570528,3
2018,"02","013",0.4432121082141,3
2018,"02","016",0.4432121082141,3
2018,"02","020",0.756909241109985,1
2018,"02","050",0.4432121082141,3
2018,"02","060",0.4432121082141,3
2018,"02","063",0.687650978421232,3
2018,"02","066",0.687650978421232,3
2018,"02","068",0.687650978421232,3
2018,"02","070",0.4432121082141,3
2018,"02","090",0.687650978421232,2
2018,"02","100",0.687650978421232,3
2018,"02","105",0.4432121082141,3
2018,"02","110",0.687650978421232,3
2018,"02","122",0.640206009236208,2
2018,"02","130",0.687650978421232,3
2018,"02","150",0.4432121082141,3
2018,"02","158",0.4432121082141,3
2018,"02","164",0.4432121082141,3
2018,"02","170",0.640206009236208,2
2018,"02","180",0.4432121082141,3
2018,"02","185",0.4432121082141,3
2018,"02","188",0.4432121082141,3
2018,"02","195",0.4432121082141,3
2018,"02","198",0.4432121082141,3
2018,"02","220",0.4432121082141,3
2018,"02","230",0.687650978421232,3
2018,"02","240",0.687650978421232,3
2018,"02","275",0.4432121082141,3
2018,"02","282",0.4432121082141,3
2018,"02","290",0.4432121082141,3
2018,"04","001",0.358326338454801,2
2018,"04","003",0.580605760756969,2
2018,"04","005",0.576508164819359,1
2018,"04","007",0.451600039876383,2
2018,"04","009",0.451600039876383,3
2018,"04","011",0.451600039876383,3
2018,"04","012",0.582846912507813,3
2018,"04","013",0.703747784831976,1
2018,"04","015",0.582846912507813,1
2018,"04","017",0.358326338454801,2
2018,"04","019",0.66906955745237,1
2018,"04","021",0.629605868842768,1
2018,"04","023",0.580605760756969,3
2018,"04","025",0.612288687283219,1
2018,"04","027",0.550073830782606,1
2018,"05","001",0.335272531939494,3
2018,"05","003",0.326381967338802,3
2018,"05","005",0.482257988240301,3
2018,"05","007",0.533122025166167,1
2018,"05","009",0.482257988240301,3
2018,"05","011",0.326381967338802,3
2018,"05","013",0.396374940459776,3
2018,"05","015",0.482257988240301,3
2018,"05","017",0.326381967338802,3
2018,"05","019",0.453214335518059,3
2018,"05","021",0.531285812514325,3
2018,"05","023",0.377919203099059,3
2018,"05","025",0.326381967338802,3
2018,"05","027",0.396374940459776,3
2018,"05","029",0.461439539347409,3
2018,"05","031",0.523862704125381,2
2018,"05","033",0.53116764373689,3
2018,"05","035",0.450073273030471,2
2018,"05","037",0.31871404057737,3
2018,"05","039",0.396374940459776,3
2018,"05","041",0.326381967338802,3
2018,"05","043",0.326381967338802,3
2018,"05","045",0.605752293448699,2
2018,"05","047",0.311080918663287,3
2018,"05","049",0.377919203099059,3
2018,"05","051",0.453214335518059,2
2018,"05","053",0.341273572585279,3
2018,"05","055",0.531285812514325,3
2018,"05","057",0.388025897934566,3
2018,"05","059",0.453214335518059,3
2018,"05","061",0.311080918663287,3
2018,"05","063",0.377919203099059,3
2018,"05","065",0.377919203099059,3
2018,"05","067",0.425668449197861,3
2018,"05","069",0.341273572585279,2
2018,"05","071",0.461439539347409,3
2018,"05","073",0.388025897934566,3
2018,"05","075",0.531285812514325,3
2018,"05","077",0.31871404057737,3
2018,"05","079",0.326381967338802,3
2018,"05","081",0.388025897934566,3
2018,"05","083",0.311080918663287,3
2018,"05","085",0.605752293448699,2
2018,"05","087",0.482257988240301,3
2018,"05","089",0.482257988240301,3
2018,"05","091",0.388025897934566,2
2018,"05","093",0.450073273030471,2
2018,"05","095",0.31871404057737,3
2018,"05","097",0.453214335518059,3
2018,"05","099",0.388025897934566,3
2018,"05","101",0.482257988240301,3
2018,"05","103",0.396374940459776,3
2018,"05","105",0.461439539347409,3
2018,"05","107",0.31871404057737,3
2018,"05","109",0.388025897934566,3
2018,"05","111",0.31871404057737,3
2018,"05","113",0.311080918663287,3
2018,"05","115",0.461439539347409,2
2018,"05","117",0.425668449197861,3
2018,"05","119",0.566875899211877,1
2018,"05","121",0.531285812514325,3
2018,"05","123",0.31871404057737,3
2018,"05","125",0.534469314741767,1
2018,"05","127",0.311080918663287,3
2018,"05","129",0.482257988240301,3
2018,"05","131",0.53116764373689,2
2018,"05","133",0.311080918663287,3
2018,"05","135",0.377919203099059,3
2018,"05","137",0.377919203099059,3
2018,"05","139",0.396374940459776,2
2018,"05","141",0.377919203099059,3
2018,"05","143",0.586569023529823,1
2018,"05","145",0.425668449197861,2
2018,"05","147",0.425668449197861,3
2018,"05","149",0.461439539347409,3
2018,"06","001",0.782702881980205,1
2018,"06","003",0.596745969196244,3
2018,"06","005",0.596745969196244,3
2018,"06","007",0.664765657403567,1
2018,"06","009",0.596745969196244,3
2018,"06","011",0.420557164764014,3
2018,"06","013",0.782850981061948,1
2018,"06","015",0.539367650277573,3
2018,"06","017",0.663616255367134,1
2018,"06","019",0.581912187115306,1
2018,"06","021",0.420557164764014,3
2018,"06","023",0.646507085337314,1
2018,"06","025",0.590598542796831,1
2018,"06","027",0.596745969196244,3
2018,"06","029",0.577013519263644,1
2018,"06","031",0.609055809055809,1
2018,"06","033",0.482333155721327,2
2018,"06","035",0.539367650277573,3
2018,"06","037",0.687069093284857,1
2018,"06","039",0.544985366071628,1
2018,"06","041",0.810313705371563,1
2018,"06","043",0.596745969196244,3
2018,"06","045",0.482333155721327,2
2018,"06","047",0.540619307832423,1
2018,"06","049",0.539367650277573,3
2018,"06","051",0.596745969196244,3
2018,"06","053",0.617164003983541,1
2018,"06","055",0.733969652471855,1
2018,"06","057",0.648736504923478,1
2018,"06","059",0.780870111025655,1
2018,"06","061",0.756751953249966,1
2018,"06","063",0.539367650277573,3
2018,"06","065",0.71228052102808,1
2018,"06","067",0.72384941141354,1
2018,"06","069",0.547478170955882,2
2018,"06","071",0.668206396777825,1
2018,"06","073",0.779644658210744,1
2018,"06","075",0.768538263710294,1
2018,"06","077",0.629166354249825,1
2018,"06","079",0.710521568217857,1
2018,"06","081",0.818353246554949,1
2018,"06","083",0.731362228461448,1
2018,"06","085",0.820133685379892,1
2018,"06","087",0.73887026535919,1
2018,"06","089",0.611033856457701,1
2018,"06","091",0.648736504923478,3
2018,"06","093",0.539367650277573,3
2018,"06","095",0.726329276964566,1
2018,"06","097",0.739926797965554,1
2018,"06","099",0.640225152446969,1
2018,"06","101",0.563487589470268,2
2018,"06","103",0.420557164764014,2
2018,"06","105",0.420557164764014,3
2018,"06","107",0.464483564280781,1
2018,"06","109",0.596745969196244,3
2018,"06","111",0.770355568009203,1
2018,"06","113",0.692762889402802,1
2018,"06","115",0.563487589470268,2
2018,"08","001",0.707848714639434,1
2018,"08","003",0.438653717844169,3
2018,"08","005",0.751035861871163,1
2018,"08","007",0.589894828147024,3
2018,"08","009",0.438653717844169,3
2018,"08","011",0.50592964322273,3
2018,"08","013",0.806696864622163,2
2018,"08","014",0.835682199956422,3
2018,"08","015",0.547428330522766,3
2018,"08","017",0.50592964322273,3
2018,"08","019",0.736710487071833,3
2018,"08","021",0.438653717844169,3
2018,"08","023",0.438653717844169,3
2018,"08","025",0.50592964322273,3
2018,"08","027",0.547428330522766,3
2018,"08","029",0.53779097614714,3
2018,"08","031",0.717515902734259,1
2018,"08","033",0.589894828147024,3
2018,"08","035",0.858241645094366,1
2018,"08","037",0.65225582305735,2
2018,"08","039",0.783300584401065,3
2018,"08","041",0.749965957653151,1
2018,"08","043",0.547428330522766,2
2018,"08","045",0.574102597572118,2
2018,"08","047",0.736710487071833,3
2018,"08","049",0.65225582305735,3
2018,"08","051",0.589894828147024,3
2018,"08","053",0.589894828147024,3
2018,"08","055",0.547428330522766,3
2018,"08","057",0.65225582305735,3
2018,"08","059",0.769609355994366,1
2018,"08","061",0.50592964322273,3
2018,"08","063",0.50592964322273,3
2018,"08","065",0.547428330522766,3
2018,"08","067",0.589894828147024,2
2018,"08","069",0.755856449583608,1
2018,"08","071",0.438653717844169,3
2018,"08","073",0.50592964322273,3
2018,"08","075",0.50592964322273,3
2018,"08","077",0.674995467559979,1
2018,"08","079",0.438653717844169,3
2018,"08","081",0.574102597572119,3
