"year","state","county","subgroup_type","subgroup","share_digital_access","share_digital_access_quality"
2018,"01","027","race_ethnicity","White, Non-Hispanic",0.446245733788396,3
2018,"01","029","race_ethnicity","Black, Non-Hispanic",0.377479401891974,3
2018,"01","029","race_ethnicity","Hispanic",0.420935412026726,3
2018,"01","029","race_ethnicity","Other Races and Ethnicities",0.430916552667579,3
2018,"01","029","race_ethnicity","White, Non-Hispanic",0.446245733788396,3
2018,"01","031","race_ethnicity","Black, Non-Hispanic",0.331242565156267,2
2018,"01","031","race_ethnicity","Hispanic",0.585635359116022,2
2018,"01","031","race_ethnicity","Other Races and Ethnicities",0.499647141848977,2
2018,"01","031","race_ethnicity","White, Non-Hispanic",0.511592771224359,2
2018,"01","033","race_ethnicity","Black, Non-Hispanic",0.316124920331421,3
2018,"01","033","race_ethnicity","Hispanic",0.292563600782779,3
2018,"01","033","race_ethnicity","Other Races and Ethnicities",0.497142857142857,3
2018,"01","033","race_ethnicity","White, Non-Hispanic",0.451249842589095,3
2018,"01","035","race_ethnicity","Black, Non-Hispanic",0.218360889977546,3
2018,"01","035","race_ethnicity","Hispanic",NA,NA
2018,"01","035","race_ethnicity","Other Races and Ethnicities",0.334457560427206,3
2018,"01","035","race_ethnicity","White, Non-Hispanic",0.349307922376017,3
2018,"01","037","race_ethnicity","Black, Non-Hispanic",0.296515294859666,3
2018,"01","037","race_ethnicity","Hispanic",0.42615484710475,3
2018,"01","037","race_ethnicity","Other Races and Ethnicities",0.440917107583774,3
2018,"01","037","race_ethnicity","White, Non-Hispanic",0.460242568899004,3
2018,"01","039","race_ethnicity","Black, Non-Hispanic",0.331242565156267,3
2018,"01","039","race_ethnicity","Hispanic",0.585635359116022,3
2018,"01","039","race_ethnicity","Other Races and Ethnicities",0.499647141848977,3
2018,"01","039","race_ethnicity","White, Non-Hispanic",0.511592771224359,3
2018,"01","041","race_ethnicity","Black, Non-Hispanic",0.331242565156267,3
2018,"01","041","race_ethnicity","Hispanic",0.585635359116022,3
2018,"01","041","race_ethnicity","Other Races and Ethnicities",0.499647141848977,3
2018,"01","041","race_ethnicity","White, Non-Hispanic",0.511592771224359,3
2018,"01","043","race_ethnicity","Black, Non-Hispanic",0.458333333333333,1
2018,"01","043","race_ethnicity","Hispanic",0.434210526315789,1
2018,"01","043","race_ethnicity","Other Races and Ethnicities",0.314465408805031,1
2018,"01","043","race_ethnicity","White, Non-Hispanic",0.423079975660732,1
2018,"01","045","race_ethnicity","Black, Non-Hispanic",0.377928410036865,3
2018,"01","045","race_ethnicity","Hispanic",0.495939086294416,3
2018,"01","045","race_ethnicity","Other Races and Ethnicities",0.571012805587893,3
2018,"01","045","race_ethnicity","White, Non-Hispanic",0.549188139134259,3
2018,"01","047","race_ethnicity","Black, Non-Hispanic",0.325977714660258,3
2018,"01","047","race_ethnicity","Hispanic",NA,NA
2018,"01","047","race_ethnicity","Other Races and Ethnicities",NA,NA
2018,"01","047","race_ethnicity","White, Non-Hispanic",0.404236721682349,3
2018,"01","049","race_ethnicity","Black, Non-Hispanic",0.468946894689469,2
2018,"01","049","race_ethnicity","Hispanic",0.314587593728698,2
2018,"01","049","race_ethnicity","Other Races and Ethnicities",0.511723329425557,2
2018,"01","049","race_ethnicity","White, Non-Hispanic",0.480588206603912,2
2018,"01","051","race_ethnicity","Black, Non-Hispanic",0.440980081484835,2
2018,"01","051","race_ethnicity","Hispanic",0.353954581049334,2
2018,"01","051","race_ethnicity","Other Races and Ethnicities",0.62,2
2018,"01","051","race_ethnicity","White, Non-Hispanic",0.657495461225901,2
2018,"01","053","race_ethnicity","Black, Non-Hispanic",0.218360889977546,3
2018,"01","053","race_ethnicity","Hispanic",NA,NA
2018,"01","053","race_ethnicity","Other Races and Ethnicities",0.334457560427206,3
2018,"01","053","race_ethnicity","White, Non-Hispanic",0.349307922376017,3
2018,"01","055","race_ethnicity","Black, Non-Hispanic",0.492696339577247,1
2018,"01","055","race_ethnicity","Hispanic",0.341590612777053,1
2018,"01","055","race_ethnicity","Other Races and Ethnicities",0.490395480225989,1
2018,"01","055","race_ethnicity","White, Non-Hispanic",0.555356800613301,1
2018,"01","057","race_ethnicity","Black, Non-Hispanic",0.283710277698254,3
2018,"01","057","race_ethnicity","Hispanic",NA,NA
2018,"01","057","race_ethnicity","Other Races and Ethnicities",0.343532684283727,3
2018,"01","057","race_ethnicity","White, Non-Hispanic",0.416348864201625,3
2018,"01","059","race_ethnicity","Black, Non-Hispanic",0.316124920331421,3
2018,"01","059","race_ethnicity","Hispanic",0.292563600782779,3
2018,"01","059","race_ethnicity","Other Races and Ethnicities",0.497142857142857,3
2018,"01","059","race_ethnicity","White, Non-Hispanic",0.451249842589095,3
2018,"01","061","race_ethnicity","Black, Non-Hispanic",0.377928410036865,3
2018,"01","061","race_ethnicity","Hispanic",0.495939086294416,3
2018,"01","061","race_ethnicity","Other Races and Ethnicities",0.571012805587893,3
2018,"01","061","race_ethnicity","White, Non-Hispanic",0.549188139134259,3
2018,"01","063","race_ethnicity","Black, Non-Hispanic",0.325977714660258,3
2018,"01","063","race_ethnicity","Hispanic",NA,NA
2018,"01","063","race_ethnicity","Other Races and Ethnicities",NA,NA
2018,"01","063","race_ethnicity","White, Non-Hispanic",0.404236721682349,3
2018,"01","065","race_ethnicity","Black, Non-Hispanic",0.325977714660258,3
2018,"01","065","race_ethnicity","Hispanic",NA,NA
2018,"01","065","race_ethnicity","Other Races and Ethnicities",NA,NA
2018,"01","065","race_ethnicity","White, Non-Hispanic",0.404236721682349,3
2018,"01","067","race_ethnicity","Black, Non-Hispanic",0.377928410036865,3
2018,"01","067","race_ethnicity","Hispanic",0.495939086294416,3
2018,"01","067","race_ethnicity","Other Races and Ethnicities",0.571012805587893,3
2018,"01","067","race_ethnicity","White, Non-Hispanic",0.549188139134259,3
2018,"01","069","race_ethnicity","Black, Non-Hispanic",0.377928410036865,2
2018,"01","069","race_ethnicity","Hispanic",0.495939086294416,2
2018,"01","069","race_ethnicity","Other Races and Ethnicities",0.571012805587893,2
2018,"01","069","race_ethnicity","White, Non-Hispanic",0.549188139134259,2
2018,"01","071","race_ethnicity","Black, Non-Hispanic",0.468946894689469,2
2018,"01","071","race_ethnicity","Hispanic",0.314587593728698,2
2018,"01","071","race_ethnicity","Other Races and Ethnicities",0.511723329425557,2
2018,"01","071","race_ethnicity","White, Non-Hispanic",0.480588206603912,2
2018,"01","073","race_ethnicity","Black, Non-Hispanic",0.517935837217316,1
2018,"01","073","race_ethnicity","Hispanic",0.473626373626374,1
2018,"01","073","race_ethnicity","Other Races and Ethnicities",0.661301808859137,1
2018,"01","073","race_ethnicity","White, Non-Hispanic",0.703613455800279,1
2018,"01","075","race_ethnicity","Black, Non-Hispanic",0.283710277698254,3
2018,"01","075","race_ethnicity","Hispanic",NA,NA
2018,"01","075","race_ethnicity","Other Races and Ethnicities",0.343532684283727,3
2018,"01","075","race_ethnicity","White, Non-Hispanic",0.416348864201625,3
2018,"01","077","race_ethnicity","Black, Non-Hispanic",0.316124920331421,2
2018,"01","077","race_ethnicity","Hispanic",0.292563600782779,2
2018,"01","077","race_ethnicity","Other Races and Ethnicities",0.497142857142857,2
2018,"01","077","race_ethnicity","White, Non-Hispanic",0.451249842589095,2
2018,"01","079","race_ethnicity","Black, Non-Hispanic",0.352657689581857,3
2018,"01","079","race_ethnicity","Hispanic",0.45410460685833,3
2018,"01","079","race_ethnicity","Other Races and Ethnicities",0.396103896103896,3
2018,"01","079","race_ethnicity","White, Non-Hispanic",0.526381638552138,3
2018,"01","081","race_ethnicity","Black, Non-Hispanic",0.505347964995138,1
2018,"01","081","race_ethnicity","Hispanic",0.64509706321553,1
2018,"01","081","race_ethnicity","Other Races and Ethnicities",0.745276872964169,1
2018,"01","081","race_ethnicity","White, Non-Hispanic",0.714206938038901,1
2018,"01","083","race_ethnicity","Black, Non-Hispanic",0.610220354968704,2
2018,"01","083","race_ethnicity","Hispanic",0.627188465499485,2
2018,"01","083","race_ethnicity","Other Races and Ethnicities",0.728858177031918,2
2018,"01","083","race_ethnicity","White, Non-Hispanic",0.674494688351979,2
2018,"01","085","race_ethnicity","Black, Non-Hispanic",0.440980081484835,3
2018,"01","085","race_ethnicity","Hispanic",0.353954581049334,3
2018,"01","085","race_ethnicity","Other Races and Ethnicities",0.62,3
2018,"01","085","race_ethnicity","White, Non-Hispanic",0.657495461225901,3
2018,"01","087","race_ethnicity","Black, Non-Hispanic",0.299421622423254,3
2018,"01","087","race_ethnicity","Hispanic",0.428937259923175,3
2018,"01","087","race_ethnicity","Other Races and Ethnicities",0.449720670391061,3
2018,"01","087","race_ethnicity","White, Non-Hispanic",0.493152345170282,3
2018,"01","089","race_ethnicity","Black, Non-Hispanic",0.591995948253851,1
2018,"01","089","race_ethnicity","Hispanic",0.533964655818463,1
2018,"01","089","race_ethnicity","Other Races and Ethnicities",0.763814606300502,1
2018,"01","089","race_ethnicity","White, Non-Hispanic",0.727678881467235,1
2018,"01","091","race_ethnicity","Black, Non-Hispanic",0.325977714660258,3
2018,"01","091","race_ethnicity","Hispanic",NA,NA
2018,"01","091","race_ethnicity","Other Races and Ethnicities",NA,NA
2018,"01","091","race_ethnicity","White, Non-Hispanic",0.404236721682349,3
2018,"01","093","race_ethnicity","Black, Non-Hispanic",0.294545966503861,3
2018,"01","093","race_ethnicity","Hispanic",0.30984366740566,3
2018,"01","093","race_ethnicity","Other Races and Ethnicities",0.385905663344391,3
2018,"01","093","race_ethnicity","White, Non-Hispanic",0.425134986244669,3
2018,"01","095","race_ethnicity","Black, Non-Hispanic",0.504187604690117,1
2018,"01","095","race_ethnicity","Hispanic",0.363499245852187,1
2018,"01","095","race_ethnicity","Other Races and Ethnicities",0.662671232876712,1
2018,"01","095","race_ethnicity","White, Non-Hispanic",0.630263092946345,1
2018,"01","097","race_ethnicity","Black, Non-Hispanic",0.41690646137748,1
2018,"01","097","race_ethnicity","Hispanic",0.412899814961671,1
2018,"01","097","race_ethnicity","Other Races and Ethnicities",0.623961661341853,1
2018,"01","097","race_ethnicity","White, Non-Hispanic",0.596239297713233,1
2018,"01","099","race_ethnicity","Black, Non-Hispanic",0.218360889977546,3
2018,"01","099","race_ethnicity","Hispanic",NA,NA
2018,"01","099","race_ethnicity","Other Races and Ethnicities",0.334457560427206,3
2018,"01","099","race_ethnicity","White, Non-Hispanic",0.349307922376017,3
2018,"01","101","race_ethnicity","Black, Non-Hispanic",0.532554008742924,1
2018,"01","101","race_ethnicity","Hispanic",0.435650268601396,1
2018,"01","101","race_ethnicity","Other Races and Ethnicities",0.75437427697772,1
2018,"01","101","race_ethnicity","White, Non-Hispanic",0.74256118960441,1
2018,"01","103","race_ethnicity","Black, Non-Hispanic",0.352657689581857,1
2018,"01","103","race_ethnicity","Hispanic",0.45410460685833,1
2018,"01","103","race_ethnicity","Other Races and Ethnicities",0.396103896103896,1
2018,"01","103","race_ethnicity","White, Non-Hispanic",0.526381638552138,1
2018,"01","105","race_ethnicity","Black, Non-Hispanic",0.325977714660258,3
2018,"01","105","race_ethnicity","Hispanic",NA,NA
2018,"01","105","race_ethnicity","Other Races and Ethnicities",NA,NA
2018,"01","105","race_ethnicity","White, Non-Hispanic",0.404236721682349,3
2018,"01","107","race_ethnicity","Black, Non-Hispanic",0.391339980876929,3
2018,"01","107","race_ethnicity","Hispanic",NA,NA
2018,"01","107","race_ethnicity","Other Races and Ethnicities",NA,NA
2018,"01","107","race_ethnicity","White, Non-Hispanic",0.516546279186965,3
2018,"01","109","race_ethnicity","Black, Non-Hispanic",0.299421622423254,3
2018,"01","109","race_ethnicity","Hispanic",0.428937259923175,3
2018,"01","109","race_ethnicity","Other Races and Ethnicities",0.449720670391061,3
2018,"01","109","race_ethnicity","White, Non-Hispanic",0.493152345170282,3
2018,"01","111","race_ethnicity","Black, Non-Hispanic",0.377479401891974,3
2018,"01","111","race_ethnicity","Hispanic",0.420935412026726,3
2018,"01","111","race_ethnicity","Other Races and Ethnicities",0.430916552667579,3
2018,"01","111","race_ethnicity","White, Non-Hispanic",0.446245733788396,3
2018,"01","113","race_ethnicity","Black, Non-Hispanic",0.299421622423254,2
2018,"01","113","race_ethnicity","Hispanic",0.428937259923175,2
2018,"01","113","race_ethnicity","Other Races and Ethnicities",0.449720670391061,2
2018,"01","113","race_ethnicity","White, Non-Hispanic",0.493152345170282,2
2018,"01","115","race_ethnicity","Black, Non-Hispanic",0.527975966954563,2
2018,"01","115","race_ethnicity","Hispanic",0.499445676274945,2
2018,"01","115","race_ethnicity","Other Races and Ethnicities",0.522705314009662,2
2018,"01","115","race_ethnicity","White, Non-Hispanic",0.515468914646997,2
2018,"01","117","race_ethnicity","Black, Non-Hispanic",0.669890253178311,1
2018,"01","117","race_ethnicity","Hispanic",0.546249089584851,1
2018,"01","117","race_ethnicity","Other Races and Ethnicities",0.737327188940092,1
2018,"01","117","race_ethnicity","White, Non-Hispanic",0.755845054910475,1
2018,"01","119","race_ethnicity","Black, Non-Hispanic",0.325977714660258,3
2018,"01","119","race_ethnicity","Hispanic",NA,NA
2018,"01","119","race_ethnicity","Other Races and Ethnicities",NA,NA
2018,"01","119","race_ethnicity","White, Non-Hispanic",0.404236721682349,3
2018,"01","121","race_ethnicity","Black, Non-Hispanic",0.377479401891974,2
2018,"01","121","race_ethnicity","Hispanic",0.420935412026726,2
2018,"01","121","race_ethnicity","Other Races and Ethnicities",0.430916552667579,2
2018,"01","121","race_ethnicity","White, Non-Hispanic",0.446245733788396,2
2018,"01","123","race_ethnicity","Black, Non-Hispanic",0.296515294859666,3
2018,"01","123","race_ethnicity","Hispanic",0.42615484710475,3
2018,"01","123","race_ethnicity","Other Races and Ethnicities",0.440917107583774,3
2018,"01","123","race_ethnicity","White, Non-Hispanic",0.460242568899004,3
2018,"01","125","race_ethnicity","Black, Non-Hispanic",0.399477393663451,1
2018,"01","125","race_ethnicity","Hispanic",0.479247785387289,1
2018,"01","125","race_ethnicity","Other Races and Ethnicities",0.593214849944377,1
2018,"01","125","race_ethnicity","White, Non-Hispanic",0.589922397097451,1
2018,"01","127","race_ethnicity","Black, Non-Hispanic",0.283710277698254,2
2018,"01","127","race_ethnicity","Hispanic",NA,NA
2018,"01","127","race_ethnicity","Other Races and Ethnicities",0.343532684283727,2
2018,"01","127","race_ethnicity","White, Non-Hispanic",0.416348864201625,2
2018,"01","129","race_ethnicity","Black, Non-Hispanic",0.218360889977546,3
2018,"01","129","race_ethnicity","Hispanic",NA,NA
2018,"01","129","race_ethnicity","Other Races and Ethnicities",0.334457560427206,3
2018,"01","129","race_ethnicity","White, Non-Hispanic",0.349307922376017,3
2018,"01","131","race_ethnicity","Black, Non-Hispanic",0.218360889977546,3
2018,"01","131","race_ethnicity","Hispanic",NA,NA
2018,"01","131","race_ethnicity","Other Races and Ethnicities",0.334457560427206,3
2018,"01","131","race_ethnicity","White, Non-Hispanic",0.349307922376017,3
2018,"01","133","race_ethnicity","Black, Non-Hispanic",0.458333333333333,3
2018,"01","133","race_ethnicity","Hispanic",0.434210526315789,3
2018,"01","133","race_ethnicity","Other Races and Ethnicities",0.314465408805031,3
2018,"01","133","race_ethnicity","White, Non-Hispanic",0.423079975660732,3
2018,"01","001","all","All",0.593472032639837,3
2018,"01","003","all","All",0.555404339752232,1
2018,"01","005","all","All",0.394689230431843,3
2018,"01","007","all","All",0.36175656404664,3
2018,"01","009","all","All",0.515693458226318,2
2018,"01","011","all","All",0.394689230431843,3
2018,"01","013","all","All",0.477691811734365,3
2018,"01","015","all","All",0.532653831634579,1
2018,"01","017","all","All",0.41813101399083,3
2018,"01","019","all","All",0.431066101887466,3
2018,"01","021","all","All",0.41813101399083,3
2018,"01","023","all","All",0.296441751692289,3
2018,"01","025","all","All",0.296441751692289,3
2018,"01","027","all","All",0.431066101887466,3
2018,"01","029","all","All",0.431066101887466,3
2018,"01","031","all","All",0.477691811734365,2
2018,"01","033","all","All",0.433455695185016,3
2018,"01","035","all","All",0.296441751692289,3
2018,"01","037","all","All",0.41813101399083,3
2018,"01","039","all","All",0.477691811734365,3
2018,"01","041","all","All",0.477691811734365,3
2018,"01","043","all","All",0.421025091570528,1
2018,"01","045","all","All",0.509923806479113,3
2018,"01","047","all","All",0.36175656404664,3
2018,"01","049","all","All",0.471031075560879,2
2018,"01","051","all","All",0.593472032639837,2
2018,"01","053","all","All",0.296441751692289,3
2018,"01","055","all","All",0.540242927508575,1
2018,"01","057","all","All",0.404153116963166,3
2018,"01","059","all","All",0.433455695185016,3
2018,"01","061","all","All",0.509923806479113,3
2018,"01","063","all","All",0.36175656404664,3
2018,"01","065","all","All",0.36175656404664,3
2018,"01","067","all","All",0.509923806479113,3
2018,"01","069","all","All",0.509923806479113,2
2018,"01","071","all","All",0.471031075560879,2
2018,"01","073","all","All",0.618322952781272,1
2018,"01","075","all","All",0.404153116963166,3
2018,"01","077","all","All",0.433455695185016,2
2018,"01","079","all","All",0.497040509100862,3
2018,"01","081","all","All",0.662826537314941,1
2018,"01","083","all","All",0.664809749530997,2
2018,"01","085","all","All",0.593472032639837,3
2018,"01","087","all","All",0.394689230431843,3
2018,"01","089","all","All",0.690025007658693,1
2018,"01","091","all","All",0.36175656404664,3
2018,"01","093","all","All",0.411825432295739,3
2018,"01","095","all","All",0.608680593137785,1
2018,"01","097","all","All",0.531312768319526,1
2018,"01","099","all","All",0.296441751692289,3
2018,"01","101","all","All",0.624558270755687,1
2018,"01","103","all","All",0.497040509100862,1
2018,"01","105","all","All",0.36175656404664,3
2018,"01","107","all","All",0.493556123659173,3
2018,"01","109","all","All",0.394689230431843,3
2018,"01","111","all","All",0.431066101887466,3
2018,"01","113","all","All",0.394689230431843,2
2018,"01","115","all","All",0.515693458226318,2
2018,"01","117","all","All",0.737731079562864,1
2018,"01","119","all","All",0.36175656404664,3
2018,"01","121","all","All",0.431066101887466,2
2018,"01","123","all","All",0.41813101399083,3
2018,"01","125","all","All",0.525705634373989,1
2018,"01","127","all","All",0.404153116963166,2
2018,"01","129","all","All",0.296441751692289,3
2018,"01","131","all","All",0.296441751692289,3
2018,"01","133","all","All",0.421025091570528,3
2018,"02","013","race_ethnicity","Black, Non-Hispanic",NA,NA
2018,"02","013","race_ethnicity","Hispanic",0.536777583187391,3
2018,"02","013","race_ethnicity","Other Races and Ethnicities",0.324184170551569,3
2018,"02","013","race_ethnicity","White, Non-Hispanic",0.613770977295163,3
2018,"02","016","race_ethnicity","Black, Non-Hispanic",NA,NA
2018,"02","016","race_ethnicity","Hispanic",0.536777583187391,3
2018,"02","016","race_ethnicity","Other Races and Ethnicities",0.324184170551569,3
2018,"02","016","race_ethnicity","White, Non-Hispanic",0.613770977295163,3
2018,"02","020","race_ethnicity","Black, Non-Hispanic",0.665951831078852,1
2018,"02","020","race_ethnicity","Hispanic",0.584590297594782,1
2018,"02","020","race_ethnicity","Other Races and Ethnicities",0.692566287878788,1
2018,"02","020","race_ethnicity","White, Non-Hispanic",0.801064140144201,1
2018,"02","050","race_ethnicity","Black, Non-Hispanic",NA,NA
2018,"02","050","race_ethnicity","Hispanic",0.536777583187391,3
2018,"02","050","race_ethnicity","Other Races and Ethnicities",0.324184170551569,3
2018,"02","050","race_ethnicity","White, Non-Hispanic",0.613770977295163,3
2018,"02","060","race_ethnicity","Black, Non-Hispanic",NA,NA
2018,"02","060","race_ethnicity","Hispanic",0.536777583187391,3
2018,"02","060","race_ethnicity","Other Races and Ethnicities",0.324184170551569,3
2018,"02","060","race_ethnicity","White, Non-Hispanic",0.613770977295163,3
2018,"02","063","race_ethnicity","Black, Non-Hispanic",0.587435233160622,3
2018,"02","063","race_ethnicity","Hispanic",0.56731038343129,3
2018,"02","063","race_ethnicity","Other Races and Ethnicities",0.617536309844002,3
2018,"02","063","race_ethnicity","White, Non-Hispanic",0.713808204108401,3
2018,"02","066","race_ethnicity","Black, Non-Hispanic",0.587435233160622,3
2018,"02","066","race_ethnicity","Hispanic",0.56731038343129,3
2018,"02","066","race_ethnicity","Other Races and Ethnicities",0.617536309844002,3
2018,"02","066","race_ethnicity","White, Non-Hispanic",0.713808204108401,3
2018,"02","068","race_ethnicity","Black, Non-Hispanic",0.587435233160622,3
2018,"02","068","race_ethnicity","Hispanic",0.56731038343129,3
2018,"02","068","race_ethnicity","Other Races and Ethnicities",0.617536309844002,3
2018,"02","068","race_ethnicity","White, Non-Hispanic",0.713808204108401,3
2018,"02","070","race_ethnicity","Black, Non-Hispanic",NA,NA
2018,"02","070","race_ethnicity","Hispanic",0.536777583187391,3
2018,"02","070","race_ethnicity","Other Races and Ethnicities",0.324184170551569,3
2018,"02","070","race_ethnicity","White, Non-Hispanic",0.613770977295163,3
2018,"02","090","race_ethnicity","Black, Non-Hispanic",0.587435233160622,2
2018,"02","090","race_ethnicity","Hispanic",0.56731038343129,2
2018,"02","090","race_ethnicity","Other Races and Ethnicities",0.617536309844002,2
2018,"02","090","race_ethnicity","White, Non-Hispanic",0.713808204108401,2
2018,"02","100","race_ethnicity","Black, Non-Hispanic",0.587435233160622,3
2018,"02","100","race_ethnicity","Hispanic",0.56731038343129,3
2018,"02","100","race_ethnicity","Other Races and Ethnicities",0.617536309844002,3
2018,"02","100","race_ethnicity","White, Non-Hispanic",0.713808204108401,3
2018,"02","105","race_ethnicity","Black, Non-Hispanic",NA,NA
2018,"02","105","race_ethnicity","Hispanic",0.536777583187391,3
2018,"02","105","race_ethnicity","Other Races and Ethnicities",0.324184170551569,3
2018,"02","105","race_ethnicity","White, Non-Hispanic",0.613770977295163,3
2018,"02","110","race_ethnicity","Black, Non-Hispanic",0.587435233160622,3
2018,"02","110","race_ethnicity","Hispanic",0.56731038343129,3
2018,"02","110","race_ethnicity","Other Races and Ethnicities",0.617536309844002,3
2018,"02","110","race_ethnicity","White, Non-Hispanic",0.713808204108401,3
2018,"02","122","race_ethnicity","Black, Non-Hispanic",NA,NA
2018,"02","122","race_ethnicity","Hispanic",0.575432319618366,2
2018,"02","122","race_ethnicity","Other Races and Ethnicities",0.590092879256966,2
2018,"02","122","race_ethnicity","White, Non-Hispanic",0.645967072797939,2
2018,"02","130","race_ethnicity","Black, Non-Hispanic",0.587435233160622,3
2018,"02","130","race_ethnicity","Hispanic",0.56731038343129,3
2018,"02","130","race_ethnicity","Other Races and Ethnicities",0.617536309844002,3
2018,"02","130","race_ethnicity","White, Non-Hispanic",0.713808204108401,3
2018,"02","150","race_ethnicity","Black, Non-Hispanic",NA,NA
2018,"02","150","race_ethnicity","Hispanic",0.536777583187391,3
2018,"02","150","race_ethnicity","Other Races and Ethnicities",0.324184170551569,3
2018,"02","150","race_ethnicity","White, Non-Hispanic",0.613770977295163,3
2018,"02","158","race_ethnicity","Black, Non-Hispanic",NA,NA
2018,"02","158","race_ethnicity","Hispanic",0.536777583187391,3
2018,"02","158","race_ethnicity","Other Races and Ethnicities",0.324184170551569,3
2018,"02","158","race_ethnicity","White, Non-Hispanic",0.613770977295163,3
2018,"02","164","race_ethnicity","Black, Non-Hispanic",NA,NA
2018,"02","164","race_ethnicity","Hispanic",0.536777583187391,3
2018,"02","164","race_ethnicity","Other Races and Ethnicities",0.324184170551569,3
2018,"02","164","race_ethnicity","White, Non-Hispanic",0.613770977295163,3
2018,"02","170","race_ethnicity","Black, Non-Hispanic",NA,NA
2018,"02","170","race_ethnicity","Hispanic",0.575432319618366,2
2018,"02","170","race_ethnicity","Other Races and Ethnicities",0.590092879256966,2
2018,"02","170","race_ethnicity","White, Non-Hispanic",0.645967072797939,2
2018,"02","180","race_ethnicity","Black, Non-Hispanic",NA,NA
2018,"02","180","race_ethnicity","Hispanic",0.536777583187391,3
2018,"02","180","race_ethnicity","Other Races and Ethnicities",0.324184170551569,3
2018,"02","180","race_ethnicity","White, Non-Hispanic",0.613770977295163,3
