"year","state","place","subgroup_type","subgroup","share_digital_access","share_digital_access_quality"
2018,"01","03076","race_ethnicity","Black, Non-Hispanic",0.505347964995138,2
2018,"01","03076","race_ethnicity","Hispanic",0.64509706321553,2
2018,"01","03076","race_ethnicity","Other Races and Ethnicities",0.745276872964169,2
2018,"01","03076","race_ethnicity","White, Non-Hispanic",0.714206938038901,2
2018,"01","07000","race_ethnicity","Black, Non-Hispanic",0.422001586590966,3
2018,"01","07000","race_ethnicity","Hispanic",0.387299337429326,3
2018,"01","07000","race_ethnicity","Other Races and Ethnicities",0.551252325963362,3
2018,"01","07000","race_ethnicity","White, Non-Hispanic",0.662045324515705,3
2018,"01","35896","race_ethnicity","Black, Non-Hispanic",0.659229353304527,3
2018,"01","35896","race_ethnicity","Hispanic",0.528002058713064,3
2018,"01","35896","race_ethnicity","Other Races and Ethnicities",0.737447844617042,3
2018,"01","35896","race_ethnicity","White, Non-Hispanic",0.771751494056172,3
2018,"01","37000","race_ethnicity","Black, Non-Hispanic",0.555384560609029,3
2018,"01","37000","race_ethnicity","Hispanic",0.506091299255375,3
2018,"01","37000","race_ethnicity","Other Races and Ethnicities",0.772732440276826,3
2018,"01","37000","race_ethnicity","White, Non-Hispanic",0.740758074898389,3
2018,"01","50000","race_ethnicity","Black, Non-Hispanic",0.396341781334498,3
2018,"01","50000","race_ethnicity","Hispanic",0.436944631971921,3
2018,"01","50000","race_ethnicity","Other Races and Ethnicities",0.716095760635432,3
2018,"01","50000","race_ethnicity","White, Non-Hispanic",0.649634133162745,3
2018,"01","51000","race_ethnicity","Black, Non-Hispanic",0.536008030640375,3
2018,"01","51000","race_ethnicity","Hispanic",0.442157623151109,3
2018,"01","51000","race_ethnicity","Other Races and Ethnicities",0.760695993774757,3
2018,"01","51000","race_ethnicity","White, Non-Hispanic",0.754670796877599,3
2018,"01","77256","race_ethnicity","Black, Non-Hispanic",0.401974203860135,2
2018,"01","77256","race_ethnicity","Hispanic",0.456942320369245,2
2018,"01","77256","race_ethnicity","Other Races and Ethnicities",0.603069559455124,2
2018,"01","77256","race_ethnicity","White, Non-Hispanic",0.661232197693007,2
2018,"01","03076","all","All",0.662826537314941,2
2018,"01","07000","all","All",0.50053327142306,3
2018,"01","35896","all","All",0.742909112237141,3
2018,"01","37000","all","All",0.689924442498093,3
2018,"01","50000","all","All",0.526599688981584,3
2018,"01","51000","all","All",0.627024287682665,3
2018,"01","77256","all","All",0.546706706777872,2
2018,"02","03000","race_ethnicity","Black, Non-Hispanic",0.665951831078852,2
2018,"02","03000","race_ethnicity","Hispanic",0.584590297594782,2
2018,"02","03000","race_ethnicity","Other Races and Ethnicities",0.692566287878788,2
2018,"02","03000","race_ethnicity","White, Non-Hispanic",0.801064140144201,2
2018,"02","03000","all","All",0.756909241109985,2
2018,"04","04720","race_ethnicity","Black, Non-Hispanic",0.651369622661485,2
2018,"04","04720","race_ethnicity","Hispanic",0.568934980114865,2
2018,"04","04720","race_ethnicity","Other Races and Ethnicities",0.687418428279573,2
2018,"04","04720","race_ethnicity","White, Non-Hispanic",0.737014153719011,2
2018,"04","07940","race_ethnicity","Black, Non-Hispanic",0.728929797583327,2
2018,"04","07940","race_ethnicity","Hispanic",0.598950940689216,2
2018,"04","07940","race_ethnicity","Other Races and Ethnicities",0.536426036337082,2
2018,"04","07940","race_ethnicity","White, Non-Hispanic",0.697767808888989,2
2018,"04","12000","race_ethnicity","Black, Non-Hispanic",0.71840133341318,3
2018,"04","12000","race_ethnicity","Hispanic",0.676870079719478,3
2018,"04","12000","race_ethnicity","Other Races and Ethnicities",0.841536528575673,3
2018,"04","12000","race_ethnicity","White, Non-Hispanic",0.813844547734107,3
2018,"04","23620","race_ethnicity","Black, Non-Hispanic",NA,NA
2018,"04","23620","race_ethnicity","Hispanic",0.591283647683574,3
2018,"04","23620","race_ethnicity","Other Races and Ethnicities",0.28321834961025,3
2018,"04","23620","race_ethnicity","White, Non-Hispanic",0.682531812923484,3
2018,"04","27400","race_ethnicity","Black, Non-Hispanic",0.84939892827376,1
2018,"04","27400","race_ethnicity","Hispanic",0.828644824403479,1
2018,"04","27400","race_ethnicity","Other Races and Ethnicities",0.905075933240251,1
2018,"04","27400","race_ethnicity","White, Non-Hispanic",0.867607684658804,1
2018,"04","27820","race_ethnicity","Black, Non-Hispanic",0.510099074465692,1
2018,"04","27820","race_ethnicity","Hispanic",0.506150655262167,1
2018,"04","27820","race_ethnicity","Other Races and Ethnicities",0.696550409066133,1
2018,"04","27820","race_ethnicity","White, Non-Hispanic",0.703187042396528,1
2018,"04","28380","race_ethnicity","Black, Non-Hispanic",0.738484153790882,2
2018,"04","28380","race_ethnicity","Hispanic",0.696175893063807,2
2018,"04","28380","race_ethnicity","Other Races and Ethnicities",0.846970104035788,2
2018,"04","28380","race_ethnicity","White, Non-Hispanic",0.80740798384509,2
2018,"04","46000","race_ethnicity","Black, Non-Hispanic",0.522204289346878,2
2018,"04","46000","race_ethnicity","Hispanic",0.550393307820375,2
2018,"04","46000","race_ethnicity","Other Races and Ethnicities",0.676262628577606,2
2018,"04","46000","race_ethnicity","White, Non-Hispanic",0.699791747882102,2
2018,"04","54050","race_ethnicity","Black, Non-Hispanic",0.708562126158216,2
2018,"04","54050","race_ethnicity","Hispanic",0.632108545885468,2
2018,"04","54050","race_ethnicity","Other Races and Ethnicities",0.839647414543106,2
2018,"04","54050","race_ethnicity","White, Non-Hispanic",0.774602685950186,2
2018,"04","55000","race_ethnicity","Black, Non-Hispanic",0.508840386317893,2
2018,"04","55000","race_ethnicity","Hispanic",0.487462622069395,2
2018,"04","55000","race_ethnicity","Other Races and Ethnicities",0.702312700085044,2
2018,"04","55000","race_ethnicity","White, Non-Hispanic",0.742816198540851,2
2018,"04","65000","race_ethnicity","Black, Non-Hispanic",0.774085081110297,3
2018,"04","65000","race_ethnicity","Hispanic",0.705969725285291,3
2018,"04","65000","race_ethnicity","Other Races and Ethnicities",0.723914302062129,3
2018,"04","65000","race_ethnicity","White, Non-Hispanic",0.804255041463199,3
2018,"04","71510","race_ethnicity","Black, Non-Hispanic",0.825088484656315,1
2018,"04","71510","race_ethnicity","Hispanic",0.749543563583259,1
2018,"04","71510","race_ethnicity","Other Races and Ethnicities",0.886275009405356,1
2018,"04","71510","race_ethnicity","White, Non-Hispanic",0.806567881882749,1
2018,"04","73000","race_ethnicity","Black, Non-Hispanic",0.61808173108199,3
2018,"04","73000","race_ethnicity","Hispanic",0.625662411672732,3
2018,"04","73000","race_ethnicity","Other Races and Ethnicities",0.802791269015927,3
2018,"04","73000","race_ethnicity","White, Non-Hispanic",0.79956338224224,3
2018,"04","77000","race_ethnicity","Black, Non-Hispanic",0.524983404170409,2
2018,"04","77000","race_ethnicity","Hispanic",0.545566758343782,2
2018,"04","77000","race_ethnicity","Other Races and Ethnicities",0.640197719741626,2
2018,"04","77000","race_ethnicity","White, Non-Hispanic",0.691195217650005,2
2018,"04","85540","race_ethnicity","Black, Non-Hispanic",0.650983146067416,2
2018,"04","85540","race_ethnicity","Hispanic",0.499403578528827,2
2018,"04","85540","race_ethnicity","Other Races and Ethnicities",0.538491906829846,2
2018,"04","85540","race_ethnicity","White, Non-Hispanic",0.608459764140216,2
2018,"04","04720","all","All",0.65519947428521,2
2018,"04","07940","all","All",0.668909387240964,2
2018,"04","12000","all","All",0.789565194136427,3
2018,"04","23620","all","All",0.576508164819359,3
2018,"04","27400","all","All",0.864817054324801,1
2018,"04","27820","all","All",0.634949491084613,1
2018,"04","28380","all","All",0.78197602712465,2
2018,"04","46000","all","All",0.662962734465745,2
2018,"04","54050","all","All",0.754144456280519,2
2018,"04","55000","all","All",0.644420846238511,2
2018,"04","65000","all","All",0.792117192191414,3
2018,"04","71510","all","All",0.803676334540509,1
2018,"04","73000","all","All",0.75921071076526,3
2018,"04","77000","all","All",0.635259525103207,2
2018,"04","85540","all","All",0.550073830782606,2
2018,"05","23290","race_ethnicity","Black, Non-Hispanic",0.355524573021959,2
2018,"05","23290","race_ethnicity","Hispanic",0.417838638045892,2
2018,"05","23290","race_ethnicity","Other Races and Ethnicities",0.563781527853384,2
2018,"05","23290","race_ethnicity","White, Non-Hispanic",0.62572897770715,2
2018,"05","24550","race_ethnicity","Black, Non-Hispanic",0.335382148583645,2
2018,"05","24550","race_ethnicity","Hispanic",0.427660288687479,2
2018,"05","24550","race_ethnicity","Other Races and Ethnicities",0.585856650057493,2
2018,"05","24550","race_ethnicity","White, Non-Hispanic",0.54906314125206,2
2018,"05","35710","race_ethnicity","Black, Non-Hispanic",0.462264268453701,2
2018,"05","35710","race_ethnicity","Hispanic",0.512455455199399,2
2018,"05","35710","race_ethnicity","Other Races and Ethnicities",0.550488274310527,2
2018,"05","35710","race_ethnicity","White, Non-Hispanic",0.537014621918422,2
2018,"05","41000","race_ethnicity","Black, Non-Hispanic",0.417526391355625,1
2018,"05","41000","race_ethnicity","Hispanic",0.378483622897447,1
2018,"05","41000","race_ethnicity","Other Races and Ethnicities",0.700243696965732,1
2018,"05","41000","race_ethnicity","White, Non-Hispanic",0.687257669200796,1
2018,"05","66080","race_ethnicity","Black, Non-Hispanic",0.360828729206268,3
2018,"05","66080","race_ethnicity","Hispanic",0.405618087469994,3
2018,"05","66080","race_ethnicity","Other Races and Ethnicities",0.5672407063493,3
2018,"05","66080","race_ethnicity","White, Non-Hispanic",0.620152725327794,3
2018,"05","23290","all","All",0.586569023529823,2
2018,"05","24550","all","All",0.53116764373689,2
2018,"05","35710","all","All",0.531193023904104,2
2018,"05","41000","all","All",0.56535548586291,1
2018,"05","66080","all","All",0.581587720583574,3
2018,"06","00562","race_ethnicity","Black, Non-Hispanic",0.686628733997155,2
2018,"06","00562","race_ethnicity","Hispanic",0.684651805089761,2
2018,"06","00562","race_ethnicity","Other Races and Ethnicities",0.797217495746172,2
2018,"06","00562","race_ethnicity","White, Non-Hispanic",0.787338893100834,2
2018,"06","00884","race_ethnicity","Black, Non-Hispanic",0.611428571428571,2
2018,"06","00884","race_ethnicity","Hispanic",0.710019493177388,2
2018,"06","00884","race_ethnicity","Other Races and Ethnicities",0.732073462869311,2
2018,"06","00884","race_ethnicity","White, Non-Hispanic",0.77471366618481,2
2018,"06","02000","race_ethnicity","Black, Non-Hispanic",0.686187117192992,3
2018,"06","02000","race_ethnicity","Hispanic",0.643378107920491,3
2018,"06","02000","race_ethnicity","Other Races and Ethnicities",0.770158819377869,3
2018,"06","02000","race_ethnicity","White, Non-Hispanic",0.760169006985114,3
2018,"06","02252","race_ethnicity","Black, Non-Hispanic",0.642858711131921,1
2018,"06","02252","race_ethnicity","Hispanic",0.636523135105718,1
2018,"06","02252","race_ethnicity","Other Races and Ethnicities",0.721292934243901,1
2018,"06","02252","race_ethnicity","White, Non-Hispanic",0.768730025448712,1
2018,"06","02364","race_ethnicity","Black, Non-Hispanic",0.568415887593321,2
2018,"06","02364","race_ethnicity","Hispanic",0.689720771380187,2
2018,"06","02364","race_ethnicity","Other Races and Ethnicities",0.662957356398073,2
2018,"06","02364","race_ethnicity","White, Non-Hispanic",0.725711039765439,2
2018,"06","03526","race_ethnicity","Black, Non-Hispanic",0.543966741585854,2
2018,"06","03526","race_ethnicity","Hispanic",0.555908155382312,2
2018,"06","03526","race_ethnicity","Other Races and Ethnicities",0.765195576260961,2
2018,"06","03526","race_ethnicity","White, Non-Hispanic",0.724741422914006,2
2018,"06","04982","race_ethnicity","Black, Non-Hispanic",0.5904079211825,2
2018,"06","04982","race_ethnicity","Hispanic",0.594130085206421,2
2018,"06","04982","race_ethnicity","Other Races and Ethnicities",0.729336800972099,2
2018,"06","04982","race_ethnicity","White, Non-Hispanic",0.632679537840171,2
2018,"06","06000","race_ethnicity","Black, Non-Hispanic",0.575063613231552,1
2018,"06","06000","race_ethnicity","Hispanic",0.720326409495549,1
2018,"06","06000","race_ethnicity","Other Races and Ethnicities",0.812114322832088,1
2018,"06","06000","race_ethnicity","White, Non-Hispanic",0.852803446553446,1
2018,"06","08786","race_ethnicity","Black, Non-Hispanic",0.692978902941185,3
2018,"06","08786","race_ethnicity","Hispanic",0.674414708591615,3
2018,"06","08786","race_ethnicity","Other Races and Ethnicities",0.821197640536298,3
2018,"06","08786","race_ethnicity","White, Non-Hispanic",0.796620522804321,3
2018,"06","08954","race_ethnicity","Black, Non-Hispanic",0.626382978723404,1
2018,"06","08954","race_ethnicity","Hispanic",0.63699073076094,1
2018,"06","08954","race_ethnicity","Other Races and Ethnicities",0.756314618505431,1
2018,"06","08954","race_ethnicity","White, Non-Hispanic",0.704355821952798,1
2018,"06","11194","race_ethnicity","Black, Non-Hispanic",0.579493867677723,1
2018,"06","11194","race_ethnicity","Hispanic",0.843904977315611,1
2018,"06","11194","race_ethnicity","Other Races and Ethnicities",0.836640626361554,1
2018,"06","11194","race_ethnicity","White, Non-Hispanic",0.870938380094694,1
2018,"06","11530","race_ethnicity","Black, Non-Hispanic",0.667325681927202,1
2018,"06","11530","race_ethnicity","Hispanic",0.631033801407157,1
2018,"06","11530","race_ethnicity","Other Races and Ethnicities",0.764401929330343,1
2018,"06","11530","race_ethnicity","White, Non-Hispanic",0.667236554133063,1
2018,"06","13014","race_ethnicity","Black, Non-Hispanic",NA,NA
2018,"06","13014","race_ethnicity","Hispanic",0.636516225289071,1
2018,"06","13014","race_ethnicity","Other Races and Ethnicities",0.8,1
2018,"06","13014","race_ethnicity","White, Non-Hispanic",0.751834812137145,1
2018,"06","13210","race_ethnicity","Black, Non-Hispanic",0.74630666999927,2
2018,"06","13210","race_ethnicity","Hispanic",0.76127529120896,2
2018,"06","13210","race_ethnicity","Other Races and Ethnicities",0.858337107577394,2
2018,"06","13210","race_ethnicity","White, Non-Hispanic",0.806615262854681,2
2018,"06","13214","race_ethnicity","Black, Non-Hispanic",0.759036144578313,2
2018,"06","13214","race_ethnicity","Hispanic",0.775837688287734,2
2018,"06","13214","race_ethnicity","Other Races and Ethnicities",0.859701741231359,2
2018,"06","13214","race_ethnicity","White, Non-Hispanic",0.811049299827355,2
2018,"06","13392","race_ethnicity","Black, Non-Hispanic",0.731093506881215,1
2018,"06","13392","race_ethnicity","Hispanic",0.681133641113113,1
2018,"06","13392","race_ethnicity","Other Races and Ethnicities",0.803110890196551,1
2018,"06","13392","race_ethnicity","White, Non-Hispanic",0.770961613405193,1
2018,"06","13588","race_ethnicity","Black, Non-Hispanic",0.634521974908806,1
2018,"06","13588","race_ethnicity","Hispanic",0.666143756210842,1
2018,"06","13588","race_ethnicity","Other Races and Ethnicities",0.785267229836705,1
2018,"06","13588","race_ethnicity","White, Non-Hispanic",0.745232325887102,1
2018,"06","14218","race_ethnicity","Black, Non-Hispanic",0.705956408592615,1
2018,"06","14218","race_ethnicity","Hispanic",0.680588150147531,1
2018,"06","14218","race_ethnicity","Other Races and Ethnicities",0.750422957683057,1
2018,"06","14218","race_ethnicity","White, Non-Hispanic",0.722899514418793,1
2018,"06","15044","race_ethnicity","Black, Non-Hispanic",0.498661531032134,2
