year,state,place,subgroup_type,subgroup,pctl_income_20,pctl_income_20_lb,pctl_income_20_ub,pctl_income_20_quality,pctl_income_50,pctl_income_50_lb,pctl_income_50_ub,pctl_income_50_quality,pctl_income_80,pctl_income_80_lb,pctl_income_80_ub,pctl_income_80_quality
2014,01,03076,all,All,15638.00436,14241.705115,17143.225,2,44581.316256000006,42172.087272,47439.437116,2,94590.26499999998,90367.750816,99568.36556,2
2014,01,03076,gender,Female,12706.155,11496.044999999998,14379.542914,2,33812.336891,30738.304892,37023.128632,2,75067.15699999999,68807.219184,80483.19169,2
2014,01,03076,gender,Male,20168.499999999996,17445.7525,24202.199999999997,2,57944.42574400001,54211.748448000006,61719.64369999999,2,112603.997248,105295.896024,118682.650009,2
2014,01,07000,all,All,12093.187997000001,11259.767222,12909.725337,3,31901.326853,30635.534894,33580.5525,3,68963.801269,65547.625,73514.1825,3
2014,01,07000,gender,Female,10112.17207,9174.699974,11373.213112,3,28148.407848000003,26219.05,29713.627559,3,60505.49999999999,56714.03118700001,64135.829999999994,3
2014,01,07000,gender,Male,15638.00436,14017.107499999998,17725.809557,3,38934.716007,36343.299979,42008.748006,3,81317.62267200001,77460.36712,86530.290792,3
2014,01,35896,all,All,26435.063113,25303.453888000004,27227.475,3,61717.586458000005,60451.932451,64857.944228,3,125549.640337,122963.295058,130136.036389,3
2014,01,35896,gender,Female,20592.811688,18454.1775,22935.739728,3,49715.35249999999,45712.731878000006,52255.521336,3,104876.2,100412.33334,110508.564144,3
2014,01,35896,gender,Male,33257.024647000006,31276.00872,35967.410028000006,3,75579.860992,72509.79119999999,79161.36249999999,3,145954.70736,140372.75999999998,153998.826905,3
2014,01,37000,all,All,20045.671856,18242.734092,21267.887971,3,51429.675,49412.825,53280.198669000005,3,111727.364368,107584.067122,116088.788231,3
2014,01,37000,gender,Female,15012.686227000002,13552.937112,16393.829779,3,37911.046223,35294.875,40984.070673,3,82993.826228,77648.72499999999,91742.958912,3
2014,01,37000,gender,Male,28235.9,25210.624999999996,30858.793229000003,3,66189.924006,62865.18161000001,69263.956005,3,129481.77,124237.96,135658.412458,3
2014,01,50000,all,All,14344.475113,13525.337776,15429.901718,3,37311.725,35446.143216000004,39616.277712,3,76845.76223000001,74123.93862500001,81969.148895,3
2014,01,50000,gender,Female,11731.900556,10633.438882,13210.367499999998,3,29190.941472,27152.438001,31967.514672,3,64337.51499999999,60466.950192,68703.16786300001,3
2014,01,50000,gender,Male,19979.69667,16840.6975,23874.222031,3,48404.399999999994,45379.12499999999,51429.675,3,94993.635,88526.277787,100842.5,3
2014,01,51000,all,All,17949.964999999997,16784.589305,19422.870775,3,47100.376256,45278.282499999994,49361.07504900001,3,96791.572746,92785.492536,100035.76,3
2014,01,51000,gender,Female,13413.236001,12267.8222,15444.860672,3,37009.943652,33955.921176,39652.019648,3,77174.76525,73827.27368500001,83904.85048000001,3
2014,01,51000,gender,Male,25916.5225,22935.739728,28356.51049,3,61809.022374,59149.544048,64384.143747,3,113219.288679,109536.789792,119351.047552,3
2014,01,77256,all,All,14593.372684,13413.236001,15638.00436,2,37911.046223,35205.374936,40294.126609000006,2,80480.43424300001,75115.34349,84707.7,2
2014,01,77256,gender,Female,11720.682368000002,10301.503729,12876.625102,2,28114.541807,25614.918227,31276.00872,2,61509.48381600001,57068.800488,68570.116054,2
2014,01,77256,gender,Male,19959.481674,17647.4375,22016.584400000003,2,47966.090359,44203.627699,51429.675,2,89365.941841,86724.54999999999,97435.09853,2
2014,02,03000,all,All,36147.503376,32860.633888000004,38573.744088,2,79161.36249999999,76626.22136400001,82152.592344,2,143035.20913,139285.657467,148084.243384,2
2014,02,03000,gender,Female,28150.999312000004,25412.31,31967.514672,2,69674.028448,64950.248858000006,74484.57370400001,2,134120.525,125528.790296,142178.769272,2
2014,02,03000,gender,Male,43995.984296,39167.504442000005,49520.347140000005,2,86845.686055,82690.84999999999,91221.6921,2,150230.68698,144920.810415,156709.245,2
2014,04,04720,all,All,25210.624999999996,22185.35,28148.407848000003,2,52439.84537,49181.489337,59222.722671,2,95493.479122,90758.25,104253.3624,2
2014,04,04720,gender,Female,25210.624999999996,20850.67248,26219.05,2,46914.01308,42118.560451000005,52126.681200000006,2,88237.18749999999,82777.37178700001,94870.559784,2
2014,04,04720,gender,Male,25020.806976000003,20492.539111,31901.326853,2,58402.577785,52439.84537,65547.625,2,104253.3624,98311.324826,113952.025,2
2014,04,07940,all,All,23975.636004,20492.539111,26127.760668,2,53280.198669000005,50421.24999999999,57964.667453,2,96955.627032,91766.675,102657.665,2
2014,04,07940,gender,Female,20492.539111,16739.855,24603.591485,2,49591.561780000004,45782.494999999995,55160.8475,2,92214.914676,84223.036008,100842.5,2
2014,04,07940,gender,Male,26584.607412,21517.216444,30252.749999999996,2,58799.09843500001,52460.053783,66200.88512400001,2,102657.665,93783.525,112593.631392,2
2014,04,12000,all,All,27256.168016000003,26063.340600000003,28700.991077,3,61476.609784,59497.075,63531.70082400001,3,116977.3,114756.808453,120620.736214,3
2014,04,12000,gender,Female,21461.381249,20492.539111,23193.775,3,51262.87100000001,48717.549265,53954.7712,3,103867.775,99040.69428,108495.9142,3
2014,04,12000,gender,Male,32860.633888000004,31784.267955000003,34790.6625,3,72203.23,68599.116542,75115.34349,3,128544.799922,125528.790296,132401.77024800002,3
2014,04,23620,all,All,19059.20796,16978.4644,21907.761008,3,49147.245279,46464.190784000006,51742.678895000005,3,98582.909288,94791.95,103622.036912,3
2014,04,23620,gender,Female,16739.855,15006.544232000002,19703.628244,3,42922.762498,40669.404017,46005.088968,3,89961.027563,82626.87783900001,98060.79349,3
2014,04,23620,gender,Male,22454.90084,18958.39,24681.046643,3,56872.609398,53280.198669000005,60505.49999999999,3,105921.214157,100083.227904,111599.793437,3
2014,04,27400,all,All,40984.070673,38630.893543000006,43033.425339,1,83699.275,81969.148895,86095.42505600001,1,151375.478122,147835.10499999998,155740.879126,1
2014,04,27400,gender,Female,33882.34278,30889.721344,36303.3,1,72968.899894,69077.11249999999,76104.95455200001,1,130593.986435,122643.170628,137145.8,1
2014,04,27400,gender,Male,47132.134671,43995.984296,50421.24999999999,1,95183.723954,90804.476609,99040.69428,1,168467.679432,161019.322824,177058.177219,1
2014,04,27820,all,All,19865.9725,18140.287099,21188.75547,1,48361.344451,45495.682452,50118.7225,1,95913.093408,92214.914676,100842.5,1
2014,04,27820,gender,Female,15731.429999999998,13512.895,17949.964999999997,1,38422.881115,35041.546671000004,41701.34496,1,81531.16124999999,77870.439563,87091.528011,1
2014,04,27820,gender,Male,25714.8375,23798.83,28688.950226,1,55463.37499999999,52126.681200000006,61196.319646,1,110145.25668,104253.3624,116138.44775500002,1
2014,04,28380,all,All,35295.883425,32735.757835000004,40336.99999999999,2,72606.59999999999,67764.68556,77563.137118,2,115721.232264,110658.099121,123027.85,2
2014,04,28380,gender,Female,32269.6,26376.504770000003,35861.691557,2,60451.932451,52438.1,67764.68556,2,105884.625,99387.656007,112943.6,2
2014,04,28380,gender,Male,42639.82726300001,34987.509238000006,50673.35625,2,79232.555424,73615.025,85487.75716800001,2,127189.102128,117522.530458,136137.375,2
2014,04,46000,all,All,23565.563561,22541.893777,24363.356699,2,52255.521336,51482.53303200001,53332.199349,2,101978.602168,99430.705,104497.662168,2
