year,state,county,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality
2018,55,051,0.002:0.006,3,0.002:0.020,3,0.063:0.070,3,0.933:0.905,3
2018,55,053,NA:0.011,NA,0.012:0.021,3,0.008:0.023,3,0.980:0.945,3
2018,55,055,0.007:0.039,2,0.013:0.040,2,0.013:0.016,2,0.967:0.905,2
2018,55,057,0.002:0.021,3,0.009:0.028,3,0.019:0.026,3,0.969:0.925,3
2018,55,059,0.006:0.068,1,0.060:0.097,1,0.012:0.034,1,0.923:0.801,1
2018,55,061,0.000:0.005,3,0.002:0.029,3,0.020:0.024,3,0.978:0.942,3
2018,55,063,0.006:0.013,1,0.020:0.023,1,0.024:0.043,1,0.950:0.922,1
2018,55,065,NA:0.005,NA,0.002:0.014,3,0.014:0.031,3,0.984:0.950,3
2018,55,067,NA:0.009,NA,0.005:0.021,3,0.040:0.054,3,0.954:0.916,3
2018,55,069,NA:0.009,NA,0.005:0.021,3,0.040:0.054,3,0.954:0.916,3
2018,55,071,0.000:0.005,1,0.002:0.029,1,0.020:0.024,1,0.978:0.942,1
2018,55,073,NA,NA,0.008:0.013,1,0.064:0.052,1,0.927:0.934,1
2018,55,075,NA:0.003,NA,0.002:0.018,2,0.024:0.025,2,0.973:0.953,2
2018,55,077,0.000:0.007,3,0.010:0.023,3,0.029:0.061,3,0.960:0.909,3
2018,55,078,0.000:0.007,3,0.010:0.023,3,0.029:0.061,3,0.960:0.909,3
2018,55,079,0.075:0.253,1,0.077:0.112,1,0.050:0.054,1,0.798:0.582,1
2018,55,081,NA:0.011,NA,0.012:0.021,3,0.008:0.023,3,0.980:0.945,3
2018,55,083,NA:0.003,NA,0.002:0.018,3,0.024:0.025,3,0.973:0.953,3
2018,55,085,NA:0.009,NA,0.005:0.021,3,0.040:0.054,3,0.954:0.916,3
2018,55,087,NA:0.013,NA,0.019:0.039,1,0.026:0.042,1,0.955:0.905,1
2018,55,089,0.018:0.020,2,0.015:0.023,2,0.019:0.018,2,0.949:0.939,2
2018,55,091,NA:0.011,NA,0.012:0.021,3,0.008:0.023,3,0.980:0.945,3
2018,55,093,NA:0.011,NA,0.012:0.021,3,0.008:0.023,3,0.980:0.945,3
2018,55,095,NA:0.005,NA,0.003:0.012,3,0.012:0.014,3,0.985:0.968,3
2018,55,097,0.002:0.021,2,0.009:0.028,2,0.019:0.026,2,0.969:0.925,2
2018,55,099,0.002:0.006,3,0.002:0.020,3,0.063:0.070,3,0.933:0.905,3
2018,55,101,0.021:0.128,1,0.042:0.086,1,0.022:0.024,1,0.915:0.763,1
2018,55,103,NA:0.005,NA,0.002:0.014,3,0.014:0.031,3,0.984:0.950,3
2018,55,105,0.012:0.039,1,0.012:0.067,1,0.010:0.023,1,0.966:0.871,1
2018,55,107,0.002:0.006,3,0.002:0.020,3,0.063:0.070,3,0.933:0.905,3
2018,55,109,NA:0.000,NA,0.004:0.013,2,0.035:0.037,2,0.961:0.950,2
2018,55,111,NA:0.015,NA,0.007:0.022,2,0.009:0.020,2,0.984:0.943,2
2018,55,113,0.002:0.006,3,0.002:0.020,3,0.063:0.070,3,0.933:0.905,3
2018,55,115,0.000:0.007,3,0.010:0.023,3,0.029:0.061,3,0.960:0.909,3
2018,55,117,NA:0.019,NA,0.021:0.032,1,0.035:0.046,1,0.944:0.903,1
2018,55,119,0.002:0.006,3,0.002:0.020,3,0.063:0.070,3,0.933:0.905,3
2018,55,121,NA:0.011,NA,0.012:0.021,3,0.008:0.023,3,0.980:0.945,3
2018,55,123,NA:0.011,NA,0.012:0.021,3,0.008:0.023,3,0.980:0.945,3
2018,55,125,NA:0.009,NA,0.005:0.021,3,0.040:0.054,3,0.954:0.916,3
2018,55,127,NA,NA,0.018:0.055,1,0.016:0.024,1,0.966:0.921,1
2018,55,129,0.002:0.006,3,0.002:0.020,3,0.063:0.070,3,0.933:0.905,3
2018,55,131,0.018:0.020,2,0.015:0.023,2,0.019:0.018,2,0.949:0.939,2
2018,55,133,0.010:0.022,1,0.017:0.039,1,0.032:0.031,1,0.941:0.907,1
2018,55,135,0.000:0.007,3,0.010:0.023,3,0.029:0.061,3,0.960:0.909,3
2018,55,137,0.000:0.007,3,0.010:0.023,3,0.029:0.061,3,0.960:0.909,3
2018,55,139,NA:0.031,NA,0.019:0.034,1,0.037:0.042,1,0.944:0.894,1
2018,55,141,0.002:0.021,2,0.009:0.028,2,0.019:0.026,2,0.969:0.925,2
2018,56,001,0.031:0.022,3,0.077:0.107,3,0.102:0.069,3,0.790:0.802,3
2018,56,003,NA,NA,0.009:0.074,3,0.046:0.044,3,0.944:0.881,3
2018,56,005,NA:0.005,NA,0.020:0.029,2,0.003:0.029,2,0.977:0.937,2
2018,56,007,NA:0.002,NA,0.094:0.075,3,0.062:0.044,3,0.844:0.879,3
2018,56,009,NA:0.002,NA,0.094:0.075,3,0.062:0.044,3,0.844:0.879,3
2018,56,011,NA:0.005,NA,0.020:0.029,3,0.003:0.029,3,0.977:0.937,3
2018,56,013,NA:0.003,NA,0.036:0.067,3,0.054:0.071,3,0.910:0.859,3
2018,56,015,NA:0.005,NA,0.020:0.029,3,0.003:0.029,3,0.977:0.937,3
2018,56,017,NA:0.003,NA,0.036:0.067,3,0.054:0.071,3,0.910:0.859,3
2018,56,019,NA:0.005,NA,0.020:0.029,3,0.003:0.029,3,0.977:0.937,3
2018,56,021,0.031:0.022,2,0.077:0.107,2,0.102:0.069,2,0.790:0.802,2
2018,56,023,NA,NA,0.009:0.074,3,0.046:0.044,3,0.944:0.881,3
2018,56,025,NA:0.002,NA,0.094:0.075,2,0.062:0.044,2,0.844:0.879,2
2018,56,027,NA:0.005,NA,0.020:0.029,3,0.003:0.029,3,0.977:0.937,3
2018,56,029,NA,NA,0.009:0.074,3,0.046:0.044,3,0.944:0.881,3
2018,56,031,NA:0.005,NA,0.020:0.029,3,0.003:0.029,3,0.977:0.937,3
2018,56,033,NA,NA,0.009:0.074,3,0.046:0.044,3,0.944:0.881,3
2018,56,035,NA:0.003,NA,0.036:0.067,3,0.054:0.071,3,0.910:0.859,3
2018,56,037,NA:0.003,NA,0.036:0.067,2,0.054:0.071,2,0.910:0.859,2
2018,56,039,NA,NA,0.009:0.074,3,0.046:0.044,3,0.944:0.881,3
2018,56,041,NA:0.003,NA,0.036:0.067,3,0.054:0.071,3,0.910:0.859,3
2018,56,043,NA:0.005,NA,0.020:0.029,3,0.003:0.029,3,0.977:0.937,3
2018,56,045,NA:0.005,NA,0.020:0.029,3,0.003:0.029,3,0.977:0.937,3
2019,01,001,0.169:0.305,3,0.053:0.031,3,0.012:0.019,3,0.766:0.645,3
2019,01,003,0.072:0.088,1,0.012:0.030,1,0.017:0.020,1,0.898:0.862,1
2019,01,005,0.427:0.513,3,0.035:0.035,3,0.025:0.034,3,0.514:0.417,3
2019,01,007,0.397:0.588,3,0.003:0.008,3,0.003:0.008,3,0.598:0.396,3
2019,01,009,0.038:0.096,2,0.012:0.026,2,0.013:0.018,2,0.937:0.861,2
2019,01,011,0.427:0.513,3,0.035:0.035,3,0.025:0.034,3,0.514:0.417,3
2019,01,013,0.070:0.201,3,0.025:0.033,3,0.055:0.038,3,0.849:0.728,3
2019,01,015,0.119:0.210,1,0.019:0.033,1,0.002:0.025,1,0.860:0.732,1
2019,01,017,0.149:0.240,3,0.013:0.021,3,0.011:0.021,3,0.827:0.718,3
2019,01,019,0.121:0.243,3,0.001:0.013,3,0.006:0.010,3,0.871:0.734,3
2019,01,021,0.149:0.240,3,0.013:0.021,3,0.011:0.021,3,0.827:0.718,3
2019,01,023,0.333:0.427,3,0.009:0.010,3,0.037:0.021,3,0.620:0.542,3
2019,01,025,0.333:0.427,3,0.009:0.010,3,0.037:0.021,3,0.620:0.542,3
2019,01,027,0.121:0.243,3,0.001:0.013,3,0.006:0.010,3,0.871:0.734,3
2019,01,029,0.121:0.243,3,0.001:0.013,3,0.006:0.010,3,0.871:0.734,3
2019,01,031,0.070:0.201,2,0.025:0.033,2,0.055:0.038,2,0.849:0.728,2
2019,01,033,0.053:0.125,3,0.019:0.042,3,0.035:0.011,3,0.893:0.822,3
2019,01,035,0.333:0.427,3,0.009:0.010,3,0.037:0.021,3,0.620:0.542,3
2019,01,037,0.149:0.240,3,0.013:0.021,3,0.011:0.021,3,0.827:0.718,3
2019,01,039,0.070:0.201,3,0.025:0.033,3,0.055:0.038,3,0.849:0.728,3
2019,01,041,0.070:0.201,3,0.025:0.033,3,0.055:0.038,3,0.849:0.728,3
2019,01,043,0.006:0.015,1,0.025:0.024,1,0.008:0.015,1,0.961:0.947,1
2019,01,045,0.111:0.232,3,0.018:0.032,3,0.056:0.028,3,0.815:0.708,3
2019,01,047,0.397:0.588,3,0.003:0.008,3,0.003:0.008,3,0.598:0.396,3
2019,01,049,0.004:0.026,2,0.012:0.050,2,0.024:0.038,2,0.960:0.886,2
2019,01,051,0.169:0.305,2,0.053:0.031,2,0.012:0.019,2,0.766:0.645,2
2019,01,053,0.333:0.427,3,0.009:0.010,3,0.037:0.021,3,0.620:0.542,3
2019,01,055,0.062:0.162,1,0.012:0.016,1,0.019:0.020,1,0.907:0.802,1
2019,01,057,0.047:0.076,3,0.011:0.020,3,0.010:0.008,3,0.933:0.895,3
2019,01,059,0.053:0.125,3,0.019:0.042,3,0.035:0.011,3,0.893:0.822,3
2019,01,061,0.111:0.232,3,0.018:0.032,3,0.056:0.028,3,0.815:0.708,3
2019,01,063,0.397:0.588,3,0.003:0.008,3,0.003:0.008,3,0.598:0.396,3
2019,01,065,0.397:0.588,3,0.003:0.008,3,0.003:0.008,3,0.598:0.396,3
2019,01,067,0.111:0.232,3,0.018:0.032,3,0.056:0.028,3,0.815:0.708,3
2019,01,069,0.111:0.232,2,0.018:0.032,2,0.056:0.028,2,0.815:0.708,2
2019,01,071,0.004:0.026,2,0.012:0.050,2,0.024:0.038,2,0.960:0.886,2
2019,01,073,0.198:0.429,1,0.024:0.031,1,0.030:0.032,1,0.749:0.509,1
2019,01,075,0.047:0.076,3,0.011:0.020,3,0.010:0.008,3,0.933:0.895,3
2019,01,077,0.053:0.125,2,0.019:0.042,2,0.035:0.011,2,0.893:0.822,2
2019,01,079,0.083:0.135,3,0.028:0.041,3,0.039:0.046,3,0.850:0.778,3
2019,01,081,0.147:0.219,1,0.010:0.020,1,0.084:0.079,1,0.759:0.682,1
2019,01,083,0.120:0.164,2,0.021:0.030,2,0.050:0.045,2,0.808:0.761,2
2019,01,085,0.169:0.305,3,0.053:0.031,3,0.012:0.019,3,0.766:0.645,3
2019,01,087,0.427:0.513,3,0.035:0.035,3,0.025:0.034,3,0.514:0.417,3
2019,01,089,0.114:0.269,1,0.021:0.041,1,0.046:0.044,1,0.819:0.646,1
2019,01,091,0.397:0.588,3,0.003:0.008,3,0.003:0.008,3,0.598:0.396,3
2019,01,093,0.049:0.089,3,0.013:0.026,3,0.017:0.009,3,0.921:0.876,3
2019,01,095,0.009:0.055,1,0.025:0.069,1,0.020:0.012,1,0.946:0.865,1
2019,01,097,0.180:0.362,1,0.013:0.022,1,0.045:0.043,1,0.762:0.573,1
2019,01,099,0.333:0.427,3,0.009:0.010,3,0.037:0.021,3,0.620:0.542,3
2019,01,101,0.266:0.547,1,0.018:0.020,1,0.061:0.032,1,0.655:0.401,1
2019,01,103,0.083:0.135,1,0.028:0.041,1,0.039:0.046,1,0.850:0.778,1
2019,01,105,0.397:0.588,3,0.003:0.008,3,0.003:0.008,3,0.598:0.396,3
2019,01,107,0.136:0.188,3,0.002:0.048,3,0.008:0.005,3,0.854:0.759,3
2019,01,109,0.427:0.513,3,0.035:0.035,3,0.025:0.034,3,0.514:0.417,3
2019,01,111,0.121:0.243,3,0.001:0.013,3,0.006:0.010,3,0.871:0.734,3
2019,01,113,0.427:0.513,2,0.035:0.035,2,0.025:0.034,2,0.514:0.417,2
2019,01,115,0.038:0.096,2,0.012:0.026,2,0.013:0.018,2,0.937:0.861,2
2019,01,117,0.105:0.125,1,0.053:0.047,1,0.026:0.036,1,0.817:0.792,1
2019,01,119,0.397:0.588,3,0.003:0.008,3,0.003:0.008,3,0.598:0.396,3
2019,01,121,0.121:0.243,2,0.001:0.013,2,0.006:0.010,2,0.871:0.734,2
2019,01,123,0.149:0.240,3,0.013:0.021,3,0.011:0.021,3,0.827:0.718,3
2019,01,125,0.195:0.319,1,0.003:0.036,1,0.016:0.029,1,0.785:0.616,1
2019,01,127,0.047:0.076,2,0.011:0.020,2,0.010:0.008,2,0.933:0.895,2
2019,01,129,0.333:0.427,3,0.009:0.010,3,0.037:0.021,3,0.620:0.542,3
2019,01,131,0.333:0.427,3,0.009:0.010,3,0.037:0.021,3,0.620:0.542,3
2019,01,133,0.006:0.015,3,0.025:0.024,3,0.008:0.015,3,0.961:0.947,3
2019,02,013,0.002:0.013,3,0.049:0.046,3,0.493:0.521,3,0.456:0.420,3
2019,02,016,0.002:0.013,3,0.049:0.046,3,0.493:0.521,3,0.456:0.420,3
2019,02,020,0.027:0.050,1,0.052:0.077,1,0.160:0.220,1,0.761:0.653,1
2019,02,050,0.002:0.013,3,0.049:0.046,3,0.493:0.521,3,0.456:0.420,3
2019,02,060,0.002:0.013,3,0.049:0.046,3,0.493:0.521,3,0.456:0.420,3
2019,02,068,0.023:0.039,3,0.068:0.060,3,0.089:0.144,3,0.819:0.756,3
2019,02,070,0.002:0.013,3,0.049:0.046,3,0.493:0.521,3,0.456:0.420,3
2019,02,090,0.023:0.039,2,0.068:0.060,2,0.089:0.144,2,0.819:0.756,2
2019,02,100,0.023:0.039,3,0.068:0.060,3,0.089:0.144,3,0.819:0.756,3
2019,02,105,0.002:0.013,3,0.049:0.046,3,0.493:0.521,3,0.456:0.420,3
2019,02,110,0.023:0.039,3,0.068:0.060,3,0.089:0.144,3,0.819:0.756,3
2019,02,122,0.010:0.009,2,0.014:0.038,2,0.090:0.121,2,0.886:0.831,2
2019,02,130,0.023:0.039,3,0.068:0.060,3,0.089:0.144,3,0.819:0.756,3
2019,02,150,0.002:0.013,3,0.049:0.046,3,0.493:0.521,3,0.456:0.420,3
2019,02,158,0.002:0.013,3,0.049:0.046,3,0.493:0.521,3,0.456:0.420,3
2019,02,164,0.002:0.013,3,0.049:0.046,3,0.493:0.521,3,0.456:0.420,3
2019,02,170,0.010:0.009,2,0.014:0.038,2,0.090:0.121,2,0.886:0.831,2
2019,02,180,0.002:0.013,3,0.049:0.046,3,0.493:0.521,3,0.456:0.420,3
2019,02,185,0.002:0.013,3,0.049:0.046,3,0.493:0.521,3,0.456:0.420,3
2019,02,188,0.002:0.013,3,0.049:0.046,3,0.493:0.521,3,0.456:0.420,3
2019,02,195,0.002:0.013,3,0.049:0.046,3,0.493:0.521,3,0.456:0.420,3
2019,02,198,0.002:0.013,3,0.049:0.046,3,0.493:0.521,3,0.456:0.420,3
2019,02,220,0.002:0.013,3,0.049:0.046,3,0.493:0.521,3,0.456:0.420,3
2019,02,230,0.023:0.039,3,0.068:0.060,3,0.089:0.144,3,0.819:0.756,3
2019,02,240,0.023:0.039,3,0.068:0.060,3,0.089:0.144,3,0.819:0.756,3
2019,02,275,0.002:0.013,3,0.049:0.046,3,0.493:0.521,3,0.456:0.420,3
2019,02,282,0.002:0.013,3,0.049:0.046,3,0.493:0.521,3,0.456:0.420,3
2019,02,290,0.002:0.013,3,0.049:0.046,3,0.493:0.521,3,0.456:0.420,3
2019,04,001,0.005:0.016,2,0.075:0.113,2,0.277:0.470,2,0.643:0.400,2
2019,04,003,0.022:0.033,2,0.301:0.412,2,0.034:0.037,2,0.643:0.518,2
2019,04,005,0.016:0.013,1,0.148:0.134,1,0.111:0.244,1,0.724:0.609,1
2019,04,007,0.002:0.008,2,0.173:0.279,2,0.048:0.123,2,0.777:0.590,2
2019,04,009,0.002:0.008,3,0.173:0.279,3,0.048:0.123,3,0.777:0.590,3
2019,04,011,0.002:0.008,3,0.173:0.279,3,0.048:0.123,3,0.777:0.590,3
2019,04,012,0.004:0.006,3,0.099:0.142,3,0.034:0.052,3,0.863:0.800,3
2019,04,013,0.025:0.054,1,0.144:0.230,1,0.064:0.073,1,0.768:0.643,1
2019,04,015,0.004:0.006,1,0.099:0.142,1,0.034:0.052,1,0.863:0.800,1
2019,04,017,0.005:0.016,2,0.075:0.113,2,0.277:0.470,2,0.643:0.400,2
2019,04,019,0.013:0.033,1,0.205:0.304,1,0.051:0.067,1,0.731:0.597,1
2019,04,021,0.037:0.051,1,0.174:0.257,1,0.057:0.078,1,0.732:0.614,1
2019,04,023,0.022:0.033,3,0.301:0.412,3,0.034:0.037,3,0.643:0.518,3
2019,04,025,0.005:0.012,1,0.076:0.092,1,0.022:0.038,1,0.897:0.858,1
2019,04,027,0.010:0.020,1,0.490:0.518,1,0.038:0.045,1,0.462:0.417,1
2019,05,001,0.267:0.425,3,0.012:0.020,3,0.005:0.014,3,0.716:0.540,3
2019,05,003,0.146:0.334,3,0.027:0.034,3,0.009:0.014,3,0.819:0.618,3
2019,05,005,NA:0.006,NA,0.018:0.034,3,0.026:0.030,3,0.956:0.930,3
2019,05,007,0.009:0.015,1,0.078:0.118,1,0.044:0.063,1,0.869:0.804,1
2019,05,009,NA:0.006,NA,0.018:0.034,3,0.026:0.030,3,0.956:0.930,3
2019,05,011,0.146:0.334,3,0.027:0.034,3,0.009:0.014,3,0.819:0.618,3
2019,05,013,0.242:0.354,3,0.005:0.019,3,NA:0.011,NA,0.753:0.616,3
2019,05,015,NA:0.006,NA,0.018:0.034,3,0.026:0.030,3,0.956:0.930,3
2019,05,017,0.146:0.334,3,0.027:0.034,3,0.009:0.014,3,0.819:0.618,3
2019,05,019,0.044:0.143,3,0.003:0.017,3,0.069:0.027,3,0.884:0.812,3
2019,05,021,0.047:0.087,3,0.020:0.046,3,0.017:0.032,3,0.917:0.834,3
2019,05,023,NA:0.012,NA,0.012:0.018,3,0.020:0.028,3,0.967:0.942,3
2019,05,025,0.146:0.334,3,0.027:0.034,3,0.009:0.014,3,0.819:0.618,3
2019,05,027,0.242:0.354,3,0.005:0.019,3,NA:0.011,NA,0.753:0.616,3
2019,05,029,0.028:0.068,3,0.100:0.094,3,0.017:0.020,3,0.855:0.819,3
2019,05,031,0.054:0.112,2,0.019:0.045,2,0.018:0.033,2,0.909:0.810,2
2019,05,033,0.022:0.049,3,0.065:0.096,3,0.044:0.068,3,0.870:0.787,3
2019,05,035,0.153:0.372,2,0.015:0.035,2,0.030:0.037,2,0.801:0.556,2
2019,05,037,0.232:0.385,3,0.016:0.023,3,0.009:0.019,3,0.742:0.573,3
2019,05,039,0.242:0.354,3,0.005:0.019,3,NA:0.011,NA,0.753:0.616,3
2019,05,041,0.146:0.334,3,0.027:0.034,3,0.009:0.014,3,0.819:0.618,3
2019,05,043,0.146:0.334,3,0.027:0.034,3,0.009:0.014,3,0.819:0.618,3
2019,05,045,0.054:0.120,2,0.017:0.031,2,0.006:0.011,2,0.923:0.839,2
2019,05,047,0.031:0.053,3,0.052:0.068,3,0.063:0.047,3,0.854:0.832,3
2019,05,049,NA:0.012,NA,0.012:0.018,3,0.020:0.028,3,0.967:0.942,3
2019,05,051,0.044:0.143,2,0.003:0.017,2,0.069:0.027,2,0.884:0.812,2
2019,05,053,0.344:0.484,3,0.002:0.011,3,0.003:0.015,3,0.651:0.490,3
2019,05,055,0.047:0.087,3,0.020:0.046,3,0.017:0.032,3,0.917:0.834,3
2019,05,057,0.097:0.242,3,0.030:0.034,3,0.028:0.017,3,0.845:0.706,3
2019,05,059,0.044:0.143,3,0.003:0.017,3,0.069:0.027,3,0.884:0.812,3
2019,05,061,0.031:0.053,3,0.052:0.068,3,0.063:0.047,3,0.854:0.832,3
2019,05,063,NA:0.012,NA,0.012:0.018,3,0.020:0.028,3,0.967:0.942,3
2019,05,065,NA:0.012,NA,0.012:0.018,3,0.020:0.028,3,0.967:0.942,3
2019,05,067,0.039:0.103,3,0.026:0.025,3,0.017:0.021,3,0.917:0.851,3
2019,05,069,0.344:0.484,2,0.002:0.011,2,0.003:0.015,2,0.651:0.490,2
2019,05,071,0.028:0.068,3,0.100:0.094,3,0.017:0.020,3,0.855:0.819,3
2019,05,073,0.097:0.242,3,0.030:0.034,3,0.028:0.017,3,0.845:0.706,3
2019,05,075,0.047:0.087,3,0.020:0.046,3,0.017:0.032,3,0.917:0.834,3
2019,05,077,0.232:0.385,3,0.016:0.023,3,0.009:0.019,3,0.742:0.573,3
2019,05,079,0.146:0.334,3,0.027:0.034,3,0.009:0.014,3,0.819:0.618,3
2019,05,081,0.097:0.242,3,0.030:0.034,3,0.028:0.017,3,0.845:0.706,3
2019,05,083,0.031:0.053,3,0.052:0.068,3,0.063:0.047,3,0.854:0.832,3
2019,05,085,0.054:0.120,2,0.017:0.031,2,0.006:0.011,2,0.923:0.839,2
2019,05,087,NA:0.006,NA,0.018:0.034,3,0.026:0.030,3,0.956:0.930,3
2019,05,089,NA:0.006,NA,0.018:0.034,3,0.026:0.030,3,0.956:0.930,3
2019,05,091,0.097:0.242,2,0.030:0.034,2,0.028:0.017,2,0.845:0.706,2
2019,05,093,0.153:0.372,2,0.015:0.035,2,0.030:0.037,2,0.801:0.556,2
2019,05,095,0.232:0.385,3,0.016:0.023,3,0.009:0.019,3,0.742:0.573,3
2019,05,097,0.044:0.143,3,0.003:0.017,3,0.069:0.027,3,0.884:0.812,3
2019,05,099,0.097:0.242,3,0.030:0.034,3,0.028:0.017,3,0.845:0.706,3
2019,05,101,NA:0.006,NA,0.018:0.034,3,0.026:0.030,3,0.956:0.930,3
2019,05,103,0.242:0.354,3,0.005:0.019,3,NA:0.011,NA,0.753:0.616,3
2019,05,105,0.028:0.068,3,0.100:0.094,3,0.017:0.020,3,0.855:0.819,3
2019,05,107,0.232:0.385,3,0.016:0.023,3,0.009:0.019,3,0.742:0.573,3
2019,05,109,0.097:0.242,3,0.030:0.034,3,0.028:0.017,3,0.845:0.706,3
2019,05,111,0.232:0.385,3,0.016:0.023,3,0.009:0.019,3,0.742:0.573,3
2019,05,113,0.031:0.053,3,0.052:0.068,3,0.063:0.047,3,0.854:0.832,3
2019,05,115,0.028:0.068,2,0.100:0.094,2,0.017:0.020,2,0.855:0.819,2
2019,05,117,0.039:0.103,3,0.026:0.025,3,0.017:0.021,3,0.917:0.851,3
2019,05,119,0.174:0.357,1,0.018:0.037,1,0.064:0.044,1,0.744:0.562,1
2019,05,121,0.047:0.087,3,0.020:0.046,3,0.017:0.032,3,0.917:0.834,3
2019,05,123,0.232:0.385,3,0.016:0.023,3,0.009:0.019,3,0.742:0.573,3
2019,05,125,0.039:0.085,1,0.005:0.021,1,0.052:0.042,1,0.905:0.852,1
2019,05,127,0.031:0.053,3,0.052:0.068,3,0.063:0.047,3,0.854:0.832,3
2019,05,129,NA:0.006,NA,0.018:0.034,3,0.026:0.030,3,0.956:0.930,3
2019,05,131,0.022:0.049,2,0.065:0.096,2,0.044:0.068,2,0.870:0.787,2
2019,05,133,0.031:0.053,3,0.052:0.068,3,0.063:0.047,3,0.854:0.832,3
2019,05,135,NA:0.012,NA,0.012:0.018,3,0.020:0.028,3,0.967:0.942,3
2019,05,137,NA:0.012,NA,0.012:0.018,3,0.020:0.028,3,0.967:0.942,3
2019,05,139,0.242:0.354,2,0.005:0.019,2,NA:0.011,NA,0.753:0.616,2
2019,05,141,NA:0.012,NA,0.012:0.018,3,0.020:0.028,3,0.967:0.942,3
2019,05,143,0.007:0.036,1,0.086:0.122,1,0.035:0.077,1,0.873:0.765,1
2019,05,145,0.039:0.103,2,0.026:0.025,2,0.017:0.021,2,0.917:0.851,2
2019,05,147,0.039:0.103,3,0.026:0.025,3,0.017:0.021,3,0.917:0.851,3
2019,05,149,0.028:0.068,3,0.100:0.094,3,0.017:0.020,3,0.855:0.819,3
2019,06,001,0.054:0.117,1,0.097:0.172,1,0.385:0.335,1,0.464:0.377,1
2019,06,003,0.003:0.028,3,0.089:0.137,3,0.041:0.066,3,0.867:0.769,3
2019,06,005,0.003:0.028,3,0.089:0.137,3,0.041:0.066,3,0.867:0.769,3
2019,06,007,0.009:0.014,1,0.072:0.131,1,0.068:0.072,1,0.851:0.784,1
2019,06,009,0.003:0.028,3,0.089:0.137,3,0.041:0.066,3,0.867:0.769,3
2019,06,011,0.010:0.010,3,0.214:0.259,3,0.062:0.061,3,0.713:0.670,3
2019,06,013,0.048:0.097,1,0.099:0.189,1,0.217:0.192,1,0.636:0.522,1
2019,06,015,0.012:0.043,3,0.047:0.169,3,0.030:0.067,3,0.911:0.720,3
2019,06,017,0.014:0.018,1,0.080:0.100,1,0.056:0.062,1,0.849:0.820,1
2019,06,019,0.028:0.056,1,0.334:0.448,1,0.125:0.118,1,0.512:0.378,1
2019,06,021,0.010:0.010,3,0.214:0.259,3,0.062:0.061,3,0.713:0.670,3
2019,06,023,NA:0.010,NA,0.077:0.103,1,0.066:0.096,1,0.857:0.791,1
2019,06,025,0.003:0.054,1,0.727:0.790,1,0.039:0.027,1,0.231:0.129,1
2019,06,027,0.003:0.028,3,0.089:0.137,3,0.041:0.066,3,0.867:0.769,3
2019,06,029,0.036:0.064,1,0.345:0.455,1,0.102:0.070,1,0.518:0.410,1
2019,06,031,0.071:0.086,1,0.321:0.491,1,0.079:0.063,1,0.529:0.361,1
2019,06,033,0.002:0.024,2,0.074:0.174,2,0.029:0.046,2,0.894:0.756,2
2019,06,035,0.012:0.043,3,0.047:0.169,3,0.030:0.067,3,0.911:0.720,3
2019,06,037,0.054:0.094,1,0.223:0.372,1,0.200:0.181,1,0.523:0.353,1
2019,06,039,0.008:0.050,1,0.348:0.474,1,0.100:0.059,1,0.544:0.417,1
2019,06,041,0.001:0.028,1,0.029:0.106,1,0.050:0.076,1,0.920:0.791,1
2019,06,043,0.003:0.028,3,0.089:0.137,3,0.041:0.066,3,0.867:0.769,3
2019,06,045,0.002:0.024,2,0.074:0.174,2,0.029:0.046,2,0.894:0.756,2
2019,06,047,0.029:0.045,1,0.373:0.507,1,0.078:0.076,1,0.520:0.372,1
2019,06,049,0.012:0.043,3,0.047:0.169,3,0.030:0.067,3,0.911:0.720,3
2019,06,051,0.003:0.028,3,0.089:0.137,3,0.041:0.066,3,0.867:0.769,3
2019,06,053,0.018:0.037,1,0.238:0.428,1,0.098:0.090,1,0.647:0.445,1
2019,06,055,0.009:0.017,1,0.119:0.236,1,0.074:0.104,1,0.798:0.643,1
2019,06,057,0.005:0.004,1,0.025:0.046,1,0.054:0.040,1,0.917:0.910,1
2019,06,059,0.007:0.020,1,0.117:0.245,1,0.248:0.235,1,0.627:0.500,1
2019,06,061,0.016:0.027,1,0.071:0.113,1,0.111:0.097,1,0.801:0.763,1
2019,06,063,0.012:0.043,3,0.047:0.169,3,0.030:0.067,3,0.911:0.720,3
2019,06,065,0.052:0.065,1,0.306:0.390,1,0.096:0.092,1,0.547:0.453,1
2019,06,067,0.050:0.109,1,0.127:0.184,1,0.207:0.191,1,0.616:0.516,1
2019,06,069,0.004:0.056,2,0.434:0.569,2,0.059:0.053,2,0.503:0.322,2
2019,06,071,0.058:0.097,1,0.375:0.438,1,0.144:0.108,1,0.423:0.357,1
2019,06,073,0.020:0.055,1,0.142:0.260,1,0.156:0.137,1,0.682:0.547,1
2019,06,075,0.023:0.060,1,0.062:0.124,1,0.399:0.347,1,0.517:0.469,1
2019,06,077,0.047:0.086,1,0.237:0.337,1,0.217:0.173,1,0.499:0.405,1
2019,06,079,0.003:0.016,1,0.106:0.164,1,0.049:0.077,1,0.842:0.743,1
