year,state,county,share_medical_debt_coll,share_medical_debt_coll_quality,subgroup_type,subgroup
2023,19,19083,.041502,1,race-ethnicity,Majority White
2023,19,19085,.022869,1,race-ethnicity,All
2023,19,19085,NA,NA,race-ethnicity,Majority Non-White
2023,19,19085,.022869,1,race-ethnicity,Majority White
2023,19,19087,.0829016,1,race-ethnicity,All
2023,19,19087,NA,NA,race-ethnicity,Majority Non-White
2023,19,19087,.0829016,1,race-ethnicity,Majority White
2023,19,19089,.024055,1,race-ethnicity,All
2023,19,19089,NA,NA,race-ethnicity,Majority Non-White
2023,19,19089,.024055,1,race-ethnicity,Majority White
2023,19,19091,.0064935,1,race-ethnicity,All
2023,19,19091,NA,NA,race-ethnicity,Majority Non-White
2023,19,19091,.0064935,1,race-ethnicity,Majority White
2023,19,19093,.0181818,1,race-ethnicity,All
2023,19,19093,NA,NA,race-ethnicity,Majority Non-White
2023,19,19093,.0181818,1,race-ethnicity,Majority White
2023,19,19095,.020284,1,race-ethnicity,All
2023,19,19095,NA,NA,race-ethnicity,Majority Non-White
2023,19,19095,.020284,1,race-ethnicity,Majority White
2023,19,19097,.0452418,1,race-ethnicity,All
2023,19,19097,NA,NA,race-ethnicity,Majority Non-White
2023,19,19097,.0452418,1,race-ethnicity,Majority White
2023,19,19099,.0477064,1,race-ethnicity,All
2023,19,19099,NA,NA,race-ethnicity,Majority Non-White
2023,19,19099,.0478821,1,race-ethnicity,Majority White
2023,19,19101,.0822785,1,race-ethnicity,All
2023,19,19101,NA,NA,race-ethnicity,Majority Non-White
2023,19,19101,.0862832,1,race-ethnicity,Majority White
2023,19,19103,.0229508,1,race-ethnicity,All
2023,19,19103,NA,NA,race-ethnicity,Majority Non-White
2023,19,19103,.0229508,1,race-ethnicity,Majority White
2023,19,19105,.0314961,1,race-ethnicity,All
2023,19,19105,NA,NA,race-ethnicity,Majority Non-White
2023,19,19105,.0314961,1,race-ethnicity,Majority White
2023,19,19107,.0688525,1,race-ethnicity,All
2023,19,19107,NA,NA,race-ethnicity,Majority Non-White
2023,19,19107,.0688525,1,race-ethnicity,Majority White
2023,19,19109,.0196078,1,race-ethnicity,All
2023,19,19109,NA,NA,race-ethnicity,Majority Non-White
2023,19,19109,.0196078,1,race-ethnicity,Majority White
2023,19,19111,.0590631,1,race-ethnicity,All
2023,19,19111,NA,NA,race-ethnicity,Majority Non-White
2023,19,19111,.0590631,1,race-ethnicity,Majority White
2023,19,19113,.0354114,1,race-ethnicity,All
2023,19,19113,NA,NA,race-ethnicity,Majority Non-White
2023,19,19113,.0354114,1,race-ethnicity,Majority White
2023,19,19115,.0457516,1,race-ethnicity,All
2023,19,19115,NA,NA,race-ethnicity,Majority Non-White
2023,19,19115,.0457516,1,race-ethnicity,Majority White
2023,19,19117,.0742358,1,race-ethnicity,All
2023,19,19117,NA,NA,race-ethnicity,Majority Non-White
2023,19,19117,.0742358,1,race-ethnicity,Majority White
2023,19,19119,.002849,1,race-ethnicity,All
2023,19,19119,NA,NA,race-ethnicity,Majority Non-White
2023,19,19119,.002849,1,race-ethnicity,Majority White
2023,19,19121,.0412541,1,race-ethnicity,All
2023,19,19121,NA,NA,race-ethnicity,Majority Non-White
2023,19,19121,.0412541,1,race-ethnicity,Majority White
2023,19,19123,.052161,1,race-ethnicity,All
2023,19,19123,NA,NA,race-ethnicity,Majority Non-White
2023,19,19123,.052161,1,race-ethnicity,Majority White
2023,19,19125,.0657143,1,race-ethnicity,All
2023,19,19125,NA,NA,race-ethnicity,Majority Non-White
2023,19,19125,.0657143,1,race-ethnicity,Majority White
2023,19,19127,.0354978,1,race-ethnicity,All
2023,19,19127,NA,NA,race-ethnicity,Majority Non-White
2023,19,19127,.0354978,1,race-ethnicity,Majority White
2023,19,19129,.0181818,1,race-ethnicity,All
2023,19,19129,NA,NA,race-ethnicity,Majority Non-White
2023,19,19129,.0181818,1,race-ethnicity,Majority White
2023,19,19131,.0196721,1,race-ethnicity,All
2023,19,19131,NA,NA,race-ethnicity,Majority Non-White
2023,19,19131,.0196721,1,race-ethnicity,Majority White
2023,19,19133,.0185874,1,race-ethnicity,All
2023,19,19133,NA,NA,race-ethnicity,Majority Non-White
2023,19,19133,.0185874,1,race-ethnicity,Majority White
2023,19,19135,.106383,1,race-ethnicity,All
2023,19,19135,NA,NA,race-ethnicity,Majority Non-White
2023,19,19135,.106383,1,race-ethnicity,Majority White
2023,19,19137,.0821114,1,race-ethnicity,All
2023,19,19137,NA,NA,race-ethnicity,Majority Non-White
2023,19,19137,.0821114,1,race-ethnicity,Majority White
2023,19,19139,.0188531,1,race-ethnicity,All
2023,19,19139,NA,NA,race-ethnicity,Majority Non-White
2023,19,19139,.0188531,1,race-ethnicity,Majority White
2023,19,19141,.0094787,1,race-ethnicity,All
2023,19,19141,NA,NA,race-ethnicity,Majority Non-White
2023,19,19141,.0094787,1,race-ethnicity,Majority White
2023,19,19143,0,1,race-ethnicity,All
2023,19,19143,NA,NA,race-ethnicity,Majority Non-White
2023,19,19143,0,1,race-ethnicity,Majority White
2023,19,19145,.0251889,1,race-ethnicity,All
2023,19,19145,NA,NA,race-ethnicity,Majority Non-White
2023,19,19145,.0251889,1,race-ethnicity,Majority White
2023,19,19147,.015748,1,race-ethnicity,All
2023,19,19147,NA,NA,race-ethnicity,Majority Non-White
2023,19,19147,.015748,1,race-ethnicity,Majority White
2023,19,19149,.0121507,1,race-ethnicity,All
2023,19,19149,NA,NA,race-ethnicity,Majority Non-White
2023,19,19149,.0121507,1,race-ethnicity,Majority White
2023,19,19151,.055336,1,race-ethnicity,All
2023,19,19151,NA,NA,race-ethnicity,Majority Non-White
2023,19,19151,.055336,1,race-ethnicity,Majority White
2023,19,19153,.0280728,1,race-ethnicity,All
2023,19,19153,.053316,1,race-ethnicity,Majority Non-White
2023,19,19153,.0267198,1,race-ethnicity,Majority White
2023,19,19155,.0423846,1,race-ethnicity,All
2023,19,19155,NA,NA,race-ethnicity,Majority Non-White
2023,19,19155,.0423846,1,race-ethnicity,Majority White
2023,19,19157,.0253165,1,race-ethnicity,All
2023,19,19157,NA,NA,race-ethnicity,Majority Non-White
2023,19,19157,.0254083,1,race-ethnicity,Majority White
2023,19,19159,.0442478,1,race-ethnicity,All
2023,19,19159,NA,NA,race-ethnicity,Majority Non-White
2023,19,19159,.0442478,1,race-ethnicity,Majority White
2023,19,19161,.0295203,1,race-ethnicity,All
2023,19,19161,NA,NA,race-ethnicity,Majority Non-White
2023,19,19161,.0295203,1,race-ethnicity,Majority White
2023,19,19163,.0252256,1,race-ethnicity,All
2023,19,19163,NA,NA,race-ethnicity,Majority Non-White
2023,19,19163,.0252256,1,race-ethnicity,Majority White
2023,19,19165,.039886,1,race-ethnicity,All
2023,19,19165,NA,NA,race-ethnicity,Majority Non-White
2023,19,19165,.039886,1,race-ethnicity,Majority White
2023,19,19167,.0127796,1,race-ethnicity,All
2023,19,19167,NA,NA,race-ethnicity,Majority Non-White
2023,19,19167,.0127796,1,race-ethnicity,Majority White
2023,19,19169,.0337995,1,race-ethnicity,All
2023,19,19169,NA,NA,race-ethnicity,Majority Non-White
2023,19,19169,.0337995,1,race-ethnicity,Majority White
2023,19,19171,.0623742,1,race-ethnicity,All
2023,19,19171,.079646,1,race-ethnicity,Majority Non-White
2023,19,19171,.0572917,1,race-ethnicity,Majority White
2023,19,19173,.0594595,1,race-ethnicity,All
2023,19,19173,NA,NA,race-ethnicity,Majority Non-White
2023,19,19173,.0594595,1,race-ethnicity,Majority White
2023,19,19175,.0650155,1,race-ethnicity,All
2023,19,19175,NA,NA,race-ethnicity,Majority Non-White
2023,19,19175,.0650155,1,race-ethnicity,Majority White
2023,19,19177,.0304569,1,race-ethnicity,All
2023,19,19177,NA,NA,race-ethnicity,Majority Non-White
2023,19,19177,.0304569,1,race-ethnicity,Majority White
2023,19,19179,.0815739,1,race-ethnicity,All
2023,19,19179,NA,NA,race-ethnicity,Majority Non-White
2023,19,19179,.0815739,1,race-ethnicity,Majority White
2023,19,19181,.0252918,1,race-ethnicity,All
2023,19,19181,NA,NA,race-ethnicity,Majority Non-White
2023,19,19181,.0252918,1,race-ethnicity,Majority White
2023,19,19183,.0622155,1,race-ethnicity,All
2023,19,19183,NA,NA,race-ethnicity,Majority Non-White
2023,19,19183,.0622155,1,race-ethnicity,Majority White
2023,19,19185,.0663507,1,race-ethnicity,All
2023,19,19185,NA,NA,race-ethnicity,Majority Non-White
2023,19,19185,.0663507,1,race-ethnicity,Majority White
2023,19,19187,.0421632,1,race-ethnicity,All
2023,19,19187,NA,NA,race-ethnicity,Majority Non-White
2023,19,19187,.0421632,1,race-ethnicity,Majority White
2023,19,19189,.0229508,1,race-ethnicity,All
2023,19,19189,NA,NA,race-ethnicity,Majority Non-White
2023,19,19189,.0229508,1,race-ethnicity,Majority White
2023,19,19191,.012987,1,race-ethnicity,All
2023,19,19191,NA,NA,race-ethnicity,Majority Non-White
2023,19,19191,.012987,1,race-ethnicity,Majority White
2023,19,19193,.0548981,1,race-ethnicity,All
2023,19,19193,.1322314,1,race-ethnicity,Majority Non-White
2023,19,19193,.0482143,1,race-ethnicity,Majority White
2023,19,19195,.0195122,1,race-ethnicity,All
2023,19,19195,NA,NA,race-ethnicity,Majority Non-White
2023,19,19195,.0195122,1,race-ethnicity,Majority White
2023,19,19197,.038674,1,race-ethnicity,All
2023,19,19197,NA,NA,race-ethnicity,Majority Non-White
2023,19,19197,.038674,1,race-ethnicity,Majority White
2023,20,20001,.1810585,1,race-ethnicity,All
2023,20,20001,NA,NA,race-ethnicity,Majority Non-White
2023,20,20001,.1810585,1,race-ethnicity,Majority White
2023,20,20003,.0695652,1,race-ethnicity,All
2023,20,20003,NA,NA,race-ethnicity,Majority Non-White
2023,20,20003,.0695652,1,race-ethnicity,Majority White
2023,20,20005,.0359408,1,race-ethnicity,All
2023,20,20005,NA,NA,race-ethnicity,Majority Non-White
2023,20,20005,.0359408,1,race-ethnicity,Majority White
2023,20,20007,.0348837,1,race-ethnicity,All
2023,20,20007,NA,NA,race-ethnicity,Majority Non-White
2023,20,20007,.0350877,1,race-ethnicity,Majority White
2023,20,20009,.0727513,1,race-ethnicity,All
2023,20,20009,NA,NA,race-ethnicity,Majority Non-White
2023,20,20009,.0727513,1,race-ethnicity,Majority White
2023,20,20011,.0781609,1,race-ethnicity,All
2023,20,20011,NA,NA,race-ethnicity,Majority Non-White
2023,20,20011,.0781609,1,race-ethnicity,Majority White
2023,20,20013,.0359477,1,race-ethnicity,All
2023,20,20013,NA,NA,race-ethnicity,Majority Non-White
2023,20,20013,.0359477,1,race-ethnicity,Majority White
2023,20,20015,.0433915,1,race-ethnicity,All
2023,20,20015,NA,NA,race-ethnicity,Majority Non-White
2023,20,20015,.0433915,1,race-ethnicity,Majority White
2023,20,20017,.0655738,1,race-ethnicity,All
2023,20,20017,NA,NA,race-ethnicity,Majority Non-White
2023,20,20017,.0655738,1,race-ethnicity,Majority White
2023,20,20019,.05,1,race-ethnicity,All
2023,20,20019,NA,NA,race-ethnicity,Majority Non-White
2023,20,20019,.05,1,race-ethnicity,Majority White
2023,20,20021,.077686,1,race-ethnicity,All
2023,20,20021,NA,NA,race-ethnicity,Majority Non-White
2023,20,20021,.077686,1,race-ethnicity,Majority White
2023,20,20023,.0704225,1,race-ethnicity,All
2023,20,20023,NA,NA,race-ethnicity,Majority Non-White
2023,20,20023,.0704225,1,race-ethnicity,Majority White
2023,20,20025,NA,NA,race-ethnicity,All
2023,20,20025,NA,NA,race-ethnicity,Majority Non-White
2023,20,20025,NA,NA,race-ethnicity,Majority White
2023,20,20027,.0618182,1,race-ethnicity,All
2023,20,20027,NA,NA,race-ethnicity,Majority Non-White
2023,20,20027,.0618182,1,race-ethnicity,Majority White
2023,20,20029,.0772358,1,race-ethnicity,All
2023,20,20029,NA,NA,race-ethnicity,Majority Non-White
2023,20,20029,.0772358,1,race-ethnicity,Majority White
2023,20,20031,.047619,1,race-ethnicity,All
2023,20,20031,NA,NA,race-ethnicity,Majority Non-White
2023,20,20031,.047619,1,race-ethnicity,Majority White
2023,20,20033,.0344828,1,race-ethnicity,All
2023,20,20033,NA,NA,race-ethnicity,Majority Non-White
2023,20,20033,.0344828,1,race-ethnicity,Majority White
2023,20,20035,.0475737,1,race-ethnicity,All
2023,20,20035,NA,NA,race-ethnicity,Majority Non-White
2023,20,20035,.0475737,1,race-ethnicity,Majority White
2023,20,20037,.0648995,1,race-ethnicity,All
2023,20,20037,NA,NA,race-ethnicity,Majority Non-White
2023,20,20037,.0649588,1,race-ethnicity,Majority White
2023,20,20039,.04,1,race-ethnicity,All
2023,20,20039,NA,NA,race-ethnicity,Majority Non-White
2023,20,20039,.04,1,race-ethnicity,Majority White
2023,20,20041,.0732899,1,race-ethnicity,All
2023,20,20041,NA,NA,race-ethnicity,Majority Non-White
2023,20,20041,.0732899,1,race-ethnicity,Majority White
2023,20,20043,.0096618,1,race-ethnicity,All
2023,20,20043,NA,NA,race-ethnicity,Majority Non-White
2023,20,20043,.0096618,1,race-ethnicity,Majority White
2023,20,20045,.0523965,1,race-ethnicity,All
2023,20,20045,NA,NA,race-ethnicity,Majority Non-White
2023,20,20045,.0523965,1,race-ethnicity,Majority White
2023,20,20047,.0434783,1,race-ethnicity,All
2023,20,20047,NA,NA,race-ethnicity,Majority Non-White
2023,20,20047,.0434783,1,race-ethnicity,Majority White
2023,20,20049,.0657895,1,race-ethnicity,All
2023,20,20049,NA,NA,race-ethnicity,Majority Non-White
2023,20,20049,.0657895,1,race-ethnicity,Majority White
2023,20,20051,.0802326,1,race-ethnicity,All
2023,20,20051,NA,NA,race-ethnicity,Majority Non-White
2023,20,20051,.0802326,1,race-ethnicity,Majority White
2023,20,20053,.0574713,1,race-ethnicity,All
2023,20,20053,NA,NA,race-ethnicity,Majority Non-White
2023,20,20053,.0574713,1,race-ethnicity,Majority White
2023,20,20055,.0667276,1,race-ethnicity,All
2023,20,20055,.0660277,1,race-ethnicity,Majority Non-White
2023,20,20055,.0709677,1,race-ethnicity,Majority White
2023,20,20057,.0473568,1,race-ethnicity,All
2023,20,20057,.0514801,1,race-ethnicity,Majority Non-White
2023,20,20057,.0229008,1,race-ethnicity,Majority White
2023,20,20059,.1281407,1,race-ethnicity,All
2023,20,20059,NA,NA,race-ethnicity,Majority Non-White
2023,20,20059,.1281407,1,race-ethnicity,Majority White
2023,20,20061,.0570676,1,race-ethnicity,All
2023,20,20061,NA,NA,race-ethnicity,Majority Non-White
2023,20,20061,.0570676,1,race-ethnicity,Majority White
2023,20,20063,.0612245,1,race-ethnicity,All
2023,20,20063,NA,NA,race-ethnicity,Majority Non-White
2023,20,20063,.0612245,1,race-ethnicity,Majority White
2023,20,20065,.0581395,1,race-ethnicity,All
2023,20,20065,NA,NA,race-ethnicity,Majority Non-White
2023,20,20065,.0581395,1,race-ethnicity,Majority White
2023,20,20067,.0245098,1,race-ethnicity,All
2023,20,20067,.0245098,1,race-ethnicity,Majority Non-White
2023,20,20067,NA,NA,race-ethnicity,Majority White
2023,20,20069,.02,1,race-ethnicity,All
2023,20,20069,NA,NA,race-ethnicity,Majority Non-White
2023,20,20069,.02,1,race-ethnicity,Majority White
2023,20,20071,NA,NA,race-ethnicity,All
2023,20,20071,NA,NA,race-ethnicity,Majority Non-White
2023,20,20071,NA,NA,race-ethnicity,Majority White
2023,20,20073,.0687831,1,race-ethnicity,All
2023,20,20073,NA,NA,race-ethnicity,Majority Non-White
2023,20,20073,.0687831,1,race-ethnicity,Majority White
2023,20,20075,.0416667,1,race-ethnicity,All
2023,20,20075,NA,NA,race-ethnicity,Majority Non-White
2023,20,20075,.0416667,1,race-ethnicity,Majority White
2023,20,20077,.0591716,1,race-ethnicity,All
2023,20,20077,NA,NA,race-ethnicity,Majority Non-White
2023,20,20077,.0591716,1,race-ethnicity,Majority White
2023,20,20079,.0390144,1,race-ethnicity,All
2023,20,20079,NA,NA,race-ethnicity,Majority Non-White
2023,20,20079,.0390144,1,race-ethnicity,Majority White
2023,20,20081,.0618557,1,race-ethnicity,All
2023,20,20081,NA,NA,race-ethnicity,Majority Non-White
2023,20,20081,.0618557,1,race-ethnicity,Majority White
2023,20,20083,NA,NA,race-ethnicity,All
2023,20,20083,NA,NA,race-ethnicity,Majority Non-White
2023,20,20083,NA,NA,race-ethnicity,Majority White
2023,20,20085,.0305011,1,race-ethnicity,All
2023,20,20085,NA,NA,race-ethnicity,Majority Non-White
2023,20,20085,.0305011,1,race-ethnicity,Majority White
2023,20,20087,.0354839,1,race-ethnicity,All
2023,20,20087,NA,NA,race-ethnicity,Majority Non-White
2023,20,20087,.0354839,1,race-ethnicity,Majority White
2023,20,20089,.0253165,1,race-ethnicity,All
2023,20,20089,NA,NA,race-ethnicity,Majority Non-White
2023,20,20089,.0253165,1,race-ethnicity,Majority White
2023,20,20091,.0378404,1,race-ethnicity,All
2023,20,20091,NA,NA,race-ethnicity,Majority Non-White
2023,20,20091,.0378404,1,race-ethnicity,Majority White
2023,20,20093,.0380952,1,race-ethnicity,All
2023,20,20093,NA,NA,race-ethnicity,Majority Non-White
2023,20,20093,.0380952,1,race-ethnicity,Majority White
2023,20,20095,.0619048,1,race-ethnicity,All
2023,20,20095,NA,NA,race-ethnicity,Majority Non-White
2023,20,20095,.0619048,1,race-ethnicity,Majority White
2023,20,20097,.0138889,1,race-ethnicity,All
2023,20,20097,NA,NA,race-ethnicity,Majority Non-White
2023,20,20097,.0138889,1,race-ethnicity,Majority White
2023,20,20099,.1196581,1,race-ethnicity,All
2023,20,20099,NA,NA,race-ethnicity,Majority Non-White
2023,20,20099,.1196581,1,race-ethnicity,Majority White
2023,20,20101,.0588235,1,race-ethnicity,All
2023,20,20101,NA,NA,race-ethnicity,Majority Non-White
2023,20,20101,.0588235,1,race-ethnicity,Majority White
2023,20,20103,.0621444,1,race-ethnicity,All
2023,20,20103,NA,NA,race-ethnicity,Majority Non-White
2023,20,20103,.0621444,1,race-ethnicity,Majority White
2023,20,20105,.1265823,1,race-ethnicity,All
2023,20,20105,NA,NA,race-ethnicity,Majority Non-White
2023,20,20105,.1265823,1,race-ethnicity,Majority White
2023,20,20107,.0909091,1,race-ethnicity,All
2023,20,20107,NA,NA,race-ethnicity,Majority Non-White
2023,20,20107,.0909091,1,race-ethnicity,Majority White
2023,20,20109,.0333333,1,race-ethnicity,All
2023,20,20109,NA,NA,race-ethnicity,Majority Non-White
2023,20,20109,.0333333,1,race-ethnicity,Majority White
2023,20,20111,.0736607,1,race-ethnicity,All
2023,20,20111,NA,NA,race-ethnicity,Majority Non-White
2023,20,20111,.0736607,1,race-ethnicity,Majority White
2023,20,20113,.0769231,1,race-ethnicity,All
2023,20,20113,NA,NA,race-ethnicity,Majority Non-White
2023,20,20113,.0769231,1,race-ethnicity,Majority White
2023,20,20115,.0326409,1,race-ethnicity,All
2023,20,20115,NA,NA,race-ethnicity,Majority Non-White
2023,20,20115,.0326409,1,race-ethnicity,Majority White
2023,20,20117,.0392157,1,race-ethnicity,All
2023,20,20117,NA,NA,race-ethnicity,Majority Non-White
2023,20,20117,.0392157,1,race-ethnicity,Majority White
2023,20,20119,.0258621,1,race-ethnicity,All
2023,20,20119,NA,NA,race-ethnicity,Majority Non-White
2023,20,20119,.0258621,1,race-ethnicity,Majority White
2023,20,20121,.0622711,1,race-ethnicity,All
2023,20,20121,NA,NA,race-ethnicity,Majority Non-White
2023,20,20121,.0622711,1,race-ethnicity,Majority White
2023,20,20123,.0233918,1,race-ethnicity,All
2023,20,20123,NA,NA,race-ethnicity,Majority Non-White
2023,20,20123,.0233918,1,race-ethnicity,Majority White
2023,20,20125,.088565,1,race-ethnicity,All
2023,20,20125,NA,NA,race-ethnicity,Majority Non-White
2023,20,20125,.088565,1,race-ethnicity,Majority White
2023,20,20127,.0419162,1,race-ethnicity,All
2023,20,20127,NA,NA,race-ethnicity,Majority Non-White
2023,20,20127,.0419162,1,race-ethnicity,Majority White
2023,20,20129,.0394737,1,race-ethnicity,All
2023,20,20129,NA,NA,race-ethnicity,Majority Non-White
2023,20,20129,.0394737,1,race-ethnicity,Majority White
2023,20,20131,.007326,1,race-ethnicity,All
2023,20,20131,NA,NA,race-ethnicity,Majority Non-White
2023,20,20131,.007326,1,race-ethnicity,Majority White
2023,20,20133,.0938865,1,race-ethnicity,All
2023,20,20133,NA,NA,race-ethnicity,Majority Non-White
2023,20,20133,.0938865,1,race-ethnicity,Majority White
2023,20,20135,.0638298,1,race-ethnicity,All
2023,20,20135,NA,NA,race-ethnicity,Majority Non-White
2023,20,20135,.0638298,1,race-ethnicity,Majority White
2023,20,20137,.0444444,1,race-ethnicity,All
2023,20,20137,NA,NA,race-ethnicity,Majority Non-White
2023,20,20137,.0444444,1,race-ethnicity,Majority White
2023,20,20139,.0764588,1,race-ethnicity,All
2023,20,20139,NA,NA,race-ethnicity,Majority Non-White
2023,20,20139,.0764588,1,race-ethnicity,Majority White
2023,20,20141,.1271186,1,race-ethnicity,All
2023,20,20141,NA,NA,race-ethnicity,Majority Non-White
2023,20,20141,.1271186,1,race-ethnicity,Majority White
2023,20,20143,.079096,1,race-ethnicity,All
2023,20,20143,NA,NA,race-ethnicity,Majority Non-White
2023,20,20143,.079096,1,race-ethnicity,Majority White
2023,20,20145,.1581921,1,race-ethnicity,All
2023,20,20145,NA,NA,race-ethnicity,Majority Non-White
2023,20,20145,.1581921,1,race-ethnicity,Majority White
2023,20,20147,.0588235,1,race-ethnicity,All
2023,20,20147,NA,NA,race-ethnicity,Majority Non-White
2023,20,20147,.0588235,1,race-ethnicity,Majority White
2023,20,20149,.0333333,1,race-ethnicity,All
2023,20,20149,NA,NA,race-ethnicity,Majority Non-White
2023,20,20149,.0333333,1,race-ethnicity,Majority White
2023,20,20151,.0472973,1,race-ethnicity,All
2023,20,20151,NA,NA,race-ethnicity,Majority Non-White
2023,20,20151,.0472973,1,race-ethnicity,Majority White
2023,20,20153,.0416667,1,race-ethnicity,All
2023,20,20153,NA,NA,race-ethnicity,Majority Non-White
2023,20,20153,.0416667,1,race-ethnicity,Majority White
2023,20,20155,.1621041,1,race-ethnicity,All
2023,20,20155,NA,NA,race-ethnicity,Majority Non-White
2023,20,20155,.1621041,1,race-ethnicity,Majority White
2023,20,20157,.0189873,1,race-ethnicity,All
2023,20,20157,NA,NA,race-ethnicity,Majority Non-White
2023,20,20157,.0189873,1,race-ethnicity,Majority White
2023,20,20159,.0950413,1,race-ethnicity,All
2023,20,20159,NA,NA,race-ethnicity,Majority Non-White
2023,20,20159,.0950413,1,race-ethnicity,Majority White
2023,20,20161,.0342857,1,race-ethnicity,All
2023,20,20161,NA,NA,race-ethnicity,Majority Non-White
2023,20,20161,.0342857,1,race-ethnicity,Majority White
2023,20,20163,.0827586,1,race-ethnicity,All
2023,20,20163,NA,NA,race-ethnicity,Majority Non-White
2023,20,20163,.0827586,1,race-ethnicity,Majority White
2023,20,20165,.0947368,1,race-ethnicity,All
2023,20,20165,NA,NA,race-ethnicity,Majority Non-White
2023,20,20165,.0947368,1,race-ethnicity,Majority White
2023,20,20167,.125,1,race-ethnicity,All
2023,20,20167,NA,NA,race-ethnicity,Majority Non-White
2023,20,20167,.125,1,race-ethnicity,Majority White
2023,20,20169,.1288943,1,race-ethnicity,All
2023,20,20169,NA,NA,race-ethnicity,Majority Non-White
2023,20,20169,.1285363,1,race-ethnicity,Majority White
2023,20,20171,.0294118,1,race-ethnicity,All
2023,20,20171,NA,NA,race-ethnicity,Majority Non-White
2023,20,20171,.0294118,1,race-ethnicity,Majority White
2023,20,20173,.0560231,1,race-ethnicity,All
2023,20,20173,.0806862,1,race-ethnicity,Majority Non-White
2023,20,20173,.0531808,1,race-ethnicity,Majority White
2023,20,20175,.0594059,1,race-ethnicity,All
2023,20,20175,.0610998,1,race-ethnicity,Majority Non-White
2023,20,20175,NA,NA,race-ethnicity,Majority White
2023,20,20177,.068242,1,race-ethnicity,All
2023,20,20177,.1861862,1,race-ethnicity,Majority Non-White
2023,20,20177,.0603187,1,race-ethnicity,Majority White
2023,20,20179,.038961,1,race-ethnicity,All
2023,20,20179,NA,NA,race-ethnicity,Majority Non-White
2023,20,20179,.038961,1,race-ethnicity,Majority White
2023,20,20181,.0457143,1,race-ethnicity,All
2023,20,20181,NA,NA,race-ethnicity,Majority Non-White
2023,20,20181,.0457143,1,race-ethnicity,Majority White
2023,20,20183,.0380952,1,race-ethnicity,All
2023,20,20183,NA,NA,race-ethnicity,Majority Non-White
2023,20,20183,.0380952,1,race-ethnicity,Majority White
2023,20,20185,.0813008,1,race-ethnicity,All
2023,20,20185,NA,NA,race-ethnicity,Majority Non-White
2023,20,20185,.0813008,1,race-ethnicity,Majority White
2023,20,20187,.0175439,1,race-ethnicity,All
2023,20,20187,NA,NA,race-ethnicity,Majority Non-White
2023,20,20187,.0175439,1,race-ethnicity,Majority White
2023,20,20189,.038961,1,race-ethnicity,All
2023,20,20189,NA,NA,race-ethnicity,Majority Non-White
2023,20,20189,.038961,1,race-ethnicity,Majority White
2023,20,20191,.0563798,1,race-ethnicity,All
2023,20,20191,NA,NA,race-ethnicity,Majority Non-White
2023,20,20191,.0563798,1,race-ethnicity,Majority White
2023,20,20193,.0707547,1,race-ethnicity,All
2023,20,20193,NA,NA,race-ethnicity,Majority Non-White
2023,20,20193,.0707547,1,race-ethnicity,Majority White
2023,20,20195,.047619,1,race-ethnicity,All
2023,20,20195,NA,NA,race-ethnicity,Majority Non-White
2023,20,20195,.047619,1,race-ethnicity,Majority White
2023,20,20197,.0118343,1,race-ethnicity,All
2023,20,20197,NA,NA,race-ethnicity,Majority Non-White
2023,20,20197,.0118343,1,race-ethnicity,Majority White
2023,20,20199,NA,NA,race-ethnicity,All
2023,20,20199,NA,NA,race-ethnicity,Majority Non-White
2023,20,20199,NA,NA,race-ethnicity,Majority White
2023,20,20201,.0430108,1,race-ethnicity,All
2023,20,20201,NA,NA,race-ethnicity,Majority Non-White
2023,20,20201,.0430108,1,race-ethnicity,Majority White
2023,20,20203,NA,NA,race-ethnicity,All
2023,20,20203,NA,NA,race-ethnicity,Majority Non-White
2023,20,20203,NA,NA,race-ethnicity,Majority White
2023,20,20205,.0553191,1,race-ethnicity,All
2023,20,20205,NA,NA,race-ethnicity,Majority Non-White
2023,20,20205,.0553191,1,race-ethnicity,Majority White
2023,20,20207,.1111111,1,race-ethnicity,All
2023,20,20207,NA,NA,race-ethnicity,Majority Non-White
2023,20,20207,.1111111,1,race-ethnicity,Majority White
2023,20,20209,.1073243,1,race-ethnicity,All
2023,20,20209,.1236162,1,race-ethnicity,Majority Non-White
2023,20,20209,.0854871,1,race-ethnicity,Majority White
2023,21,21001,.0408922,1,race-ethnicity,All
2023,21,21001,NA,NA,race-ethnicity,Majority Non-White
2023,21,21001,.0408922,1,race-ethnicity,Majority White
2023,21,21003,.0803709,1,race-ethnicity,All
2023,21,21003,NA,NA,race-ethnicity,Majority Non-White
2023,21,21003,.0803709,1,race-ethnicity,Majority White
2023,21,21005,.0550206,1,race-ethnicity,All
2023,21,21005,NA,NA,race-ethnicity,Majority Non-White
2023,21,21005,.0550206,1,race-ethnicity,Majority White
2023,21,21007,.0403226,1,race-ethnicity,All
2023,21,21007,NA,NA,race-ethnicity,Majority Non-White
2023,21,21007,.0403226,1,race-ethnicity,Majority White
2023,21,21009,.0802377,1,race-ethnicity,All
2023,21,21009,NA,NA,race-ethnicity,Majority Non-White
2023,21,21009,.0802377,1,race-ethnicity,Majority White
2023,21,21011,.0534759,1,race-ethnicity,All
2023,21,21011,NA,NA,race-ethnicity,Majority Non-White
2023,21,21011,.0534759,1,race-ethnicity,Majority White
2023,21,21013,.0756824,1,race-ethnicity,All
