year,state,county,share_medical_debt_coll,share_medical_debt_coll_quality,subgroup_type,subgroup
2023,36,36021,.0275825,1,race-ethnicity,Majority White
2023,36,36023,.0438947,1,race-ethnicity,All
2023,36,36023,NA,NA,race-ethnicity,Majority Non-White
2023,36,36023,.0438947,1,race-ethnicity,Majority White
2023,36,36025,.0243704,1,race-ethnicity,All
2023,36,36025,NA,NA,race-ethnicity,Majority Non-White
2023,36,36025,.0243704,1,race-ethnicity,Majority White
2023,36,36027,.0281659,1,race-ethnicity,All
2023,36,36027,.0573248,1,race-ethnicity,Majority Non-White
2023,36,36027,.0235354,1,race-ethnicity,Majority White
2023,36,36029,.0185301,1,race-ethnicity,All
2023,36,36029,.0315598,1,race-ethnicity,Majority Non-White
2023,36,36029,.0158203,1,race-ethnicity,Majority White
2023,36,36031,.0165217,1,race-ethnicity,All
2023,36,36031,NA,NA,race-ethnicity,Majority Non-White
2023,36,36031,.0166521,1,race-ethnicity,Majority White
2023,36,36033,.0342815,1,race-ethnicity,All
2023,36,36033,.0823529,1,race-ethnicity,Majority Non-White
2023,36,36033,.0274771,1,race-ethnicity,Majority White
2023,36,36035,.0465909,1,race-ethnicity,All
2023,36,36035,NA,NA,race-ethnicity,Majority Non-White
2023,36,36035,.0465909,1,race-ethnicity,Majority White
2023,36,36037,.007941,1,race-ethnicity,All
2023,36,36037,NA,NA,race-ethnicity,Majority Non-White
2023,36,36037,.007941,1,race-ethnicity,Majority White
2023,36,36039,.0197759,1,race-ethnicity,All
2023,36,36039,NA,NA,race-ethnicity,Majority Non-White
2023,36,36039,.0197759,1,race-ethnicity,Majority White
2023,36,36041,.0060606,1,race-ethnicity,All
2023,36,36041,NA,NA,race-ethnicity,Majority Non-White
2023,36,36041,.0060606,1,race-ethnicity,Majority White
2023,36,36043,.0418024,1,race-ethnicity,All
2023,36,36043,NA,NA,race-ethnicity,Majority Non-White
2023,36,36043,.0418024,1,race-ethnicity,Majority White
2023,36,36045,.0603001,1,race-ethnicity,All
2023,36,36045,.0240964,1,race-ethnicity,Majority Non-White
2023,36,36045,.0611883,1,race-ethnicity,Majority White
2023,36,36047,.010058,1,race-ethnicity,All
2023,36,36047,.0125163,1,race-ethnicity,Majority Non-White
2023,36,36047,.006173,1,race-ethnicity,Majority White
2023,36,36049,.0389105,1,race-ethnicity,All
2023,36,36049,NA,NA,race-ethnicity,Majority Non-White
2023,36,36049,.0389105,1,race-ethnicity,Majority White
2023,36,36051,.0098361,1,race-ethnicity,All
2023,36,36051,NA,NA,race-ethnicity,Majority Non-White
2023,36,36051,.0098522,1,race-ethnicity,Majority White
2023,36,36053,.0356415,1,race-ethnicity,All
2023,36,36053,NA,NA,race-ethnicity,Majority Non-White
2023,36,36053,.0356779,1,race-ethnicity,Majority White
2023,36,36055,.0102646,1,race-ethnicity,All
2023,36,36055,.0213531,1,race-ethnicity,Majority Non-White
2023,36,36055,.0074377,1,race-ethnicity,Majority White
2023,36,36057,.0643529,1,race-ethnicity,All
2023,36,36057,NA,NA,race-ethnicity,Majority Non-White
2023,36,36057,.0643529,1,race-ethnicity,Majority White
2023,36,36059,.0075119,1,race-ethnicity,All
2023,36,36059,.0100068,1,race-ethnicity,Majority Non-White
2023,36,36059,.006142,1,race-ethnicity,Majority White
2023,36,36061,.0080324,1,race-ethnicity,All
2023,36,36061,.0112755,1,race-ethnicity,Majority Non-White
2023,36,36061,.0061487,1,race-ethnicity,Majority White
2023,36,36063,.0205459,1,race-ethnicity,All
2023,36,36063,NA,NA,race-ethnicity,Majority Non-White
2023,36,36063,.0205953,1,race-ethnicity,Majority White
2023,36,36065,.0461151,1,race-ethnicity,All
2023,36,36065,NA,NA,race-ethnicity,Majority Non-White
2023,36,36065,.0461151,1,race-ethnicity,Majority White
2023,36,36067,.0309055,1,race-ethnicity,All
2023,36,36067,.0541074,1,race-ethnicity,Majority Non-White
2023,36,36067,.02593,1,race-ethnicity,Majority White
2023,36,36069,.0274533,1,race-ethnicity,All
2023,36,36069,NA,NA,race-ethnicity,Majority Non-White
2023,36,36069,.0275095,1,race-ethnicity,Majority White
2023,36,36071,.026283,1,race-ethnicity,All
2023,36,36071,.0354509,1,race-ethnicity,Majority Non-White
2023,36,36071,.0214075,1,race-ethnicity,Majority White
2023,36,36073,.0190871,1,race-ethnicity,All
2023,36,36073,NA,NA,race-ethnicity,Majority Non-White
2023,36,36073,.0190871,1,race-ethnicity,Majority White
2023,36,36075,.0636779,1,race-ethnicity,All
2023,36,36075,NA,NA,race-ethnicity,Majority Non-White
2023,36,36075,.0637872,1,race-ethnicity,Majority White
2023,36,36077,.0122879,1,race-ethnicity,All
2023,36,36077,NA,NA,race-ethnicity,Majority Non-White
2023,36,36077,.0122879,1,race-ethnicity,Majority White
2023,36,36079,.0218493,1,race-ethnicity,All
2023,36,36079,NA,NA,race-ethnicity,Majority Non-White
2023,36,36079,.021601,1,race-ethnicity,Majority White
2023,36,36081,.0090756,1,race-ethnicity,All
2023,36,36081,.0093587,1,race-ethnicity,Majority Non-White
2023,36,36081,.0066749,1,race-ethnicity,Majority White
2023,36,36083,.0282707,1,race-ethnicity,All
2023,36,36083,NA,NA,race-ethnicity,Majority Non-White
2023,36,36083,.0281108,1,race-ethnicity,Majority White
2023,36,36085,.0068313,1,race-ethnicity,All
2023,36,36085,.0096691,1,race-ethnicity,Majority Non-White
2023,36,36085,.0055824,1,race-ethnicity,Majority White
2023,36,36087,.0133836,1,race-ethnicity,All
2023,36,36087,.0191638,1,race-ethnicity,Majority Non-White
2023,36,36087,.0126412,1,race-ethnicity,Majority White
2023,36,36089,.0574675,1,race-ethnicity,All
2023,36,36089,NA,NA,race-ethnicity,Majority Non-White
2023,36,36089,.0575423,1,race-ethnicity,Majority White
2023,36,36091,.0177272,1,race-ethnicity,All
2023,36,36091,NA,NA,race-ethnicity,Majority Non-White
2023,36,36091,.0177272,1,race-ethnicity,Majority White
2023,36,36093,.0266995,1,race-ethnicity,All
2023,36,36093,.078341,1,race-ethnicity,Majority Non-White
2023,36,36093,.0242906,1,race-ethnicity,Majority White
2023,36,36095,.0172043,1,race-ethnicity,All
2023,36,36095,NA,NA,race-ethnicity,Majority Non-White
2023,36,36095,.0172043,1,race-ethnicity,Majority White
2023,36,36097,.0495413,1,race-ethnicity,All
2023,36,36097,NA,NA,race-ethnicity,Majority Non-White
2023,36,36097,.0495413,1,race-ethnicity,Majority White
2023,36,36099,.0417973,1,race-ethnicity,All
2023,36,36099,NA,NA,race-ethnicity,Majority Non-White
2023,36,36099,.0398741,1,race-ethnicity,Majority White
2023,36,36101,.0472358,1,race-ethnicity,All
2023,36,36101,NA,NA,race-ethnicity,Majority Non-White
2023,36,36101,.047302,1,race-ethnicity,Majority White
2023,36,36103,.0098942,1,race-ethnicity,All
2023,36,36103,.010684,1,race-ethnicity,Majority Non-White
2023,36,36103,.009762,1,race-ethnicity,Majority White
2023,36,36105,.0489324,1,race-ethnicity,All
2023,36,36105,.0747126,1,race-ethnicity,Majority Non-White
2023,36,36105,.0415448,1,race-ethnicity,Majority White
2023,36,36107,.0295082,1,race-ethnicity,All
2023,36,36107,NA,NA,race-ethnicity,Majority Non-White
2023,36,36107,.0295082,1,race-ethnicity,Majority White
2023,36,36109,.0225322,1,race-ethnicity,All
2023,36,36109,NA,NA,race-ethnicity,Majority Non-White
2023,36,36109,.0228426,1,race-ethnicity,Majority White
2023,36,36111,.0258053,1,race-ethnicity,All
2023,36,36111,NA,NA,race-ethnicity,Majority Non-White
2023,36,36111,.0259287,1,race-ethnicity,Majority White
2023,36,36113,.0397163,1,race-ethnicity,All
2023,36,36113,NA,NA,race-ethnicity,Majority Non-White
2023,36,36113,.0397163,1,race-ethnicity,Majority White
2023,36,36115,.0479603,1,race-ethnicity,All
2023,36,36115,NA,NA,race-ethnicity,Majority Non-White
2023,36,36115,.0480663,1,race-ethnicity,Majority White
2023,36,36117,.024314,1,race-ethnicity,All
2023,36,36117,NA,NA,race-ethnicity,Majority Non-White
2023,36,36117,.0240418,1,race-ethnicity,Majority White
2023,36,36119,.0153614,1,race-ethnicity,All
2023,36,36119,.0236638,1,race-ethnicity,Majority Non-White
2023,36,36119,.0083009,1,race-ethnicity,Majority White
2023,36,36121,.0117351,1,race-ethnicity,All
2023,36,36121,NA,NA,race-ethnicity,Majority Non-White
2023,36,36121,.011745,1,race-ethnicity,Majority White
2023,36,36123,.0229709,1,race-ethnicity,All
2023,36,36123,NA,NA,race-ethnicity,Majority Non-White
2023,36,36123,.0229709,1,race-ethnicity,Majority White
2023,37,37001,.0473792,1,race-ethnicity,All
2023,37,37001,.0600169,1,race-ethnicity,Majority Non-White
2023,37,37001,.0438009,1,race-ethnicity,Majority White
2023,37,37003,.0591039,1,race-ethnicity,All
2023,37,37003,NA,NA,race-ethnicity,Majority Non-White
2023,37,37003,.0591039,1,race-ethnicity,Majority White
2023,37,37005,.0701754,1,race-ethnicity,All
2023,37,37005,NA,NA,race-ethnicity,Majority Non-White
2023,37,37005,.0701754,1,race-ethnicity,Majority White
2023,37,37007,.3248882,1,race-ethnicity,All
2023,37,37007,.3383085,1,race-ethnicity,Majority Non-White
2023,37,37007,.2058824,1,race-ethnicity,Majority White
2023,37,37009,.0896806,1,race-ethnicity,All
2023,37,37009,NA,NA,race-ethnicity,Majority Non-White
2023,37,37009,.0892193,1,race-ethnicity,Majority White
2023,37,37011,.0324826,1,race-ethnicity,All
2023,37,37011,NA,NA,race-ethnicity,Majority Non-White
2023,37,37011,.0332542,1,race-ethnicity,Majority White
2023,37,37013,.1261559,1,race-ethnicity,All
2023,37,37013,.3015873,1,race-ethnicity,Majority Non-White
2023,37,37013,.1185389,1,race-ethnicity,Majority White
2023,37,37015,.1221498,1,race-ethnicity,All
2023,37,37015,.1210191,1,race-ethnicity,Majority Non-White
2023,37,37015,.1258741,1,race-ethnicity,Majority White
2023,37,37017,.1207627,1,race-ethnicity,All
2023,37,37017,.1480144,1,race-ethnicity,Majority Non-White
2023,37,37017,.1094453,1,race-ethnicity,Majority White
2023,37,37019,.0748325,1,race-ethnicity,All
2023,37,37019,NA,NA,race-ethnicity,Majority Non-White
2023,37,37019,.0744804,1,race-ethnicity,Majority White
2023,37,37021,.0398744,1,race-ethnicity,All
2023,37,37021,NA,NA,race-ethnicity,Majority Non-White
2023,37,37021,.0397859,1,race-ethnicity,Majority White
2023,37,37023,.1230656,1,race-ethnicity,All
2023,37,37023,NA,NA,race-ethnicity,Majority Non-White
2023,37,37023,.1230656,1,race-ethnicity,Majority White
2023,37,37025,.1172129,1,race-ethnicity,All
2023,37,37025,.097561,1,race-ethnicity,Majority Non-White
2023,37,37025,.1174537,1,race-ethnicity,Majority White
2023,37,37027,.1001178,1,race-ethnicity,All
2023,37,37027,NA,NA,race-ethnicity,Majority Non-White
2023,37,37027,.1001178,1,race-ethnicity,Majority White
2023,37,37029,.0861111,1,race-ethnicity,All
2023,37,37029,NA,NA,race-ethnicity,Majority Non-White
2023,37,37029,.0861111,1,race-ethnicity,Majority White
2023,37,37031,.0700876,1,race-ethnicity,All
2023,37,37031,NA,NA,race-ethnicity,Majority Non-White
2023,37,37031,.0701461,1,race-ethnicity,Majority White
2023,37,37033,.0511182,1,race-ethnicity,All
2023,37,37033,.0582524,1,race-ethnicity,Majority Non-White
2023,37,37033,.0497132,1,race-ethnicity,Majority White
2023,37,37035,.0985673,1,race-ethnicity,All
2023,37,37035,NA,NA,race-ethnicity,Majority Non-White
2023,37,37035,.0985673,1,race-ethnicity,Majority White
2023,37,37037,.0493059,1,race-ethnicity,All
2023,37,37037,.0814196,1,race-ethnicity,Majority Non-White
2023,37,37037,.0397516,1,race-ethnicity,Majority White
2023,37,37039,.1209253,1,race-ethnicity,All
2023,37,37039,NA,NA,race-ethnicity,Majority Non-White
2023,37,37039,.1209253,1,race-ethnicity,Majority White
2023,37,37041,.0812065,1,race-ethnicity,All
2023,37,37041,NA,NA,race-ethnicity,Majority Non-White
2023,37,37041,.0812065,1,race-ethnicity,Majority White
2023,37,37043,.0915842,1,race-ethnicity,All
2023,37,37043,NA,NA,race-ethnicity,Majority Non-White
2023,37,37043,.0915842,1,race-ethnicity,Majority White
2023,37,37045,.226143,1,race-ethnicity,All
2023,37,37045,NA,NA,race-ethnicity,Majority Non-White
2023,37,37045,.226143,1,race-ethnicity,Majority White
2023,37,37047,.1969419,1,race-ethnicity,All
2023,37,37047,.1701245,1,race-ethnicity,Majority Non-White
2023,37,37047,.2015782,1,race-ethnicity,Majority White
2023,37,37049,.1221953,1,race-ethnicity,All
2023,37,37049,NA,NA,race-ethnicity,Majority Non-White
2023,37,37049,.1221816,1,race-ethnicity,Majority White
2023,37,37051,.0512625,1,race-ethnicity,All
2023,37,37051,.0529328,1,race-ethnicity,Majority Non-White
2023,37,37051,.040483,1,race-ethnicity,Majority White
2023,37,37053,.0678532,1,race-ethnicity,All
2023,37,37053,NA,NA,race-ethnicity,Majority Non-White
2023,37,37053,.0649943,1,race-ethnicity,Majority White
2023,37,37055,.0686695,1,race-ethnicity,All
2023,37,37055,NA,NA,race-ethnicity,Majority Non-White
2023,37,37055,.0686695,1,race-ethnicity,Majority White
2023,37,37057,.1130268,1,race-ethnicity,All
2023,37,37057,.075388,1,race-ethnicity,Majority Non-White
2023,37,37057,.1165863,1,race-ethnicity,Majority White
2023,37,37059,.0868925,1,race-ethnicity,All
2023,37,37059,NA,NA,race-ethnicity,Majority Non-White
2023,37,37059,.0868925,1,race-ethnicity,Majority White
2023,37,37061,.1615099,1,race-ethnicity,All
2023,37,37061,.1847134,1,race-ethnicity,Majority Non-White
2023,37,37061,.1467611,1,race-ethnicity,Majority White
2023,37,37063,.0544846,1,race-ethnicity,All
2023,37,37063,.0605776,1,race-ethnicity,Majority Non-White
2023,37,37063,.0359682,1,race-ethnicity,Majority White
2023,37,37065,.1150765,1,race-ethnicity,All
2023,37,37065,.1132239,1,race-ethnicity,Majority Non-White
2023,37,37065,.125,1,race-ethnicity,Majority White
2023,37,37067,.0748051,1,race-ethnicity,All
2023,37,37067,.1073957,1,race-ethnicity,Majority Non-White
2023,37,37067,.0580329,1,race-ethnicity,Majority White
2023,37,37069,.0648479,1,race-ethnicity,All
2023,37,37069,.0939227,1,race-ethnicity,Majority Non-White
2023,37,37069,.0622871,1,race-ethnicity,Majority White
2023,37,37071,.1799674,1,race-ethnicity,All
2023,37,37071,.2557319,1,race-ethnicity,Majority Non-White
2023,37,37071,.1661854,1,race-ethnicity,Majority White
2023,37,37073,.1666667,1,race-ethnicity,All
2023,37,37073,NA,NA,race-ethnicity,Majority Non-White
2023,37,37073,.1754967,1,race-ethnicity,Majority White
2023,37,37075,.084507,1,race-ethnicity,All
2023,37,37075,NA,NA,race-ethnicity,Majority Non-White
2023,37,37075,.084507,1,race-ethnicity,Majority White
2023,37,37077,.0453154,1,race-ethnicity,All
2023,37,37077,.0495283,1,race-ethnicity,Majority Non-White
2023,37,37077,.0407643,1,race-ethnicity,Majority White
2023,37,37079,.2350333,1,race-ethnicity,All
2023,37,37079,.2276995,1,race-ethnicity,Majority Non-White
2023,37,37079,NA,NA,race-ethnicity,Majority White
2023,37,37081,.0732679,1,race-ethnicity,All
2023,37,37081,.0966754,1,race-ethnicity,Majority Non-White
2023,37,37081,.0562844,1,race-ethnicity,Majority White
2023,37,37083,.0946475,1,race-ethnicity,All
2023,37,37083,.1021152,1,race-ethnicity,Majority Non-White
2023,37,37083,.0310559,1,race-ethnicity,Majority White
2023,37,37085,.1307755,1,race-ethnicity,All
2023,37,37085,.1434599,1,race-ethnicity,Majority Non-White
2023,37,37085,.1299076,1,race-ethnicity,Majority White
2023,37,37087,.0386287,1,race-ethnicity,All
2023,37,37087,NA,NA,race-ethnicity,Majority Non-White
2023,37,37087,.0386287,1,race-ethnicity,Majority White
2023,37,37089,.0369096,1,race-ethnicity,All
2023,37,37089,NA,NA,race-ethnicity,Majority Non-White
2023,37,37089,.0370136,1,race-ethnicity,Majority White
2023,37,37091,.125,1,race-ethnicity,All
2023,37,37091,.1269565,1,race-ethnicity,Majority Non-White
2023,37,37091,NA,NA,race-ethnicity,Majority White
2023,37,37093,.0531088,1,race-ethnicity,All
2023,37,37093,.0543046,1,race-ethnicity,Majority Non-White
2023,37,37093,NA,NA,race-ethnicity,Majority White
2023,37,37095,.0782609,1,race-ethnicity,All
2023,37,37095,NA,NA,race-ethnicity,Majority Non-White
2023,37,37095,.0588235,1,race-ethnicity,Majority White
2023,37,37097,.0573155,1,race-ethnicity,All
2023,37,37097,NA,NA,race-ethnicity,Majority Non-White
2023,37,37097,.0573155,1,race-ethnicity,Majority White
2023,37,37099,.0556426,1,race-ethnicity,All
2023,37,37099,.0738255,1,race-ethnicity,Majority Non-White
2023,37,37099,.0532387,1,race-ethnicity,Majority White
2023,37,37101,.0662802,1,race-ethnicity,All
2023,37,37101,.021978,1,race-ethnicity,Majority Non-White
2023,37,37101,.0668683,1,race-ethnicity,Majority White
2023,37,37103,.1864407,1,race-ethnicity,All
2023,37,37103,NA,NA,race-ethnicity,Majority Non-White
2023,37,37103,.1837607,1,race-ethnicity,Majority White
2023,37,37105,.1150353,1,race-ethnicity,All
2023,37,37105,NA,NA,race-ethnicity,Majority Non-White
2023,37,37105,.115443,1,race-ethnicity,Majority White
2023,37,37107,.2434933,1,race-ethnicity,All
2023,37,37107,.2848665,1,race-ethnicity,Majority Non-White
2023,37,37107,.2170616,1,race-ethnicity,Majority White
2023,37,37109,.137827,1,race-ethnicity,All
2023,37,37109,NA,NA,race-ethnicity,Majority Non-White
2023,37,37109,.137827,1,race-ethnicity,Majority White
2023,37,37111,.0722022,1,race-ethnicity,All
2023,37,37111,NA,NA,race-ethnicity,Majority Non-White
2023,37,37111,.0722022,1,race-ethnicity,Majority White
2023,37,37113,.0736146,1,race-ethnicity,All
2023,37,37113,NA,NA,race-ethnicity,Majority Non-White
2023,37,37113,.0739496,1,race-ethnicity,Majority White
2023,37,37115,.0518417,1,race-ethnicity,All
2023,37,37115,NA,NA,race-ethnicity,Majority Non-White
2023,37,37115,.0518417,1,race-ethnicity,Majority White
2023,37,37117,.1385224,1,race-ethnicity,All
2023,37,37117,.1837838,1,race-ethnicity,Majority Non-White
2023,37,37117,.1239092,1,race-ethnicity,Majority White
2023,37,37119,.0895008,1,race-ethnicity,All
2023,37,37119,.1192231,1,race-ethnicity,Majority Non-White
2023,37,37119,.045586,1,race-ethnicity,Majority White
2023,37,37121,.0365854,1,race-ethnicity,All
2023,37,37121,NA,NA,race-ethnicity,Majority Non-White
2023,37,37121,.0366492,1,race-ethnicity,Majority White
2023,37,37123,.0884184,1,race-ethnicity,All
2023,37,37123,.0480769,1,race-ethnicity,Majority Non-White
2023,37,37123,.0944206,1,race-ethnicity,Majority White
2023,37,37125,.032767,1,race-ethnicity,All
2023,37,37125,NA,NA,race-ethnicity,Majority Non-White
2023,37,37125,.0328267,1,race-ethnicity,Majority White
2023,37,37127,.0967845,1,race-ethnicity,All
2023,37,37127,.1083845,1,race-ethnicity,Majority Non-White
2023,37,37127,.0866189,1,race-ethnicity,Majority White
2023,37,37129,.0979428,1,race-ethnicity,All
2023,37,37129,NA,NA,race-ethnicity,Majority Non-White
2023,37,37129,.0979428,1,race-ethnicity,Majority White
2023,37,37131,.0891841,1,race-ethnicity,All
2023,37,37131,.1148036,1,race-ethnicity,Majority Non-White
2023,37,37131,.0459184,1,race-ethnicity,Majority White
2023,37,37133,.0565412,1,race-ethnicity,All
2023,37,37133,.0701754,1,race-ethnicity,Majority Non-White
2023,37,37133,.0561433,1,race-ethnicity,Majority White
2023,37,37135,.0295262,1,race-ethnicity,All
2023,37,37135,NA,NA,race-ethnicity,Majority Non-White
2023,37,37135,.0296007,1,race-ethnicity,Majority White
2023,37,37137,.1530864,1,race-ethnicity,All
2023,37,37137,.1904762,1,race-ethnicity,Majority Non-White
2023,37,37137,.1420118,1,race-ethnicity,Majority White
2023,37,37139,.1100703,1,race-ethnicity,All
2023,37,37139,NA,NA,race-ethnicity,Majority Non-White
2023,37,37139,.1100703,1,race-ethnicity,Majority White
2023,37,37141,.1243296,1,race-ethnicity,All
2023,37,37141,NA,NA,race-ethnicity,Majority Non-White
2023,37,37141,.1251246,1,race-ethnicity,Majority White
2023,37,37143,.0846682,1,race-ethnicity,All
2023,37,37143,NA,NA,race-ethnicity,Majority Non-White
2023,37,37143,.0833333,1,race-ethnicity,Majority White
2023,37,37145,.0778589,1,race-ethnicity,All
2023,37,37145,.0840108,1,race-ethnicity,Majority Non-White
2023,37,37145,.0752315,1,race-ethnicity,Majority White
2023,37,37147,.12308,1,race-ethnicity,All
2023,37,37147,.1496726,1,race-ethnicity,Majority Non-White
2023,37,37147,.1037415,1,race-ethnicity,Majority White
2023,37,37149,.0572687,1,race-ethnicity,All
2023,37,37149,NA,NA,race-ethnicity,Majority Non-White
2023,37,37149,.0573529,1,race-ethnicity,Majority White
2023,37,37151,.0674666,1,race-ethnicity,All
2023,37,37151,NA,NA,race-ethnicity,Majority Non-White
2023,37,37151,.0665148,1,race-ethnicity,Majority White
2023,37,37153,.0690909,1,race-ethnicity,All
2023,37,37153,.0769231,1,race-ethnicity,Majority Non-White
2023,37,37153,.0687831,1,race-ethnicity,Majority White
2023,37,37155,.2010624,1,race-ethnicity,All
2023,37,37155,.2002167,1,race-ethnicity,Majority Non-White
2023,37,37155,.2432432,1,race-ethnicity,Majority White
2023,37,37157,.0563758,1,race-ethnicity,All
2023,37,37157,NA,NA,race-ethnicity,Majority Non-White
2023,37,37157,.0563948,1,race-ethnicity,Majority White
2023,37,37159,.1060506,1,race-ethnicity,All
2023,37,37159,NA,NA,race-ethnicity,Majority Non-White
2023,37,37159,.1063079,1,race-ethnicity,Majority White
2023,37,37161,.1047992,1,race-ethnicity,All
2023,37,37161,NA,NA,race-ethnicity,Majority Non-White
2023,37,37161,.1040947,1,race-ethnicity,Majority White
2023,37,37163,.0882198,1,race-ethnicity,All
2023,37,37163,.0811567,1,race-ethnicity,Majority Non-White
2023,37,37163,.0974421,1,race-ethnicity,Majority White
2023,37,37165,.2085453,1,race-ethnicity,All
2023,37,37165,.2184874,1,race-ethnicity,Majority Non-White
2023,37,37165,.1533333,1,race-ethnicity,Majority White
2023,37,37167,.1869204,1,race-ethnicity,All
2023,37,37167,NA,NA,race-ethnicity,Majority Non-White
2023,37,37167,.1869204,1,race-ethnicity,Majority White
2023,37,37169,.0888399,1,race-ethnicity,All
2023,37,37169,NA,NA,race-ethnicity,Majority Non-White
2023,37,37169,.0888399,1,race-ethnicity,Majority White
2023,37,37171,.1028302,1,race-ethnicity,All
2023,37,37171,NA,NA,race-ethnicity,Majority Non-White
2023,37,37171,.1028302,1,race-ethnicity,Majority White
2023,37,37173,.053125,1,race-ethnicity,All
2023,37,37173,.08,1,race-ethnicity,Majority Non-White
2023,37,37173,.0481481,1,race-ethnicity,Majority White
2023,37,37175,.0498474,1,race-ethnicity,All
2023,37,37175,NA,NA,race-ethnicity,Majority Non-White
2023,37,37175,.0498474,1,race-ethnicity,Majority White
2023,37,37177,.08,1,race-ethnicity,All
2023,37,37177,NA,NA,race-ethnicity,Majority Non-White
2023,37,37177,.08,1,race-ethnicity,Majority White
2023,37,37179,.0992559,1,race-ethnicity,All
2023,37,37179,.22,1,race-ethnicity,Majority Non-White
2023,37,37179,.0951072,1,race-ethnicity,Majority White
2023,37,37181,.1117871,1,race-ethnicity,All
2023,37,37181,.1144238,1,race-ethnicity,Majority Non-White
2023,37,37181,.0675676,1,race-ethnicity,Majority White
2023,37,37183,.0301655,1,race-ethnicity,All
2023,37,37183,.0384405,1,race-ethnicity,Majority Non-White
2023,37,37183,.0265874,1,race-ethnicity,Majority White
2023,37,37185,.120332,1,race-ethnicity,All
2023,37,37185,.1448468,1,race-ethnicity,Majority Non-White
2023,37,37185,.0495868,1,race-ethnicity,Majority White
2023,37,37187,.0812325,1,race-ethnicity,All
2023,37,37187,.0749186,1,race-ethnicity,Majority Non-White
2023,37,37187,.12,1,race-ethnicity,Majority White
2023,37,37189,.0309575,1,race-ethnicity,All
2023,37,37189,NA,NA,race-ethnicity,Majority Non-White
2023,37,37189,.0309575,1,race-ethnicity,Majority White
2023,37,37191,.1313243,1,race-ethnicity,All
2023,37,37191,.143031,1,race-ethnicity,Majority Non-White
2023,37,37191,.1215805,1,race-ethnicity,Majority White
2023,37,37193,.1193747,1,race-ethnicity,All
2023,37,37193,NA,NA,race-ethnicity,Majority Non-White
2023,37,37193,.1193747,1,race-ethnicity,Majority White
2023,37,37195,.1130435,1,race-ethnicity,All
2023,37,37195,.1354946,1,race-ethnicity,Majority Non-White
2023,37,37195,.0907591,1,race-ethnicity,Majority White
2023,37,37197,.089916,1,race-ethnicity,All
2023,37,37197,NA,NA,race-ethnicity,Majority Non-White
2023,37,37197,.089916,1,race-ethnicity,Majority White
2023,37,37199,.053407,1,race-ethnicity,All
2023,37,37199,NA,NA,race-ethnicity,Majority Non-White
2023,37,37199,.0542056,1,race-ethnicity,Majority White
2023,38,38001,.012987,1,race-ethnicity,All
2023,38,38001,NA,NA,race-ethnicity,Majority Non-White
2023,38,38001,.012987,1,race-ethnicity,Majority White
2023,38,38003,.0081301,1,race-ethnicity,All
2023,38,38003,NA,NA,race-ethnicity,Majority Non-White
2023,38,38003,.0081301,1,race-ethnicity,Majority White
2023,38,38005,.02,1,race-ethnicity,All
2023,38,38005,.04,1,race-ethnicity,Majority Non-White
2023,38,38005,0,1,race-ethnicity,Majority White
2023,38,38007,NA,NA,race-ethnicity,All
2023,38,38007,NA,NA,race-ethnicity,Majority Non-White
2023,38,38007,NA,NA,race-ethnicity,Majority White
2023,38,38009,.0147059,1,race-ethnicity,All
2023,38,38009,.0151515,1,race-ethnicity,Majority Non-White
2023,38,38009,.0145631,1,race-ethnicity,Majority White
2023,38,38011,.0092593,1,race-ethnicity,All
2023,38,38011,NA,NA,race-ethnicity,Majority Non-White
2023,38,38011,.0092593,1,race-ethnicity,Majority White
2023,38,38013,.0151515,1,race-ethnicity,All
2023,38,38013,NA,NA,race-ethnicity,Majority Non-White
2023,38,38013,.0151515,1,race-ethnicity,Majority White
2023,38,38015,.0279006,1,race-ethnicity,All
2023,38,38015,NA,NA,race-ethnicity,Majority Non-White
2023,38,38015,.0279006,1,race-ethnicity,Majority White
2023,38,38017,.0166305,1,race-ethnicity,All
2023,38,38017,NA,NA,race-ethnicity,Majority Non-White
2023,38,38017,.0166335,1,race-ethnicity,Majority White
2023,38,38019,.0458015,1,race-ethnicity,All
2023,38,38019,NA,NA,race-ethnicity,Majority Non-White
2023,38,38019,.0458015,1,race-ethnicity,Majority White
2023,38,38021,.0136986,1,race-ethnicity,All
2023,38,38021,NA,NA,race-ethnicity,Majority Non-White
2023,38,38021,.0136986,1,race-ethnicity,Majority White
2023,38,38023,0,1,race-ethnicity,All
2023,38,38023,NA,NA,race-ethnicity,Majority Non-White
2023,38,38023,0,1,race-ethnicity,Majority White
2023,38,38025,.0431655,1,race-ethnicity,All
2023,38,38025,NA,NA,race-ethnicity,Majority Non-White
2023,38,38025,.0431655,1,race-ethnicity,Majority White
2023,38,38027,0,1,race-ethnicity,All
2023,38,38027,NA,NA,race-ethnicity,Majority Non-White
2023,38,38027,0,1,race-ethnicity,Majority White
2023,38,38029,.010989,1,race-ethnicity,All
2023,38,38029,NA,NA,race-ethnicity,Majority Non-White
2023,38,38029,.010989,1,race-ethnicity,Majority White
2023,38,38031,0,1,race-ethnicity,All
2023,38,38031,NA,NA,race-ethnicity,Majority Non-White
2023,38,38031,0,1,race-ethnicity,Majority White
2023,38,38033,.0294118,1,race-ethnicity,All
2023,38,38033,NA,NA,race-ethnicity,Majority Non-White
2023,38,38033,.0294118,1,race-ethnicity,Majority White
