year,state,county,subgroup_type,subgroup,ratio_living_wage,ratio_living_wage_quality
2014,01,021,industry,Leisure and Other,0.3471791234133601,1
2014,01,021,industry,Professional Services,0.5755737345044858,1
2014,01,021,industry,Public Administration,0.7355626305048937,1
2014,01,021,industry,"Trade, Transit, Utilities",0.5794366454743145,1
2014,01,023,all,All,0.8771264826503135,1
2014,01,023,industry,Education and Health,0.648269245364915,3
2014,01,023,industry,Goods Producing,1.305156545690368,1
2014,01,023,industry,Information Services,0.5668765040709449,3
2014,01,023,industry,Leisure and Other,0.3112075402416505,1
2014,01,023,industry,Professional Services,0.594645792277123,1
2014,01,023,industry,Public Administration,0.6048597833414643,1
2014,01,023,industry,"Trade, Transit, Utilities",0.5122954893208708,1
2014,01,025,all,All,0.7078784352211209,1
2014,01,025,industry,Education and Health,0.5610878183676279,1
2014,01,025,industry,Goods Producing,1.052643239278338,1
2014,01,025,industry,Information Services,0.6470375874463179,3
2014,01,025,industry,Leisure and Other,0.3288302963066735,1
2014,01,025,industry,Professional Services,0.7629249165411808,1
2014,01,025,industry,Public Administration,0.8221562180785552,1
2014,01,025,industry,"Trade, Transit, Utilities",0.526321619639169,1
2014,01,027,all,All,0.5668821848223711,1
2014,01,027,industry,Education and Health,0.5330817138363694,3
2014,01,027,industry,Goods Producing,0.6035798390357443,1
2014,01,027,industry,Information Services,0.6615235035831757,3
2014,01,027,industry,Leisure and Other,0.3042042388740151,3
2014,01,027,industry,Professional Services,0.6161342996876877,1
2014,01,027,industry,Public Administration,0.7139947109233498,1
2014,01,027,industry,"Trade, Transit, Utilities",0.4741723215464807,1
2014,01,029,all,All,0.7378159952372938,1
2014,01,029,industry,Education and Health,0.5118357035023111,3
2014,01,029,industry,Goods Producing,1.0256028624895366,1
2014,01,029,industry,Information Services,1.4408657917461287,3
2014,01,029,industry,Leisure and Other,0.38918828021024793,3
2014,01,029,industry,Professional Services,0.5224587086693403,1
2014,01,029,industry,Public Administration,0.7172138033982071,1
2014,01,029,industry,"Trade, Transit, Utilities",0.5369446248061981,1
2014,01,031,all,All,0.5844070326583155,1
2014,01,031,industry,Education and Health,0.6606754871651104,1
2014,01,031,industry,Goods Producing,0.6101476360543587,1
2014,01,031,industry,Information Services,0.6606754871651104,3
2014,01,031,industry,Leisure and Other,0.36847197083595257,1
2014,01,031,industry,Professional Services,0.6811726343138115,1
2014,01,031,industry,Public Administration,0.7973231348231178,1
2014,01,031,industry,"Trade, Transit, Utilities",0.5634332076689469,1
2014,01,033,all,All,0.7561648223439804,1
2014,01,033,industry,Education and Health,0.7981739791408682,1
2014,01,033,industry,Goods Producing,0.9136991603323097,1
2014,01,033,industry,Information Services,0.9308847244764911,3
2014,01,033,industry,Leisure and Other,0.41913681440531236,1
2014,01,033,industry,Professional Services,0.6516193071335438,1
2014,01,033,industry,Public Administration,1.079189778017019,1
2014,01,033,industry,"Trade, Transit, Utilities",0.6291825983897513,1
2014,01,035,all,All,0.6209629383999737,1
2014,01,035,industry,Education and Health,0.6837352416596911,3
2014,01,035,industry,Goods Producing,0.6422089487340319,1
2014,01,035,industry,Information Services,0.7194671681306072,3
2014,01,035,industry,Leisure and Other,0.35490494535301764,1
2014,01,035,industry,Professional Services,0.6103399332329447,1
2014,01,035,industry,Public Administration,0.7558429130964947,1
2014,01,035,industry,"Trade, Transit, Utilities",0.657660592613347,1
2014,01,037,all,All,0.6499489257157189,1
2014,01,037,industry,Education and Health,0.378898272406961,3
2014,01,037,industry,Goods Producing,0.7702037930287595,3
2014,01,037,industry,Information Services,NA,3
2014,01,037,industry,Leisure and Other,NA,3
2014,01,037,industry,Professional Services,0.7654317744845912,3
2014,01,037,industry,Public Administration,NA,3
2014,01,037,industry,"Trade, Transit, Utilities",0.5230132324408429,1
2014,01,039,all,All,0.6161342996876877,1
2014,01,039,industry,Education and Health,0.6257915771122596,1
2014,01,039,industry,Goods Producing,0.6895296081144343,1
2014,01,039,industry,Information Services,0.7677535552534668,3
2014,01,039,industry,Leisure and Other,0.37470236407339,1
2014,01,039,industry,Professional Services,0.60164838355083,1
2014,01,039,industry,Public Administration,0.787711928597582,1
2014,01,039,industry,"Trade, Transit, Utilities",0.677940875204948,1
2014,01,041,all,All,0.6412432209915747,1
2014,01,041,industry,Education and Health,0.5128014312447683,3
2014,01,041,industry,Goods Producing,0.6924267913418058,1
2014,01,041,industry,Information Services,1.001459668928107,3
2014,01,041,industry,Leisure and Other,0.6272401687259455,1
2014,01,041,industry,Professional Services,0.7083612990923495,1
2014,01,041,industry,Public Administration,0.7162480756557499,1
2014,01,041,industry,"Trade, Transit, Utilities",0.6402774932491175,1
2014,01,043,all,All,0.6616751086368631,1
2014,01,043,industry,Education and Health,0.7267893016720391,1
2014,01,043,industry,Goods Producing,0.7899883713826513,1
2014,01,043,industry,Information Services,0.7871156863958053,3
2014,01,043,industry,Leisure and Other,0.39068515821105665,1
2014,01,043,industry,Professional Services,0.8105759471217143,1
2014,01,043,industry,Public Administration,0.7188096211530225,1
2014,01,043,industry,"Trade, Transit, Utilities",0.627202888794711,1
2014,01,045,all,All,0.9277203781586987,1
2014,01,045,industry,Education and Health,1.0261880977967708,1
2014,01,045,industry,Goods Producing,1.1845087450579848,1
2014,01,045,industry,Information Services,0.9798503473788545,3
2014,01,045,industry,Leisure and Other,0.3349833207295197,1
2014,01,045,industry,Professional Services,0.8089798927127883,1
2014,01,045,industry,Public Administration,0.8549958531972467,1
2014,01,045,industry,"Trade, Transit, Utilities",0.7201658710784488,1
2014,01,047,all,All,0.6451061319614035,1
2014,01,047,industry,Education and Health,0.6344831267943744,1
2014,01,047,industry,Goods Producing,0.8952296172578159,1
2014,01,047,industry,Information Services,0.693392519084263,3
2014,01,047,industry,Leisure and Other,0.32400165759438754,1
2014,01,047,industry,Professional Services,0.6446232680901749,1
2014,01,047,industry,Public Administration,0.7851366546176962,1
2014,01,047,industry,"Trade, Transit, Utilities",0.5050756093051109,1
2014,01,049,all,All,0.6124435727339561,1
2014,01,049,industry,Education and Health,0.6134050226126593,1
2014,01,049,industry,Goods Producing,0.6999355116959498,1
2014,01,049,industry,Information Services,0.8951098370727051,3
2014,01,049,industry,Leisure and Other,0.38746430111740077,1
2014,01,049,industry,Professional Services,0.5845615262515624,1
2014,01,049,industry,Public Administration,0.7185235426842123,1
2014,01,049,industry,"Trade, Transit, Utilities",0.5691783281923108,1
2014,01,051,all,All,0.5831946825789385,1
2014,01,051,industry,Education and Health,0.5454206194103184,1
2014,01,051,industry,Goods Producing,0.8789379576308172,1
2014,01,051,industry,Information Services,0.7545599447585317,3
2014,01,051,industry,Leisure and Other,0.3648421710920373,1
2014,01,051,industry,Professional Services,0.7020447837680112,1
2014,01,051,industry,Public Administration,0.7585523254186298,1
2014,01,051,industry,"Trade, Transit, Utilities",0.4680298558453408,1
2014,01,053,all,All,0.6789066029474051,1
2014,01,053,industry,Education and Health,0.6595920480982613,1
2014,01,053,industry,Goods Producing,0.9116469888795882,1
2014,01,053,industry,Information Services,0.9502760985778758,3
2014,01,053,industry,Leisure and Other,0.3167586995259586,1
2014,01,053,industry,Professional Services,0.6996697494102347,1
2014,01,053,industry,Public Administration,0.7906091118249535,1
2014,01,053,industry,"Trade, Transit, Utilities",0.5997169280659155,1
2014,01,055,all,All,0.631033135443839,1
2014,01,055,industry,Education and Health,0.7727522614615753,1
2014,01,055,industry,Goods Producing,0.8187152212511113,1
2014,01,055,industry,Information Services,0.7114683150755271,3
2014,01,055,industry,Leisure and Other,0.3830246649128006,1
2014,01,055,industry,Professional Services,0.6362997245863901,1
2014,01,055,industry,Public Administration,0.8254181528870853,1
2014,01,055,industry,"Trade, Transit, Utilities",0.5630462574218169,1
2014,01,057,all,All,0.5900596506413436,1
2014,01,057,industry,Education and Health,0.5804023732167717,1
2014,01,057,industry,Goods Producing,0.7165699849032356,1
2014,01,057,industry,Information Services,0.9599333760024477,3
2014,01,057,industry,Leisure and Other,0.3056528304877009,1
2014,01,057,industry,Professional Services,0.6340002629231458,1
2014,01,057,industry,Public Administration,0.6383460377642032,1
2014,01,057,industry,"Trade, Transit, Utilities",0.49155542091071014,1
2014,01,059,all,All,0.6045455667782015,1
2014,01,059,industry,Education and Health,0.6393117655066604,1
2014,01,059,industry,Goods Producing,0.6673178700379189,1
2014,01,059,industry,Information Services,0.5929568338687152,3
2014,01,059,industry,Leisure and Other,0.3780824111719902,1
2014,01,059,industry,Professional Services,0.6286887603396313,1
2014,01,059,industry,Public Administration,0.7358845397523794,1
2014,01,059,industry,"Trade, Transit, Utilities",0.4712751383191091,1
2014,01,061,all,All,0.5460729251248577,1
2014,01,061,industry,Education and Health,0.6613867539906654,3
2014,01,061,industry,Goods Producing,0.571804110078385,1
2014,01,061,industry,Information Services,NA,3
2014,01,061,industry,Leisure and Other,NA,1
2014,01,061,industry,Professional Services,0.6099243840836107,1
2014,01,061,industry,Public Administration,0.6915653042448023,1
2014,01,061,industry,"Trade, Transit, Utilities",0.5632270484272093,1
2014,01,063,all,All,0.5552934519128847,1
2014,01,063,industry,Education and Health,0.4741723215464807,3
2014,01,063,industry,Goods Producing,0.6760094197200336,3
2014,01,063,industry,Information Services,0.6789066029474051,3
2014,01,063,industry,Leisure and Other,0.32979602404913066,1
2014,01,063,industry,Professional Services,0.7885167017162963,3
2014,01,063,industry,Public Administration,0.620641029152488,1
2014,01,063,industry,"Trade, Transit, Utilities",0.4114000182867633,1
2014,01,065,all,All,0.5968228041661336,1
2014,01,065,industry,Education and Health,0.501477840059716,3
2014,01,065,industry,Goods Producing,0.7700939408595273,1
2014,01,065,industry,Information Services,1.1523905757862212,3
2014,01,065,industry,Leisure and Other,0.26403220829469504,1
2014,01,065,industry,Professional Services,0.5619852211272502,3
2014,01,065,industry,Public Administration,0.6964460679439931,1
2014,01,065,industry,"Trade, Transit, Utilities",0.46572347851980933,1
2014,01,067,all,All,0.6798723306898624,1
2014,01,067,industry,Education and Health,0.5253558918967118,3
2014,01,067,industry,Goods Producing,0.8788122456360437,1
2014,01,067,industry,Information Services,NA,3
2014,01,067,industry,Leisure and Other,NA,1
2014,01,067,industry,Professional Services,0.738781722979751,1
2014,01,067,industry,Public Administration,0.7313778102875792,1
2014,01,067,industry,"Trade, Transit, Utilities",0.6441404042189462,1
2014,01,069,all,All,0.699507027995891,1
2014,01,069,industry,Education and Health,0.9005914733734565,1
2014,01,069,industry,Goods Producing,0.7814656171071263,1
2014,01,069,industry,Information Services,0.6985540211457604,1
2014,01,069,industry,Leisure and Other,0.39788035992954296,1
2014,01,069,industry,Professional Services,0.752875411603207,1
2014,01,069,industry,Public Administration,0.8808959984707566,1
2014,01,069,industry,"Trade, Transit, Utilities",0.686164932094062,1
2014,01,071,all,All,0.6244479712743828,1
2014,01,071,industry,Education and Health,0.6311214610437273,1
2014,01,071,industry,Goods Producing,0.7035764928251824,1
2014,01,071,industry,Information Services,0.5796402542516408,3
2014,01,071,industry,Leisure and Other,0.36322851458861044,1
2014,01,071,industry,Professional Services,0.694996291693168,1
2014,01,071,industry,Public Administration,0.9701982983718527,1
2014,01,071,industry,"Trade, Transit, Utilities",0.4871647531621521,1
2014,01,073,all,All,0.8912761481931732,1
2014,01,073,industry,Education and Health,0.9204385579500051,1
2014,01,073,industry,Goods Producing,1.0525807271606493,1
2014,01,073,industry,Information Services,1.103614944235105,1
2014,01,073,industry,Leisure and Other,0.5212780744033692,1
2014,01,073,industry,Professional Services,1.2029494024693135,1
2014,01,073,industry,Public Administration,0.9830162288865402,1
2014,01,073,industry,"Trade, Transit, Utilities",0.7691585573364399,1
2014,01,075,all,All,0.673112236492662,1
2014,01,075,industry,Education and Health,0.4683779550917376,3
2014,01,075,industry,Goods Producing,0.9174413553343314,1
2014,01,075,industry,Information Services,0.5707450957921998,3
2014,01,075,industry,Leisure and Other,0.2940640975782146,1
2014,01,075,industry,Professional Services,0.634965990665603,1
2014,01,075,industry,Public Administration,0.6605577758407185,1
2014,01,075,industry,"Trade, Transit, Utilities",0.571710823534657,1
2014,01,077,all,All,0.5929019629742573,1
2014,01,077,industry,Education and Health,0.7265674618734458,1
2014,01,077,industry,Goods Producing,0.7189294333649208,1
2014,01,077,industry,Information Services,0.6368206268982765,3
2014,01,077,industry,Leisure and Other,0.3384601382840165,1
2014,01,077,industry,Professional Services,0.7050855066932191,1
2014,01,077,industry,Public Administration,0.8767820225411053,1
2014,01,077,industry,"Trade, Transit, Utilities",0.4764220282192503,1
2014,01,079,all,All,0.8389529995747432,1
2014,01,079,industry,Education and Health,0.5100452895141905,1
2014,01,079,industry,Goods Producing,2.247059340906443,1
2014,01,079,industry,Information Services,NA,3
2014,01,079,industry,Leisure and Other,NA,1
2014,01,079,industry,Professional Services,0.9452521580435885,1
2014,01,079,industry,Public Administration,0.8198858859480446,1
2014,01,079,industry,"Trade, Transit, Utilities",0.5739201201636311,1
2014,01,081,all,All,0.6225101575277829,1
2014,01,081,industry,Education and Health,0.6391350578771896,1
2014,01,081,industry,Goods Producing,0.7896827665968166,1
2014,01,081,industry,Information Services,0.6806973087507062,1
2014,01,081,industry,Leisure and Other,0.362515188174562,1
2014,01,081,industry,Professional Services,0.6058852571783763,1
2014,01,081,industry,Public Administration,0.9214504952921139,1
2014,01,081,industry,"Trade, Transit, Utilities",0.5283023888811451,1
2014,01,083,all,All,0.7769307123515329,1
2014,01,083,industry,Education and Health,0.6770396207634786,1
2014,01,083,industry,Goods Producing,0.8906955666601502,1
2014,01,083,industry,Information Services,0.7242104140133931,3
2014,01,083,industry,Leisure and Other,0.3745915934552033,1
2014,01,083,industry,Professional Services,0.7746184185647723,1
2014,01,083,industry,Public Administration,1.1043515125568217,1
2014,01,083,industry,"Trade, Transit, Utilities",0.575298694146016,1
2014,01,085,all,All,0.7674584053526946,1
2014,01,085,industry,Education and Health,0.48000699782563494,3
2014,01,085,industry,Goods Producing,0.9305318000074689,1
2014,01,085,industry,Information Services,NA,3
2014,01,085,industry,Leisure and Other,NA,3
2014,01,085,industry,Professional Services,0.6896069824807827,3
2014,01,085,industry,Public Administration,0.7456538648244668,1
2014,01,085,industry,"Trade, Transit, Utilities",0.5269942471329427,1
2014,01,087,all,All,0.7397474507222082,1
2014,01,087,industry,Education and Health,0.5446704467458556,3
2014,01,087,industry,Goods Producing,0.7880338378450678,3
2014,01,087,industry,Information Services,0.8150742146338691,3
2014,01,087,industry,Leisure and Other,0.4331288924920501,1
2014,01,087,industry,Professional Services,0.587162467413972,1
2014,01,087,industry,Public Administration,0.9142222628594739,1
2014,01,087,industry,"Trade, Transit, Utilities",0.37373663633093285,1
2014,01,089,all,All,0.9804125655864581,1
2014,01,089,industry,Education and Health,0.8712722988513618,1
2014,01,089,industry,Goods Producing,1.1320990379979479,1
2014,01,089,industry,Information Services,0.8943952367189669,1
2014,01,089,industry,Leisure and Other,0.373204217183147,1
2014,01,089,industry,Professional Services,1.096489713681836,1
2014,01,089,industry,Public Administration,1.2048592158213454,1
2014,01,089,industry,"Trade, Transit, Utilities",0.5928721269253959,1
2014,01,091,all,All,0.6943582468267202,1
2014,01,091,industry,Education and Health,0.5272873473816262,1
2014,01,091,industry,Goods Producing,0.8865380675757012,1
2014,01,091,industry,Information Services,0.9560704650326189,3
2014,01,091,industry,Leisure and Other,0.29261550596452884,1
2014,01,091,industry,Professional Services,0.7629249165411808,1
2014,01,091,industry,Public Administration,0.7590620055713521,1
2014,01,091,industry,"Trade, Transit, Utilities",0.6847009694021483,1
2014,01,093,all,All,0.5948882893536296,1
2014,01,093,industry,Education and Health,0.6586263203558042,1
2014,01,093,industry,Goods Producing,0.6605577758407185,1
2014,01,093,industry,Information Services,0.8566005075595283,3
2014,01,093,industry,Leisure and Other,0.3838767776267334,1
2014,01,093,industry,Professional Services,0.5432218551321698,1
2014,01,093,industry,Public Administration,0.7127070739334068,1
2014,01,093,industry,"Trade, Transit, Utilities",0.5456361744883128,1
2014,01,095,all,All,0.6148203819649432,1
2014,01,095,industry,Education and Health,0.6581175919624743,1
2014,01,095,industry,Goods Producing,0.6629283930733111,1
2014,01,095,industry,Information Services,0.7697281777338881,3
2014,01,095,industry,Leisure and Other,0.35984792309059266,1
2014,01,095,industry,Professional Services,0.7620308959565493,1
2014,01,095,industry,Public Administration,0.7726146584003902,1
2014,01,095,industry,"Trade, Transit, Utilities",0.5561286084127341,1
2014,01,097,all,All,0.7670736040878591,1
2014,01,097,industry,Education and Health,0.7844862665462453,1
2014,01,097,industry,Goods Producing,1.0539243066918016,1
2014,01,097,industry,Information Services,0.9989369515600554,1
2014,01,097,industry,Leisure and Other,0.42202795063615184,1
2014,01,097,industry,Professional Services,0.9279116178482166,1
2014,01,097,industry,Public Administration,0.9689993915438824,1
2014,01,097,industry,"Trade, Transit, Utilities",0.6635140852564038,1
2014,01,099,all,All,0.7271929900702647,1
2014,01,099,industry,Education and Health,0.5630192738525422,1
2014,01,099,industry,Goods Producing,1.2168169554960604,1
2014,01,099,industry,Information Services,0.7339530842674651,3
2014,01,099,industry,Leisure and Other,0.338970437602474,1
2014,01,099,industry,Professional Services,0.6991868855390062,1
2014,01,099,industry,Public Administration,0.7416789062071226,1
2014,01,099,industry,"Trade, Transit, Utilities",0.6238601216273453,1
2014,01,101,all,All,0.7591665378278756,1
2014,01,101,industry,Education and Health,0.7444254400059751,1
2014,01,101,industry,Goods Producing,0.9231612510965187,1
2014,01,101,industry,Information Services,0.8936790554527176,1
2014,01,101,industry,Leisure and Other,0.4578953510927842,1
2014,01,101,industry,Professional Services,0.9102627905023557,1
2014,01,101,industry,Public Administration,0.9250038883242562,1
2014,01,101,industry,"Trade, Transit, Utilities",0.6449230297081467,1
2014,01,103,all,All,0.7579177666612738,1
2014,01,103,industry,Education and Health,0.6311214610437273,1
2014,01,103,industry,Goods Producing,1.0706184301391326,1
2014,01,103,industry,Information Services,0.9695627279176294,3
2014,01,103,industry,Leisure and Other,0.4013627418420079,1
2014,01,103,industry,Professional Services,0.7598244780239436,1
2014,01,103,industry,Public Administration,0.8484865563880927,1
2014,01,103,industry,"Trade, Transit, Utilities",0.6034741462850142,1
2014,01,105,all,All,0.5427389912609413,1
2014,01,105,industry,Education and Health,0.5784709177318573,3
2014,01,105,industry,Goods Producing,0.582333828701686,3
2014,01,105,industry,Information Services,NA,3
2014,01,105,industry,Leisure and Other,NA,3
2014,01,105,industry,Professional Services,0.6272401687259455,3
2014,01,105,industry,Public Administration,0.6753656012250622,3
2014,01,105,industry,"Trade, Transit, Utilities",0.4278173899085356,1
2014,01,107,all,All,0.6547634093859754,1
2014,01,107,industry,Education and Health,0.5340474415788266,3
2014,01,107,industry,Goods Producing,0.7300901732976363,1
2014,01,107,industry,Information Services,0.6422089487340319,3
2014,01,107,industry,Leisure and Other,0.32255306598070177,1
2014,01,107,industry,Professional Services,0.6224115300136595,1
2014,01,107,industry,Public Administration,0.8504842318572994,1
2014,01,107,industry,"Trade, Transit, Utilities",0.48093241574368106,1
2014,01,109,all,All,0.7001526132814634,1
2014,01,109,industry,Education and Health,0.7754793771931242,1
2014,01,109,industry,Goods Producing,0.9319272714711891,1
2014,01,109,industry,Information Services,0.7851366546176962,3
2014,01,109,industry,Leisure and Other,0.35442208148178905,1
2014,01,109,industry,Professional Services,0.7025669326376064,1
2014,01,109,industry,Public Administration,0.8598196000343856,1
2014,01,109,industry,"Trade, Transit, Utilities",0.6180657551726021,1
2014,01,111,all,All,0.5726765512771141,1
2014,01,111,industry,Education and Health,0.5601220906251707,1
2014,01,111,industry,Goods Producing,0.6451061319614035,1
2014,01,111,industry,Information Services,0.7455418171769513,3
2014,01,111,industry,Leisure and Other,0.3462133956709029,1
2014,01,111,industry,Professional Services,0.578953781603086,1
2014,01,111,industry,Public Administration,0.7168918941507214,1
2014,01,111,industry,"Trade, Transit, Utilities",0.5282530751240834,1
2014,01,113,all,All,0.6066057407977121,1
2014,01,113,industry,Education and Health,0.6047786150724178,1
2014,01,113,industry,Goods Producing,0.8541812765750916,1
2014,01,113,industry,Information Services,NA,3
2014,01,113,industry,Leisure and Other,NA,1
2014,01,113,industry,Professional Services,0.6335558452458032,1
2014,01,113,industry,Public Administration,0.712883553818998,1
2014,01,113,industry,"Trade, Transit, Utilities",0.46865774853799147,1
2014,01,115,all,All,0.6042086771493598,1
2014,01,115,industry,Education and Health,0.6288144603816866,1
2014,01,115,industry,Goods Producing,0.7810057863001528,1
2014,01,115,industry,Information Services,0.8803402445343613,3
2014,01,115,industry,Leisure and Other,0.39460385702213086,1
2014,01,115,industry,Professional Services,0.7058214486458207,1
2014,01,115,industry,Public Administration,0.7402999226812417,1
2014,01,115,industry,"Trade, Transit, Utilities",0.5303913274523792,1
2014,01,117,all,All,0.8402419311187175,1
2014,01,117,industry,Education and Health,0.7308828945305981,1
2014,01,117,industry,Goods Producing,0.9113253049009951,1
2014,01,117,industry,Information Services,1.1810775951516896,1
2014,01,117,industry,Leisure and Other,0.44973903796864106,1
2014,01,117,industry,Professional Services,1.125486751552729,1
2014,01,117,industry,Public Administration,0.7974096417883707,1
2014,01,117,industry,"Trade, Transit, Utilities",0.8475325335579255,1
2014,01,119,all,All,0.648323134116472,1
2014,01,119,industry,Education and Health,0.4857725512148059,3
2014,01,119,industry,Goods Producing,0.9283235601551804,1
2014,01,119,industry,Information Services,0.7422830086261057,3
2014,01,119,industry,Leisure and Other,0.32698036329352503,1
2014,01,119,industry,Professional Services,0.8169811088612644,1
2014,01,119,industry,Public Administration,0.7140950462732156,1
2014,01,119,industry,"Trade, Transit, Utilities",0.49986653239125095,1
2014,01,121,all,All,0.809269574479738,1
2014,01,121,industry,Education and Health,0.6821941867515147,1
2014,01,121,industry,Goods Producing,1.1723421108460903,1
2014,01,121,industry,Information Services,0.8675522711069683,3
2014,01,121,industry,Leisure and Other,0.46912793514705003,1
2014,01,121,industry,Professional Services,0.6100574064997789,1
2014,01,121,industry,Public Administration,0.7828353459548194,1
2014,01,121,industry,"Trade, Transit, Utilities",0.614356949693591,1
2014,01,123,all,All,0.591991106126258,1
2014,01,123,industry,Education and Health,0.6798723306898624,1
2014,01,123,industry,Goods Producing,0.6702150532652904,1
2014,01,123,industry,Information Services,0.8923324340304444,3
2014,01,123,industry,Leisure and Other,0.4128486099004491,1
2014,01,123,industry,Professional Services,0.6465547235750893,1
2014,01,123,industry,Public Administration,0.7783765604204959,1
2014,01,123,industry,"Trade, Transit, Utilities",0.4896239654257958,1
2014,01,125,all,All,0.7526751493400856,1
2014,01,125,industry,Education and Health,0.6774993122561793,1
2014,01,125,industry,Goods Producing,1.0983006442258496,1
2014,01,125,industry,Information Services,0.8553543414546892,1
2014,01,125,industry,Leisure and Other,0.3515845551424151,1
2014,01,125,industry,Professional Services,0.7150872307981324,1
2014,01,125,industry,Public Administration,0.9598670905713393,1
2014,01,125,industry,"Trade, Transit, Utilities",0.5748201201415757,1
2014,01,127,all,All,0.6375016914579533,1
2014,01,127,industry,Education and Health,0.6614319351312999,1
2014,01,127,industry,Goods Producing,0.766725007294025,1
2014,01,127,industry,Information Services,0.8203287531223213,3
2014,01,127,industry,Leisure and Other,0.4235653130182348,1
