year,state,place,share_black_nh_exposure,share_black_nh_exposure_quality,share_hispanic_exposure,share_hispanic_exposure_quality,share_other_nh_exposure,share_other_nh_exposure_quality,share_white_nh_exposure,share_white_nh_exposure_quality
2016,01,03076,0.7250967466515837,1,0.9073273768209569,2,0.9025264597626753,1,0.2955848701235536,1
2016,01,07000,0.17687306700724964,1,0.9030855051957936,1,0.9474956269636461,1,0.4594487688465692,1
2016,01,35896,0.728806677555846,1,0.8665001833366668,1,0.9131180405281446,1,0.2432055342261804,1
2016,01,37000,0.45588231482302577,1,0.8525556798426568,1,0.9302442031297713,1,0.26755172007203576,1
2016,01,50000,0.32690899375193283,1,0.9490218175045462,1,0.9376903417817986,1,0.3835897300995738,1
2016,01,51000,0.2864017371799609,1,0.8692033192518166,1,0.8930911808474895,1,0.4779440865721937,1
2016,01,77256,0.33685219070720074,1,0.925968347852759,1,0.9171524940181286,1,0.33860776212722954,1
2016,02,03000,0.9158729289676664,1,0.8954577071794161,1,0.6803267691126577,1,0.3599222984134881,1
2016,04,04720,0.8854796131411488,1,0.44112985900906787,1,0.9233456928643222,1,0.6126754499040404,1
2016,04,07940,0.9150142039832649,1,0.6247643524615496,1,0.9434630166792963,1,0.42117653674098876,1
2016,04,12000,0.9356968457288563,1,0.6914393521485414,1,0.8396578268594227,1,0.37673140539844147,1
2016,04,23620,0.9666849243444869,1,0.7620967896252513,1,0.8283663527264147,1,0.34463491348036285,1
2016,04,27400,0.9578993962086478,1,0.8252405273743378,1,0.88944168094435,1,0.28180095620424445,1
2016,04,27820,0.9162749027804352,1,0.4983324426121918,1,0.9030776380039,1,0.4021966462109435,1
2016,04,28380,0.9019386043277872,1,0.6771080485028839,1,0.8936589526908968,1,0.4233091657029795,1
2016,04,46000,0.9403961145393965,1,0.5987630299345257,1,0.9094370645042175,1,0.30207846113620396,1
2016,04,54050,0.9544569753163245,1,0.6955589787609411,1,0.9092857853673918,1,0.27149751686305545,1
2016,04,55000,0.8725912341429779,1,0.40152034975750583,1,0.8891813981871443,1,0.38002715055950653,1
2016,04,65000,0.9671331532941183,1,0.7985628993928521,1,0.9147291456370594,1,0.17060865458003047,1
2016,04,71510,0.9212070308719148,1,0.7459353629988865,1,0.9318010418583054,1,0.2637272116380522,1
2016,04,73000,0.9157788016909072,1,0.7405606675397638,1,0.8111248739841804,1,0.3825927615452225,1
2016,04,77000,0.927105346657739,1,0.42434768320673266,1,0.9089465680754503,1,0.4248226458654371,1
2016,04,85540,0.9480078528572614,1,0.35683400567420404,1,0.9396693653647421,1,0.5909917811527237,1
2016,05,23290,0.9300685737651735,1,0.913127687064126,1,0.913583506374087,1,0.1896019071223637,1
2016,05,24550,0.8608086712079651,1,0.669575931627311,1,0.8784094771606288,1,0.30357765064201,1
2016,05,35710,0.7643231480019688,1,0.9193517185174772,1,0.9498963764076149,1,0.24335317973274925,1
2016,05,41000,0.40089008525614783,1,0.859473120313539,1,0.908259857593536,1,0.35975355460000313,1
2016,05,66080,0.9560323959867224,1,0.590825647143953,1,0.8650070551793996,1,0.4338219010953533,1
2016,06,00562,0.8819390929677515,1,0.8693144950810332,1,0.5971338058468545,1,0.539628705615938,1
2016,06,00884,0.9593253955012401,1,0.5996751211921274,1,0.4528386604951419,1,0.8740216609433111,1
2016,06,02000,0.9646627959514646,1,0.38074038181253306,1,0.7762266425389505,1,0.6427560994802186,1
2016,06,02252,0.776652340438678,1,0.639705261665789,1,0.8039933234388317,1,0.6436696650211553,1
2016,06,02364,0.8960254426727334,1,0.6413573194355291,1,0.9413889624950998,1,0.459853615256162,1
2016,06,03526,0.8964885735897314,1,0.4383399253896066,1,0.8730573547783981,1,0.5369861137425258,1
2016,06,04982,0.8347673495815552,1,0.42647911942070166,1,0.8349575543727404,1,0.8157568244436882,1
2016,06,06000,0.8205393303961792,1,0.8646432085087338,1,0.692397838998269,1,0.4045063972658034,1
2016,06,08786,0.95055564406229065,1,0.5270125300608886,1,0.6561175062770856,1,0.7045352059547673,1
2016,06,08954,0.9712742026946137,1,0.6921033172723068,1,0.8264938235814706,1,0.4025755670204659,1
2016,06,11194,0.9774731314478905,2,0.8206219186527279,1,0.8700247740448839,1,0.25128460287514753,1
2016,06,11530,0.49590120682808275,1,0.5268629685127236,1,0.6139599290095019,1,0.9086783652111419,1
2016,06,13014,0.9668037619534771,1,0.8238009508332043,1,0.8997237043411463,1,0.2525673497526925,1
2016,06,13210,0.8856585644445861,1,0.4333893740219748,1,0.8009447251291204,1,0.7244252310612259,1
2016,06,13214,0.949579685837416,1,0.6854658386903643,1,0.6004164871209972,1,0.6536088220651646,1
2016,06,13392,0.9450047721339478,1,0.37314246520193367,1,0.7417373779852047,1,0.7677222626650517,1
2016,06,13588,0.9439388315989318,1,0.7920910595936184,1,0.9031319319399129,1,0.29455166539861055,1
2016,06,14218,0.9595952599930505,1,0.6796357574467217,1,0.8412162503363799,1,0.44013129460814615,1
2016,06,15044,0.635514859537572,1,0.30674811576445254,1,0.9635004064430545,1,0.977649615961143,1
2016,06,16000,0.9309652334438401,1,0.6000697444669169,1,0.8203291287575499,1,0.452986439536319,1
2016,06,16350,0.9326071309639284,1,0.4903007915020051,1,0.8132516532886832,1,0.5792489248708822,1
2016,06,16532,0.9606016281014154,1,0.5146796077834577,1,0.8278031650983192,1,0.42537864176201695,1
2016,06,17918,0.957434914288714,1,0.7246524862495992,1,0.3833010638459077,1,0.8284298024726319,1
2016,06,19766,0.9416089626014786,1,0.25965208904634685,1,0.9052158419049606,1,0.840193829706706,1
2016,06,21712,0.9284021964956359,1,0.6769307782775686,1,0.8979366935075734,1,0.4047295015246759,1
2016,06,22020,0.8709093875547965,1,0.8066118804885325,1,0.6138829653282412,1,0.5889634208320113,1
2016,06,22230,0.9862305092497793,2,0.3197821071283546,1,0.6613359484830977,1,0.9333917759495414,1
2016,06,22804,0.9691751396990947,1,0.4308271481497072,1,0.8924014089081675,1,0.5307198688930675,1
2016,06,23182,0.8460993427033077,1,0.625109383364709,1,0.7331439080062396,1,0.6187554160042968,1
2016,06,24638,0.683714178397985,1,0.8648809950195548,1,0.7445621679459862,1,0.3244655652914845,1
2016,06,24680,0.8875328928206394,1,0.28255508459517514,1,0.8720449356145374,1,0.818845816099113,1
2016,06,26000,0.9492302456070143,1,0.8124273531405402,1,0.3516691826630936,1,0.744037063037751,1
2016,06,27000,0.8840258442267648,1,0.45341708612603554,1,0.8044567573210971,1,0.5790062813182205,1
2016,06,28000,0.9668446290668721,1,0.5123982771072622,1,0.5976053362330409,1,0.5941663766854522,1
2016,06,29000,0.9819580219825987,1,0.5542901373724559,1,0.5360718099001817,1,0.6886443299478212,1
2016,06,30000,0.9662673213249279,1,0.7593782766584085,1,0.7802612032853969,1,0.36659606409126916,1
2016,06,32548,0.6975560415219931,1,0.40081043200976313,1,0.8598536426546352,1,0.7414240572874877,1
2016,06,33000,0.8733381435290992,1,0.5414358482791627,1,0.6349251730248404,1,0.7872721061049318,1
2016,06,33182,0.8960501337759873,1,0.5495723886965211,1,0.9135124877334123,1,0.5339589403293037,1
2016,06,33434,0.9354052728027852,1,0.4410226713778556,1,0.9460429157711873,1,0.5981425356914595,1
2016,06,36000,0.9790964021411693,1,0.7186130606601431,1,0.8242291517467013,1,0.33811514634635415,1
2016,06,36448,0.9500615348249402,1,0.24575017391586837,1,0.9293507881091401,1,0.5831016786897294,1
