year,state,county,share_overall_debt_coll,share_debt_coll_quality,subgroup_type,subgroup
2023,13,35,.3768116,1,race-ethnicity,Majority Non-White
2023,13,35,.3288227,1,race-ethnicity,Majority White
2023,13,37,.4160584,1,race-ethnicity,All
2023,13,37,.4160584,1,race-ethnicity,Majority Non-White
2023,13,37,NA,3,race-ethnicity,Majority White
2023,13,39,.2842391,1,race-ethnicity,All
2023,13,39,NA,3,race-ethnicity,Majority Non-White
2023,13,39,.2842391,1,race-ethnicity,Majority White
2023,13,43,.3928571,1,race-ethnicity,All
2023,13,43,NA,3,race-ethnicity,Majority Non-White
2023,13,43,.3960396,1,race-ethnicity,Majority White
2023,13,45,.3381873,1,race-ethnicity,All
2023,13,45,NA,3,race-ethnicity,Majority Non-White
2023,13,45,.338361,1,race-ethnicity,Majority White
2023,13,47,.2575532,1,race-ethnicity,All
2023,13,47,NA,3,race-ethnicity,Majority Non-White
2023,13,47,.2571996,1,race-ethnicity,Majority White
2023,13,49,.3811075,1,race-ethnicity,All
2023,13,49,NA,3,race-ethnicity,Majority Non-White
2023,13,49,.3811075,1,race-ethnicity,Majority White
2023,13,51,.3223529,1,race-ethnicity,All
2023,13,51,.3732914,1,race-ethnicity,Majority Non-White
2023,13,51,.2137353,1,race-ethnicity,Majority White
2023,13,53,.2657807,1,race-ethnicity,All
2023,13,53,NA,3,race-ethnicity,Majority Non-White
2023,13,53,.2657807,1,race-ethnicity,Majority White
2023,13,55,.3653088,1,race-ethnicity,All
2023,13,55,NA,3,race-ethnicity,Majority Non-White
2023,13,55,.3653088,1,race-ethnicity,Majority White
2023,13,57,.1743119,1,race-ethnicity,All
2023,13,57,NA,3,race-ethnicity,Majority Non-White
2023,13,57,.174333,1,race-ethnicity,Majority White
2023,13,59,.2696944,1,race-ethnicity,All
2023,13,59,.3795535,1,race-ethnicity,Majority Non-White
2023,13,59,.2352725,1,race-ethnicity,Majority White
2023,13,61,.3866667,1,race-ethnicity,All
2023,13,61,.4032258,1,race-ethnicity,Majority Non-White
2023,13,61,NA,3,race-ethnicity,Majority White
2023,13,63,.4407859,1,race-ethnicity,All
2023,13,63,.4425192,1,race-ethnicity,Majority Non-White
2023,13,63,.2962963,1,race-ethnicity,Majority White
2023,13,65,.3908629,1,race-ethnicity,All
2023,13,65,NA,3,race-ethnicity,Majority Non-White
2023,13,65,.3979058,1,race-ethnicity,Majority White
2023,13,67,.2238671,1,race-ethnicity,All
2023,13,67,.2814924,1,race-ethnicity,Majority Non-White
2023,13,67,.1652433,1,race-ethnicity,Majority White
2023,13,69,.3728814,1,race-ethnicity,All
2023,13,69,NA,3,race-ethnicity,Majority Non-White
2023,13,69,.3728814,1,race-ethnicity,Majority White
2023,13,71,.3359498,1,race-ethnicity,All
2023,13,71,.3559055,1,race-ethnicity,Majority Non-White
2023,13,71,.3161189,1,race-ethnicity,Majority White
2023,13,73,.2162673,1,race-ethnicity,All
2023,13,73,NA,3,race-ethnicity,Majority Non-White
2023,13,73,.2162845,1,race-ethnicity,Majority White
2023,13,75,.4038835,1,race-ethnicity,All
2023,13,75,.4146341,1,race-ethnicity,Majority Non-White
2023,13,75,.4005102,1,race-ethnicity,Majority White
2023,13,77,.2343123,1,race-ethnicity,All
2023,13,77,.3703704,1,race-ethnicity,Majority Non-White
2023,13,77,.232578,1,race-ethnicity,Majority White
2023,13,79,.3883495,1,race-ethnicity,All
2023,13,79,.4012346,1,race-ethnicity,Majority Non-White
2023,13,79,.3741497,1,race-ethnicity,Majority White
2023,13,81,.4305994,1,race-ethnicity,All
2023,13,81,.4354305,1,race-ethnicity,Majority Non-White
2023,13,81,NA,3,race-ethnicity,Majority White
2023,13,83,.2860262,1,race-ethnicity,All
2023,13,83,NA,3,race-ethnicity,Majority Non-White
2023,13,83,.2860262,1,race-ethnicity,Majority White
2023,13,85,.2283151,1,race-ethnicity,All
2023,13,85,NA,3,race-ethnicity,Majority Non-White
2023,13,85,.2283151,1,race-ethnicity,Majority White
2023,13,87,.3859649,1,race-ethnicity,All
2023,13,87,.4147059,1,race-ethnicity,Majority Non-White
2023,13,87,.2222222,1,race-ethnicity,Majority White
2023,13,89,.3028921,1,race-ethnicity,All
2023,13,89,.3549127,1,race-ethnicity,Majority Non-White
2023,13,89,.14298,1,race-ethnicity,Majority White
2023,13,91,.3375796,1,race-ethnicity,All
2023,13,91,.3793103,1,race-ethnicity,Majority Non-White
2023,13,91,.3250518,1,race-ethnicity,Majority White
2023,13,93,.4038461,1,race-ethnicity,All
2023,13,93,.4135021,1,race-ethnicity,Majority Non-White
2023,13,93,NA,3,race-ethnicity,Majority White
2023,13,95,.4667192,1,race-ethnicity,All
2023,13,95,.4676401,1,race-ethnicity,Majority Non-White
2023,13,95,NA,3,race-ethnicity,Majority White
2023,13,97,.3664544,1,race-ethnicity,All
2023,13,97,.3768532,1,race-ethnicity,Majority Non-White
2023,13,97,.2840909,1,race-ethnicity,Majority White
2023,13,99,.448052,1,race-ethnicity,All
2023,13,99,.465704,1,race-ethnicity,Majority Non-White
2023,13,99,NA,3,race-ethnicity,Majority White
2023,13,101,.3730159,1,race-ethnicity,All
2023,13,101,NA,3,race-ethnicity,Majority Non-White
2023,13,101,.376,1,race-ethnicity,Majority White
2023,13,103,.2676252,1,race-ethnicity,All
2023,13,103,NA,3,race-ethnicity,Majority Non-White
2023,13,103,.2676252,1,race-ethnicity,Majority White
2023,13,105,.3156997,1,race-ethnicity,All
2023,13,105,NA,3,race-ethnicity,Majority Non-White
2023,13,105,.3156997,1,race-ethnicity,Majority White
2023,13,107,.3598436,1,race-ethnicity,All
2023,13,107,NA,3,race-ethnicity,Majority Non-White
2023,13,107,.3619551,1,race-ethnicity,Majority White
2023,13,109,.394822,1,race-ethnicity,All
2023,13,109,NA,3,race-ethnicity,Majority Non-White
2023,13,109,.4014085,1,race-ethnicity,Majority White
2023,13,111,.2149321,1,race-ethnicity,All
2023,13,111,NA,3,race-ethnicity,Majority Non-White
2023,13,111,.214043,1,race-ethnicity,Majority White
2023,13,113,.1758102,1,race-ethnicity,All
2023,13,113,.2771187,1,race-ethnicity,Majority Non-White
2023,13,113,.132165,1,race-ethnicity,Majority White
2023,13,115,.3259927,1,race-ethnicity,All
2023,13,115,NA,3,race-ethnicity,Majority Non-White
2023,13,115,.3259927,1,race-ethnicity,Majority White
2023,13,117,.1166999,1,race-ethnicity,All
2023,13,117,.079566,1,race-ethnicity,Majority Non-White
2023,13,117,.1198763,1,race-ethnicity,Majority White
2023,13,119,.3043478,1,race-ethnicity,All
2023,13,119,NA,3,race-ethnicity,Majority Non-White
2023,13,119,.3060454,1,race-ethnicity,Majority White
2023,13,121,.2712178,1,race-ethnicity,All
2023,13,121,.3895873,1,race-ethnicity,Majority Non-White
2023,13,121,.1427882,1,race-ethnicity,Majority White
2023,13,123,.2446184,1,race-ethnicity,All
2023,13,123,NA,3,race-ethnicity,Majority Non-White
2023,13,123,.2446184,1,race-ethnicity,Majority White
2023,13,125,.278481,1,race-ethnicity,All
2023,13,125,NA,3,race-ethnicity,Majority Non-White
2023,13,125,.2727273,1,race-ethnicity,Majority White
2023,13,127,.2972148,1,race-ethnicity,All
2023,13,127,.492163,1,race-ethnicity,Majority Non-White
2023,13,127,.2344932,1,race-ethnicity,Majority White
2023,13,129,.3075245,1,race-ethnicity,All
2023,13,129,NA,3,race-ethnicity,Majority Non-White
2023,13,129,.3075245,1,race-ethnicity,Majority White
2023,13,131,.343949,1,race-ethnicity,All
2023,13,131,.3744493,1,race-ethnicity,Majority Non-White
2023,13,131,.3021148,1,race-ethnicity,Majority White
2023,13,133,.2169657,1,race-ethnicity,All
2023,13,133,.4173228,1,race-ethnicity,Majority Non-White
2023,13,133,.1646091,1,race-ethnicity,Majority White
2023,13,135,.2311575,1,race-ethnicity,All
2023,13,135,.2352597,1,race-ethnicity,Majority Non-White
2023,13,135,.2067765,1,race-ethnicity,Majority White
2023,13,137,.2325414,1,race-ethnicity,All
2023,13,137,NA,3,race-ethnicity,Majority Non-White
2023,13,137,.2325414,1,race-ethnicity,Majority White
2023,13,139,.2481087,1,race-ethnicity,All
2023,13,139,.2860661,1,race-ethnicity,Majority Non-White
2023,13,139,.2184319,1,race-ethnicity,Majority White
2023,13,141,.4565217,1,race-ethnicity,All
2023,13,141,.4605263,1,race-ethnicity,Majority Non-White
2023,13,141,NA,3,race-ethnicity,Majority White
2023,13,143,.3462783,1,race-ethnicity,All
2023,13,143,NA,3,race-ethnicity,Majority Non-White
2023,13,143,.3462783,1,race-ethnicity,Majority White
2023,13,145,.2387792,1,race-ethnicity,All
2023,13,145,.4310345,1,race-ethnicity,Majority Non-White
2023,13,145,.2282197,1,race-ethnicity,Majority White
2023,13,147,.2951807,1,race-ethnicity,All
2023,13,147,NA,3,race-ethnicity,Majority Non-White
2023,13,147,.2951807,1,race-ethnicity,Majority White
2023,13,149,.3286119,1,race-ethnicity,All
2023,13,149,NA,3,race-ethnicity,Majority Non-White
2023,13,149,.3286119,1,race-ethnicity,Majority White
2023,13,151,.3325916,1,race-ethnicity,All
2023,13,151,.3549323,1,race-ethnicity,Majority Non-White
2023,13,151,.28583,1,race-ethnicity,Majority White
2023,13,153,.3157149,1,race-ethnicity,All
2023,13,153,.4151103,1,race-ethnicity,Majority Non-White
2023,13,153,.2845745,1,race-ethnicity,Majority White
2023,13,155,.3097015,1,race-ethnicity,All
2023,13,155,NA,3,race-ethnicity,Majority Non-White
2023,13,155,.3097015,1,race-ethnicity,Majority White
2023,13,157,.2221846,1,race-ethnicity,All
2023,13,157,.2626263,1,race-ethnicity,Majority Non-White
2023,13,157,.2207838,1,race-ethnicity,Majority White
2023,13,159,.3130081,1,race-ethnicity,All
2023,13,159,NA,3,race-ethnicity,Majority Non-White
2023,13,159,.3130081,1,race-ethnicity,Majority White
2023,13,161,.3062099,1,race-ethnicity,All
2023,13,161,NA,3,race-ethnicity,Majority Non-White
2023,13,161,.3062099,1,race-ethnicity,Majority White
2023,13,163,.4314159,1,race-ethnicity,All
2023,13,163,.4680233,1,race-ethnicity,Majority Non-White
2023,13,163,.3148148,1,race-ethnicity,Majority White
2023,13,165,.3977695,1,race-ethnicity,All
2023,13,165,NA,3,race-ethnicity,Majority Non-White
2023,13,165,.4007491,1,race-ethnicity,Majority White
2023,13,167,.3238636,1,race-ethnicity,All
2023,13,167,NA,3,race-ethnicity,Majority Non-White
2023,13,167,.3238636,1,race-ethnicity,Majority White
2023,13,169,.3242925,1,race-ethnicity,All
2023,13,169,.3544304,1,race-ethnicity,Majority Non-White
2023,13,169,.306391,1,race-ethnicity,Majority White
2023,13,171,.3135313,1,race-ethnicity,All
2023,13,171,NA,3,race-ethnicity,Majority Non-White
2023,13,171,.3155259,1,race-ethnicity,Majority White
2023,13,173,.3969849,1,race-ethnicity,All
2023,13,173,NA,3,race-ethnicity,Majority Non-White
2023,13,173,.3969849,1,race-ethnicity,Majority White
2023,13,175,.3428398,1,race-ethnicity,All
2023,13,175,.3583333,1,race-ethnicity,Majority Non-White
2023,13,175,.3212209,1,race-ethnicity,Majority White
2023,13,177,.2544554,1,race-ethnicity,All
2023,13,177,.173913,1,race-ethnicity,Majority Non-White
2023,13,177,.2648045,1,race-ethnicity,Majority White
2023,13,179,.400767,1,race-ethnicity,All
2023,13,179,.406929,1,race-ethnicity,Majority Non-White
2023,13,179,.3733681,1,race-ethnicity,Majority White
2023,13,181,.2769231,1,race-ethnicity,All
2023,13,181,NA,3,race-ethnicity,Majority Non-White
2023,13,181,.2769231,1,race-ethnicity,Majority White
2023,13,183,.3514151,1,race-ethnicity,All
2023,13,183,NA,3,race-ethnicity,Majority Non-White
2023,13,183,.352381,1,race-ethnicity,Majority White
2023,13,185,.3541783,1,race-ethnicity,All
2023,13,185,.4316802,1,race-ethnicity,Majority Non-White
2023,13,185,.2578616,1,race-ethnicity,Majority White
2023,13,187,.2360319,1,race-ethnicity,All
2023,13,187,NA,3,race-ethnicity,Majority Non-White
2023,13,187,.2360319,1,race-ethnicity,Majority White
2023,13,189,.4121916,1,race-ethnicity,All
2023,13,189,.4363636,1,race-ethnicity,Majority Non-White
2023,13,189,.3165468,1,race-ethnicity,Majority White
2023,13,191,.3268765,1,race-ethnicity,All
2023,13,191,NA,3,race-ethnicity,Majority Non-White
2023,13,191,.3284672,1,race-ethnicity,Majority White
2023,13,193,.461126,1,race-ethnicity,All
2023,13,193,.452459,1,race-ethnicity,Majority Non-White
2023,13,193,.5,1,race-ethnicity,Majority White
2023,13,195,.2615063,1,race-ethnicity,All
2023,13,195,NA,3,race-ethnicity,Majority Non-White
2023,13,195,.262605,1,race-ethnicity,Majority White
2023,13,197,.3670886,1,race-ethnicity,All
2023,13,197,.3968254,1,race-ethnicity,Majority Non-White
2023,13,197,.3333333,1,race-ethnicity,Majority White
2023,13,199,.4307692,1,race-ethnicity,All
2023,13,199,.4497355,1,race-ethnicity,Majority Non-White
2023,13,199,.4239544,1,race-ethnicity,Majority White
2023,13,201,.3244681,1,race-ethnicity,All
2023,13,201,NA,3,race-ethnicity,Majority Non-White
2023,13,201,.3244681,1,race-ethnicity,Majority White
2023,13,205,.4403226,1,race-ethnicity,All
2023,13,205,.4226519,1,race-ethnicity,Majority Non-White
2023,13,205,.4651163,1,race-ethnicity,Majority White
2023,13,207,.2866379,1,race-ethnicity,All
2023,13,207,.1830986,1,race-ethnicity,Majority Non-White
2023,13,207,.2972973,1,race-ethnicity,Majority White
2023,13,209,.3175966,1,race-ethnicity,All
2023,13,209,.3793103,1,race-ethnicity,Majority Non-White
2023,13,209,.2808219,1,race-ethnicity,Majority White
2023,13,211,.2467532,1,race-ethnicity,All
2023,13,211,NA,3,race-ethnicity,Majority Non-White
2023,13,211,.2467532,1,race-ethnicity,Majority White
2023,13,213,.340981,1,race-ethnicity,All
2023,13,213,NA,3,race-ethnicity,Majority Non-White
2023,13,213,.3366255,1,race-ethnicity,Majority White
2023,13,215,.4009146,1,race-ethnicity,All
2023,13,215,.4969758,1,race-ethnicity,Majority Non-White
2023,13,215,.3032787,1,race-ethnicity,Majority White
2023,13,217,.3781877,1,race-ethnicity,All
2023,13,217,.4207071,1,race-ethnicity,Majority Non-White
2023,13,217,.3288394,1,race-ethnicity,Majority White
2023,13,219,.1223551,1,race-ethnicity,All
2023,13,219,NA,3,race-ethnicity,Majority Non-White
2023,13,219,.1223551,1,race-ethnicity,Majority White
2023,13,221,.2836879,1,race-ethnicity,All
2023,13,221,NA,3,race-ethnicity,Majority Non-White
2023,13,221,.2850356,1,race-ethnicity,Majority White
2023,13,223,.3028463,1,race-ethnicity,All
2023,13,223,.3162853,1,race-ethnicity,Majority Non-White
2023,13,223,.3006406,1,race-ethnicity,Majority White
2023,13,225,.393736,1,race-ethnicity,All
2023,13,225,.4394619,1,race-ethnicity,Majority Non-White
2023,13,225,.3482143,1,race-ethnicity,Majority White
2023,13,227,.2383929,1,race-ethnicity,All
2023,13,227,NA,3,race-ethnicity,Majority Non-White
2023,13,227,.2383929,1,race-ethnicity,Majority White
2023,13,229,.3371336,1,race-ethnicity,All
2023,13,229,NA,3,race-ethnicity,Majority Non-White
2023,13,229,.3371336,1,race-ethnicity,Majority White
2023,13,231,.2275335,1,race-ethnicity,All
2023,13,231,NA,3,race-ethnicity,Majority Non-White
2023,13,231,.2275335,1,race-ethnicity,Majority White
2023,13,233,.3742733,1,race-ethnicity,All
2023,13,233,NA,3,race-ethnicity,Majority Non-White
2023,13,233,.3742733,1,race-ethnicity,Majority White
2023,13,235,.3436123,1,race-ethnicity,All
2023,13,235,NA,3,race-ethnicity,Majority Non-White
2023,13,235,.3436123,1,race-ethnicity,Majority White
2023,13,237,.303155,1,race-ethnicity,All
2023,13,237,NA,3,race-ethnicity,Majority Non-White
2023,13,237,.303155,1,race-ethnicity,Majority White
2023,13,239,.3589744,1,race-ethnicity,All
2023,13,239,.3589744,1,race-ethnicity,Majority Non-White
2023,13,239,NA,3,race-ethnicity,Majority White
2023,13,241,.213894,1,race-ethnicity,All
2023,13,241,NA,3,race-ethnicity,Majority Non-White
2023,13,241,.213894,1,race-ethnicity,Majority White
2023,13,243,.4064171,1,race-ethnicity,All
2023,13,243,.4216867,1,race-ethnicity,Majority Non-White
2023,13,243,NA,3,race-ethnicity,Majority White
2023,13,245,.435869,1,race-ethnicity,All
2023,13,245,.4401882,1,race-ethnicity,Majority Non-White
2023,13,245,.3675676,1,race-ethnicity,Majority White
2023,13,247,.3621151,1,race-ethnicity,All
2023,13,247,.3634525,1,race-ethnicity,Majority Non-White
2023,13,247,NA,3,race-ethnicity,Majority White
2023,13,249,.25,1,race-ethnicity,All
2023,13,249,NA,3,race-ethnicity,Majority Non-White
2023,13,249,.25,1,race-ethnicity,Majority White
2023,13,251,.4159836,1,race-ethnicity,All
2023,13,251,NA,3,race-ethnicity,Majority Non-White
2023,13,251,.4159836,1,race-ethnicity,Majority White
2023,13,253,.3414634,1,race-ethnicity,All
2023,13,253,NA,3,race-ethnicity,Majority Non-White
2023,13,253,.3438596,1,race-ethnicity,Majority White
2023,13,255,.384149,1,race-ethnicity,All
2023,13,255,.4417365,1,race-ethnicity,Majority Non-White
2023,13,255,.3082329,1,race-ethnicity,Majority White
2023,13,257,.3046512,1,race-ethnicity,All
2023,13,257,NA,3,race-ethnicity,Majority Non-White
2023,13,257,.3046512,1,race-ethnicity,Majority White
2023,13,259,.4357143,1,race-ethnicity,All
2023,13,259,.4179105,1,race-ethnicity,Majority Non-White
2023,13,259,NA,3,race-ethnicity,Majority White
2023,13,261,.4437939,1,race-ethnicity,All
2023,13,261,.4454203,1,race-ethnicity,Majority Non-White
2023,13,261,.4210526,1,race-ethnicity,Majority White
2023,13,263,.4496644,1,race-ethnicity,All
2023,13,263,.5157894,1,race-ethnicity,Majority Non-White
2023,13,263,.3333333,1,race-ethnicity,Majority White
2023,13,265,.4259259,1,race-ethnicity,All
2023,13,265,.4230769,1,race-ethnicity,Majority Non-White
2023,13,265,NA,3,race-ethnicity,Majority White
2023,13,267,.3655063,1,race-ethnicity,All
2023,13,267,.4235294,1,race-ethnicity,Majority Non-White
2023,13,267,.3441558,1,race-ethnicity,Majority White
2023,13,269,.4347826,1,race-ethnicity,All
2023,13,269,.459854,1,race-ethnicity,Majority Non-White
2023,13,269,NA,3,race-ethnicity,Majority White
2023,13,271,.3838862,1,race-ethnicity,All
2023,13,271,.3743316,1,race-ethnicity,Majority Non-White
2023,13,271,NA,3,race-ethnicity,Majority White
2023,13,273,.4020979,1,race-ethnicity,All
2023,13,273,.4065934,1,race-ethnicity,Majority Non-White
2023,13,273,NA,3,race-ethnicity,Majority White
2023,13,275,.3539704,1,race-ethnicity,All
2023,13,275,.3758044,1,race-ethnicity,Majority Non-White
2023,13,275,.3300423,1,race-ethnicity,Majority White
2023,13,277,.3448276,1,race-ethnicity,All
2023,13,277,.3903346,1,race-ethnicity,Majority Non-White
2023,13,277,.2575406,1,race-ethnicity,Majority White
2023,13,279,.3696682,1,race-ethnicity,All
2023,13,279,NA,3,race-ethnicity,Majority Non-White
2023,13,279,.3696682,1,race-ethnicity,Majority White
2023,13,281,.1918736,1,race-ethnicity,All
2023,13,281,NA,3,race-ethnicity,Majority Non-White
2023,13,281,.1918736,1,race-ethnicity,Majority White
2023,13,283,.3714286,1,race-ethnicity,All
2023,13,283,NA,3,race-ethnicity,Majority Non-White
2023,13,283,.3714286,1,race-ethnicity,Majority White
2023,13,285,.3806793,1,race-ethnicity,All
2023,13,285,.408867,1,race-ethnicity,Majority Non-White
2023,13,285,.3578275,1,race-ethnicity,Majority White
2023,13,287,.4264151,1,race-ethnicity,All
2023,13,287,.4720812,1,race-ethnicity,Majority Non-White
2023,13,287,.2941177,1,race-ethnicity,Majority White
2023,13,289,.3225806,1,race-ethnicity,All
2023,13,289,.3376623,1,race-ethnicity,Majority Non-White
2023,13,289,.304,1,race-ethnicity,Majority White
2023,13,291,.182659,1,race-ethnicity,All
2023,13,291,NA,3,race-ethnicity,Majority Non-White
2023,13,291,.182659,1,race-ethnicity,Majority White
2023,13,293,.4013605,1,race-ethnicity,All
2023,13,293,NA,3,race-ethnicity,Majority Non-White
2023,13,293,.4036909,1,race-ethnicity,Majority White
2023,13,295,.3158133,1,race-ethnicity,All
2023,13,295,NA,3,race-ethnicity,Majority Non-White
2023,13,295,.3158133,1,race-ethnicity,Majority White
2023,13,297,.25,1,race-ethnicity,All
2023,13,297,NA,3,race-ethnicity,Majority Non-White
2023,13,297,.2497181,1,race-ethnicity,Majority White
2023,13,299,.3666667,1,race-ethnicity,All
2023,13,299,.4252874,1,race-ethnicity,Majority Non-White
2023,13,299,.3298663,1,race-ethnicity,Majority White
2023,13,301,.4702703,1,race-ethnicity,All
2023,13,301,.4725275,1,race-ethnicity,Majority Non-White
2023,13,301,NA,3,race-ethnicity,Majority White
2023,13,303,.4071763,1,race-ethnicity,All
2023,13,303,.4116638,1,race-ethnicity,Majority Non-White
2023,13,303,.362069,1,race-ethnicity,Majority White
2023,13,305,.3878968,1,race-ethnicity,All
2023,13,305,NA,3,race-ethnicity,Majority Non-White
2023,13,305,.3878968,1,race-ethnicity,Majority White
2023,13,307,NA,3,race-ethnicity,All
2023,13,307,NA,3,race-ethnicity,Majority Non-White
2023,13,307,NA,3,race-ethnicity,Majority White
2023,13,309,.3538462,1,race-ethnicity,All
2023,13,309,NA,3,race-ethnicity,Majority Non-White
2023,13,309,.3538462,1,race-ethnicity,Majority White
2023,13,311,.2451193,1,race-ethnicity,All
2023,13,311,NA,3,race-ethnicity,Majority Non-White
2023,13,311,.2451193,1,race-ethnicity,Majority White
2023,13,313,.2751134,1,race-ethnicity,All
2023,13,313,.3072369,1,race-ethnicity,Majority Non-White
2023,13,313,.2439336,1,race-ethnicity,Majority White
2023,13,315,.4047619,1,race-ethnicity,All
2023,13,315,.4054054,1,race-ethnicity,Majority Non-White
2023,13,315,.4042553,1,race-ethnicity,Majority White
2023,13,317,.313099,1,race-ethnicity,All
2023,13,317,NA,3,race-ethnicity,Majority Non-White
2023,13,317,.3129032,1,race-ethnicity,Majority White
2023,13,319,.437276,1,race-ethnicity,All
2023,13,319,.4271845,1,race-ethnicity,Majority Non-White
2023,13,319,.4431818,1,race-ethnicity,Majority White
2023,13,321,.340604,1,race-ethnicity,All
2023,13,321,.3529412,1,race-ethnicity,Majority Non-White
2023,13,321,.3390152,1,race-ethnicity,Majority White
2023,15,1,.1592822,1,race-ethnicity,All
2023,15,1,.1593511,1,race-ethnicity,Majority Non-White
2023,15,1,NA,3,race-ethnicity,Majority White
2023,15,3,.1280545,1,race-ethnicity,All
2023,15,3,.1278387,1,race-ethnicity,Majority Non-White
2023,15,3,.1801802,1,race-ethnicity,Majority White
2023,15,5,NA,3,race-ethnicity,All
2023,15,5,NA,3,race-ethnicity,Majority Non-White
2023,15,5,NA,3,race-ethnicity,Majority White
2023,15,7,.1264271,1,race-ethnicity,All
2023,15,7,.1292189,1,race-ethnicity,Majority Non-White
2023,15,7,.1065292,1,race-ethnicity,Majority White
2023,15,9,.1608119,1,race-ethnicity,All
2023,15,9,.1638768,1,race-ethnicity,Majority Non-White
2023,15,9,.1087719,1,race-ethnicity,Majority White
2023,16,1,.1282943,1,race-ethnicity,All
2023,16,1,NA,3,race-ethnicity,Majority Non-White
2023,16,1,.1283024,1,race-ethnicity,Majority White
2023,16,3,.130137,1,race-ethnicity,All
2023,16,3,NA,3,race-ethnicity,Majority Non-White
2023,16,3,.130137,1,race-ethnicity,Majority White
2023,16,5,.2195748,1,race-ethnicity,All
2023,16,5,NA,3,race-ethnicity,Majority Non-White
2023,16,5,.2159259,1,race-ethnicity,Majority White
2023,16,7,.1212121,1,race-ethnicity,All
2023,16,7,NA,3,race-ethnicity,Majority Non-White
2023,16,7,.1212121,1,race-ethnicity,Majority White
2023,16,9,.1604938,1,race-ethnicity,All
2023,16,9,NA,3,race-ethnicity,Majority Non-White
2023,16,9,.1604938,1,race-ethnicity,Majority White
2023,16,11,.1606628,1,race-ethnicity,All
2023,16,11,.2087912,1,race-ethnicity,Majority Non-White
2023,16,11,.157286,1,race-ethnicity,Majority White
2023,16,13,.1022444,1,race-ethnicity,All
2023,16,13,NA,3,race-ethnicity,Majority Non-White
2023,16,13,.1022444,1,race-ethnicity,Majority White
2023,16,15,.1194539,1,race-ethnicity,All
2023,16,15,NA,3,race-ethnicity,Majority Non-White
2023,16,15,.1194539,1,race-ethnicity,Majority White
2023,16,17,.1216775,1,race-ethnicity,All
2023,16,17,NA,3,race-ethnicity,Majority Non-White
2023,16,17,.1216775,1,race-ethnicity,Majority White
2023,16,19,.1486093,1,race-ethnicity,All
2023,16,19,NA,3,race-ethnicity,Majority Non-White
2023,16,19,.1486093,1,race-ethnicity,Majority White
2023,16,21,.1038647,1,race-ethnicity,All
2023,16,21,NA,3,race-ethnicity,Majority Non-White
2023,16,21,.1038647,1,race-ethnicity,Majority White
2023,16,23,.0769231,1,race-ethnicity,All
2023,16,23,NA,3,race-ethnicity,Majority Non-White
2023,16,23,.0769231,1,race-ethnicity,Majority White
2023,16,25,NA,3,race-ethnicity,All
2023,16,25,NA,3,race-ethnicity,Majority Non-White
2023,16,25,NA,3,race-ethnicity,Majority White
2023,16,27,.1982256,1,race-ethnicity,All
2023,16,27,NA,3,race-ethnicity,Majority Non-White
2023,16,27,.1982256,1,race-ethnicity,Majority White
2023,16,29,.1134454,1,race-ethnicity,All
2023,16,29,NA,3,race-ethnicity,Majority Non-White
2023,16,29,.1134454,1,race-ethnicity,Majority White
2023,16,31,.1702432,1,race-ethnicity,All
2023,16,31,NA,3,race-ethnicity,Majority Non-White
2023,16,31,.1702432,1,race-ethnicity,Majority White
2023,16,33,NA,3,race-ethnicity,All
2023,16,33,NA,3,race-ethnicity,Majority Non-White
2023,16,33,NA,3,race-ethnicity,Majority White
2023,16,35,.1854839,1,race-ethnicity,All
2023,16,35,NA,3,race-ethnicity,Majority Non-White
2023,16,35,.1854839,1,race-ethnicity,Majority White
2023,16,37,.0738255,1,race-ethnicity,All
2023,16,37,NA,3,race-ethnicity,Majority Non-White
2023,16,37,.0738255,1,race-ethnicity,Majority White
2023,16,39,.1770833,1,race-ethnicity,All
2023,16,39,NA,3,race-ethnicity,Majority Non-White
2023,16,39,.1770833,1,race-ethnicity,Majority White
2023,16,41,.0935252,1,race-ethnicity,All
2023,16,41,NA,3,race-ethnicity,Majority Non-White
2023,16,41,.0935252,1,race-ethnicity,Majority White
2023,16,43,.1088608,1,race-ethnicity,All
2023,16,43,NA,3,race-ethnicity,Majority Non-White
2023,16,43,.1088608,1,race-ethnicity,Majority White
2023,16,45,.1784615,1,race-ethnicity,All
2023,16,45,NA,3,race-ethnicity,Majority Non-White
2023,16,45,.1784615,1,race-ethnicity,Majority White
2023,16,47,.1770833,1,race-ethnicity,All
2023,16,47,.1917808,1,race-ethnicity,Majority Non-White
2023,16,47,.1706587,1,race-ethnicity,Majority White
2023,16,49,.1348089,1,race-ethnicity,All
2023,16,49,NA,3,race-ethnicity,Majority Non-White
2023,16,49,.1348089,1,race-ethnicity,Majority White
2023,16,51,.1382857,1,race-ethnicity,All
2023,16,51,NA,3,race-ethnicity,Majority Non-White
2023,16,51,.1382857,1,race-ethnicity,Majority White
2023,16,53,.202514,1,race-ethnicity,All
2023,16,53,NA,3,race-ethnicity,Majority Non-White
2023,16,53,.202514,1,race-ethnicity,Majority White
2023,16,55,.1477194,1,race-ethnicity,All
2023,16,55,NA,3,race-ethnicity,Majority Non-White
2023,16,55,.1477194,1,race-ethnicity,Majority White
2023,16,57,.1130137,1,race-ethnicity,All
2023,16,57,NA,3,race-ethnicity,Majority Non-White
2023,16,57,.1130137,1,race-ethnicity,Majority White
2023,16,59,.1235521,1,race-ethnicity,All
