year,state,county,share_student_debt_coll,share_debt_coll_quality,subgroup_type,subgroup
2023,26,53,.1253012,1,race-ethnicity,Majority White
2023,26,55,.1628776,1,race-ethnicity,All
2023,26,55,NA,3,race-ethnicity,Majority Non-White
2023,26,55,.1628776,1,race-ethnicity,Majority White
2023,26,57,.173298,1,race-ethnicity,All
2023,26,57,NA,3,race-ethnicity,Majority Non-White
2023,26,57,.173298,1,race-ethnicity,Majority White
2023,26,59,.1332357,1,race-ethnicity,All
2023,26,59,NA,3,race-ethnicity,Majority Non-White
2023,26,59,.1332357,1,race-ethnicity,Majority White
2023,26,61,.1810865,1,race-ethnicity,All
2023,26,61,NA,3,race-ethnicity,Majority Non-White
2023,26,61,.1810865,1,race-ethnicity,Majority White
2023,26,63,.135721,1,race-ethnicity,All
2023,26,63,NA,3,race-ethnicity,Majority Non-White
2023,26,63,.135721,1,race-ethnicity,Majority White
2023,26,65,.2052121,1,race-ethnicity,All
2023,26,65,.2164686,1,race-ethnicity,Majority Non-White
2023,26,65,.2034151,1,race-ethnicity,Majority White
2023,26,67,.1660398,1,race-ethnicity,All
2023,26,67,NA,3,race-ethnicity,Majority Non-White
2023,26,67,.1660398,1,race-ethnicity,Majority White
2023,26,69,.1201867,1,race-ethnicity,All
2023,26,69,NA,3,race-ethnicity,Majority Non-White
2023,26,69,.1201867,1,race-ethnicity,Majority White
2023,26,71,.1060606,1,race-ethnicity,All
2023,26,71,NA,3,race-ethnicity,Majority Non-White
2023,26,71,.1060606,1,race-ethnicity,Majority White
2023,26,73,.1825939,1,race-ethnicity,All
2023,26,73,NA,3,race-ethnicity,Majority Non-White
2023,26,73,.1825939,1,race-ethnicity,Majority White
2023,26,75,.162539,1,race-ethnicity,All
2023,26,75,NA,3,race-ethnicity,Majority Non-White
2023,26,75,.1624662,1,race-ethnicity,Majority White
2023,26,77,.1882819,1,race-ethnicity,All
2023,26,77,.2,1,race-ethnicity,Majority Non-White
2023,26,77,.1877825,1,race-ethnicity,Majority White
2023,26,79,.1280277,1,race-ethnicity,All
2023,26,79,NA,3,race-ethnicity,Majority Non-White
2023,26,79,.1280277,1,race-ethnicity,Majority White
2023,26,81,.1848433,1,race-ethnicity,All
2023,26,81,.1996505,1,race-ethnicity,Majority Non-White
2023,26,81,.1829344,1,race-ethnicity,Majority White
2023,26,83,.1111111,1,race-ethnicity,All
2023,26,83,NA,3,race-ethnicity,Majority Non-White
2023,26,83,.1111111,1,race-ethnicity,Majority White
2023,26,85,.1147541,1,race-ethnicity,All
2023,26,85,NA,3,race-ethnicity,Majority Non-White
2023,26,85,.1147541,1,race-ethnicity,Majority White
2023,26,87,.1456103,1,race-ethnicity,All
2023,26,87,NA,3,race-ethnicity,Majority Non-White
2023,26,87,.1456103,1,race-ethnicity,Majority White
2023,26,89,.1285893,1,race-ethnicity,All
2023,26,89,NA,3,race-ethnicity,Majority Non-White
2023,26,89,.1285893,1,race-ethnicity,Majority White
2023,26,91,.1620295,1,race-ethnicity,All
2023,26,91,NA,3,race-ethnicity,Majority Non-White
2023,26,91,.1620295,1,race-ethnicity,Majority White
2023,26,93,.1747954,1,race-ethnicity,All
2023,26,93,NA,3,race-ethnicity,Majority Non-White
2023,26,93,.1747954,1,race-ethnicity,Majority White
2023,26,95,.1398601,1,race-ethnicity,All
2023,26,95,NA,3,race-ethnicity,Majority Non-White
2023,26,95,.1398601,1,race-ethnicity,Majority White
2023,26,97,.1395349,1,race-ethnicity,All
2023,26,97,NA,3,race-ethnicity,Majority Non-White
2023,26,97,.1395349,1,race-ethnicity,Majority White
2023,26,99,.1629051,1,race-ethnicity,All
2023,26,99,.2053743,1,race-ethnicity,Majority Non-White
2023,26,99,.1612664,1,race-ethnicity,Majority White
2023,26,101,.1060787,1,race-ethnicity,All
2023,26,101,NA,3,race-ethnicity,Majority Non-White
2023,26,101,.1062052,1,race-ethnicity,Majority White
2023,26,103,.1981614,1,race-ethnicity,All
2023,26,103,NA,3,race-ethnicity,Majority Non-White
2023,26,103,.1981614,1,race-ethnicity,Majority White
2023,26,105,.1008147,1,race-ethnicity,All
2023,26,105,NA,3,race-ethnicity,Majority Non-White
2023,26,105,.1008147,1,race-ethnicity,Majority White
2023,26,107,.1599685,1,race-ethnicity,All
2023,26,107,NA,3,race-ethnicity,Majority Non-White
2023,26,107,.1599685,1,race-ethnicity,Majority White
2023,26,109,.118984,1,race-ethnicity,All
2023,26,109,NA,3,race-ethnicity,Majority Non-White
2023,26,109,.118984,1,race-ethnicity,Majority White
2023,26,111,.1719474,1,race-ethnicity,All
2023,26,111,NA,3,race-ethnicity,Majority Non-White
2023,26,111,.1719474,1,race-ethnicity,Majority White
2023,26,113,.1552106,1,race-ethnicity,All
2023,26,113,NA,3,race-ethnicity,Majority Non-White
2023,26,113,.1552106,1,race-ethnicity,Majority White
2023,26,115,.1542124,1,race-ethnicity,All
2023,26,115,NA,3,race-ethnicity,Majority Non-White
2023,26,115,.1542124,1,race-ethnicity,Majority White
2023,26,117,.1386575,1,race-ethnicity,All
2023,26,117,NA,3,race-ethnicity,Majority Non-White
2023,26,117,.1386575,1,race-ethnicity,Majority White
2023,26,119,.0974843,1,race-ethnicity,All
2023,26,119,NA,3,race-ethnicity,Majority Non-White
2023,26,119,.0974843,1,race-ethnicity,Majority White
2023,26,121,.1555306,1,race-ethnicity,All
2023,26,121,NA,3,race-ethnicity,Majority Non-White
2023,26,121,.1555306,1,race-ethnicity,Majority White
2023,26,123,.1348168,1,race-ethnicity,All
2023,26,123,NA,3,race-ethnicity,Majority Non-White
2023,26,123,.1348168,1,race-ethnicity,Majority White
2023,26,125,.1720718,1,race-ethnicity,All
2023,26,125,.2195474,1,race-ethnicity,Majority Non-White
2023,26,125,.1635963,1,race-ethnicity,Majority White
2023,26,127,.1152461,1,race-ethnicity,All
2023,26,127,NA,3,race-ethnicity,Majority Non-White
2023,26,127,.1152461,1,race-ethnicity,Majority White
2023,26,129,.1020979,1,race-ethnicity,All
2023,26,129,NA,3,race-ethnicity,Majority Non-White
2023,26,129,.1020979,1,race-ethnicity,Majority White
2023,26,131,.1164021,1,race-ethnicity,All
2023,26,131,NA,3,race-ethnicity,Majority Non-White
2023,26,131,.1164021,1,race-ethnicity,Majority White
2023,26,133,.1276596,1,race-ethnicity,All
2023,26,133,NA,3,race-ethnicity,Majority Non-White
2023,26,133,.1276596,1,race-ethnicity,Majority White
2023,26,135,.0821918,1,race-ethnicity,All
2023,26,135,NA,3,race-ethnicity,Majority Non-White
2023,26,135,.0821918,1,race-ethnicity,Majority White
2023,26,137,.1261364,1,race-ethnicity,All
2023,26,137,NA,3,race-ethnicity,Majority Non-White
2023,26,137,.1261364,1,race-ethnicity,Majority White
2023,26,139,.1615262,1,race-ethnicity,All
2023,26,139,NA,3,race-ethnicity,Majority Non-White
2023,26,139,.1615262,1,race-ethnicity,Majority White
2023,26,141,.1013514,1,race-ethnicity,All
2023,26,141,NA,3,race-ethnicity,Majority Non-White
2023,26,141,.1013514,1,race-ethnicity,Majority White
2023,26,143,.106933,1,race-ethnicity,All
2023,26,143,NA,3,race-ethnicity,Majority Non-White
2023,26,143,.106933,1,race-ethnicity,Majority White
2023,26,145,.1530835,1,race-ethnicity,All
2023,26,145,.1471698,1,race-ethnicity,Majority Non-White
2023,26,145,.1543652,1,race-ethnicity,Majority White
2023,26,147,.1483908,1,race-ethnicity,All
2023,26,147,NA,3,race-ethnicity,Majority Non-White
2023,26,147,.1483908,1,race-ethnicity,Majority White
2023,26,149,.132908,1,race-ethnicity,All
2023,26,149,NA,3,race-ethnicity,Majority Non-White
2023,26,149,.132908,1,race-ethnicity,Majority White
2023,26,151,.1329827,1,race-ethnicity,All
2023,26,151,NA,3,race-ethnicity,Majority Non-White
2023,26,151,.1323308,1,race-ethnicity,Majority White
2023,26,153,.0972763,1,race-ethnicity,All
2023,26,153,NA,3,race-ethnicity,Majority Non-White
2023,26,153,.0972763,1,race-ethnicity,Majority White
2023,26,155,.1776079,1,race-ethnicity,All
2023,26,155,NA,3,race-ethnicity,Majority Non-White
2023,26,155,.1776079,1,race-ethnicity,Majority White
2023,26,157,.1251435,1,race-ethnicity,All
2023,26,157,NA,3,race-ethnicity,Majority Non-White
2023,26,157,.1252154,1,race-ethnicity,Majority White
2023,26,159,.1401051,1,race-ethnicity,All
2023,26,159,.0952381,1,race-ethnicity,Majority Non-White
2023,26,159,.1418182,1,race-ethnicity,Majority White
2023,26,161,.178153,1,race-ethnicity,All
2023,26,161,.2136964,1,race-ethnicity,Majority Non-White
2023,26,161,.1736782,1,race-ethnicity,Majority White
2023,26,163,.1892303,1,race-ethnicity,All
2023,26,163,.2060586,1,race-ethnicity,Majority Non-White
2023,26,163,.1779741,1,race-ethnicity,Majority White
2023,26,165,.1687929,1,race-ethnicity,All
2023,26,165,NA,3,race-ethnicity,Majority Non-White
2023,26,165,.1687929,1,race-ethnicity,Majority White
2023,27,1,.1075085,1,race-ethnicity,All
2023,27,1,NA,3,race-ethnicity,Majority Non-White
2023,27,1,.1075085,1,race-ethnicity,Majority White
2023,27,3,.1969897,1,race-ethnicity,All
2023,27,3,NA,3,race-ethnicity,Majority Non-White
2023,27,3,.1969897,1,race-ethnicity,Majority White
2023,27,5,.1585366,1,race-ethnicity,All
2023,27,5,.0930233,1,race-ethnicity,Majority Non-White
2023,27,5,.1642857,1,race-ethnicity,Majority White
2023,27,7,.1850877,1,race-ethnicity,All
2023,27,7,.0813954,1,race-ethnicity,Majority Non-White
2023,27,7,.1935484,1,race-ethnicity,Majority White
2023,27,9,.199362,1,race-ethnicity,All
2023,27,9,NA,3,race-ethnicity,Majority Non-White
2023,27,9,.199362,1,race-ethnicity,Majority White
2023,27,11,.1111111,1,race-ethnicity,All
2023,27,11,NA,3,race-ethnicity,Majority Non-White
2023,27,11,.1111111,1,race-ethnicity,Majority White
2023,27,13,.2008457,1,race-ethnicity,All
2023,27,13,NA,3,race-ethnicity,Majority Non-White
2023,27,13,.2009519,1,race-ethnicity,Majority White
2023,27,15,.1486811,1,race-ethnicity,All
2023,27,15,NA,3,race-ethnicity,Majority Non-White
2023,27,15,.1486811,1,race-ethnicity,Majority White
2023,27,17,.1792054,1,race-ethnicity,All
2023,27,17,NA,3,race-ethnicity,Majority Non-White
2023,27,17,.1792054,1,race-ethnicity,Majority White
2023,27,19,.198057,1,race-ethnicity,All
2023,27,19,NA,3,race-ethnicity,Majority Non-White
2023,27,19,.198057,1,race-ethnicity,Majority White
2023,27,21,.1003102,1,race-ethnicity,All
2023,27,21,.092437,1,race-ethnicity,Majority Non-White
2023,27,21,.1014151,1,race-ethnicity,Majority White
2023,27,23,.1596639,1,race-ethnicity,All
2023,27,23,NA,3,race-ethnicity,Majority Non-White
2023,27,23,.1596639,1,race-ethnicity,Majority White
2023,27,25,.1840237,1,race-ethnicity,All
2023,27,25,NA,3,race-ethnicity,Majority Non-White
2023,27,25,.1840237,1,race-ethnicity,Majority White
2023,27,27,.2398215,1,race-ethnicity,All
2023,27,27,NA,3,race-ethnicity,Majority Non-White
2023,27,27,.2398215,1,race-ethnicity,Majority White
2023,27,29,.1666667,1,race-ethnicity,All
2023,27,29,NA,3,race-ethnicity,Majority Non-White
2023,27,29,.1666667,1,race-ethnicity,Majority White
2023,27,31,.1476191,1,race-ethnicity,All
2023,27,31,NA,3,race-ethnicity,Majority Non-White
2023,27,31,.1502591,1,race-ethnicity,Majority White
2023,27,33,.1320755,1,race-ethnicity,All
2023,27,33,NA,3,race-ethnicity,Majority Non-White
2023,27,33,.1320755,1,race-ethnicity,Majority White
2023,27,35,.1487955,1,race-ethnicity,All
2023,27,35,NA,3,race-ethnicity,Majority Non-White
2023,27,35,.1488658,1,race-ethnicity,Majority White
2023,27,37,.1931644,1,race-ethnicity,All
2023,27,37,NA,3,race-ethnicity,Majority Non-White
2023,27,37,.1931644,1,race-ethnicity,Majority White
2023,27,39,.2190476,1,race-ethnicity,All
2023,27,39,NA,3,race-ethnicity,Majority Non-White
2023,27,39,.2190476,1,race-ethnicity,Majority White
2023,27,41,.1620271,1,race-ethnicity,All
2023,27,41,NA,3,race-ethnicity,Majority Non-White
2023,27,41,.1620271,1,race-ethnicity,Majority White
2023,27,43,.1525424,1,race-ethnicity,All
2023,27,43,NA,3,race-ethnicity,Majority Non-White
2023,27,43,.1525424,1,race-ethnicity,Majority White
2023,27,45,.1458003,1,race-ethnicity,All
2023,27,45,NA,3,race-ethnicity,Majority Non-White
2023,27,45,.1458003,1,race-ethnicity,Majority White
2023,27,47,.1621339,1,race-ethnicity,All
2023,27,47,NA,3,race-ethnicity,Majority Non-White
2023,27,47,.1621339,1,race-ethnicity,Majority White
2023,27,49,.1576194,1,race-ethnicity,All
2023,27,49,NA,3,race-ethnicity,Majority Non-White
2023,27,49,.1576194,1,race-ethnicity,Majority White
2023,27,51,.1554054,1,race-ethnicity,All
2023,27,51,NA,3,race-ethnicity,Majority Non-White
2023,27,51,.1554054,1,race-ethnicity,Majority White
2023,27,53,.1959408,1,race-ethnicity,All
2023,27,53,.2111904,1,race-ethnicity,Majority Non-White
2023,27,53,.1930981,1,race-ethnicity,Majority White
2023,27,55,.1647819,1,race-ethnicity,All
2023,27,55,NA,3,race-ethnicity,Majority Non-White
2023,27,55,.1647819,1,race-ethnicity,Majority White
2023,27,57,.1419009,1,race-ethnicity,All
2023,27,57,NA,3,race-ethnicity,Majority Non-White
2023,27,57,.1395028,1,race-ethnicity,Majority White
2023,27,59,.1689531,1,race-ethnicity,All
2023,27,59,NA,3,race-ethnicity,Majority Non-White
2023,27,59,.1687183,1,race-ethnicity,Majority White
2023,27,61,.1503401,1,race-ethnicity,All
2023,27,61,NA,3,race-ethnicity,Majority Non-White
2023,27,61,.1504425,1,race-ethnicity,Majority White
2023,27,63,.1434108,1,race-ethnicity,All
2023,27,63,NA,3,race-ethnicity,Majority Non-White
2023,27,63,.1434108,1,race-ethnicity,Majority White
2023,27,65,.1548043,1,race-ethnicity,All
2023,27,65,NA,3,race-ethnicity,Majority Non-White
2023,27,65,.1548043,1,race-ethnicity,Majority White
2023,27,67,.1423193,1,race-ethnicity,All
2023,27,67,NA,3,race-ethnicity,Majority Non-White
2023,27,67,.1423193,1,race-ethnicity,Majority White
2023,27,69,.1575342,1,race-ethnicity,All
2023,27,69,NA,3,race-ethnicity,Majority Non-White
2023,27,69,.1575342,1,race-ethnicity,Majority White
2023,27,71,.133995,1,race-ethnicity,All
2023,27,71,NA,3,race-ethnicity,Majority Non-White
2023,27,71,.133995,1,race-ethnicity,Majority White
2023,27,73,.1865285,1,race-ethnicity,All
2023,27,73,NA,3,race-ethnicity,Majority Non-White
2023,27,73,.1865285,1,race-ethnicity,Majority White
2023,27,75,.1598639,1,race-ethnicity,All
2023,27,75,NA,3,race-ethnicity,Majority Non-White
2023,27,75,.1598639,1,race-ethnicity,Majority White
2023,27,77,.0903226,1,race-ethnicity,All
2023,27,77,NA,3,race-ethnicity,Majority Non-White
2023,27,77,.0855263,1,race-ethnicity,Majority White
2023,27,79,.1414268,1,race-ethnicity,All
2023,27,79,NA,3,race-ethnicity,Majority Non-White
2023,27,79,.1414268,1,race-ethnicity,Majority White
2023,27,81,.1781609,1,race-ethnicity,All
2023,27,81,NA,3,race-ethnicity,Majority Non-White
2023,27,81,.1781609,1,race-ethnicity,Majority White
2023,27,83,.1687345,1,race-ethnicity,All
2023,27,83,NA,3,race-ethnicity,Majority Non-White
2023,27,83,.1687345,1,race-ethnicity,Majority White
2023,27,85,.1771583,1,race-ethnicity,All
2023,27,85,NA,3,race-ethnicity,Majority Non-White
2023,27,85,.1771583,1,race-ethnicity,Majority White
2023,27,87,.1307692,1,race-ethnicity,All
2023,27,87,.1290323,1,race-ethnicity,Majority Non-White
2023,27,87,NA,3,race-ethnicity,Majority White
2023,27,89,.1642857,1,race-ethnicity,All
2023,27,89,NA,3,race-ethnicity,Majority Non-White
2023,27,89,.1642857,1,race-ethnicity,Majority White
2023,27,91,.1706587,1,race-ethnicity,All
2023,27,91,NA,3,race-ethnicity,Majority Non-White
2023,27,91,.1706587,1,race-ethnicity,Majority White
2023,27,93,.1551724,1,race-ethnicity,All
2023,27,93,NA,3,race-ethnicity,Majority Non-White
2023,27,93,.1551724,1,race-ethnicity,Majority White
2023,27,95,.1411111,1,race-ethnicity,All
2023,27,95,NA,3,race-ethnicity,Majority Non-White
2023,27,95,.1411111,1,race-ethnicity,Majority White
2023,27,97,.1419861,1,race-ethnicity,All
2023,27,97,NA,3,race-ethnicity,Majority Non-White
2023,27,97,.1419861,1,race-ethnicity,Majority White
2023,27,99,.1725806,1,race-ethnicity,All
2023,27,99,NA,3,race-ethnicity,Majority Non-White
2023,27,99,.1725806,1,race-ethnicity,Majority White
2023,27,101,.1501597,1,race-ethnicity,All
2023,27,101,NA,3,race-ethnicity,Majority Non-White
2023,27,101,.1501597,1,race-ethnicity,Majority White
2023,27,103,.2081985,1,race-ethnicity,All
2023,27,103,NA,3,race-ethnicity,Majority Non-White
2023,27,103,.2081985,1,race-ethnicity,Majority White
2023,27,105,.135514,1,race-ethnicity,All
2023,27,105,.1277174,1,race-ethnicity,Majority Non-White
2023,27,105,.1459854,1,race-ethnicity,Majority White
2023,27,107,.1974522,1,race-ethnicity,All
2023,27,107,NA,3,race-ethnicity,Majority Non-White
2023,27,107,.1974522,1,race-ethnicity,Majority White
2023,27,109,.1965578,1,race-ethnicity,All
2023,27,109,NA,3,race-ethnicity,Majority Non-White
2023,27,109,.1963829,1,race-ethnicity,Majority White
2023,27,111,.1343132,1,race-ethnicity,All
2023,27,111,NA,3,race-ethnicity,Majority Non-White
2023,27,111,.1343132,1,race-ethnicity,Majority White
2023,27,113,.1136364,1,race-ethnicity,All
2023,27,113,NA,3,race-ethnicity,Majority Non-White
2023,27,113,.1136364,1,race-ethnicity,Majority White
2023,27,115,.1419753,1,race-ethnicity,All
2023,27,115,NA,3,race-ethnicity,Majority Non-White
2023,27,115,.1419753,1,race-ethnicity,Majority White
2023,27,117,.1659919,1,race-ethnicity,All
2023,27,117,NA,3,race-ethnicity,Majority Non-White
2023,27,117,.1659919,1,race-ethnicity,Majority White
2023,27,119,.1851852,1,race-ethnicity,All
2023,27,119,NA,3,race-ethnicity,Majority Non-White
2023,27,119,.1851852,1,race-ethnicity,Majority White
2023,27,121,.1954397,1,race-ethnicity,All
2023,27,121,NA,3,race-ethnicity,Majority Non-White
2023,27,121,.1954397,1,race-ethnicity,Majority White
2023,27,123,.1958176,1,race-ethnicity,All
2023,27,123,.2035831,1,race-ethnicity,Majority Non-White
2023,27,123,.192279,1,race-ethnicity,Majority White
2023,27,125,.1463415,1,race-ethnicity,All
2023,27,125,NA,3,race-ethnicity,Majority Non-White
2023,27,125,.1463415,1,race-ethnicity,Majority White
2023,27,127,.1496599,1,race-ethnicity,All
2023,27,127,NA,3,race-ethnicity,Majority Non-White
2023,27,127,.1506849,1,race-ethnicity,Majority White
2023,27,129,.1354402,1,race-ethnicity,All
2023,27,129,NA,3,race-ethnicity,Majority Non-White
2023,27,129,.1374408,1,race-ethnicity,Majority White
2023,27,131,.1533156,1,race-ethnicity,All
2023,27,131,NA,3,race-ethnicity,Majority Non-White
2023,27,131,.1533156,1,race-ethnicity,Majority White
2023,27,133,.1743772,1,race-ethnicity,All
2023,27,133,NA,3,race-ethnicity,Majority Non-White
2023,27,133,.1743772,1,race-ethnicity,Majority White
2023,27,135,.1605206,1,race-ethnicity,All
2023,27,135,NA,3,race-ethnicity,Majority Non-White
2023,27,135,.1605206,1,race-ethnicity,Majority White
2023,27,137,.1915313,1,race-ethnicity,All
2023,27,137,NA,3,race-ethnicity,Majority Non-White
2023,27,137,.1916256,1,race-ethnicity,Majority White
2023,27,139,.1948498,1,race-ethnicity,All
2023,27,139,NA,3,race-ethnicity,Majority Non-White
2023,27,139,.1948498,1,race-ethnicity,Majority White
2023,27,141,.2083198,1,race-ethnicity,All
2023,27,141,NA,3,race-ethnicity,Majority Non-White
2023,27,141,.2083198,1,race-ethnicity,Majority White
2023,27,143,.1610738,1,race-ethnicity,All
2023,27,143,NA,3,race-ethnicity,Majority Non-White
2023,27,143,.1610738,1,race-ethnicity,Majority White
2023,27,145,.1739499,1,race-ethnicity,All
2023,27,145,NA,3,race-ethnicity,Majority Non-White
2023,27,145,.1739499,1,race-ethnicity,Majority White
2023,27,147,.1493776,1,race-ethnicity,All
2023,27,147,NA,3,race-ethnicity,Majority Non-White
2023,27,147,.1493776,1,race-ethnicity,Majority White
2023,27,149,.155642,1,race-ethnicity,All
2023,27,149,NA,3,race-ethnicity,Majority Non-White
2023,27,149,.155642,1,race-ethnicity,Majority White
2023,27,151,.1140065,1,race-ethnicity,All
2023,27,151,NA,3,race-ethnicity,Majority Non-White
2023,27,151,.1140065,1,race-ethnicity,Majority White
2023,27,153,.1282895,1,race-ethnicity,All
2023,27,153,NA,3,race-ethnicity,Majority Non-White
2023,27,153,.1268534,1,race-ethnicity,Majority White
2023,27,155,.0666667,1,race-ethnicity,All
2023,27,155,NA,3,race-ethnicity,Majority Non-White
2023,27,155,.0666667,1,race-ethnicity,Majority White
2023,27,157,.1463816,1,race-ethnicity,All
2023,27,157,NA,3,race-ethnicity,Majority Non-White
2023,27,157,.1463816,1,race-ethnicity,Majority White
2023,27,159,.1305419,1,race-ethnicity,All
2023,27,159,NA,3,race-ethnicity,Majority Non-White
2023,27,159,.1305419,1,race-ethnicity,Majority White
2023,27,161,.161512,1,race-ethnicity,All
2023,27,161,NA,3,race-ethnicity,Majority Non-White
2023,27,161,.161512,1,race-ethnicity,Majority White
2023,27,163,.1938331,1,race-ethnicity,All
2023,27,163,NA,3,race-ethnicity,Majority Non-White
2023,27,163,.1937838,1,race-ethnicity,Majority White
2023,27,165,.1460318,1,race-ethnicity,All
2023,27,165,NA,3,race-ethnicity,Majority Non-White
2023,27,165,.1460318,1,race-ethnicity,Majority White
2023,27,167,.2201258,1,race-ethnicity,All
2023,27,167,NA,3,race-ethnicity,Majority Non-White
2023,27,167,.2201258,1,race-ethnicity,Majority White
2023,27,169,.1774077,1,race-ethnicity,All
2023,27,169,NA,3,race-ethnicity,Majority Non-White
2023,27,169,.1774077,1,race-ethnicity,Majority White
2023,27,171,.2104024,1,race-ethnicity,All
2023,27,171,NA,3,race-ethnicity,Majority Non-White
2023,27,171,.2104024,1,race-ethnicity,Majority White
2023,27,173,.1818182,1,race-ethnicity,All
2023,27,173,NA,3,race-ethnicity,Majority Non-White
2023,27,173,.1818182,1,race-ethnicity,Majority White
2023,28,1,.1955801,1,race-ethnicity,All
2023,28,1,.2002427,1,race-ethnicity,Majority Non-White
2023,28,1,.1481481,1,race-ethnicity,Majority White
2023,28,3,.1024904,1,race-ethnicity,All
2023,28,3,NA,3,race-ethnicity,Majority Non-White
2023,28,3,.1024904,1,race-ethnicity,Majority White
2023,28,5,.1137566,1,race-ethnicity,All
2023,28,5,.1014493,1,race-ethnicity,Majority Non-White
2023,28,5,.1208333,1,race-ethnicity,Majority White
2023,28,7,.1443966,1,race-ethnicity,All
2023,28,7,.1086956,1,race-ethnicity,Majority Non-White
2023,28,7,.1532258,1,race-ethnicity,Majority White
2023,28,9,.1081081,1,race-ethnicity,All
2023,28,9,.1594203,1,race-ethnicity,Majority Non-White
2023,28,9,.0775862,1,race-ethnicity,Majority White
2023,28,11,.2124413,1,race-ethnicity,All
2023,28,11,.2212042,1,race-ethnicity,Majority Non-White
2023,28,11,.1363636,1,race-ethnicity,Majority White
2023,28,13,.1041667,1,race-ethnicity,All
2023,28,13,NA,3,race-ethnicity,Majority Non-White
2023,28,13,.1060606,1,race-ethnicity,Majority White
2023,28,15,.1826484,1,race-ethnicity,All
2023,28,15,NA,3,race-ethnicity,Majority Non-White
2023,28,15,.1542857,1,race-ethnicity,Majority White
2023,28,17,.1481481,1,race-ethnicity,All
2023,28,17,.1917808,1,race-ethnicity,Majority Non-White
2023,28,17,.1319797,1,race-ethnicity,Majority White
2023,28,19,.1550802,1,race-ethnicity,All
2023,28,19,.1730769,1,race-ethnicity,Majority Non-White
2023,28,19,.1481481,1,race-ethnicity,Majority White
2023,28,21,.2929293,1,race-ethnicity,All
2023,28,21,.2929293,1,race-ethnicity,Majority Non-White
2023,28,21,NA,3,race-ethnicity,Majority White
2023,28,23,.114094,1,race-ethnicity,All
2023,28,23,.1578947,1,race-ethnicity,Majority Non-White
2023,28,23,.1022727,1,race-ethnicity,Majority White
2023,28,25,.198,1,race-ethnicity,All
2023,28,25,.2030568,1,race-ethnicity,Majority Non-White
2023,28,25,NA,3,race-ethnicity,Majority White
2023,28,27,.2081911,1,race-ethnicity,All
2023,28,27,.2126538,1,race-ethnicity,Majority Non-White
2023,28,27,NA,3,race-ethnicity,Majority White
2023,28,29,.1668682,1,race-ethnicity,All
2023,28,29,.1843318,1,race-ethnicity,Majority Non-White
2023,28,29,.1022727,1,race-ethnicity,Majority White
2023,28,31,.131746,1,race-ethnicity,All
2023,28,31,NA,3,race-ethnicity,Majority Non-White
2023,28,31,.131746,1,race-ethnicity,Majority White
2023,28,33,.2277665,1,race-ethnicity,All
2023,28,33,.2333001,1,race-ethnicity,Majority Non-White
2023,28,33,.2266312,1,race-ethnicity,Majority White
2023,28,35,.2023866,1,race-ethnicity,All
2023,28,35,.232023,1,race-ethnicity,Majority Non-White
2023,28,35,.1730038,1,race-ethnicity,Majority White
2023,28,37,.1325967,1,race-ethnicity,All
2023,28,37,.119403,1,race-ethnicity,Majority Non-White
2023,28,37,.1403509,1,race-ethnicity,Majority White
2023,28,39,.1204969,1,race-ethnicity,All
2023,28,39,NA,3,race-ethnicity,Majority Non-White
2023,28,39,.1204969,1,race-ethnicity,Majority White
2023,28,41,.1290323,1,race-ethnicity,All
2023,28,41,NA,3,race-ethnicity,Majority Non-White
2023,28,41,.125,1,race-ethnicity,Majority White
2023,28,43,.1524106,1,race-ethnicity,All
2023,28,43,.1585821,1,race-ethnicity,Majority Non-White
2023,28,43,.1214953,1,race-ethnicity,Majority White
2023,28,45,.1468813,1,race-ethnicity,All
2023,28,45,NA,3,race-ethnicity,Majority Non-White
2023,28,45,.1468813,1,race-ethnicity,Majority White
2023,28,47,.1702161,1,race-ethnicity,All
2023,28,47,.1447368,1,race-ethnicity,Majority Non-White
2023,28,47,.1745353,1,race-ethnicity,Majority White
2023,28,49,.253519,1,race-ethnicity,All
2023,28,49,.2639249,1,race-ethnicity,Majority Non-White
2023,28,49,.2196721,1,race-ethnicity,Majority White
2023,28,51,.2431444,1,race-ethnicity,All
2023,28,51,.2475248,1,race-ethnicity,Majority Non-White
2023,28,51,NA,3,race-ethnicity,Majority White
2023,28,53,.2711111,1,race-ethnicity,All
2023,28,53,.2685185,1,race-ethnicity,Majority Non-White
2023,28,53,NA,3,race-ethnicity,Majority White
2023,28,55,NA,3,race-ethnicity,All
2023,28,55,NA,3,race-ethnicity,Majority Non-White
2023,28,55,NA,3,race-ethnicity,Majority White
2023,28,57,.118541,1,race-ethnicity,All
2023,28,57,NA,3,race-ethnicity,Majority Non-White
2023,28,57,.118541,1,race-ethnicity,Majority White
2023,28,59,.1645342,1,race-ethnicity,All
2023,28,59,.1551957,1,race-ethnicity,Majority Non-White
2023,28,59,.1663974,1,race-ethnicity,Majority White
2023,28,61,.153271,1,race-ethnicity,All
2023,28,61,.1671088,1,race-ethnicity,Majority Non-White
2023,28,61,.1202532,1,race-ethnicity,Majority White
2023,28,63,.285,1,race-ethnicity,All
2023,28,63,.285,1,race-ethnicity,Majority Non-White
2023,28,63,NA,3,race-ethnicity,Majority White
2023,28,65,.1706349,1,race-ethnicity,All
2023,28,65,.1666667,1,race-ethnicity,Majority Non-White
2023,28,65,NA,3,race-ethnicity,Majority White
