year,state,county,share_auto_debt_coll,share_debt_coll_quality,subgroup_type,subgroup
2023,13,305,.07277,1,race-ethnicity,Majority White
2023,13,307,NA,3,race-ethnicity,All
2023,13,307,NA,3,race-ethnicity,Majority Non-White
2023,13,307,NA,3,race-ethnicity,Majority White
2023,13,309,NA,3,race-ethnicity,All
2023,13,309,NA,3,race-ethnicity,Majority Non-White
2023,13,309,NA,3,race-ethnicity,Majority White
2023,13,311,.0217984,1,race-ethnicity,All
2023,13,311,NA,3,race-ethnicity,Majority Non-White
2023,13,311,.0217984,1,race-ethnicity,Majority White
2023,13,313,.0748576,1,race-ethnicity,All
2023,13,313,.0819936,1,race-ethnicity,Majority Non-White
2023,13,313,.0675453,1,race-ethnicity,Majority White
2023,13,315,.0746269,1,race-ethnicity,All
2023,13,315,NA,3,race-ethnicity,Majority Non-White
2023,13,315,NA,3,race-ethnicity,Majority White
2023,13,317,.088,1,race-ethnicity,All
2023,13,317,NA,3,race-ethnicity,Majority Non-White
2023,13,317,.0894309,1,race-ethnicity,Majority White
2023,13,319,.0731707,1,race-ethnicity,All
2023,13,319,NA,3,race-ethnicity,Majority Non-White
2023,13,319,.0361446,1,race-ethnicity,Majority White
2023,13,321,.0604839,1,race-ethnicity,All
2023,13,321,NA,3,race-ethnicity,Majority Non-White
2023,13,321,.0666667,1,race-ethnicity,Majority White
2023,15,1,.0394352,1,race-ethnicity,All
2023,15,1,.0394737,1,race-ethnicity,Majority Non-White
2023,15,1,NA,3,race-ethnicity,Majority White
2023,15,3,.0343858,1,race-ethnicity,All
2023,15,3,.0344565,1,race-ethnicity,Majority Non-White
2023,15,3,NA,3,race-ethnicity,Majority White
2023,15,5,NA,3,race-ethnicity,All
2023,15,5,NA,3,race-ethnicity,Majority Non-White
2023,15,5,NA,3,race-ethnicity,Majority White
2023,15,7,.0445783,1,race-ethnicity,All
2023,15,7,.0435356,1,race-ethnicity,Majority Non-White
2023,15,7,.0555556,1,race-ethnicity,Majority White
2023,15,9,.0338462,1,race-ethnicity,All
2023,15,9,.03357,1,race-ethnicity,Majority Non-White
2023,15,9,.0394737,1,race-ethnicity,Majority White
2023,16,1,.0296925,1,race-ethnicity,All
2023,16,1,NA,3,race-ethnicity,Majority Non-White
2023,16,1,.0296925,1,race-ethnicity,Majority White
2023,16,3,.0384615,1,race-ethnicity,All
2023,16,3,NA,3,race-ethnicity,Majority Non-White
2023,16,3,.0384615,1,race-ethnicity,Majority White
2023,16,5,.0391265,1,race-ethnicity,All
2023,16,5,NA,3,race-ethnicity,Majority Non-White
2023,16,5,.0375802,1,race-ethnicity,Majority White
2023,16,7,.0206186,1,race-ethnicity,All
2023,16,7,NA,3,race-ethnicity,Majority Non-White
2023,16,7,.0206186,1,race-ethnicity,Majority White
2023,16,9,.0472441,1,race-ethnicity,All
2023,16,9,NA,3,race-ethnicity,Majority Non-White
2023,16,9,.0472441,1,race-ethnicity,Majority White
2023,16,11,.0266667,1,race-ethnicity,All
2023,16,11,NA,3,race-ethnicity,Majority Non-White
2023,16,11,.0282686,1,race-ethnicity,Majority White
2023,16,13,.033195,1,race-ethnicity,All
2023,16,13,NA,3,race-ethnicity,Majority Non-White
2023,16,13,.033195,1,race-ethnicity,Majority White
2023,16,15,.0178571,1,race-ethnicity,All
2023,16,15,NA,3,race-ethnicity,Majority Non-White
2023,16,15,.0178571,1,race-ethnicity,Majority White
2023,16,17,.0203762,1,race-ethnicity,All
2023,16,17,NA,3,race-ethnicity,Majority Non-White
2023,16,17,.0203762,1,race-ethnicity,Majority White
2023,16,19,.0317955,1,race-ethnicity,All
2023,16,19,NA,3,race-ethnicity,Majority Non-White
2023,16,19,.0317955,1,race-ethnicity,Majority White
2023,16,21,.0145985,1,race-ethnicity,All
2023,16,21,NA,3,race-ethnicity,Majority Non-White
2023,16,21,.0145985,1,race-ethnicity,Majority White
2023,16,23,NA,3,race-ethnicity,All
2023,16,23,NA,3,race-ethnicity,Majority Non-White
2023,16,23,NA,3,race-ethnicity,Majority White
2023,16,25,NA,3,race-ethnicity,All
2023,16,25,NA,3,race-ethnicity,Majority Non-White
2023,16,25,NA,3,race-ethnicity,Majority White
2023,16,27,.0410423,1,race-ethnicity,All
2023,16,27,NA,3,race-ethnicity,Majority Non-White
2023,16,27,.0410423,1,race-ethnicity,Majority White
2023,16,29,.0080645,1,race-ethnicity,All
2023,16,29,NA,3,race-ethnicity,Majority Non-White
2023,16,29,.0080645,1,race-ethnicity,Majority White
2023,16,31,.0224719,1,race-ethnicity,All
2023,16,31,NA,3,race-ethnicity,Majority Non-White
2023,16,31,.0224719,1,race-ethnicity,Majority White
2023,16,33,NA,3,race-ethnicity,All
2023,16,33,NA,3,race-ethnicity,Majority Non-White
2023,16,33,NA,3,race-ethnicity,Majority White
2023,16,35,.025641,1,race-ethnicity,All
2023,16,35,NA,3,race-ethnicity,Majority Non-White
2023,16,35,.025641,1,race-ethnicity,Majority White
2023,16,37,.037037,1,race-ethnicity,All
2023,16,37,NA,3,race-ethnicity,Majority Non-White
2023,16,37,.037037,1,race-ethnicity,Majority White
2023,16,39,.029484,1,race-ethnicity,All
2023,16,39,NA,3,race-ethnicity,Majority Non-White
2023,16,39,.029484,1,race-ethnicity,Majority White
2023,16,41,.0346821,1,race-ethnicity,All
2023,16,41,NA,3,race-ethnicity,Majority Non-White
2023,16,41,.0346821,1,race-ethnicity,Majority White
2023,16,43,.0238095,1,race-ethnicity,All
2023,16,43,NA,3,race-ethnicity,Majority Non-White
2023,16,43,.0238095,1,race-ethnicity,Majority White
2023,16,45,.0347826,1,race-ethnicity,All
2023,16,45,NA,3,race-ethnicity,Majority Non-White
2023,16,45,.0347826,1,race-ethnicity,Majority White
2023,16,47,.0263158,1,race-ethnicity,All
2023,16,47,.0181818,1,race-ethnicity,Majority Non-White
2023,16,47,.0296296,1,race-ethnicity,Majority White
2023,16,49,.0318471,1,race-ethnicity,All
2023,16,49,NA,3,race-ethnicity,Majority Non-White
2023,16,49,.0318471,1,race-ethnicity,Majority White
2023,16,51,.0133333,1,race-ethnicity,All
2023,16,51,NA,3,race-ethnicity,Majority Non-White
2023,16,51,.0133333,1,race-ethnicity,Majority White
2023,16,53,.0348101,1,race-ethnicity,All
2023,16,53,NA,3,race-ethnicity,Majority Non-White
2023,16,53,.0348101,1,race-ethnicity,Majority White
2023,16,55,.0243134,1,race-ethnicity,All
2023,16,55,NA,3,race-ethnicity,Majority Non-White
2023,16,55,.0243134,1,race-ethnicity,Majority White
2023,16,57,.0240642,1,race-ethnicity,All
2023,16,57,NA,3,race-ethnicity,Majority Non-White
2023,16,57,.0240642,1,race-ethnicity,Majority White
2023,16,59,.0117647,1,race-ethnicity,All
2023,16,59,NA,3,race-ethnicity,Majority Non-White
2023,16,59,.0120482,1,race-ethnicity,Majority White
2023,16,61,0,1,race-ethnicity,All
2023,16,61,NA,3,race-ethnicity,Majority Non-White
2023,16,61,0,1,race-ethnicity,Majority White
2023,16,63,.0638298,1,race-ethnicity,All
2023,16,63,NA,3,race-ethnicity,Majority Non-White
2023,16,63,.0638298,1,race-ethnicity,Majority White
2023,16,65,.0337079,1,race-ethnicity,All
2023,16,65,NA,3,race-ethnicity,Majority Non-White
2023,16,65,.0337079,1,race-ethnicity,Majority White
2023,16,67,.04947,1,race-ethnicity,All
2023,16,67,NA,3,race-ethnicity,Majority Non-White
2023,16,67,.04947,1,race-ethnicity,Majority White
2023,16,69,.0264026,1,race-ethnicity,All
2023,16,69,NA,3,race-ethnicity,Majority Non-White
2023,16,69,.026738,1,race-ethnicity,Majority White
2023,16,71,.030303,1,race-ethnicity,All
2023,16,71,NA,3,race-ethnicity,Majority Non-White
2023,16,71,.030303,1,race-ethnicity,Majority White
2023,16,73,.0364963,1,race-ethnicity,All
2023,16,73,NA,3,race-ethnicity,Majority Non-White
2023,16,73,.0364963,1,race-ethnicity,Majority White
2023,16,75,.0249307,1,race-ethnicity,All
2023,16,75,NA,3,race-ethnicity,Majority Non-White
2023,16,75,.0249307,1,race-ethnicity,Majority White
2023,16,77,.0186916,1,race-ethnicity,All
2023,16,77,NA,3,race-ethnicity,Majority Non-White
2023,16,77,.0186916,1,race-ethnicity,Majority White
2023,16,79,.048913,1,race-ethnicity,All
2023,16,79,NA,3,race-ethnicity,Majority Non-White
2023,16,79,.048913,1,race-ethnicity,Majority White
2023,16,81,.0069444,1,race-ethnicity,All
2023,16,81,NA,3,race-ethnicity,Majority Non-White
2023,16,81,.0069444,1,race-ethnicity,Majority White
2023,16,83,.0523156,1,race-ethnicity,All
2023,16,83,NA,3,race-ethnicity,Majority Non-White
2023,16,83,.0519031,1,race-ethnicity,Majority White
2023,16,85,.0367647,1,race-ethnicity,All
2023,16,85,NA,3,race-ethnicity,Majority Non-White
2023,16,85,.0367647,1,race-ethnicity,Majority White
2023,16,87,.0333333,1,race-ethnicity,All
2023,16,87,NA,3,race-ethnicity,Majority Non-White
2023,16,87,.0333333,1,race-ethnicity,Majority White
2023,17,1,.0279503,1,race-ethnicity,All
2023,17,1,NA,3,race-ethnicity,Majority Non-White
2023,17,1,.0279503,1,race-ethnicity,Majority White
2023,17,3,.05,1,race-ethnicity,All
2023,17,3,NA,3,race-ethnicity,Majority Non-White
2023,17,3,NA,3,race-ethnicity,Majority White
2023,17,5,.0615385,1,race-ethnicity,All
2023,17,5,NA,3,race-ethnicity,Majority Non-White
2023,17,5,.0615385,1,race-ethnicity,Majority White
2023,17,7,.0367412,1,race-ethnicity,All
2023,17,7,NA,3,race-ethnicity,Majority Non-White
2023,17,7,.0367412,1,race-ethnicity,Majority White
2023,17,9,.0169492,1,race-ethnicity,All
2023,17,9,NA,3,race-ethnicity,Majority Non-White
2023,17,9,.0169492,1,race-ethnicity,Majority White
2023,17,11,.023753,1,race-ethnicity,All
2023,17,11,NA,3,race-ethnicity,Majority Non-White
2023,17,11,.02,1,race-ethnicity,Majority White
2023,17,13,.0394737,1,race-ethnicity,All
2023,17,13,NA,3,race-ethnicity,Majority Non-White
2023,17,13,.0394737,1,race-ethnicity,Majority White
2023,17,15,.0380435,1,race-ethnicity,All
2023,17,15,NA,3,race-ethnicity,Majority Non-White
2023,17,15,.0380435,1,race-ethnicity,Majority White
2023,17,17,.0597826,1,race-ethnicity,All
2023,17,17,NA,3,race-ethnicity,Majority Non-White
2023,17,17,.0597826,1,race-ethnicity,Majority White
2023,17,19,.0411268,1,race-ethnicity,All
2023,17,19,NA,3,race-ethnicity,Majority Non-White
2023,17,19,.0411268,1,race-ethnicity,Majority White
2023,17,21,.0478589,1,race-ethnicity,All
2023,17,21,NA,3,race-ethnicity,Majority Non-White
2023,17,21,.0478589,1,race-ethnicity,Majority White
2023,17,23,.0441176,1,race-ethnicity,All
2023,17,23,NA,3,race-ethnicity,Majority Non-White
2023,17,23,.0441176,1,race-ethnicity,Majority White
2023,17,25,.0465116,1,race-ethnicity,All
2023,17,25,NA,3,race-ethnicity,Majority Non-White
2023,17,25,.0465116,1,race-ethnicity,Majority White
2023,17,27,.0292887,1,race-ethnicity,All
2023,17,27,NA,3,race-ethnicity,Majority Non-White
2023,17,27,.0292887,1,race-ethnicity,Majority White
2023,17,29,.0381679,1,race-ethnicity,All
2023,17,29,NA,3,race-ethnicity,Majority Non-White
2023,17,29,.0381679,1,race-ethnicity,Majority White
2023,17,31,.0614845,1,race-ethnicity,All
2023,17,31,.0824087,1,race-ethnicity,Majority Non-White
2023,17,31,.0295503,1,race-ethnicity,Majority White
2023,17,33,.0436508,1,race-ethnicity,All
2023,17,33,NA,3,race-ethnicity,Majority Non-White
2023,17,33,.0436508,1,race-ethnicity,Majority White
2023,17,35,.0148148,1,race-ethnicity,All
2023,17,35,NA,3,race-ethnicity,Majority Non-White
2023,17,35,.0148148,1,race-ethnicity,Majority White
2023,17,37,.048758,1,race-ethnicity,All
2023,17,37,NA,3,race-ethnicity,Majority Non-White
2023,17,37,.048758,1,race-ethnicity,Majority White
2023,17,39,.0382514,1,race-ethnicity,All
2023,17,39,NA,3,race-ethnicity,Majority Non-White
2023,17,39,.0382514,1,race-ethnicity,Majority White
2023,17,41,.029661,1,race-ethnicity,All
2023,17,41,NA,3,race-ethnicity,Majority Non-White
2023,17,41,.029661,1,race-ethnicity,Majority White
2023,17,43,.029694,1,race-ethnicity,All
2023,17,43,.0444198,1,race-ethnicity,Majority Non-White
2023,17,43,.0259354,1,race-ethnicity,Majority White
2023,17,45,.0348259,1,race-ethnicity,All
2023,17,45,NA,3,race-ethnicity,Majority Non-White
2023,17,45,.0348259,1,race-ethnicity,Majority White
2023,17,47,.0566038,1,race-ethnicity,All
2023,17,47,NA,3,race-ethnicity,Majority Non-White
2023,17,47,.0566038,1,race-ethnicity,Majority White
2023,17,49,.020979,1,race-ethnicity,All
2023,17,49,NA,3,race-ethnicity,Majority Non-White
2023,17,49,.020979,1,race-ethnicity,Majority White
2023,17,51,.044843,1,race-ethnicity,All
2023,17,51,NA,3,race-ethnicity,Majority Non-White
2023,17,51,.044843,1,race-ethnicity,Majority White
2023,17,53,.0382166,1,race-ethnicity,All
2023,17,53,NA,3,race-ethnicity,Majority Non-White
2023,17,53,.0382166,1,race-ethnicity,Majority White
2023,17,55,.0470588,1,race-ethnicity,All
2023,17,55,NA,3,race-ethnicity,Majority Non-White
2023,17,55,.0470588,1,race-ethnicity,Majority White
2023,17,57,.0472973,1,race-ethnicity,All
2023,17,57,NA,3,race-ethnicity,Majority Non-White
2023,17,57,.0472973,1,race-ethnicity,Majority White
2023,17,59,.0416667,1,race-ethnicity,All
2023,17,59,NA,3,race-ethnicity,Majority Non-White
2023,17,59,.0416667,1,race-ethnicity,Majority White
2023,17,61,.0338983,1,race-ethnicity,All
2023,17,61,NA,3,race-ethnicity,Majority Non-White
2023,17,61,.0338983,1,race-ethnicity,Majority White
2023,17,63,.0368664,1,race-ethnicity,All
2023,17,63,NA,3,race-ethnicity,Majority Non-White
2023,17,63,.0368664,1,race-ethnicity,Majority White
2023,17,65,.0454545,1,race-ethnicity,All
2023,17,65,NA,3,race-ethnicity,Majority Non-White
2023,17,65,.0454545,1,race-ethnicity,Majority White
2023,17,67,.044335,1,race-ethnicity,All
2023,17,67,NA,3,race-ethnicity,Majority Non-White
2023,17,67,.044335,1,race-ethnicity,Majority White
2023,17,69,NA,3,race-ethnicity,All
2023,17,69,NA,3,race-ethnicity,Majority Non-White
2023,17,69,NA,3,race-ethnicity,Majority White
2023,17,71,.0379747,1,race-ethnicity,All
2023,17,71,NA,3,race-ethnicity,Majority Non-White
2023,17,71,.0379747,1,race-ethnicity,Majority White
2023,17,73,.0362205,1,race-ethnicity,All
2023,17,73,NA,3,race-ethnicity,Majority Non-White
2023,17,73,.0362205,1,race-ethnicity,Majority White
2023,17,75,.0376344,1,race-ethnicity,All
2023,17,75,NA,3,race-ethnicity,Majority Non-White
2023,17,75,.0352941,1,race-ethnicity,Majority White
2023,17,77,.0632653,1,race-ethnicity,All
2023,17,77,NA,3,race-ethnicity,Majority Non-White
2023,17,77,.0632653,1,race-ethnicity,Majority White
2023,17,79,.032,1,race-ethnicity,All
2023,17,79,NA,3,race-ethnicity,Majority Non-White
2023,17,79,.032,1,race-ethnicity,Majority White
2023,17,81,.047191,1,race-ethnicity,All
2023,17,81,NA,3,race-ethnicity,Majority Non-White
2023,17,81,.047191,1,race-ethnicity,Majority White
2023,17,83,.0374532,1,race-ethnicity,All
2023,17,83,NA,3,race-ethnicity,Majority Non-White
2023,17,83,.0374532,1,race-ethnicity,Majority White
2023,17,85,.0176056,1,race-ethnicity,All
2023,17,85,NA,3,race-ethnicity,Majority Non-White
2023,17,85,.0176056,1,race-ethnicity,Majority White
2023,17,87,.0422535,1,race-ethnicity,All
2023,17,87,NA,3,race-ethnicity,Majority Non-White
2023,17,87,.0422535,1,race-ethnicity,Majority White
2023,17,89,.0367086,1,race-ethnicity,All
2023,17,89,.0573876,1,race-ethnicity,Majority Non-White
2023,17,89,.0220944,1,race-ethnicity,Majority White
2023,17,91,.0684254,1,race-ethnicity,All
2023,17,91,NA,3,race-ethnicity,Majority Non-White
2023,17,91,.0671704,1,race-ethnicity,Majority White
2023,17,93,.0303618,1,race-ethnicity,All
2023,17,93,NA,3,race-ethnicity,Majority Non-White
2023,17,93,.0298211,1,race-ethnicity,Majority White
2023,17,95,.0472727,1,race-ethnicity,All
2023,17,95,NA,3,race-ethnicity,Majority Non-White
2023,17,95,.0473588,1,race-ethnicity,Majority White
2023,17,97,.0302388,1,race-ethnicity,All
2023,17,97,.0473707,1,race-ethnicity,Majority Non-White
2023,17,97,.0219849,1,race-ethnicity,Majority White
2023,17,99,.0354717,1,race-ethnicity,All
2023,17,99,NA,3,race-ethnicity,Majority Non-White
2023,17,99,.0354717,1,race-ethnicity,Majority White
2023,17,101,.0496894,1,race-ethnicity,All
2023,17,101,NA,3,race-ethnicity,Majority Non-White
2023,17,101,.0496894,1,race-ethnicity,Majority White
2023,17,103,.0437956,1,race-ethnicity,All
2023,17,103,NA,3,race-ethnicity,Majority Non-White
2023,17,103,.0437956,1,race-ethnicity,Majority White
2023,17,105,.0574713,1,race-ethnicity,All
2023,17,105,NA,3,race-ethnicity,Majority Non-White
2023,17,105,.0574713,1,race-ethnicity,Majority White
2023,17,107,.0326975,1,race-ethnicity,All
2023,17,107,NA,3,race-ethnicity,Majority Non-White
2023,17,107,.0326975,1,race-ethnicity,Majority White
2023,17,109,.0571429,1,race-ethnicity,All
2023,17,109,NA,3,race-ethnicity,Majority Non-White
2023,17,109,.0571429,1,race-ethnicity,Majority White
2023,17,111,.0289169,1,race-ethnicity,All
2023,17,111,NA,3,race-ethnicity,Majority Non-White
2023,17,111,.0289169,1,race-ethnicity,Majority White
2023,17,113,.0394168,1,race-ethnicity,All
2023,17,113,NA,3,race-ethnicity,Majority Non-White
2023,17,113,.0394168,1,race-ethnicity,Majority White
2023,17,115,.0485044,1,race-ethnicity,All
2023,17,115,NA,3,race-ethnicity,Majority Non-White
2023,17,115,.0478896,1,race-ethnicity,Majority White
2023,17,117,.0334855,1,race-ethnicity,All
2023,17,117,NA,3,race-ethnicity,Majority Non-White
2023,17,117,.0334855,1,race-ethnicity,Majority White
2023,17,119,.0439169,1,race-ethnicity,All
2023,17,119,.1044776,1,race-ethnicity,Majority Non-White
2023,17,119,.0426885,1,race-ethnicity,Majority White
2023,17,121,.0556745,1,race-ethnicity,All
2023,17,121,NA,3,race-ethnicity,Majority Non-White
2023,17,121,.055794,1,race-ethnicity,Majority White
2023,17,123,.0074074,1,race-ethnicity,All
2023,17,123,NA,3,race-ethnicity,Majority Non-White
2023,17,123,.0074627,1,race-ethnicity,Majority White
2023,17,125,.0170455,1,race-ethnicity,All
2023,17,125,NA,3,race-ethnicity,Majority Non-White
2023,17,125,.0170455,1,race-ethnicity,Majority White
2023,17,127,.0580645,1,race-ethnicity,All
2023,17,127,NA,3,race-ethnicity,Majority Non-White
2023,17,127,.0580645,1,race-ethnicity,Majority White
2023,17,129,.02,1,race-ethnicity,All
2023,17,129,NA,3,race-ethnicity,Majority Non-White
2023,17,129,.02,1,race-ethnicity,Majority White
2023,17,131,.0519481,1,race-ethnicity,All
2023,17,131,NA,3,race-ethnicity,Majority Non-White
2023,17,131,.0519481,1,race-ethnicity,Majority White
2023,17,133,.0220751,1,race-ethnicity,All
2023,17,133,NA,3,race-ethnicity,Majority Non-White
2023,17,133,.0220751,1,race-ethnicity,Majority White
2023,17,135,.0228571,1,race-ethnicity,All
2023,17,135,NA,3,race-ethnicity,Majority Non-White
2023,17,135,.0228571,1,race-ethnicity,Majority White
2023,17,137,.0548628,1,race-ethnicity,All
2023,17,137,NA,3,race-ethnicity,Majority Non-White
2023,17,137,.0548628,1,race-ethnicity,Majority White
2023,17,139,.0297619,1,race-ethnicity,All
2023,17,139,NA,3,race-ethnicity,Majority Non-White
2023,17,139,.0297619,1,race-ethnicity,Majority White
2023,17,141,.0278552,1,race-ethnicity,All
2023,17,141,NA,3,race-ethnicity,Majority Non-White
2023,17,141,.027933,1,race-ethnicity,Majority White
2023,17,143,.0637768,1,race-ethnicity,All
2023,17,143,.1615385,1,race-ethnicity,Majority Non-White
2023,17,143,.0492272,1,race-ethnicity,Majority White
2023,17,145,.0564516,1,race-ethnicity,All
2023,17,145,NA,3,race-ethnicity,Majority Non-White
2023,17,145,.0564516,1,race-ethnicity,Majority White
2023,17,147,.0135747,1,race-ethnicity,All
2023,17,147,NA,3,race-ethnicity,Majority Non-White
2023,17,147,.0135747,1,race-ethnicity,Majority White
2023,17,149,.0365297,1,race-ethnicity,All
2023,17,149,NA,3,race-ethnicity,Majority Non-White
2023,17,149,.0365297,1,race-ethnicity,Majority White
2023,17,151,NA,3,race-ethnicity,All
2023,17,151,NA,3,race-ethnicity,Majority Non-White
2023,17,151,NA,3,race-ethnicity,Majority White
2023,17,153,.0892857,1,race-ethnicity,All
2023,17,153,NA,3,race-ethnicity,Majority Non-White
2023,17,153,NA,3,race-ethnicity,Majority White
2023,17,155,.0212766,1,race-ethnicity,All
2023,17,155,NA,3,race-ethnicity,Majority Non-White
2023,17,155,.0212766,1,race-ethnicity,Majority White
2023,17,157,.0538244,1,race-ethnicity,All
2023,17,157,NA,3,race-ethnicity,Majority Non-White
2023,17,157,.0538244,1,race-ethnicity,Majority White
2023,17,159,.0591398,1,race-ethnicity,All
2023,17,159,NA,3,race-ethnicity,Majority Non-White
2023,17,159,.0591398,1,race-ethnicity,Majority White
2023,17,161,.0514469,1,race-ethnicity,All
2023,17,161,NA,3,race-ethnicity,Majority Non-White
2023,17,161,.0514469,1,race-ethnicity,Majority White
2023,17,163,.0619469,1,race-ethnicity,All
2023,17,163,.1388286,1,race-ethnicity,Majority Non-White
2023,17,163,.0488346,1,race-ethnicity,Majority White
2023,17,165,.0577508,1,race-ethnicity,All
2023,17,165,NA,3,race-ethnicity,Majority Non-White
2023,17,165,.0577508,1,race-ethnicity,Majority White
2023,17,167,.0413437,1,race-ethnicity,All
2023,17,167,NA,3,race-ethnicity,Majority Non-White
2023,17,167,.0413437,1,race-ethnicity,Majority White
2023,17,169,.05,1,race-ethnicity,All
2023,17,169,NA,3,race-ethnicity,Majority Non-White
2023,17,169,.05,1,race-ethnicity,Majority White
2023,17,171,.046875,1,race-ethnicity,All
2023,17,171,NA,3,race-ethnicity,Majority Non-White
2023,17,171,.046875,1,race-ethnicity,Majority White
2023,17,173,.0367347,1,race-ethnicity,All
2023,17,173,NA,3,race-ethnicity,Majority Non-White
2023,17,173,.0367347,1,race-ethnicity,Majority White
2023,17,175,NA,3,race-ethnicity,All
2023,17,175,NA,3,race-ethnicity,Majority Non-White
2023,17,175,NA,3,race-ethnicity,Majority White
2023,17,177,.0396226,1,race-ethnicity,All
2023,17,177,NA,3,race-ethnicity,Majority Non-White
2023,17,177,.0396226,1,race-ethnicity,Majority White
2023,17,179,.0369914,1,race-ethnicity,All
2023,17,179,NA,3,race-ethnicity,Majority Non-White
2023,17,179,.0369914,1,race-ethnicity,Majority White
2023,17,181,.0310881,1,race-ethnicity,All
2023,17,181,NA,3,race-ethnicity,Majority Non-White
2023,17,181,.0310881,1,race-ethnicity,Majority White
2023,17,183,.0809899,1,race-ethnicity,All
2023,17,183,NA,3,race-ethnicity,Majority Non-White
2023,17,183,.0809899,1,race-ethnicity,Majority White
2023,17,185,.0344828,1,race-ethnicity,All
2023,17,185,NA,3,race-ethnicity,Majority Non-White
2023,17,185,.0344828,1,race-ethnicity,Majority White
2023,17,187,.025641,1,race-ethnicity,All
2023,17,187,NA,3,race-ethnicity,Majority Non-White
2023,17,187,.025641,1,race-ethnicity,Majority White
2023,17,189,.0276243,1,race-ethnicity,All
2023,17,189,NA,3,race-ethnicity,Majority Non-White
2023,17,189,.0276243,1,race-ethnicity,Majority White
2023,17,191,.0261438,1,race-ethnicity,All
2023,17,191,NA,3,race-ethnicity,Majority Non-White
2023,17,191,.0261438,1,race-ethnicity,Majority White
2023,17,193,.0358974,1,race-ethnicity,All
2023,17,193,NA,3,race-ethnicity,Majority Non-White
2023,17,193,.0358974,1,race-ethnicity,Majority White
2023,17,195,.0492424,1,race-ethnicity,All
2023,17,195,NA,3,race-ethnicity,Majority Non-White
2023,17,195,.0492424,1,race-ethnicity,Majority White
2023,17,197,.0422637,1,race-ethnicity,All
2023,17,197,.0606399,1,race-ethnicity,Majority Non-White
2023,17,197,.0334698,1,race-ethnicity,Majority White
2023,17,199,.0420712,1,race-ethnicity,All
2023,17,199,NA,3,race-ethnicity,Majority Non-White
2023,17,199,.0420712,1,race-ethnicity,Majority White
2023,17,201,.064588,1,race-ethnicity,All
2023,17,201,.1162281,1,race-ethnicity,Majority Non-White
2023,17,201,.0558243,1,race-ethnicity,Majority White
2023,17,203,.0223214,1,race-ethnicity,All
2023,17,203,NA,3,race-ethnicity,Majority Non-White
2023,17,203,.0223214,1,race-ethnicity,Majority White
2023,18,1,.0429799,1,race-ethnicity,All
2023,18,1,NA,3,race-ethnicity,Majority Non-White
2023,18,1,.0429799,1,race-ethnicity,Majority White
2023,18,3,.0548794,1,race-ethnicity,All
2023,18,3,.1147228,1,race-ethnicity,Majority Non-White
2023,18,3,.0467119,1,race-ethnicity,Majority White
2023,18,5,.0375783,1,race-ethnicity,All
2023,18,5,NA,3,race-ethnicity,Majority Non-White
2023,18,5,.0375783,1,race-ethnicity,Majority White
2023,18,7,.018018,1,race-ethnicity,All
2023,18,7,NA,3,race-ethnicity,Majority Non-White
2023,18,7,.018018,1,race-ethnicity,Majority White
2023,18,9,.05,1,race-ethnicity,All
2023,18,9,NA,3,race-ethnicity,Majority Non-White
2023,18,9,.05,1,race-ethnicity,Majority White
2023,18,11,.0405257,1,race-ethnicity,All
2023,18,11,NA,3,race-ethnicity,Majority Non-White
2023,18,11,.0405257,1,race-ethnicity,Majority White
2023,18,13,.0494506,1,race-ethnicity,All
2023,18,13,NA,3,race-ethnicity,Majority Non-White
2023,18,13,.0494506,1,race-ethnicity,Majority White
2023,18,15,.0442804,1,race-ethnicity,All
2023,18,15,NA,3,race-ethnicity,Majority Non-White
2023,18,15,.0442804,1,race-ethnicity,Majority White
2023,18,17,.0767442,1,race-ethnicity,All
2023,18,17,NA,3,race-ethnicity,Majority Non-White
2023,18,17,.0767442,1,race-ethnicity,Majority White
2023,18,19,.0483532,1,race-ethnicity,All
2023,18,19,NA,3,race-ethnicity,Majority Non-White
2023,18,19,.0483532,1,race-ethnicity,Majority White
2023,18,21,.0783784,1,race-ethnicity,All
2023,18,21,NA,3,race-ethnicity,Majority Non-White
2023,18,21,.0783784,1,race-ethnicity,Majority White
2023,18,23,.042654,1,race-ethnicity,All
2023,18,23,NA,3,race-ethnicity,Majority Non-White
2023,18,23,.042654,1,race-ethnicity,Majority White
2023,18,25,.0289855,1,race-ethnicity,All
2023,18,25,NA,3,race-ethnicity,Majority Non-White
2023,18,25,.0289855,1,race-ethnicity,Majority White
2023,18,27,.0160772,1,race-ethnicity,All
2023,18,27,NA,3,race-ethnicity,Majority Non-White
2023,18,27,.0160772,1,race-ethnicity,Majority White
2023,18,29,.0375375,1,race-ethnicity,All
2023,18,29,NA,3,race-ethnicity,Majority Non-White
2023,18,29,.0375375,1,race-ethnicity,Majority White
2023,18,31,.03125,1,race-ethnicity,All
2023,18,31,NA,3,race-ethnicity,Majority Non-White
2023,18,31,.03125,1,race-ethnicity,Majority White
2023,18,33,.0429553,1,race-ethnicity,All
2023,18,33,NA,3,race-ethnicity,Majority Non-White
2023,18,33,.0429553,1,race-ethnicity,Majority White
2023,18,35,.0689061,1,race-ethnicity,All
2023,18,35,NA,3,race-ethnicity,Majority Non-White
2023,18,35,.0689061,1,race-ethnicity,Majority White
2023,18,37,.0309051,1,race-ethnicity,All
