year,state,county,subgroup_type,subgroup,pctl_income_20,pctl_income_20_lb,pctl_income_20_ub,pctl_income_20_quality,pctl_income_50,pctl_income_50_lb,pctl_income_50_ub,pctl_income_50_quality,pctl_income_80,pctl_income_80_lb,pctl_income_80_ub,pctl_income_80_quality
2018,01,043,all,All,19102.114591999998,18134.568823999998,20342.957524999998,1,41433.469274999996,39568.836759,43765.7904,1,83202.03460799999,79021.56599999999,87902.39039999999,1
2018,01,043,race-ethnicity,"Black, Non-Hispanic",19208.248575999998,9011.716368,19272.010175,1,34161.263552,19272.010175,58886.977875,1,68523.48717499999,47959.683080999996,122686.04669999999,1
2018,01,043,race-ethnicity,Hispanic,19272.010175,1317.0260999999998,28467.383764,1,41018.881785,28382.052851999997,70916.79,1,74631.815334,63463.116111999996,139807.386,1
2018,01,043,race-ethnicity,Other Races and Ethnicities,13704.495749999998,8510.014799999999,18134.568823999998,1,22816.804032,18134.568823999998,31630.202495999998,1,50958.77909999999,41433.469274999996,101217.25253999999,1
2018,01,043,race-ethnicity,"White, Non-Hispanic",19102.114591999998,18041.776016,20665.629879999997,1,41919.919888,40043.548324999996,44282.485012,1,83696.11352999999,79275.0772,88508.73380799999,1
2018,01,045,all,All,17402.56269,16555.90024,18240.365564,3,44647.008449999994,43122.751224,46681.00167499999,3,90397.23384999999,87688.60429999999,93225.558666,3
2018,01,045,race-ethnicity,"Black, Non-Hispanic",11133.847399999999,10130.97,12335.899883999999,3,26766.624774999997,24839.524599999997,29732.914291999998,3,56246.0052,53062.986944,60076.65209999999,3
2018,01,045,race-ethnicity,Hispanic,17713.39704,12848.342924999999,27961.477199999998,3,39828.7538,32685.147132,47756.287743999994,3,59164.864799999996,54442.728736,90118.174869,3
2018,01,045,race-ethnicity,Other Races and Ethnicities,18677.578655999998,13796.416656,22339.201104,3,38544.02035,35218.701681,47751.949024999994,3,84348.21424399999,74287.78121599999,144330.203072,3
2018,01,045,race-ethnicity,"White, Non-Hispanic",21275.036999999997,20261.94,22879.300715999998,3,52174.4955,50321.415924999994,53982.534688,3,98922.59749199999,95512.57548799999,102651.86252399998,3
2018,01,047,all,All,10706.448224999998,10064.081499999998,12157.163999999999,3,29978.458399999996,27967.465361999995,31837.191408,3,74194.74996799999,70333.25089499999,76488.8235,3
2018,01,047,race-ethnicity,"Black, Non-Hispanic",9117.873,8914.253391999999,9528.607825,3,21984.204899999997,19807.483849999997,23199.921299999998,3,49236.5142,44437.711793999995,52928.59763999999,3
2018,01,047,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,047,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,047,race-ethnicity,"White, Non-Hispanic",20236.064475,16658.452404,21752.697767999998,3,50834.173279999995,47615.558999999994,54825.885844,3,99283.506,91622.999604,104002.29294399999,3
2018,01,049,all,All,15196.454999999998,14487.2871,16716.100499999997,2,38544.02035,36082.550768,40858.580047999996,2,75912.68750799999,71576.002176,81047.76,2
2018,01,049,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,049,race-ethnicity,Hispanic,12848.342924999999,5065.485,20717.240231999996,2,28974.5742,23019.317474999996,35976.416784,2,54604.196899999995,42173.603328,103365.48903999999,2
2018,01,049,race-ethnicity,Other Races and Ethnicities,13597.6027,8489.717456,19400.099351999997,2,33432.200999999994,26445.945624999997,46694.94790399999,2,67122.72581999999,58368.68487999999,104380.07127199999,2
2018,01,049,race-ethnicity,"White, Non-Hispanic",15919.096335999999,14989.229199999998,17830.5072,2,39983.424248999996,38167.43344,41495.383952,2,79075.50623999999,75069.336352,83298.155952,2
2018,01,051,all,All,21413.904874999997,19755.391499999998,23554.791149999997,2,55727.636978999995,53034.84067199999,58458.397249999995,2,107067.507525,104002.29294399999,110834.403912,2
2018,01,051,race-ethnicity,"Black, Non-Hispanic",12430.546376999999,10637.518499999998,15631.595924999998,2,36268.872599999995,31209.030711999996,41283.115984,2,81370.821675,75349.12105599999,88987.149396,2
2018,01,051,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,051,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,051,race-ethnicity,"White, Non-Hispanic",27834.618499999997,26239.2123,31630.202495999998,2,63600.75453299999,60785.81999999999,66293.55084,2,114978.25643399998,110794.86791999999,123105.40879999999,2
2018,01,053,all,All,12585.258294,11498.230118999998,13258.710167999998,3,34793.021228,32723.033099999997,37218.285544,3,75982.275,72508.31843399999,80300.88274999999,3
2018,01,053,race-ethnicity,"Black, Non-Hispanic",9528.607825,8994.142575,10753.986723999999,3,23554.791149999997,20971.1079,26745.760799999996,3,53319.463449999996,48180.52965,59772.723,3
2018,01,053,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,053,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,053,race-ethnicity,"White, Non-Hispanic",17238.016949999997,15804.313199999999,19102.114591999998,3,44540.853072,41389.249968,47756.287743999994,3,90118.174869,85439.81654999999,95397.00499999999,3
2018,01,055,all,All,18852.607716,17404.972112,19927.067875999997,1,43411.20645,41226.17552999999,45577.321797,1,85749.25022399999,81716.158832,89152.536,1
2018,01,055,race-ethnicity,"Black, Non-Hispanic",12841.210799999999,11144.067,15537.930174,1,30899.458499999997,26000.823551999998,34286.385423,1,62944.022359999995,55184.66536,71695.931728,1
2018,01,055,race-ethnicity,Hispanic,18977.91998,9020.387375999999,26231.1511,1,28467.383764,22788.155303999996,31074.849158999998,1,41389.249968,31074.849158999998,99121.13094399999,1
2018,01,055,race-ethnicity,Other Races and Ethnicities,9700.049675999999,1898.295792,22483.8438,1,27346.595315999995,20556.743625,53805.924832,1,87341.25998399999,41330.252172,135754.998,1
2018,01,055,race-ethnicity,"White, Non-Hispanic",20163.454432,18995.980607999998,21752.697767999998,1,47013.34985599999,44968.696025,50536.21045,1,89936.38362499999,85961.51819199999,94882.70825,1
2018,01,057,all,All,15709.304508,14645.488528,16980.436176,3,38902.92479999999,37113.496392,40685.915049999996,3,81831.48101399999,78002.47065599999,84938.86481099999,3
2018,01,057,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,057,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,057,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,057,race-ethnicity,"White, Non-Hispanic",16895.152449999998,15417.809824999998,18645.313971,3,40964.714031999996,39010.784596,43193.949323999994,3,84348.21424399999,81756.9279,88139.439,3
2018,01,059,all,All,18147.91,17131.1239,19163.042738999997,3,44282.485012,42323.59725,47210.320199999995,3,88046.248608,85559.73485699999,90206.87755199999,3
2018,01,059,race-ethnicity,"Black, Non-Hispanic",12947.344783999999,10930.799088,15537.930174,3,29785.051799999997,25304.565032,36081.4465,3,62150.70950699999,57602.244425,71929.88699999999,3
2018,01,059,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,059,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,059,race-ethnicity,"White, Non-Hispanic",20095.358997,18359.176703999998,20869.798199999997,3,46801.08188799999,44135.377164,49242.163519999995,3,90206.87755199999,88046.248608,94891.61507599999,3
2018,01,061,all,All,17402.56269,16555.90024,18240.365564,3,44647.008449999994,43122.751224,46681.00167499999,3,90397.23384999999,87688.60429999999,93225.558666,3
2018,01,061,race-ethnicity,"Black, Non-Hispanic",11133.847399999999,10130.97,12335.899883999999,3,26766.624774999997,24839.524599999997,29732.914291999998,3,56246.0052,53062.986944,60076.65209999999,3
2018,01,061,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,061,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,061,race-ethnicity,"White, Non-Hispanic",21275.036999999997,20261.94,22879.300715999998,3,52174.4955,50321.415924999994,53982.534688,3,98922.59749199999,95512.57548799999,102651.86252399998,3
2018,01,063,all,All,10706.448224999998,10064.081499999998,12157.163999999999,3,29978.458399999996,27967.465361999995,31837.191408,3,74194.74996799999,70333.25089499999,76488.8235,3
2018,01,063,race-ethnicity,"Black, Non-Hispanic",9117.873,8914.253391999999,9528.607825,3,21984.204899999997,19807.483849999997,23199.921299999998,3,49236.5142,44437.711793999995,52928.59763999999,3
2018,01,063,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,063,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,063,race-ethnicity,"White, Non-Hispanic",20236.064475,16658.452404,21752.697767999998,3,50834.173279999995,47615.558999999994,54825.885844,3,99283.506,91622.999604,104002.29294399999,3
2018,01,065,all,All,10706.448224999998,10064.081499999998,12157.163999999999,3,29978.458399999996,27967.465361999995,31837.191408,3,74194.74996799999,70333.25089499999,76488.8235,3
2018,01,065,race-ethnicity,"Black, Non-Hispanic",9117.873,8914.253391999999,9528.607825,3,21984.204899999997,19807.483849999997,23199.921299999998,3,49236.5142,44437.711793999995,52928.59763999999,3
2018,01,065,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,065,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,065,race-ethnicity,"White, Non-Hispanic",20236.064475,16658.452404,21752.697767999998,3,50834.173279999995,47615.558999999994,54825.885844,3,99283.506,91622.999604,104002.29294399999,3
2018,01,067,all,All,17402.56269,16555.90024,18240.365564,3,44647.008449999994,43122.751224,46681.00167499999,3,90397.23384999999,87688.60429999999,93225.558666,3
2018,01,067,race-ethnicity,"Black, Non-Hispanic",11133.847399999999,10130.97,12335.899883999999,3,26766.624774999997,24839.524599999997,29732.914291999998,3,56246.0052,53062.986944,60076.65209999999,3
2018,01,067,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
